date,intelligent
2016-11-04,79.0
2016-11-05,72.0
2016-11-06,71.0
2016-11-07,86.0
2016-11-08,83.0
2016-11-09,80.0
2016-11-10,81.0
2016-11-11,81.0
2016-11-12,78.0
2016-11-13,74.0
2016-11-14,87.0
2016-11-15,91.0
2016-11-16,88.0
2016-11-17,86.0
2016-11-18,86.0
2016-11-19,73.0
2016-11-20,84.0
2016-11-21,95.0
2016-11-22,83.0
2016-11-23,83.0
2016-11-24,77.0
2016-11-25,81.0
2016-11-26,72.0
2016-11-27,78.0
2016-11-28,84.0
2016-11-29,91.0
2016-11-30,91.0
2016-12-01,87.0
2016-12-02,89.0
2016-12-03,69.0
2016-12-04,76.0
2016-12-05,91.0
2016-12-06,95.0
2016-12-07,86.0
2016-12-08,88.0
2016-12-09,81.0
2016-12-10,66.0
2016-12-11,69.0
2016-12-12,86.0
2016-12-13,84.0
2016-12-14,84.0
2016-12-15,89.0
2016-12-16,74.0
2016-12-17,70.0
2016-12-18,74.0
2016-12-19,78.0
2016-12-20,84.0
2016-12-21,81.0
2016-12-22,80.0
2016-12-23,73.0
2016-12-24,69.0
2016-12-25,63.0
2016-12-26,72.0
2016-12-27,69.0
2016-12-28,70.0
2016-12-29,77.0
2016-12-30,76.0
2016-12-31,64.0
2017-01-01,66.0
2017-01-02,70.0
2017-01-03,82.0
2017-01-04,88.0
2017-01-05,88.0
2017-01-06,83.0
2017-01-07,72.0
2017-01-08,75.0
2017-01-09,89.0
2017-01-10,93.0
2017-01-11,91.0
2017-01-12,83.0
2017-01-13,83.0
2017-01-14,71.0
2017-01-15,73.0
2017-01-16,84.0
2017-01-17,87.0
2017-01-18,87.0
2017-01-19,94.0
2017-01-20,91.0
2017-01-21,72.0
2017-01-22,74.0
2017-01-23,89.0
2017-01-24,86.0
2017-01-25,94.0
2017-01-26,92.0
2017-01-27,91.0
2017-01-28,75.0
2017-01-29,74.0
2017-01-30,91.0
2017-01-31,92.0
2017-02-01,88.0
2017-02-02,92.0
2017-02-03,100.0
2017-02-04,74.0
2017-02-05,75.0
2017-02-06,90.0
2017-02-07,88.0
2017-02-08,90.0
2017-02-09,82.0
2017-02-10,84.0
2017-02-11,73.0
2017-02-12,72.0
2017-02-13,85.0
2017-02-14,85.0
2017-02-15,90.0
2017-02-16,88.0
2017-02-17,84.0
2017-02-18,77.0
2017-02-19,72.0
2017-02-20,89.0
2017-02-21,94.0
2017-02-22,88.0
2017-02-23,88.0
2017-02-24,85.0
2017-02-25,77.0
2017-02-26,78.0
2017-02-27,91.0
2017-02-28,90.0
2017-03-01,92.06039674105561
2017-03-02,88.18614948636203
2017-03-03,90.11069783917819
2017-03-04,74.53825717321998
2017-03-05,78.91250442791358
2017-03-06,88.13584838823945
2017-03-07,86.23645058448459
2017-03-08,92.13584838823945
2017-03-09,90.03524619199433
2017-03-10,86.16099893730075
2017-03-11,72.66400991852639
2017-03-12,73.06340772228126
2017-03-13,86.7113000354233
2017-03-14,86.7113000354233
2017-03-15,94.98494509387177
2017-03-16,86.26160113354587
2017-03-17,78.83705278072972
2017-03-18,72.03825717321998
2017-03-19,71.18916046758767
2017-03-20,87.2113000354233
2017-03-21,91.61069783917819
2017-03-22,90.13584838823945
2017-03-23,84.76160113354587
2017-03-24,88.16099893730075
2017-03-25,69.61370882040382
2017-03-26,77.41250442791358
2017-03-27,87.23645058448459
2017-03-28,85.73645058448459
2017-03-29,90.56039674105561
2017-03-30,86.16099893730075
2017-03-31,85.2113000354233
2017-04-01,68.21431101664896
2017-04-02,76.92561105207226
2017-04-03,85.47290116896917
2017-04-04,86.42260007084661
2017-04-05,90.22139567835636
2017-04-06,85.47290116896917
2017-04-07,77.8753099539497
2017-04-08,64.5795253276656
2017-04-09,72.17711654268508
2017-04-10,86.42260007084661
2017-04-11,86.42260007084661
2017-04-12,90.22139567835636
2017-04-13,80.724406659582
2017-04-14,75.02621324831739
2017-04-15,69.32801983705278
2017-04-16,72.17711654268508
2017-04-17,78.82500885582714
2017-04-18,83.57350336521431
2017-04-19,80.724406659582
2017-04-20,81.67410556145944
2017-04-21,80.724406659582
2017-04-22,70.27771873893022
2017-04-23,67.42862203329791
2017-04-24,87.37229897272405
2017-04-25,85.47290116896917
2017-04-26,82.62380446333687
2017-04-27,91.17109458023378
2017-04-28,80.724406659582
2017-04-29,65.52922422954303
2017-04-30,70.27771873893022
2017-05-01,79.77470775770456
2017-05-02,82.62380446333687
2017-05-03,84.52320226709175
2017-05-04,82.62380446333687
2017-05-05,83.57350336521431
2017-05-06,66.47892313142047
2017-05-07,75.97591215019483
2017-05-08,85.47290116896917
2017-05-09,87.37229897272405
2017-05-10,87.37229897272405
2017-05-11,85.47290116896917
2017-05-12,80.724406659582
2017-05-13,65.52922422954303
2017-05-14,73.12681544456252
2017-05-15,86.42260007084661
2017-05-16,84.52320226709175
2017-05-17,81.67410556145944
2017-05-18,82.62380446333687
2017-05-19,80.724406659582
2017-05-20,65.52922422954303
2017-05-21,72.17711654268508
2017-05-22,80.724406659582
2017-05-23,83.57350336521431
2017-05-24,81.67410556145944
2017-05-25,84.52320226709175
2017-05-26,75.97591215019483
2017-05-27,68.37832093517534
2017-05-28,69.32801983705278
2017-05-29,74.07651434643995
2017-05-30,75.97591215019483
2017-05-31,79.77470775770456
2017-06-01,82.62380446333687
2017-06-02,77.8753099539497
2017-06-03,66.47892313142047
