date,hillary book
2016-11-28,9.139784946236558
2016-11-29,7.311827956989247
2016-11-30,4.569892473118279
2016-12-01,3.6559139784946235
2016-12-02,7.311827956989247
2016-12-03,4.569892473118279
2016-12-04,3.6559139784946235
2016-12-05,4.569892473118279
2016-12-06,5.483870967741935
2016-12-07,4.569892473118279
2016-12-08,6.397849462365591
2016-12-09,1.8279569892473118
2016-12-10,1.8279569892473118
2016-12-11,6.397849462365591
2016-12-12,2.7419354838709675
2016-12-13,4.569892473118279
2016-12-14,2.7419354838709675
2016-12-15,6.397849462365591
2016-12-16,6.397849462365591
2016-12-17,2.7419354838709675
2016-12-18,2.7419354838709675
2016-12-19,4.569892473118279
2016-12-20,5.483870967741935
2016-12-21,4.569892473118279
2016-12-22,3.6559139784946235
2016-12-23,3.6559139784946235
2016-12-24,4.569892473118279
2016-12-25,5.483870967741935
2016-12-26,5.483870967741935
2016-12-27,2.7419354838709675
2016-12-28,3.6559139784946235
2016-12-29,7.311827956989247
2016-12-30,4.569892473118279
2016-12-31,8.225806451612902
2017-01-01,3.6559139784946235
2017-01-02,2.7419354838709675
2017-01-03,3.6559139784946235
2017-01-04,3.6559139784946235
2017-01-05,3.6559139784946235
2017-01-06,4.569892473118279
2017-01-07,4.569892473118279
2017-01-08,4.569892473118279
2017-01-09,2.7419354838709675
2017-01-10,2.7419354838709675
2017-01-11,2.7419354838709675
2017-01-12,6.397849462365591
2017-01-13,2.7419354838709675
2017-01-14,3.6559139784946235
2017-01-15,1.8279569892473118
2017-01-16,3.6559139784946235
2017-01-17,1.8279569892473118
2017-01-18,4.569892473118279
2017-01-19,4.569892473118279
2017-01-20,7.311827956989247
2017-01-21,6.397849462365591
2017-01-22,8.225806451612902
2017-01-23,3.6559139784946235
2017-01-24,2.7419354838709675
2017-01-25,5.483870967741935
2017-01-26,3.6559139784946235
2017-01-27,2.7419354838709675
2017-01-28,4.569892473118279
2017-01-29,3.6559139784946235
2017-01-30,2.7419354838709675
2017-01-31,3.6559139784946235
2017-02-01,10.053763440860214
2017-02-02,10.053763440860214
2017-02-03,6.397849462365591
2017-02-04,2.7419354838709675
2017-02-05,6.397849462365591
2017-02-06,3.6559139784946235
2017-02-07,3.6559139784946235
2017-02-08,4.569892473118279
2017-02-09,1.8279569892473118
2017-02-10,2.7419354838709675
2017-02-11,3.6559139784946235
2017-02-12,1.8279569892473118
2017-02-13,1.8279569892473118
2017-02-14,4.569892473118279
2017-02-15,0.9139784946236559
2017-02-16,4.569892473118279
2017-02-17,2.7419354838709675
2017-02-18,1.8279569892473118
2017-02-19,3.6559139784946235
2017-02-20,0.9139784946236559
2017-02-21,0.9139784946236559
2017-02-22,2.7419354838709675
2017-02-23,1.8279569892473118
2017-02-24,2.7419354838709675
2017-02-25,2.7419354838709675
2017-02-26,2.7419354838709675
2017-02-27,0.9139784946236559
2017-02-28,3.6559139784946235
2017-03-01,1.913978494623656
2017-03-02,4.327956989247312
2017-03-03,3.370967741935484
2017-03-04,5.741935483870968
2017-03-05,4.327956989247312
2017-03-06,1.456989247311828
2017-03-07,2.827956989247312
2017-03-08,3.327956989247312
2017-03-09,3.827956989247312
2017-03-10,3.327956989247312
2017-03-11,1.913978494623656
2017-03-12,2.413978494623656
2017-03-13,2.870967741935484
2017-03-14,2.870967741935484
2017-03-15,2.413978494623656
2017-03-16,2.870967741935484
2017-03-17,2.370967741935484
2017-03-18,0.956989247311828
2017-03-19,2.827956989247312
2017-03-20,4.241935483870968
2017-03-21,2.413978494623656
2017-03-22,3.327956989247312
2017-03-23,1.413978494623656
2017-03-24,0.45698924731182794
2017-03-25,1.913978494623656
2017-03-26,1.456989247311828
2017-03-27,1.913978494623656
2017-03-28,3.370967741935484
2017-03-29,1.413978494623656
2017-03-30,2.370967741935484
2017-03-31,2.827956989247312
2017-04-01,1.913978494623656
2017-04-02,5.0
2017-04-03,2.0
2017-04-04,3.0
2017-04-05,3.0
2017-04-06,2.0
2017-04-07,3.0
2017-04-08,5.0
2017-04-09,4.0
2017-04-10,4.0
2017-04-11,2.0
2017-04-12,4.0
2017-04-13,6.0
2017-04-14,3.0
2017-04-15,4.0
2017-04-16,6.0
2017-04-17,5.0
2017-04-18,100.0
2017-04-19,38.0
2017-04-20,26.0
2017-04-21,20.0
2017-04-22,21.0
2017-04-23,23.0
2017-04-24,16.0
2017-04-25,9.0
2017-04-26,3.0
2017-04-27,7.0
2017-04-28,6.0
2017-04-29,4.0
2017-04-30,4.0
2017-05-01,4.0
2017-05-02,12.0
2017-05-03,9.0
2017-05-04,5.0
2017-05-05,5.0
2017-05-06,3.0
2017-05-07,5.0
2017-05-08,3.0
2017-05-09,5.0
2017-05-10,5.0
2017-05-11,5.0
2017-05-12,8.0
2017-05-13,7.0
2017-05-14,5.0
2017-05-15,4.0
2017-05-16,3.0
2017-05-17,3.0
2017-05-18,4.0
2017-05-19,5.0
2017-05-20,2.0
2017-05-21,3.0
2017-05-22,5.0
2017-05-23,4.0
2017-05-24,5.0
2017-05-25,3.0
2017-05-26,5.0
2017-05-27,4.0
2017-05-28,2.0
2017-05-29,4.0
2017-05-30,3.0
2017-05-31,4.0
2017-06-01,5.0
2017-06-02,3.0
2017-06-03,4.0
