date,donald trump idiot
2016-11-10,25.0
2016-11-11,16.0
2016-11-12,15.0
2016-11-13,10.0
2016-11-14,9.0
2016-11-15,9.0
2016-11-16,9.0
2016-11-17,5.0
2016-11-18,5.0
2016-11-19,7.0
2016-11-20,3.0
2016-11-21,9.0
2016-11-22,11.0
2016-11-23,6.0
2016-11-24,7.0
2016-11-25,7.0
2016-11-26,6.0
2016-11-27,10.0
2016-11-28,6.0
2016-11-29,4.0
2016-11-30,5.0
2016-12-01,3.0
2016-12-02,7.0
2016-12-03,6.0
2016-12-04,12.0
2016-12-05,6.0
2016-12-06,0.0
2016-12-07,5.0
2016-12-08,3.0
2016-12-09,0.0
2016-12-10,7.0
2016-12-11,9.0
2016-12-12,8.0
2016-12-13,13.0
2016-12-14,4.0
2016-12-15,8.0
2016-12-16,5.0
2016-12-17,5.0
2016-12-18,6.0
2016-12-19,4.0
2016-12-20,3.0
2016-12-21,7.0
2016-12-22,11.0
2016-12-23,4.0
2016-12-24,3.0
2016-12-25,3.0
2016-12-26,3.0
2016-12-27,3.0
2016-12-28,7.0
2016-12-29,4.0
2016-12-30,6.0
2016-12-31,5.0
2017-01-01,7.0
2017-01-02,5.0
2017-01-03,3.0
2017-01-04,0.0
2017-01-05,3.0
2017-01-06,7.0
2017-01-07,6.0
2017-01-08,4.0
2017-01-09,13.0
2017-01-10,9.0
2017-01-11,9.0
2017-01-12,11.0
2017-01-13,6.0
2017-01-14,7.0
2017-01-15,8.0
2017-01-16,7.0
2017-01-17,16.0
2017-01-18,6.0
2017-01-19,9.0
2017-01-20,22.0
2017-01-21,13.0
2017-01-22,18.0
2017-01-23,13.0
2017-01-24,9.0
2017-01-25,15.0
2017-01-26,21.0
2017-01-27,17.0
2017-01-28,9.0
2017-01-29,11.0
2017-01-30,20.0
2017-01-31,9.0
2017-02-01,10.0
2017-02-02,11.0
2017-02-03,9.0
2017-02-04,11.0
2017-02-05,4.0
2017-02-06,7.0
2017-02-07,12.0
2017-02-08,9.0
2017-02-09,6.0
2017-02-10,5.0
2017-02-11,11.0
2017-02-12,8.0
2017-02-13,5.0
2017-02-14,6.0
2017-02-15,2.0
2017-02-16,5.0
2017-02-17,9.0
2017-02-18,9.0
2017-02-19,4.0
2017-02-20,7.0
2017-02-21,5.0
2017-02-22,2.0
2017-02-23,2.0
2017-02-24,5.0
2017-02-25,6.0
2017-02-26,3.0
2017-02-27,4.0
2017-02-28,5.0
2017-03-01,7.463594113090627
2017-03-02,2.5
2017-03-03,5.946940356312936
2017-03-04,4.050735863671573
2017-03-05,6.481797056545314
2017-03-06,4.6371030209140205
2017-03-07,4.240123934934159
2017-03-08,4.706041828040279
2017-03-09,4.15453137103021
2017-03-10,4.774980635166537
2017-03-11,4.050735863671573
2017-03-12,7.791634391944229
2017-03-13,3.6030209140201395
2017-03-14,5.740123934934159
2017-03-15,6.360573199070489
2017-03-16,3.6030209140201395
2017-03-17,9.721920991479474
2017-03-18,6.791634391944229
2017-03-19,4.550735863671573
2017-03-20,7.360573199070489
2017-03-21,7.791634391944229
2017-03-22,3.206041828040279
2017-03-23,9.860573199070489
2017-03-24,7.067389620449264
2017-03-25,4.119674670797831
2017-03-26,4.309837335398916
2017-03-27,3.7575522850503487
2017-03-28,6.809062742060418
2017-03-29,3.6030209140201395
2017-03-30,4.223470178156468
2017-03-31,5.171959721146398
2017-04-01,9.549961270333075
2017-04-02,2.6196746707978313
2017-04-03,2.206041828040279
2017-04-04,4.412083656080558
2017-04-05,6.7560030983733546
2017-04-06,6.7560030983733546
2017-04-07,4.6878388845855925
2017-04-08,5.239349341595663
2017-04-09,3.9984508133230054
2017-04-10,2.206041828040279
2017-04-11,2.3439194422927963
2017-04-12,4.549961270333076
2017-04-13,4.82571649883811
2017-04-14,2.6196746707978313
2017-04-15,8.272656855151046
2017-04-16,8.134779240898528
2017-04-17,7.169635941130906
2017-04-18,4.412083656080558
2017-04-19,3.3090627420604184
2017-04-20,2.206041828040279
2017-04-21,5.92873741285825
2017-04-22,0.0
2017-04-23,5.101471727343145
2017-04-24,13.512006196746709
2017-04-25,3.3090627420604184
2017-04-26,3.3090627420604184
2017-04-27,2.206041828040279
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,2.6196746707978313
2017-05-01,3.722695584817971
2017-05-02,2.206041828040279
2017-05-03,2.206041828040279
2017-05-04,0.0
2017-05-05,4.549961270333076
2017-05-06,5.239349341595663
2017-05-07,2.6196746707978313
2017-05-08,2.206041828040279
2017-05-09,6.618125484120837
2017-05-10,5.652982184353215
2017-05-11,11.30596436870643
2017-05-12,9.237800154918668
2017-05-13,5.239349341595663
2017-05-14,6.618125484120837
2017-05-15,5.652982184353215
2017-05-16,6.7560030983733546
2017-05-17,4.549961270333076
2017-05-18,3.3090627420604184
2017-05-19,4.6878388845855925
2017-05-20,2.6196746707978313
2017-05-21,5.239349341595663
2017-05-22,2.206041828040279
2017-05-23,2.206041828040279
2017-05-24,4.549961270333076
2017-05-25,5.92873741285825
2017-05-26,4.963594113090627
2017-05-27,4.136328427575523
2017-05-28,5.515104570100697
2017-05-29,2.3439194422927963
2017-05-30,4.549961270333076
2017-05-31,6.893880712625871
2017-06-01,13.787761425251743
2017-06-02,10.75445391169636
2017-06-03,3.9984508133230054
