date,donald trump russia
2016-05-01,1.0449438202247192
2016-05-02,1.5674157303370788
2016-05-03,1.0449438202247192
2016-05-04,3.1348314606741576
2016-05-05,2.0898876404494384
2016-05-06,1.5674157303370788
2016-05-07,1.0449438202247192
2016-05-08,1.5674157303370788
2016-05-09,2.0898876404494384
2016-05-10,1.0449438202247192
2016-05-11,1.0449438202247192
2016-05-12,1.5674157303370788
2016-05-13,0.5224719101123596
2016-05-14,1.0449438202247192
2016-05-15,2.612359550561798
2016-05-16,1.0449438202247192
2016-05-17,1.0449438202247192
2016-05-18,1.5674157303370788
2016-05-19,1.0449438202247192
2016-05-20,1.0449438202247192
2016-05-21,0.5224719101123596
2016-05-22,1.0449438202247192
2016-05-23,1.0449438202247192
2016-05-24,1.0449438202247192
2016-05-25,2.0898876404494384
2016-05-26,1.5674157303370788
2016-05-27,0.5224719101123596
2016-05-28,1.0449438202247192
2016-05-29,1.0449438202247192
2016-05-30,1.5674157303370788
2016-05-31,0.5224719101123596
2016-06-01,1.0449438202247192
2016-06-02,0.5224719101123596
2016-06-03,1.5674157303370788
2016-06-04,0.5224719101123596
2016-06-05,1.0449438202247192
2016-06-06,1.0449438202247192
2016-06-07,1.0449438202247192
2016-06-08,1.0449438202247192
2016-06-09,0.5224719101123596
2016-06-10,1.5674157303370788
2016-06-11,1.5674157303370788
2016-06-12,1.5674157303370788
2016-06-13,1.0449438202247192
2016-06-14,2.0898876404494384
2016-06-15,2.612359550561798
2016-06-16,1.5674157303370788
2016-06-17,1.0449438202247192
2016-06-18,1.0449438202247192
2016-06-19,1.5674157303370788
2016-06-20,2.0898876404494384
2016-06-21,3.1348314606741576
2016-06-22,1.5674157303370788
2016-06-23,1.5674157303370788
2016-06-24,2.0898876404494384
2016-06-25,1.0449438202247192
2016-06-26,1.0449438202247192
2016-06-27,1.0449438202247192
2016-06-28,1.0449438202247192
2016-06-29,1.0449438202247192
2016-06-30,0.5224719101123596
2016-07-01,0.5224719101123596
2016-07-02,1.0449438202247192
2016-07-03,0.5224719101123596
2016-07-04,0.5224719101123596
2016-07-05,1.5674157303370788
2016-07-06,1.0449438202247192
2016-07-07,1.0449438202247192
2016-07-08,1.0449438202247192
2016-07-09,1.0449438202247192
2016-07-10,0.5224719101123596
2016-07-11,1.0449438202247192
2016-07-12,1.0449438202247192
2016-07-13,0.5224719101123596
2016-07-14,1.0449438202247192
2016-07-15,1.5674157303370788
2016-07-16,1.0449438202247192
2016-07-17,1.0449438202247192
2016-07-18,1.0449438202247192
2016-07-19,1.5674157303370788
2016-07-20,1.0449438202247192
2016-07-21,2.0898876404494384
2016-07-22,2.612359550561798
2016-07-23,1.5674157303370788
2016-07-24,2.612359550561798
2016-07-25,7.837078651685394
2016-07-26,7.3146067415730345
2016-07-27,48.06741573033708
2016-07-28,52.24719101123596
2016-07-29,17.764044943820227
2016-07-30,9.926966292134832
2016-07-31,6.792134831460675
2016-08-01,6.792134831460675
2016-08-02,5.747191011235955
2016-08-03,3.1348314606741576
2016-08-04,3.1348314606741576
2016-08-05,2.612359550561798
2016-08-06,2.0898876404494384
2016-08-07,2.612359550561798
2016-08-08,1.5674157303370788
2016-08-09,3.1348314606741576
2016-08-10,2.0898876404494384
2016-08-11,1.0449438202247192
2016-08-12,2.0898876404494384
2016-08-13,2.612359550561798
2016-08-14,1.5674157303370788
2016-08-15,2.0898876404494384
2016-08-16,1.5674157303370788
2016-08-17,2.612359550561798
2016-08-18,3.1348314606741576
2016-08-19,2.0898876404494384
2016-08-20,2.0898876404494384
2016-08-21,2.0898876404494384
2016-08-22,1.5674157303370788
2016-08-23,1.0449438202247192
2016-08-24,1.0449438202247192
2016-08-25,1.0449438202247192
2016-08-26,1.0449438202247192
2016-08-27,0.5224719101123596
2016-08-28,0.5224719101123596
2016-08-29,1.5674157303370788
2016-08-30,1.0449438202247192
2016-08-31,1.5674157303370788
2016-09-01,1.5674157303370788
2016-09-02,0.5224719101123596
2016-09-03,1.5674157303370788
2016-09-04,0.5224719101123596
2016-09-05,1.0449438202247192
2016-09-06,1.5674157303370788
2016-09-07,1.5674157303370788
2016-09-08,2.612359550561798
2016-09-09,2.612359550561798
2016-09-10,3.6573033707865172
2016-09-11,2.0898876404494384
2016-09-12,0.5224719101123596
2016-09-13,1.5674157303370788
2016-09-14,2.612359550561798
2016-09-15,1.0449438202247192
2016-09-16,1.0449438202247192
2016-09-17,1.5674157303370788
2016-09-18,2.0898876404494384
2016-09-19,1.0449438202247192
2016-09-20,2.0898876404494384
2016-09-21,1.5674157303370788
2016-09-22,2.612359550561798
2016-09-23,2.612359550561798
2016-09-24,2.612359550561798
2016-09-25,2.0898876404494384
2016-09-26,2.0898876404494384
2016-09-27,5.747191011235955
2016-09-28,2.612359550561798
2016-09-29,2.0898876404494384
2016-09-30,2.0898876404494384
2016-10-01,1.7837078651685394
2016-10-02,2.3061797752808992
2016-10-03,1.7837078651685394
2016-10-04,2.8061797752808992
2016-10-05,7.918539325842697
2016-10-06,3.067415730337079
2016-10-07,4.089887640449438
2016-10-08,4.3511235955056184
2016-10-09,4.589887640449438
2016-10-10,11.247191011235955
2016-10-11,6.396067415730338
2016-10-12,7.634831460674158
2016-10-13,9.463483146067416
2016-10-14,6.896067415730338
2016-10-15,6.396067415730338
2016-10-16,6.134831460674158
2016-10-17,4.8511235955056184
2016-10-18,5.373595505617978
2016-10-19,4.089887640449438
2016-10-20,13.030898876404496
2016-10-21,5.6123595505617985
2016-10-22,4.3511235955056184
2016-10-23,4.6123595505617985
2016-10-24,4.589887640449438
2016-10-25,4.3511235955056184
2016-10-26,4.089887640449438
2016-10-27,3.3061797752808992
2016-10-28,5.6123595505617985
2016-10-29,2.544943820224719
