date,putin travel
2016-07-24,0.0
2016-07-25,5.930184043391591
2016-07-26,5.930184043391591
2016-07-27,5.930184043391591
2016-07-28,0.0
2016-07-29,12.544620091789904
2016-07-30,0.0
2016-07-31,7.070604051736128
2016-08-01,5.930184043391591
2016-08-02,0.0
2016-08-03,6.158268045060498
2016-08-04,6.158268045060498
2016-08-05,6.386352046729406
2016-08-06,7.070604051736128
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,12.088452088452089
2016-08-10,0.0
2016-08-11,6.158268045060498
2016-08-12,0.0
2016-08-13,7.070604051736128
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,5.930184043391591
2016-08-17,5.930184043391591
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,13.685040100134442
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,5.930184043391591
2016-08-25,18.246720133512586
2016-08-26,6.158268045060498
2016-08-27,0.0
2016-08-28,6.842520050067221
2016-08-29,0.0
2016-08-30,5.702100041722684
2016-08-31,0.0
2016-09-01,5.930184043391591
2016-09-02,6.158268045060498
2016-09-03,10.491864076769739
2016-09-04,6.842520050067221
2016-09-05,9.123360066756293
2016-09-06,5.702100041722684
2016-09-07,5.702100041722684
2016-09-08,5.930184043391591
2016-09-09,0.0
2016-09-10,0.0
2016-09-11,6.6144360483983125
2016-09-12,5.930184043391591
2016-09-13,0.0
2016-09-14,11.632284085114275
2016-09-15,0.0
2016-09-16,0.0
2016-09-17,13.456956098465533
2016-09-18,13.228872096796625
2016-09-19,5.702100041722684
2016-09-20,8.439108061749572
2016-09-21,0.0
2016-09-22,5.702100041722684
2016-09-23,0.0
2016-09-24,6.6144360483983125
2016-09-25,10.035696073431922
2016-09-26,0.0
2016-09-27,5.702100041722684
2016-09-28,11.404200083445367
2016-09-29,8.66719206341848
2016-09-30,0.0
2016-10-01,23.2531639701451
2016-10-02,3.193176023364703
2016-10-03,2.851050020861342
2016-10-04,2.851050020861342
2016-10-05,0.0
2016-10-06,8.593064762876084
2016-10-07,0.0
2016-10-08,3.3072180241991562
2016-10-09,3.3072180241991562
2016-10-10,11.404200083445367
2016-10-11,2.851050020861342
2016-10-12,8.895276065087385
2016-10-13,11.444114783737424
2016-10-14,16.119836817950027
2016-10-15,11.552454684530158
2016-10-16,14.74563070789486
2016-10-17,6.956562050901675
2016-10-18,0.0
2016-10-19,0.0
2016-10-20,27.187612998933755
2016-10-21,8.593064762876084
2016-10-22,0.0
2016-10-23,6.5003940475638595
2016-10-24,8.593064762876084
2016-10-25,5.58805804088823
2016-10-26,0.0
2016-10-27,8.593064762876084
2016-10-28,5.8161420425571375
2016-10-29,0.0
2016-10-30,3.3072180241991562
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,10.879606879606879
2016-11-08,0.0
2016-11-09,31.42997542997543
2016-11-10,22.363636363636363
2016-11-11,24.176904176904177
2016-11-12,0.0
2016-11-13,0.0
2016-11-14,10.879606879606879
2016-11-15,0.0
2016-11-16,0.0
2016-11-17,11.484029484029485
2016-11-18,0.0
2016-11-19,0.0
2016-11-20,12.692874692874692
2016-11-21,0.0
2016-11-22,10.879606879606879
2016-11-23,33.84766584766585
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,12.692874692874692
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,11.484029484029485
2016-12-02,0.0
2016-12-03,12.692874692874692
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,0.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,10.879606879606879
2016-12-13,0.0
2016-12-14,11.484029484029485
2016-12-15,0.0
2016-12-16,12.088452088452089
2016-12-17,0.0
2016-12-18,13.297297297297298
2016-12-19,0.0
2016-12-20,11.484029484029485
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,12.692874692874692
2016-12-24,0.0
2016-12-25,14.506142506142506
2016-12-26,12.692874692874692
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,24.176904176904177
2016-12-30,0.0
2016-12-31,41.70515970515971
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,22.363636363636363
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,10.879606879606879
2017-01-12,0.0
2017-01-13,0.0
2017-01-14,12.692874692874692
2017-01-15,0.0
2017-01-16,0.0
2017-01-17,0.0
2017-01-18,10.879606879606879
2017-01-19,10.879606879606879
2017-01-20,22.363636363636363
2017-01-21,0.0
2017-01-22,0.0
2017-01-23,0.0
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,22.363636363636363
2017-01-28,0.0
2017-01-29,12.692874692874692
2017-01-30,0.0
2017-01-31,32.63882063882064
2017-02-01,0.0
2017-02-02,10.879606879606879
2017-02-03,0.0
2017-02-04,12.692874692874692
2017-02-05,60.44226044226044
2017-02-06,10.879606879606879
2017-02-07,32.03439803439804
2017-02-08,10.879606879606879
2017-02-09,10.879606879606879
2017-02-10,33.84766584766585
2017-02-11,25.385749385749385
2017-02-12,0.0
2017-02-13,21.154791154791155
2017-02-14,0.0
2017-02-15,0.0
2017-02-16,10.879606879606879
2017-02-17,0.0
2017-02-18,25.385749385749385
2017-02-19,0.0
2017-02-20,10.879606879606879
2017-02-21,10.879606879606879
2017-02-22,0.0
2017-02-23,32.63882063882064
2017-02-24,11.484029484029485
2017-02-25,12.692874692874692
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,21.759213759213758
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,6.044226044226044
2017-03-05,0.0
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,23.43980343980344
2017-03-09,14.43980343980344
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,14.43980343980344
2017-03-14,14.43980343980344
2017-03-15,0.0
2017-03-16,5.137592137592137
2017-03-17,14.93980343980344
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,5.439803439803439
2017-03-22,10.577395577395578
2017-03-23,0.0
2017-03-24,9.5
2017-03-25,0.0
2017-03-26,29.737100737100736
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,10.879606879606879
2017-03-30,50.56142506142506
2017-03-31,36.423832923832926
2017-04-01,0.0
2017-04-02,44.0
2017-04-03,0.0
2017-04-04,19.0
2017-04-05,0.0
2017-04-06,19.0
2017-04-07,39.0
2017-04-08,22.0
2017-04-09,0.0
2017-04-10,19.0
2017-04-11,0.0
2017-04-12,38.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,18.0
2017-04-19,18.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,18.0
2017-04-26,18.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,20.0
2017-05-02,19.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,19.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,19.0
2017-05-10,19.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,56.0
2017-05-16,38.0
2017-05-17,19.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,22.0
2017-05-22,19.0
2017-05-23,0.0
2017-05-24,19.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,46.0
2017-05-28,0.0
2017-05-29,59.0
2017-05-30,0.0
2017-05-31,19.0
2017-06-01,19.0
2017-06-02,100.0
2017-06-03,45.0
