date,crime
2016-11-03,60.0
2016-11-04,55.0
2016-11-05,53.0
2016-11-06,58.0
2016-11-07,61.0
2016-11-08,55.0
2016-11-09,53.0
2016-11-10,59.0
2016-11-11,56.0
2016-11-12,58.0
2016-11-13,58.0
2016-11-14,60.0
2016-11-15,66.0
2016-11-16,63.0
2016-11-17,62.0
2016-11-18,56.0
2016-11-19,52.0
2016-11-20,55.0
2016-11-21,59.0
2016-11-22,57.0
2016-11-23,58.0
2016-11-24,57.0
2016-11-25,52.0
2016-11-26,51.0
2016-11-27,55.0
2016-11-28,59.0
2016-11-29,61.0
2016-11-30,62.0
2016-12-01,60.0
2016-12-02,55.0
2016-12-03,51.0
2016-12-04,54.0
2016-12-05,60.0
2016-12-06,59.0
2016-12-07,59.0
2016-12-08,58.0
2016-12-09,57.0
2016-12-10,48.0
2016-12-11,53.0
2016-12-12,57.0
2016-12-13,59.0
2016-12-14,64.0
2016-12-15,57.0
2016-12-16,55.0
2016-12-17,49.0
2016-12-18,53.0
2016-12-19,51.0
2016-12-20,54.0
2016-12-21,51.0
2016-12-22,49.0
2016-12-23,47.0
2016-12-24,42.0
2016-12-25,44.0
2016-12-26,47.0
2016-12-27,50.0
2016-12-28,52.0
2016-12-29,50.0
2016-12-30,52.0
2016-12-31,46.0
2017-01-01,51.0
2017-01-02,53.0
2017-01-03,55.0
2017-01-04,57.0
2017-01-05,76.0
2017-01-06,100.0
2017-01-07,69.0
2017-01-08,65.0
2017-01-09,64.0
2017-01-10,60.0
2017-01-11,60.0
2017-01-12,59.0
2017-01-13,57.0
2017-01-14,56.0
2017-01-15,59.0
2017-01-16,58.0
2017-01-17,61.0
2017-01-18,61.0
2017-01-19,60.0
2017-01-20,56.0
2017-01-21,54.0
2017-01-22,55.0
2017-01-23,58.0
2017-01-24,58.0
2017-01-25,61.0
2017-01-26,61.0
2017-01-27,60.0
2017-01-28,59.0
2017-01-29,61.0
2017-01-30,61.0
2017-01-31,61.0
2017-02-01,60.0
2017-02-02,59.0
2017-02-03,58.0
2017-02-04,58.0
2017-02-05,61.0
2017-02-06,62.0
2017-02-07,63.0
2017-02-08,64.0
2017-02-09,61.0
2017-02-10,63.0
2017-02-11,59.0
2017-02-12,62.0
2017-02-13,62.0
2017-02-14,60.0
2017-02-15,61.0
2017-02-16,63.0
2017-02-17,59.0
2017-02-18,58.0
2017-02-19,65.0
2017-02-20,70.0
2017-02-21,70.0
2017-02-22,66.0
2017-02-23,60.0
2017-02-24,60.0
2017-02-25,57.0
2017-02-26,62.0
2017-02-27,62.0
2017-02-28,63.0
2017-03-01,64.15181058495821
2017-03-02,62.97493036211699
2017-03-03,60.62116991643454
2017-03-04,54.91364902506964
2017-03-05,61.798050139275766
2017-03-06,62.13649025069638
2017-03-07,62.47493036211699
2017-03-08,60.95961002785515
2017-03-09,59.78272980501393
2017-03-10,58.94428969359332
2017-03-11,54.91364902506964
2017-03-12,61.63649025069638
2017-03-13,65.49025069637884
2017-03-14,63.65181058495822
2017-03-15,60.95961002785515
2017-03-16,60.62116991643454
2017-03-17,58.1058495821727
2017-03-18,56.928969359331475
2017-03-19,59.62116991643454
2017-03-20,64.99025069637884
2017-03-21,64.99025069637884
2017-03-22,62.63649025069638
2017-03-23,62.97493036211699
2017-03-24,60.45961002785515
2017-03-25,55.752089136490255
2017-03-26,60.62116991643454
2017-03-27,63.8133704735376
2017-03-28,63.8133704735376
2017-03-29,62.3133704735376
2017-03-30,60.12116991643454
2017-03-31,57.767409470752085
2017-04-01,53.05988857938719
2017-04-02,58.88857938718663
2017-04-03,62.949860724233986
2017-04-04,61.59610027855153
2017-04-05,60.24233983286908
2017-04-06,60.919220055710305
2017-04-07,57.53481894150418
2017-04-08,53.47353760445682
2017-04-09,56.18105849582172
2017-04-10,60.24233983286908
2017-04-11,58.88857938718663
2017-04-12,58.211699164345404
2017-04-13,55.5041782729805
2017-04-14,54.82729805013928
2017-04-15,52.796657381615596
2017-04-16,54.15041782729805
2017-04-17,63.626740947075206
2017-04-18,58.211699164345404
2017-04-19,62.27298050139276
2017-04-20,60.919220055710305
2017-04-21,59.56545961002786
2017-04-22,54.82729805013928
2017-04-23,58.211699164345404
2017-04-24,63.626740947075206
2017-04-25,65.65738161559888
2017-04-26,60.24233983286908
2017-04-27,58.88857938718663
2017-04-28,55.5041782729805
2017-04-29,53.47353760445682
2017-04-30,56.18105849582172
2017-05-01,67.68802228412257
2017-05-02,61.59610027855153
2017-05-03,60.919220055710305
2017-05-04,58.88857938718663
2017-05-05,56.85793871866295
2017-05-06,53.47353760445682
2017-05-07,58.211699164345404
2017-05-08,62.949860724233986
2017-05-09,60.24233983286908
2017-05-10,58.88857938718663
2017-05-11,58.211699164345404
2017-05-12,57.53481894150418
2017-05-13,54.15041782729805
2017-05-14,56.85793871866295
2017-05-15,62.27298050139276
2017-05-16,62.27298050139276
2017-05-17,60.919220055710305
2017-05-18,60.24233983286908
2017-05-19,56.18105849582172
2017-05-20,55.5041782729805
2017-05-21,58.88857938718663
2017-05-22,58.88857938718663
2017-05-23,59.56545961002786
2017-05-24,63.626740947075206
2017-05-25,64.30362116991644
2017-05-26,56.85793871866295
2017-05-27,54.82729805013928
2017-05-28,56.18105849582172
2017-05-29,56.18105849582172
2017-05-30,58.88857938718663
2017-05-31,58.211699164345404
2017-06-01,55.5041782729805
2017-06-02,54.15041782729805
2017-06-03,54.15041782729805
