date,hillary clinton pizza
2016-05-01,3.422865013774105
2016-05-02,2.9338842975206614
2016-05-03,2.9338842975206614
2016-05-04,10.757575757575758
2016-05-05,17.114325068870524
2016-05-06,0.0
2016-05-07,6.356749311294766
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,5.378787878787879
2016-05-12,2.9338842975206614
2016-05-13,5.867768595041323
2016-05-14,12.713498622589531
2016-05-15,3.422865013774105
2016-05-16,0.0
2016-05-17,10.757575757575758
2016-05-18,0.0
2016-05-19,2.9338842975206614
2016-05-20,0.0
2016-05-21,3.422865013774105
2016-05-22,3.422865013774105
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,2.9338842975206614
2016-05-26,5.867768595041323
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,6.356749311294766
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,2.9338842975206614
2016-06-02,2.9338842975206614
2016-06-03,5.867768595041323
2016-06-04,3.422865013774105
2016-06-05,6.356749311294766
2016-06-06,5.378787878787879
2016-06-07,8.31267217630854
2016-06-08,19.55922865013774
2016-06-09,5.378787878787879
2016-06-10,14.669421487603305
2016-06-11,0.0
2016-06-12,12.713498622589531
2016-06-13,2.9338842975206614
2016-06-14,2.9338842975206614
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,3.422865013774105
2016-06-19,6.356749311294766
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,5.378787878787879
2016-06-24,2.9338842975206614
2016-06-25,0.0
2016-06-26,6.356749311294766
2016-06-27,2.9338842975206614
2016-06-28,0.0
2016-06-29,2.9338842975206614
2016-06-30,0.0
2016-07-01,5.867768595041323
2016-07-02,9.77961432506887
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,8.801652892561984
2016-07-06,2.9338842975206614
2016-07-07,0.0
2016-07-08,5.867768595041323
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,5.867768595041323
2016-07-12,5.378787878787879
2016-07-13,8.31267217630854
2016-07-14,5.867768595041323
2016-07-15,11.735537190082646
2016-07-16,9.77961432506887
2016-07-17,3.422865013774105
2016-07-18,2.9338842975206614
2016-07-19,0.0
2016-07-20,5.867768595041323
2016-07-21,0.0
2016-07-22,17.60330578512397
2016-07-23,20.048209366391184
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,14.180440771349863
2016-07-27,14.180440771349863
2016-07-28,22.493112947658403
2016-07-29,26.40495867768595
2016-07-30,6.84573002754821
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,2.9338842975206614
2016-08-05,8.801652892561984
2016-08-06,10.268595041322314
2016-08-07,0.0
2016-08-08,11.246556473829202
2016-08-09,5.867768595041323
2016-08-10,2.9338842975206614
2016-08-11,8.801652892561984
2016-08-12,11.735537190082646
2016-08-13,16.62534435261708
2016-08-14,6.84573002754821
2016-08-15,2.9338842975206614
2016-08-16,5.867768595041323
2016-08-17,2.9338842975206614
2016-08-18,2.9338842975206614
2016-08-19,0.0
2016-08-20,6.356749311294766
2016-08-21,3.422865013774105
2016-08-22,0.0
2016-08-23,5.378787878787879
2016-08-24,5.378787878787879
2016-08-25,2.9338842975206614
2016-08-26,5.867768595041323
2016-08-27,9.77961432506887
2016-08-28,3.422865013774105
2016-08-29,0.0
2016-08-30,5.378787878787879
2016-08-31,0.0
2016-09-01,2.9338842975206614
2016-09-02,14.180440771349863
2016-09-03,6.356749311294766
2016-09-04,0.0
2016-09-05,8.31267217630854
2016-09-06,0.0
2016-09-07,5.378787878787879
2016-09-08,0.0
2016-09-09,2.9338842975206614
2016-09-10,15.647382920110193
2016-09-11,9.290633608815426
2016-09-12,41.074380165289256
2016-09-13,21.515151515151516
2016-09-14,8.31267217630854
2016-09-15,16.62534435261708
2016-09-16,2.9338842975206614
2016-09-17,0.0
2016-09-18,6.356749311294766
2016-09-19,0.0
2016-09-20,7.823691460055096
2016-09-21,7.823691460055096
2016-09-22,0.0
2016-09-23,11.246556473829202
2016-09-24,9.290633608815426
2016-09-25,2.9338842975206614
2016-09-26,21.02617079889807
2016-09-27,18.581267217630852
2016-09-28,13.202479338842975
2016-09-29,2.9338842975206614
2016-09-30,8.31267217630854
2016-10-01,11.579201101928374
2016-10-02,10.400826446280991
2016-10-03,5.722451790633609
2016-10-04,3.2224517906336088
2016-10-05,7.411845730027548
2016-10-06,7.911845730027548
2016-10-07,14.84573002754821
2016-10-08,4.678374655647383
2016-10-09,10.645316804407713
2016-10-10,19.290633608815426
2016-10-11,5.911845730027548
2016-10-12,9.378787878787879
2016-10-13,13.568181818181818
2016-10-14,7.1893939393939394
2016-10-15,11.612258953168045
2016-10-16,14.546143250688706
2016-10-17,10.134297520661157
2016-10-18,6.911845730027548
2016-10-19,11.101239669421489
2016-10-20,15.101239669421489
2016-10-21,11.411845730027547
2016-10-22,3.0
2016-10-23,10.112258953168045
2016-10-24,5.6893939393939394
2016-10-25,2.0
2016-10-26,8.134297520661157
2016-10-27,12.134297520661157
2016-10-28,16.34573002754821
2016-10-29,38.94903581267218
2016-10-30,16.612258953168045
2016-10-31,12.878787878787879
2016-11-01,16.56818181818182
2016-11-02,16.0
2016-11-03,17.0
2016-11-04,17.0
2016-11-05,27.0
2016-11-06,34.0
2016-11-07,22.0
2016-11-08,58.0
2016-11-09,100.0
2016-11-10,37.0
2016-11-11,24.0
2016-11-12,16.0
2016-11-13,9.0
2016-11-14,8.0
2016-11-15,15.0
2016-11-16,10.0
2016-11-17,10.0
2016-11-18,9.0
2016-11-19,12.0
2016-11-20,9.0
2016-11-21,13.0
2016-11-22,11.0
2016-11-23,12.0
2016-11-24,9.0
2016-11-25,16.0
2016-11-26,3.0
2016-11-27,19.0
2016-11-28,11.0
2016-11-29,2.0
2016-11-30,13.0
2016-12-01,12.0
2016-12-02,13.0
2016-12-03,12.0
2016-12-04,13.0
2016-12-05,34.0
2016-12-06,18.0
2016-12-07,10.0
2016-12-08,14.0
2016-12-09,19.0
2016-12-10,5.0
2016-12-11,9.0
2016-12-12,5.0
2016-12-13,6.0
2016-12-14,4.0
2016-12-15,6.0
2016-12-16,8.0
2016-12-17,9.0
2016-12-18,6.0
2016-12-19,10.0
2016-12-20,7.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,9.0
2016-12-24,0.0
2016-12-25,5.0
2016-12-26,6.0
2016-12-27,3.0
2016-12-28,7.0
2016-12-29,3.0
2016-12-30,6.0
2016-12-31,3.0
2017-01-01,3.0
2017-01-02,3.0
2017-01-03,3.0
2017-01-04,5.0
2017-01-05,3.0
2017-01-06,3.0
2017-01-07,4.0
2017-01-08,3.0
2017-01-09,8.0
2017-01-10,5.0
2017-01-11,6.0
2017-01-12,0.0
2017-01-13,4.0
2017-01-14,7.0
2017-01-15,3.0
2017-01-16,7.0
2017-01-17,5.0
2017-01-18,6.0
2017-01-19,5.0
2017-01-20,18.0
2017-01-21,10.0
2017-01-22,6.0
2017-01-23,6.0
2017-01-24,9.0
2017-01-25,7.0
2017-01-26,5.0
2017-01-27,5.0
2017-01-28,0.0
2017-01-29,3.0
2017-01-30,2.0
2017-01-31,4.0
2017-02-01,7.0
2017-02-02,2.0
2017-02-03,6.0
2017-02-04,3.0
2017-02-05,3.0
2017-02-06,0.0
2017-02-07,6.0
2017-02-08,9.0
2017-02-09,2.0
2017-02-10,11.0
2017-02-11,9.0
2017-02-12,0.0
2017-02-13,8.0
2017-02-14,7.0
2017-02-15,7.0
2017-02-16,6.0
2017-02-17,0.0
2017-02-18,7.0
2017-02-19,3.0
2017-02-20,4.0
2017-02-21,7.0
2017-02-22,0.0
2017-02-23,2.0
2017-02-24,8.0
2017-02-25,3.0
2017-02-26,3.0
2017-02-27,5.0
2017-02-28,5.0
2017-03-01,5.066489361702128
2017-03-02,7.066489361702128
2017-03-03,3.6402925531914896
2017-03-04,3.8617021276595747
2017-03-05,1.5
2017-03-06,3.5
2017-03-07,8.12566489361702
2017-03-08,3.0
2017-03-09,2.0
2017-03-10,9.420877659574469
2017-03-11,3.0
2017-03-12,6.223404255319149
2017-03-13,2.0664893617021276
2017-03-14,1.0
2017-03-15,1.0
2017-03-16,0.0
2017-03-17,2.5
2017-03-18,1.5
2017-03-19,1.5
2017-03-20,1.0
2017-03-21,4.066489361702128
2017-03-22,3.0664893617021276
2017-03-23,1.0
2017-03-24,0.0
2017-03-25,10.38031914893617
2017-03-26,1.5
2017-03-27,1.0
2017-03-28,2.0664893617021276
2017-03-29,2.0
2017-03-30,3.6402925531914896
2017-03-31,5.928191489361702
2017-04-01,9.38031914893617
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,4.132978723404255
2017-04-05,4.280585106382979
2017-04-06,4.280585106382979
2017-04-07,13.284574468085108
2017-04-08,0.0
2017-04-09,5.1662234042553195
2017-04-10,4.280585106382979
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,10.332446808510639
2017-04-16,0.0
2017-04-17,4.575797872340426
2017-04-18,8.26595744680851
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0
2017-04-22,5.018617021276596
2017-04-23,4.871010638297872
2017-04-24,0.0
2017-04-25,4.132978723404255
2017-04-26,0.0
2017-04-27,4.280585106382979
2017-04-28,8.856382978723405
2017-04-29,0.0
2017-04-30,5.018617021276596
2017-05-01,9.299202127659575
2017-05-02,0.0
2017-05-03,4.132978723404255
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,4.871010638297872
2017-05-07,4.871010638297872
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,8.413563829787234
2017-05-11,0.0
2017-05-12,4.428191489361702
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,8.413563829787234
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,4.280585106382979
2017-05-19,4.428191489361702
2017-05-20,5.018617021276596
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,5.1662234042553195
2017-05-28,0.0
2017-05-29,9.003989361702128
2017-05-30,8.561170212765958
2017-05-31,0.0
2017-06-01,4.280585106382979
2017-06-02,4.575797872340426
2017-06-03,0.0
