date,collusion
2016-11-02,15.0
2016-11-03,21.0
2016-11-04,20.0
2016-11-05,10.0
2016-11-06,8.0
2016-11-07,12.0
2016-11-08,13.0
2016-11-09,9.0
2016-11-10,15.0
2016-11-11,10.0
2016-11-12,8.0
2016-11-13,11.0
2016-11-14,10.0
2016-11-15,10.0
2016-11-16,10.0
2016-11-17,13.0
2016-11-18,10.0
2016-11-19,4.0
2016-11-20,12.0
2016-11-21,10.0
2016-11-22,9.0
2016-11-23,9.0
2016-11-24,7.0
2016-11-25,8.0
2016-11-26,5.0
2016-11-27,7.0
2016-11-28,12.0
2016-11-29,8.0
2016-11-30,12.0
2016-12-01,10.0
2016-12-02,8.0
2016-12-03,7.0
2016-12-04,6.0
2016-12-05,13.0
2016-12-06,12.0
2016-12-07,9.0
2016-12-08,10.0
2016-12-09,9.0
2016-12-10,9.0
2016-12-11,7.0
2016-12-12,11.0
2016-12-13,14.0
2016-12-14,10.0
2016-12-15,11.0
2016-12-16,8.0
2016-12-17,7.0
2016-12-18,5.0
2016-12-19,11.0
2016-12-20,12.0
2016-12-21,7.0
2016-12-22,5.0
2016-12-23,5.0
2016-12-24,5.0
2016-12-25,4.0
2016-12-26,4.0
2016-12-27,5.0
2016-12-28,5.0
2016-12-29,7.0
2016-12-30,4.0
2016-12-31,3.0
2017-01-01,6.0
2017-01-02,4.0
2017-01-03,6.0
2017-01-04,8.0
2017-01-05,7.0
2017-01-06,6.0
2017-01-07,6.0
2017-01-08,6.0
2017-01-09,6.0
2017-01-10,6.0
2017-01-11,17.0
2017-01-12,6.0
2017-01-13,6.0
2017-01-14,7.0
2017-01-15,6.0
2017-01-16,6.0
2017-01-17,7.0
2017-01-18,8.0
2017-01-19,9.0
2017-01-20,7.0
2017-01-21,5.0
2017-01-22,4.0
2017-01-23,10.0
2017-01-24,6.0
2017-01-25,7.0
2017-01-26,8.0
2017-01-27,7.0
2017-01-28,8.0
2017-01-29,5.0
2017-01-30,8.0
2017-01-31,7.0
2017-02-01,11.0
2017-02-02,9.0
2017-02-03,10.0
2017-02-04,5.0
2017-02-05,4.0
2017-02-06,10.0
2017-02-07,9.0
2017-02-08,7.0
2017-02-09,9.0
2017-02-10,8.0
2017-02-11,8.0
2017-02-12,7.0
2017-02-13,9.0
2017-02-14,12.0
2017-02-15,25.0
2017-02-16,30.0
2017-02-17,17.0
2017-02-18,10.0
2017-02-19,10.0
2017-02-20,11.0
2017-02-21,12.0
2017-02-22,11.0
2017-02-23,9.0
2017-02-24,10.0
2017-02-25,10.0
2017-02-26,10.0
2017-02-27,12.0
2017-02-28,12.0
2017-03-01,7.421052631578947
2017-03-02,13.37171052631579
2017-03-03,15.351973684210527
2017-03-04,8.430921052631579
2017-03-05,18.30263157894737
2017-03-06,17.82236842105263
2017-03-07,12.881578947368421
2017-03-08,15.37171052631579
2017-03-09,14.351973684210527
2017-03-10,12.361842105263158
2017-03-11,9.901315789473685
2017-03-12,6.430921052631579
2017-03-13,9.411184210526315
2017-03-14,9.401315789473685
2017-03-15,11.391447368421051
2017-03-16,9.891447368421051
2017-03-17,10.901315789473685
2017-03-18,8.921052631578947
2017-03-19,20.253289473684212
2017-03-20,99.01315789473685
2017-03-21,36.625
2017-03-22,21.273026315789473
2017-03-23,51.99671052631579
2017-03-24,26.713815789473685
2017-03-25,18.30263157894737
2017-03-26,12.87171052631579
2017-03-27,15.342105263157894
2017-03-28,14.851973684210527
2017-03-29,16.832236842105264
2017-03-30,19.782894736842103
2017-03-31,17.832236842105264
2017-04-01,12.391447368421051
2017-04-02,13.723684210526315
2017-04-03,11.763157894736842
2017-04-04,14.703947368421053
2017-04-05,11.763157894736842
2017-04-06,8.822368421052632
2017-04-07,15.68421052631579
2017-04-08,9.802631578947368
2017-04-09,9.802631578947368
2017-04-10,11.763157894736842
2017-04-11,11.763157894736842
2017-04-12,12.743421052631579
2017-04-13,12.743421052631579
2017-04-14,17.644736842105264
2017-04-15,11.763157894736842
2017-04-16,10.782894736842104
2017-04-17,10.782894736842104
2017-04-18,10.782894736842104
2017-04-19,11.763157894736842
2017-04-20,11.763157894736842
2017-04-21,9.802631578947368
2017-04-22,9.802631578947368
2017-04-23,7.842105263157895
2017-04-24,10.782894736842104
2017-04-25,10.782894736842104
2017-04-26,8.822368421052632
2017-04-27,10.782894736842104
2017-04-28,7.842105263157895
2017-04-29,6.8618421052631575
2017-04-30,6.8618421052631575
2017-05-01,11.763157894736842
2017-05-02,9.802631578947368
2017-05-03,13.723684210526315
2017-05-04,8.822368421052632
2017-05-05,9.802631578947368
2017-05-06,7.842105263157895
2017-05-07,7.842105263157895
2017-05-08,15.68421052631579
2017-05-09,25.486842105263158
2017-05-10,38.23026315789474
2017-05-11,37.25
2017-05-12,41.171052631578945
2017-05-13,24.50657894736842
2017-05-14,28.42763157894737
2017-05-15,18.625
2017-05-16,17.644736842105264
2017-05-17,27.44736842105263
2017-05-18,79.40131578947368
2017-05-19,56.85526315789474
2017-05-20,30.388157894736842
2017-05-21,16.664473684210527
2017-05-22,19.605263157894736
2017-05-23,69.59868421052632
2017-05-24,54.89473684210526
2017-05-25,25.486842105263158
2017-05-26,21.56578947368421
2017-05-27,21.56578947368421
2017-05-28,17.644736842105264
2017-05-29,14.703947368421053
2017-05-30,18.625
2017-05-31,19.605263157894736
2017-06-01,27.44736842105263
2017-06-02,13.723684210526315
2017-06-03,12.743421052631579
