date,syria
2016-05-01,1.5406658276399376
2016-05-02,1.5048363897878463
2016-05-03,1.3973480762315713
2016-05-04,1.4331775140836631
2016-05-05,1.4331775140836631
2016-05-06,1.3973480762315713
2016-05-07,1.2182008869711136
2016-05-08,1.2898597626752968
2016-05-09,1.2898597626752968
2016-05-10,1.2898597626752968
2016-05-11,1.1823714491190218
2016-05-12,1.1465420112669304
2016-05-13,1.2182008869711136
2016-05-14,1.1107125734148389
2016-05-15,1.1823714491190218
2016-05-16,1.1465420112669304
2016-05-17,1.1465420112669304
2016-05-18,1.1465420112669304
2016-05-19,1.1465420112669304
2016-05-20,1.1107125734148389
2016-05-21,1.0390536977106557
2016-05-22,1.1107125734148389
2016-05-23,1.2898597626752968
2016-05-24,1.2898597626752968
2016-05-25,1.2182008869711136
2016-05-26,1.1465420112669304
2016-05-27,1.1823714491190218
2016-05-28,1.1107125734148389
2016-05-29,1.254030324823205
2016-05-30,1.3256892005273881
2016-05-31,1.7198130169003956
2016-06-01,1.36151863837948
2016-06-02,1.2182008869711136
2016-06-03,1.2898597626752968
2016-06-04,1.2182008869711136
2016-06-05,1.2898597626752968
2016-06-06,1.2898597626752968
2016-06-07,1.2898597626752968
2016-06-08,1.2898597626752968
2016-06-09,1.2182008869711136
2016-06-10,1.1823714491190218
2016-06-11,1.1465420112669304
2016-06-12,1.254030324823205
2016-06-13,1.2182008869711136
2016-06-14,1.254030324823205
2016-06-15,1.2182008869711136
2016-06-16,1.1823714491190218
2016-06-17,1.3973480762315713
2016-06-18,1.36151863837948
2016-06-19,1.254030324823205
2016-06-20,1.254030324823205
2016-06-21,1.2898597626752968
2016-06-22,1.1823714491190218
2016-06-23,1.1465420112669304
2016-06-24,1.1465420112669304
2016-06-25,1.1823714491190218
2016-06-26,1.2182008869711136
2016-06-27,1.0748831355627473
2016-06-28,1.1823714491190218
2016-06-29,1.2182008869711136
2016-06-30,1.0748831355627473
2016-07-01,1.0390536977106557
2016-07-02,1.1823714491190218
2016-07-03,1.2182008869711136
2016-07-04,1.2182008869711136
2016-07-05,1.1823714491190218
2016-07-06,1.1107125734148389
2016-07-07,1.0748831355627473
2016-07-08,1.0390536977106557
2016-07-09,1.2182008869711136
2016-07-10,1.1465420112669304
2016-07-11,1.0748831355627473
2016-07-12,1.1107125734148389
2016-07-13,1.0748831355627473
2016-07-14,1.1823714491190218
2016-07-15,1.5406658276399376
2016-07-16,1.3973480762315713
2016-07-17,1.2898597626752968
2016-07-18,1.36151863837948
2016-07-19,1.2898597626752968
2016-07-20,2.0064485197171282
2016-07-21,1.7198130169003956
2016-07-22,1.6481541411962126
2016-07-23,1.5406658276399376
2016-07-24,1.4690069519357545
2016-07-25,1.36151863837948
2016-07-26,1.3256892005273881
2016-07-27,1.36151863837948
2016-07-28,1.4690069519357545
2016-07-29,1.3256892005273881
2016-07-30,1.36151863837948
2016-07-31,1.2898597626752968
2016-08-01,1.934789644012945
2016-08-02,1.5048363897878463
2016-08-03,1.36151863837948
2016-08-04,1.3256892005273881
2016-08-05,1.254030324823205
2016-08-06,1.6123247033441208
2016-08-07,1.5764952654920295
2016-08-08,1.4331775140836631
2016-08-09,1.4331775140836631
2016-08-10,1.3256892005273881
2016-08-11,1.4690069519357545
2016-08-12,1.36151863837948
2016-08-13,1.4690069519357545
2016-08-14,1.3973480762315713
2016-08-15,1.254030324823205
2016-08-16,1.2898597626752968
2016-08-17,1.2898597626752968
2016-08-18,2.615548963202685
2016-08-19,3.5829437852091575
2016-08-20,2.938013903871509
2016-08-21,2.4005723360901357
2016-08-22,1.9706190818650366
2016-08-23,1.7198130169003956
2016-08-24,2.1497662711254946
2016-08-25,1.934789644012945
2016-08-26,1.8989602061608535
2016-08-27,1.8273013304566703
2016-08-28,1.8273013304566703
2016-08-29,1.5764952654920295
2016-08-30,1.4690069519357545
2016-08-31,1.5406658276399376
2016-09-01,1.6481541411962126
2016-09-02,1.4690069519357545
2016-09-03,1.4331775140836631
2016-09-04,1.4690069519357545
2016-09-05,1.4690069519357545
2016-09-06,1.5406658276399376
2016-09-07,1.5764952654920295
2016-09-08,1.934789644012945
2016-09-09,1.7914718926045787
2016-09-10,1.7198130169003956
2016-09-11,1.5048363897878463
2016-09-12,1.5406658276399376
2016-09-13,1.6481541411962126
2016-09-14,1.5764952654920295
2016-09-15,1.5406658276399376
2016-09-16,1.3256892005273881
2016-09-17,1.6123247033441208
2016-09-18,2.0781073954213114
2016-09-19,1.7914718926045787
2016-09-20,2.0064485197171282
2016-09-21,1.8989602061608535
2016-09-22,1.8989602061608535
2016-09-23,1.934789644012945
2016-09-24,1.7556424547524871
2016-09-25,1.863130768308762
2016-09-26,2.0064485197171282
2016-09-27,1.7198130169003956
2016-09-28,1.683983579048304
2016-09-29,1.8273013304566703
2016-09-30,2.0064485197171282
2016-10-01,2.126412861081146
2016-10-02,2.006283710895361
2016-10-03,1.9630873187102962
2016-10-04,2.1801570178592833
2016-10-05,2.2286272923408847
2016-10-06,2.386678952415198
2016-10-07,2.223353410044348
2016-10-08,2.0779425865995447
2016-10-09,1.9989167565623875
2016-10-10,3.267598585640657
2016-10-11,2.501534220304447
2016-10-12,2.4098675536377803
2016-10-13,2.453063945822845
2016-10-14,2.4225083902672897
2016-10-15,2.0653017499700352
2016-10-16,2.2286272923408847
2016-10-17,2.126412861081146
2016-10-18,1.9810020376363415
2016-10-19,2.1927978544887927
2016-10-20,2.5247228215270288
2016-10-21,2.0600278676734987
2016-10-22,1.830317331895002
2016-10-23,1.830317331895002
2016-10-24,1.817676495265492
2016-10-25,1.6975473450797076
2016-10-26,1.7154620640057532
2016-10-27,1.830317331895002
2016-10-28,1.817676495265492
2016-10-29,1.5521365216349035
2016-10-30,1.582692077190459
2016-10-31,1.6796326261536618
2016-11-01,1.6490770705981062
2016-11-02,1.5888888888888888
2016-11-03,1.5277777777777777
2016-11-04,1.5277777777777777
2016-11-05,1.4666666666666666
2016-11-06,1.5888888888888888
2016-11-07,1.4666666666666666
2016-11-08,1.5277777777777777
2016-11-09,1.8333333333333333
2016-11-10,1.65
2016-11-11,1.65
2016-11-12,1.65
2016-11-13,1.711111111111111
2016-11-14,1.5277777777777777
2016-11-15,1.9555555555555555
2016-11-16,1.65
2016-11-17,1.711111111111111
2016-11-18,1.4055555555555554
2016-11-19,1.4666666666666666
2016-11-20,1.65
2016-11-21,1.9555555555555555
2016-11-22,1.65
2016-11-23,1.4666666666666666
2016-11-24,1.4666666666666666
2016-11-25,1.5888888888888888
2016-11-26,1.3444444444444443
2016-11-27,1.5277777777777777
2016-11-28,1.7722222222222221
2016-11-29,1.8944444444444444
2016-11-30,1.8944444444444444
2016-12-01,2.0166666666666666
2016-12-02,1.711111111111111
2016-12-03,1.5277777777777777
2016-12-04,1.4666666666666666
2016-12-05,1.4666666666666666
2016-12-06,1.5888888888888888
2016-12-07,1.711111111111111
2016-12-08,1.7722222222222221
2016-12-09,1.5888888888888888
2016-12-10,1.5277777777777777
2016-12-11,1.8333333333333333
2016-12-12,1.9555555555555555
2016-12-13,4.155555555555555
2016-12-14,6.111111111111111
2016-12-15,6.111111111111111
2016-12-16,4.95
2016-12-17,4.338888888888889
2016-12-18,3.972222222222222
2016-12-19,3.727777777777778
2016-12-20,3.3
2016-12-21,2.5666666666666664
2016-12-22,2.5666666666666664
2016-12-23,2.322222222222222
2016-12-24,2.138888888888889
2016-12-25,2.1999999999999997
2016-12-26,1.8333333333333333
2016-12-27,1.5888888888888888
2016-12-28,1.711111111111111
2016-12-29,2.0777777777777775
2016-12-30,1.65
2016-12-31,1.65
2017-01-01,1.65
2017-01-02,1.3444444444444443
2017-01-03,1.4055555555555554
2017-01-04,1.4055555555555554
2017-01-05,1.2833333333333332
2017-01-06,1.3444444444444443
2017-01-07,1.3444444444444443
2017-01-08,1.3444444444444443
2017-01-09,1.2833333333333332
2017-01-10,1.2833333333333332
2017-01-11,1.2833333333333332
2017-01-12,1.222222222222222
2017-01-13,1.5277777777777777
2017-01-14,1.2833333333333332
2017-01-15,1.2833333333333332
2017-01-16,1.222222222222222
2017-01-17,1.2833333333333332
2017-01-18,1.222222222222222
2017-01-19,1.222222222222222
2017-01-20,1.3444444444444443
2017-01-21,1.161111111111111
2017-01-22,1.222222222222222
2017-01-23,1.2833333333333332
2017-01-24,1.2833333333333332
2017-01-25,1.2833333333333332
2017-01-26,1.4666666666666666
2017-01-27,1.3444444444444443
2017-01-28,1.711111111111111
2017-01-29,2.0777777777777775
2017-01-30,1.8333333333333333
2017-01-31,1.8333333333333333
2017-02-01,1.5277777777777777
2017-02-02,1.4055555555555554
2017-02-03,1.2833333333333332
2017-02-04,1.2833333333333332
2017-02-05,1.2833333333333332
2017-02-06,1.3444444444444443
2017-02-07,1.65
2017-02-08,1.5277777777777777
2017-02-09,1.65
2017-02-10,1.4055555555555554
2017-02-11,1.3444444444444443
2017-02-12,1.3444444444444443
2017-02-13,1.222222222222222
2017-02-14,1.222222222222222
2017-02-15,1.2833333333333332
2017-02-16,1.4055555555555554
2017-02-17,1.222222222222222
2017-02-18,1.161111111111111
2017-02-19,1.3444444444444443
2017-02-20,1.222222222222222
2017-02-21,1.222222222222222
2017-02-22,1.222222222222222
2017-02-23,1.2833333333333332
2017-02-24,1.2833333333333332
2017-02-25,1.2833333333333332
2017-02-26,1.2833333333333332
2017-02-27,1.4055555555555554
2017-02-28,1.4055555555555554
2017-03-01,1.7027777777777777
2017-03-02,1.672222222222222
2017-03-03,1.1416666666666666
2017-03-04,1.0805555555555555
2017-03-05,1.1111111111111112
2017-03-06,1.1416666666666666
2017-03-07,1.1416666666666666
2017-03-08,1.172222222222222
2017-03-09,1.9472222222222222
2017-03-10,1.7638888888888888
2017-03-11,1.672222222222222
2017-03-12,1.172222222222222
2017-03-13,1.1416666666666666
2017-03-14,1.7333333333333334
2017-03-15,1.172222222222222
2017-03-16,1.1111111111111112
2017-03-17,1.7638888888888888
2017-03-18,1.172222222222222
2017-03-19,1.172222222222222
2017-03-20,1.2027777777777777
2017-03-21,1.1416666666666666
2017-03-22,1.7333333333333334
2017-03-23,1.825
2017-03-24,1.7333333333333334
2017-03-25,1.1416666666666666
2017-03-26,1.2333333333333334
2017-03-27,1.7333333333333334
2017-03-28,1.7944444444444443
2017-03-29,1.1111111111111112
2017-03-30,1.172222222222222
2017-03-31,1.1416666666666666
2017-04-01,1.0499999999999998
2017-04-02,1.0
2017-04-03,1.0
2017-04-04,6.0
2017-04-05,13.0
2017-04-06,15.0
2017-04-07,100.0
2017-04-08,31.0
2017-04-09,17.0
2017-04-10,13.0
2017-04-11,10.0
2017-04-12,7.0
2017-04-13,8.0
2017-04-14,6.0
2017-04-15,4.0
2017-04-16,4.0
2017-04-17,3.0
2017-04-18,3.0
2017-04-19,2.0
2017-04-20,2.0
2017-04-21,2.0
2017-04-22,2.0
2017-04-23,2.0
2017-04-24,2.0
2017-04-25,2.0
2017-04-26,2.0
2017-04-27,2.0
2017-04-28,2.0
2017-04-29,1.0
2017-04-30,1.0
2017-05-01,2.0
2017-05-02,2.0
2017-05-03,2.0
2017-05-04,1.0
2017-05-05,2.0
2017-05-06,1.0
2017-05-07,1.0
2017-05-08,1.0
2017-05-09,2.0
2017-05-10,2.0
2017-05-11,1.0
2017-05-12,1.0
2017-05-13,1.0
2017-05-14,1.0
2017-05-15,2.0
2017-05-16,2.0
2017-05-17,1.0
2017-05-18,2.0
2017-05-19,2.0
2017-05-20,1.0
2017-05-21,1.0
2017-05-22,1.0
2017-05-23,2.0
2017-05-24,2.0
2017-05-25,2.0
2017-05-26,1.0
2017-05-27,2.0
2017-05-28,1.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,2.0
2017-06-01,1.0
2017-06-02,2.0
2017-06-03,1.0
