date,vacation
2016-05-01,62.45454545454545
2016-05-02,60.94961664841183
2016-05-03,57.18729463307777
2016-05-04,58.69222343921139
2016-05-05,54.177437020810515
2016-05-06,51.16757940854327
2016-05-07,48.910186199342824
2016-05-08,52.67250821467689
2016-05-09,59.444687842278206
2016-05-10,59.444687842278206
2016-05-11,58.69222343921139
2016-05-12,57.18729463307777
2016-05-13,55.68236582694414
2016-05-14,57.18729463307777
2016-05-15,63.20700985761227
2016-05-16,63.95947426067908
2016-05-17,61.70208105147864
2016-05-18,60.197152245345016
2016-05-19,58.69222343921139
2016-05-20,57.93975903614458
2016-05-21,55.68236582694414
2016-05-22,62.45454545454545
2016-05-23,66.21686746987952
2016-05-24,64.7119386637459
2016-05-25,60.94961664841183
2016-05-26,63.20700985761227
2016-05-27,58.69222343921139
2016-05-28,55.68236582694414
2016-05-29,59.444687842278206
2016-05-30,62.45454545454545
2016-05-31,67.72179627601315
2016-06-01,63.95947426067908
2016-06-02,64.7119386637459
2016-06-03,58.69222343921139
2016-06-04,60.197152245345016
2016-06-05,69.97918948521358
2016-06-06,68.47426067907996
2016-06-07,66.96933187294633
2016-06-08,64.7119386637459
2016-06-09,68.47426067907996
2016-06-10,61.70208105147864
2016-06-11,60.197152245345016
2016-06-12,66.21686746987952
2016-06-13,66.21686746987952
2016-06-14,66.21686746987952
2016-06-15,63.20700985761227
2016-06-16,64.7119386637459
2016-06-17,62.45454545454545
2016-06-18,59.444687842278206
2016-06-19,67.72179627601315
2016-06-20,69.22672508214677
2016-06-21,72.23658269441403
2016-06-22,68.47426067907996
2016-06-23,71.48411829134722
2016-06-24,66.21686746987952
2016-06-25,63.20700985761227
2016-06-26,73.74151150054765
2016-06-27,72.98904709748084
2016-06-28,72.98904709748084
2016-06-29,72.23658269441403
2016-06-30,72.98904709748084
2016-07-01,69.97918948521358
2016-07-02,63.20700985761227
2016-07-03,70.73165388828039
2016-07-04,69.22672508214677
2016-07-05,75.24644030668128
2016-07-06,72.98904709748084
2016-07-07,71.48411829134722
2016-07-08,67.72179627601315
2016-07-09,66.96933187294633
2016-07-10,73.74151150054765
2016-07-11,75.24644030668128
2016-07-12,68.47426067907996
2016-07-13,69.22672508214677
2016-07-14,67.72179627601315
2016-07-15,65.46440306681271
2016-07-16,64.7119386637459
2016-07-17,70.73165388828039
2016-07-18,72.23658269441403
2016-07-19,69.97918948521358
2016-07-20,67.72179627601315
2016-07-21,66.96933187294633
2016-07-22,63.95947426067908
2016-07-23,66.96933187294633
2016-07-24,72.98904709748084
2016-07-25,69.97918948521358
2016-07-26,68.47426067907996
2016-07-27,66.21686746987952
2016-07-28,64.7119386637459
2016-07-29,63.20700985761227
2016-07-30,64.7119386637459
2016-07-31,69.22672508214677
2016-08-01,70.73165388828039
2016-08-02,63.95947426067908
2016-08-03,61.70208105147864
2016-08-04,63.20700985761227
2016-08-05,60.94961664841183
2016-08-06,59.444687842278206
2016-08-07,63.95947426067908
2016-08-08,64.7119386637459
2016-08-09,59.444687842278206
2016-08-10,57.93975903614458
2016-08-11,59.444687842278206
2016-08-12,57.18729463307777
2016-08-13,56.43483023001095
2016-08-14,63.20700985761227
2016-08-15,62.45454545454545
2016-08-16,59.444687842278206
2016-08-17,57.18729463307777
2016-08-18,54.177437020810515
2016-08-19,55.68236582694414
2016-08-20,52.67250821467689
2016-08-21,58.69222343921139
2016-08-22,59.444687842278206
2016-08-23,58.69222343921139
2016-08-24,54.92990142387733
2016-08-25,53.424972617743705
2016-08-26,54.92990142387733
2016-08-27,54.177437020810515
2016-08-28,58.69222343921139
2016-08-29,56.43483023001095
2016-08-30,53.424972617743705
2016-08-31,55.68236582694414
2016-09-01,50.41511500547645
2016-09-02,49.66265060240964
2016-09-03,47.405257393209205
2016-09-04,48.157721796276014
2016-09-05,53.424972617743705
2016-09-06,53.424972617743705
2016-09-07,51.16757940854327
2016-09-08,49.66265060240964
2016-09-09,44.39539978094195
2016-09-10,45.90032858707558
2016-09-11,53.424972617743705
2016-09-12,48.910186199342824
2016-09-13,46.65279299014239
2016-09-14,47.405257393209205
2016-09-15,44.39539978094195
2016-09-16,43.64293537787514
2016-09-17,44.39539978094195
2016-09-18,48.157721796276014
2016-09-19,48.157721796276014
2016-09-20,45.90032858707558
2016-09-21,45.14786418400876
2016-09-22,42.13800657174151
2016-09-23,41.3855421686747
2016-09-24,41.3855421686747
2016-09-25,45.14786418400876
2016-09-26,48.157721796276014
2016-09-27,43.64293537787514
2016-09-28,44.39539978094195
2016-09-29,42.89047097480832
2016-09-30,47.405257393209205
2016-10-01,43.321467688937574
2016-10-02,44.69769989047097
2016-10-03,46.826396495071194
2016-10-04,45.45016429353779
2016-10-05,43.821467688937574
2016-10-06,44.19769989047097
2016-10-07,40.81653888280394
2016-10-08,38.44030668127054
2016-10-09,44.69769989047097
2016-10-10,43.44523548740416
2016-10-11,42.94523548740416
2016-10-12,45.19769989047097
2016-10-13,42.56900328587076
2016-10-14,40.31653888280394
2016-10-15,39.56407447973713
2016-10-16,45.073932092004384
2016-10-17,46.95016429353779
2016-10-18,45.573932092004384
2016-10-19,44.95016429353779
2016-10-20,41.56900328587076
2016-10-21,41.69277108433735
2016-10-22,39.81653888280394
2016-10-23,42.821467688937574
2016-10-24,44.19769989047097
2016-10-25,45.95016429353779
2016-10-26,42.44523548740416
2016-10-27,41.69277108433735
2016-10-28,39.06407447973713
2016-10-29,38.31161007667032
2016-10-30,42.06900328587076
2016-10-31,42.56900328587076
2016-11-01,42.94523548740416
2016-11-02,44.0
2016-11-03,40.0
2016-11-04,42.0
2016-11-05,40.0
2016-11-06,43.0
2016-11-07,45.0
2016-11-08,41.0
2016-11-09,34.0
2016-11-10,42.0
2016-11-11,41.0
2016-11-12,41.0
2016-11-13,45.0
2016-11-14,47.0
2016-11-15,47.0
2016-11-16,44.0
2016-11-17,47.0
2016-11-18,42.0
2016-11-19,42.0
2016-11-20,48.0
2016-11-21,46.0
2016-11-22,44.0
2016-11-23,41.0
2016-11-24,38.0
2016-11-25,43.0
2016-11-26,48.0
2016-11-27,52.0
2016-11-28,52.0
2016-11-29,50.0
2016-11-30,49.0
2016-12-01,52.0
2016-12-02,50.0
2016-12-03,46.0
2016-12-04,55.0
2016-12-05,59.0
2016-12-06,54.0
2016-12-07,51.0
2016-12-08,50.0
2016-12-09,45.0
2016-12-10,46.0
2016-12-11,56.0
2016-12-12,52.0
2016-12-13,51.0
2016-12-14,57.0
2016-12-15,50.0
2016-12-16,50.0
2016-12-17,64.0
2016-12-18,59.0
2016-12-19,60.0
2016-12-20,66.0
2016-12-21,63.0
2016-12-22,61.0
2016-12-23,62.0
2016-12-24,70.0
2016-12-25,100.0
2016-12-26,81.0
2016-12-27,68.0
2016-12-28,67.0
2016-12-29,67.0
2016-12-30,61.0
2016-12-31,59.0
2017-01-01,65.0
2017-01-02,77.0
2017-01-03,75.0
2017-01-04,77.0
2017-01-05,67.0
2017-01-06,65.0
2017-01-07,65.0
