date,emails
2016-11-03,72.0
2016-11-04,68.0
2016-11-05,50.0
2016-11-06,60.0
2016-11-07,74.0
2016-11-08,56.0
2016-11-09,56.0
2016-11-10,46.0
2016-11-11,36.0
2016-11-12,25.0
2016-11-13,24.0
2016-11-14,36.0
2016-11-15,41.0
2016-11-16,37.0
2016-11-17,36.0
2016-11-18,32.0
2016-11-19,21.0
2016-11-20,21.0
2016-11-21,34.0
2016-11-22,35.0
2016-11-23,32.0
2016-11-24,27.0
2016-11-25,25.0
2016-11-26,19.0
2016-11-27,22.0
2016-11-28,32.0
2016-11-29,34.0
2016-11-30,34.0
2016-12-01,33.0
2016-12-02,29.0
2016-12-03,20.0
2016-12-04,21.0
2016-12-05,32.0
2016-12-06,33.0
2016-12-07,32.0
2016-12-08,33.0
2016-12-09,27.0
2016-12-10,20.0
2016-12-11,19.0
2016-12-12,32.0
2016-12-13,34.0
2016-12-14,33.0
2016-12-15,36.0
2016-12-16,32.0
2016-12-17,21.0
2016-12-18,21.0
2016-12-19,31.0
2016-12-20,33.0
2016-12-21,31.0
2016-12-22,30.0
2016-12-23,24.0
2016-12-24,17.0
2016-12-25,15.0
2016-12-26,20.0
2016-12-27,24.0
2016-12-28,26.0
2016-12-29,27.0
2016-12-30,24.0
2016-12-31,19.0
2017-01-01,19.0
2017-01-02,25.0
2017-01-03,34.0
2017-01-04,33.0
2017-01-05,33.0
2017-01-06,32.0
2017-01-07,23.0
2017-01-08,23.0
2017-01-09,34.0
2017-01-10,36.0
2017-01-11,37.0
2017-01-12,40.0
2017-01-13,32.0
2017-01-14,22.0
2017-01-15,20.0
2017-01-16,30.0
2017-01-17,33.0
2017-01-18,35.0
2017-01-19,34.0
2017-01-20,32.0
2017-01-21,21.0
2017-01-22,21.0
2017-01-23,34.0
2017-01-24,35.0
2017-01-25,34.0
2017-01-26,34.0
2017-01-27,31.0
2017-01-28,20.0
2017-01-29,21.0
2017-01-30,33.0
2017-01-31,34.0
2017-02-01,34.0
2017-02-02,34.0
2017-02-03,33.0
2017-02-04,29.0
2017-02-05,26.0
2017-02-06,39.0
2017-02-07,42.0
2017-02-08,35.0
2017-02-09,35.0
2017-02-10,32.0
2017-02-11,22.0
2017-02-12,22.0
2017-02-13,31.0
2017-02-14,33.0
2017-02-15,35.0
2017-02-16,38.0
2017-02-17,32.0
2017-02-18,21.0
2017-02-19,21.0
2017-02-20,30.0
2017-02-21,33.0
2017-02-22,34.0
2017-02-23,33.0
2017-02-24,30.0
2017-02-25,22.0
2017-02-26,21.0
2017-02-27,32.0
2017-02-28,33.0
2017-03-01,32.79026845637584
2017-03-02,33.736577181208055
2017-03-03,36.29865771812081
2017-03-04,23.32718120805369
2017-03-05,21.43456375838926
2017-03-06,33.01342281879195
2017-03-07,33.95973154362416
2017-03-08,33.736577181208055
2017-03-09,33.736577181208055
2017-03-10,29.951342281879196
2017-03-11,19.818791946308725
2017-03-12,21.265100671140942
2017-03-13,30.174496644295303
2017-03-14,31.120805369127517
2017-03-15,31.343959731543627
2017-03-16,30.89765100671141
2017-03-17,29.00503355704698
2017-03-18,19.095637583892618
2017-03-19,18.87248322147651
2017-03-20,32.06711409395973
2017-03-21,33.45973154362416
2017-03-22,33.236577181208055
2017-03-23,32.56711409395973
2017-03-24,30.174496644295303
2017-03-25,19.818791946308725
2017-03-26,20.988255033557046
2017-03-27,31.843959731543627
2017-03-28,33.45973154362416
2017-03-29,35.12919463087248
2017-03-30,32.79026845637584
2017-03-31,30.620805369127517
2017-04-01,21.265100671140942
2017-04-02,21.42281879194631
2017-04-03,33.47315436241611
2017-04-04,33.0268456375839
2017-04-05,32.58053691275168
2017-04-06,33.47315436241611
2017-04-07,29.01006711409396
2017-04-08,19.191275167785236
2017-04-09,20.083892617449667
2017-04-10,31.241610738255034
2017-04-11,33.47315436241611
2017-04-12,33.0268456375839
2017-04-13,29.902684563758392
2017-04-14,24.546979865771814
2017-04-15,17.85234899328859
2017-04-16,16.959731543624162
2017-04-17,29.01006711409396
2017-04-18,31.68791946308725
2017-04-19,32.58053691275168
2017-04-20,31.241610738255034
2017-04-21,29.01006711409396
2017-04-22,18.74496644295302
2017-04-23,20.083892617449667
2017-04-24,30.79530201342282
2017-04-25,31.68791946308725
2017-04-26,33.47315436241611
2017-04-27,31.68791946308725
2017-04-28,29.456375838926174
2017-04-29,19.191275167785236
2017-04-30,20.53020134228188
2017-05-01,29.902684563758392
2017-05-02,33.0268456375839
2017-05-03,35.258389261744966
2017-05-04,33.919463087248324
2017-05-05,31.68791946308725
2017-05-06,25.43959731543624
2017-05-07,23.20805369127517
2017-05-08,32.58053691275168
2017-05-09,44.63087248322148
2017-05-10,40.167785234899334
2017-05-11,33.47315436241611
2017-05-12,31.68791946308725
2017-05-13,20.083892617449667
2017-05-14,20.976510067114095
2017-05-15,33.47315436241611
2017-05-16,37.04362416107383
2017-05-17,33.47315436241611
2017-05-18,33.919463087248324
2017-05-19,39.2751677852349
2017-05-20,22.31543624161074
2017-05-21,20.976510067114095
2017-05-22,31.68791946308725
2017-05-23,33.47315436241611
2017-05-24,33.919463087248324
2017-05-25,33.47315436241611
2017-05-26,28.117449664429532
2017-05-27,18.74496644295302
2017-05-28,20.083892617449667
2017-05-29,25.88590604026846
2017-05-30,32.13422818791946
2017-05-31,33.919463087248324
2017-06-01,33.47315436241611
2017-06-02,32.13422818791946
2017-06-03,19.63758389261745
