date,fake news
2016-10-28,4.071529745042493
2016-10-29,3.7209631728045327
2016-10-30,3.4121813031161476
2016-10-31,4.69900849858357
2016-11-01,6.186968838526912
2016-11-02,6.0
2016-11-03,7.0
2016-11-04,7.0
2016-11-05,6.0
2016-11-06,7.0
2016-11-07,7.0
2016-11-08,9.0
2016-11-09,6.0
2016-11-10,6.0
2016-11-11,10.0
2016-11-12,10.0
2016-11-13,9.0
2016-11-14,10.0
2016-11-15,27.0
2016-11-16,30.0
2016-11-17,36.0
2016-11-18,44.0
2016-11-19,37.0
2016-11-20,31.0
2016-11-21,30.0
2016-11-22,26.0
2016-11-23,23.0
2016-11-24,19.0
2016-11-25,20.0
2016-11-26,25.0
2016-11-27,21.0
2016-11-28,21.0
2016-11-29,23.0
2016-11-30,19.0
2016-12-01,17.0
2016-12-02,20.0
2016-12-03,15.0
2016-12-04,15.0
2016-12-05,36.0
2016-12-06,38.0
2016-12-07,33.0
2016-12-08,35.0
2016-12-09,44.0
2016-12-10,33.0
2016-12-11,30.0
2016-12-12,30.0
2016-12-13,31.0
2016-12-14,28.0
2016-12-15,34.0
2016-12-16,37.0
2016-12-17,27.0
2016-12-18,23.0
2016-12-19,21.0
2016-12-20,18.0
2016-12-21,17.0
2016-12-22,17.0
2016-12-23,26.0
2016-12-24,14.0
2016-12-25,23.0
2016-12-26,18.0
2016-12-27,16.0
2016-12-28,15.0
2016-12-29,13.0
2016-12-30,16.0
2016-12-31,13.0
2017-01-01,14.0
2017-01-02,12.0
2017-01-03,17.0
2017-01-04,16.0
2017-01-05,19.0
2017-01-06,20.0
2017-01-07,16.0
2017-01-08,15.0
2017-01-09,18.0
2017-01-10,19.0
2017-01-11,100.0
2017-01-12,99.0
2017-01-13,49.0
2017-01-14,30.0
2017-01-15,26.0
2017-01-16,25.0
2017-01-17,28.0
2017-01-18,29.0
2017-01-19,31.0
2017-01-20,36.0
2017-01-21,27.0
2017-01-22,32.0
2017-01-23,34.0
2017-01-24,35.0
2017-01-25,37.0
2017-01-26,33.0
2017-01-27,31.0
2017-01-28,23.0
2017-01-29,29.0
2017-01-30,37.0
2017-01-31,35.0
2017-02-01,33.0
2017-02-02,37.0
2017-02-03,35.0
2017-02-04,25.0
2017-02-05,22.0
2017-02-06,35.0
2017-02-07,37.0
2017-02-08,40.0
2017-02-09,32.0
2017-02-10,39.0
2017-02-11,30.0
2017-02-12,38.0
2017-02-13,36.0
2017-02-14,29.0
2017-02-15,33.0
2017-02-16,46.0
2017-02-17,57.0
2017-02-18,48.0
2017-02-19,48.0
2017-02-20,43.0
2017-02-21,41.0
2017-02-22,38.0
2017-02-23,35.0
2017-02-24,39.0
2017-02-25,42.0
2017-02-26,33.0
2017-02-27,32.0
2017-02-28,33.0
2017-03-01,28.115485564304464
2017-03-02,30.112423447069116
2017-03-03,28.886264216972876
2017-03-04,21.573928258967626
2017-03-05,25.889326334208224
2017-03-06,27.433945756780403
2017-03-07,30.067804024496937
2017-03-08,25.889326334208224
2017-03-09,26.752405949256342
2017-03-10,24.163167104111984
2017-03-11,20.52930883639545
2017-03-12,21.710848643919512
2017-03-13,30.612423447069116
2017-03-14,26.752405949256342
2017-03-15,26.933945756780403
2017-03-16,23.663167104111984
2017-03-17,23.800087489063866
2017-03-18,22.937007874015748
2017-03-19,21.34776902887139
2017-03-20,24.163167104111984
2017-03-21,25.026246719160106
2017-03-22,29.16010498687664
2017-03-23,27.933945756780403
2017-03-24,25.707786526684163
2017-03-25,17.076990376202975
2017-03-26,19.803149606299215
2017-03-27,35.65398075240595
2017-03-28,27.47856517935258
2017-03-29,26.252405949256342
2017-03-30,29.52318460192476
2017-03-31,26.389326334208224
2017-04-01,28.66010498687664
2017-04-02,19.969378827646544
2017-04-03,25.77865266841645
2017-04-04,26.867891513560803
2017-04-05,25.415573053368327
2017-04-06,24.68941382327209
2017-04-07,26.867891513560803
2017-04-08,18.15398075240595
2017-04-09,17.42782152230971
2017-04-10,19.243219597550304
2017-04-11,24.326334208223972
2017-04-12,23.237095363079614
2017-04-13,25.05249343832021
2017-04-14,22.874015748031496
2017-04-15,19.606299212598426
2017-04-16,17.790901137357828
2017-04-17,22.147856517935256
2017-04-18,25.415573053368327
2017-04-19,23.600174978127733
2017-04-20,22.874015748031496
2017-04-21,20.332458442694662
2017-04-22,15.975503062117236
2017-04-23,17.42782152230971
2017-04-24,21.78477690288714
2017-04-25,28.6832895888014
2017-04-26,25.415573053368327
2017-04-27,24.68941382327209
2017-04-28,24.68941382327209
2017-04-29,16.701662292213474
2017-04-30,19.243219597550304
2017-05-01,22.874015748031496
2017-05-02,22.147856517935256
2017-05-03,23.96325459317585
2017-05-04,26.867891513560803
2017-05-05,25.77865266841645
2017-05-06,20.69553805774278
2017-05-07,18.880139982502186
2017-05-08,25.415573053368327
2017-05-09,23.237095363079614
2017-05-10,22.147856517935256
2017-05-11,23.237095363079614
2017-05-12,21.058617672790902
2017-05-13,17.42782152230971
2017-05-14,16.338582677165356
2017-05-15,21.058617672790902
2017-05-16,26.141732283464567
2017-05-17,25.415573053368327
2017-05-18,23.600174978127733
2017-05-19,19.969378827646544
2017-05-20,16.701662292213474
2017-05-21,23.96325459317585
2017-05-22,23.600174978127733
2017-05-23,24.326334208223972
2017-05-24,23.600174978127733
2017-05-25,21.42169728783902
2017-05-26,17.790901137357828
2017-05-27,17.790901137357828
2017-05-28,16.701662292213474
2017-05-29,23.600174978127733
2017-05-30,21.058617672790902
2017-05-31,19.243219597550304
2017-06-01,19.969378827646544
2017-06-02,19.243219597550304
2017-06-03,17.42782152230971
