date,hillary clinton putin
2016-10-29,8.236423841059603
2016-10-30,7.249668874172185
2016-10-31,7.552317880794702
2016-11-01,7.354966887417218
2016-11-02,7.0
2016-11-03,10.0
2016-11-04,8.0
2016-11-05,8.0
2016-11-06,10.0
2016-11-07,13.0
2016-11-08,22.0
2016-11-09,100.0
2016-11-10,30.0
2016-11-11,12.0
2016-11-12,11.0
2016-11-13,6.0
2016-11-14,5.0
2016-11-15,6.0
2016-11-16,4.0
2016-11-17,3.0
2016-11-18,2.0
2016-11-19,3.0
2016-11-20,3.0
2016-11-21,3.0
2016-11-22,2.0
2016-11-23,2.0
2016-11-24,2.0
2016-11-25,1.0
2016-11-26,3.0
2016-11-27,2.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,2.0
2016-12-02,2.0
2016-12-03,1.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,2.0
2016-12-07,1.0
2016-12-08,2.0
2016-12-09,1.0
2016-12-10,3.0
2016-12-11,3.0
2016-12-12,3.0
2016-12-13,4.0
2016-12-14,3.0
2016-12-15,9.0
2016-12-16,8.0
2016-12-17,8.0
2016-12-18,7.0
2016-12-19,4.0
2016-12-20,5.0
2016-12-21,3.0
2016-12-22,3.0
2016-12-23,3.0
2016-12-24,5.0
2016-12-25,4.0
2016-12-26,2.0
2016-12-27,1.0
2016-12-28,1.0
2016-12-29,2.0
2016-12-30,4.0
2016-12-31,3.0
2017-01-01,1.0
2017-01-02,2.0
2017-01-03,1.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,5.0
2017-01-07,5.0
2017-01-08,3.0
2017-01-09,3.0
2017-01-10,2.0
2017-01-11,3.0
2017-01-12,3.0
2017-01-13,2.0
2017-01-14,2.0
2017-01-15,1.0
2017-01-16,2.0
2017-01-17,3.0
2017-01-18,2.0
2017-01-19,1.0
2017-01-20,5.0
2017-01-21,4.0
2017-01-22,2.0
2017-01-23,1.0
2017-01-24,1.0
2017-01-25,2.0
2017-01-26,2.0
2017-01-27,2.0
2017-01-28,2.0
2017-01-29,2.0
2017-01-30,2.0
2017-01-31,2.0
2017-02-01,1.0
2017-02-02,1.0
2017-02-03,1.0
2017-02-04,2.0
2017-02-05,1.0
2017-02-06,1.0
2017-02-07,1.0
2017-02-08,2.0
2017-02-09,2.0
2017-02-10,2.0
2017-02-11,1.0
2017-02-12,1.0
2017-02-13,1.0
2017-02-14,2.0
2017-02-15,2.0
2017-02-16,2.0
2017-02-17,1.0
2017-02-18,1.0
2017-02-19,1.0
2017-02-20,2.0
2017-02-21,1.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,2.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,1.0
2017-03-01,1.835322195704057
2017-03-02,1.5966587112171837
2017-03-03,3.2899761336515514
2017-03-04,2.454653937947494
2017-03-05,2.610978520286396
2017-03-06,1.7529832935560858
2017-03-07,1.4176610978520285
2017-03-08,1.633651551312649
2017-03-09,2.431980906921241
2017-03-10,0.5
2017-03-11,1.1563245823389021
2017-03-12,1.835322195704057
2017-03-13,0.7983293556085919
2017-03-14,2.372315035799523
2017-03-15,0.7983293556085919
2017-03-16,0.9176610978520285
2017-03-17,0.9176610978520285
2017-03-18,0.9773269689737469
2017-03-19,1.1563245823389021
2017-03-20,0.5
2017-03-21,1.5369928400954653
2017-03-22,1.2159904534606205
2017-03-23,1.2983293556085918
2017-03-24,1.775656324582339
2017-03-25,1.835322195704057
2017-03-26,2.6933174224343674
2017-03-27,1.5143198090692123
2017-03-28,1.0369928400954653
2017-03-29,1.3949880668257757
2017-03-30,2.1933174224343674
2017-03-31,1.6933174224343674
2017-04-01,0.8579952267303103
2017-04-02,0.7159904534606205
2017-04-03,0.5966587112171837
2017-04-04,1.1933174224343674
2017-04-05,0.0
2017-04-06,0.5966587112171837
2017-04-07,8.114558472553698
2017-04-08,1.6706443914081144
2017-04-09,1.431980906921241
2017-04-10,1.431980906921241
2017-04-11,1.431980906921241
2017-04-12,0.5966587112171837
2017-04-13,0.5966587112171837
2017-04-14,0.7159904534606205
2017-04-15,1.0739856801909307
2017-04-16,1.0739856801909307
2017-04-17,1.1933174224343674
2017-04-18,1.6706443914081144
2017-04-19,1.1933174224343674
2017-04-20,0.5966587112171837
2017-04-21,1.1933174224343674
2017-04-22,1.3126491646778042
2017-04-23,2.0286396181384245
2017-04-24,0.5966587112171837
2017-04-25,0.0
2017-04-26,1.1933174224343674
2017-04-27,1.1933174224343674
2017-04-28,0.5966587112171837
2017-04-29,0.0
2017-04-30,0.7159904534606205
2017-05-01,1.5513126491646778
2017-05-02,2.863961813842482
2017-05-03,2.267303102625298
2017-05-04,1.1933174224343674
2017-05-05,0.8353221957040572
2017-05-06,1.3126491646778042
2017-05-07,1.3126491646778042
2017-05-08,1.1933174224343674
2017-05-09,1.1933174224343674
2017-05-10,2.863961813842482
2017-05-11,2.6252983293556085
2017-05-12,2.1479713603818613
2017-05-13,0.7159904534606205
2017-05-14,1.431980906921241
2017-05-15,1.431980906921241
2017-05-16,0.5966587112171837
2017-05-17,0.5966587112171837
2017-05-18,2.0286396181384245
2017-05-19,1.1933174224343674
2017-05-20,1.3126491646778042
2017-05-21,1.3126491646778042
2017-05-22,1.1933174224343674
2017-05-23,1.6706443914081144
2017-05-24,1.1933174224343674
2017-05-25,0.5966587112171837
2017-05-26,0.5966587112171837
2017-05-27,0.7159904534606205
2017-05-28,0.7159904534606205
2017-05-29,1.5513126491646778
2017-05-30,1.1933174224343674
2017-05-31,1.1933174224343674
2017-06-01,4.41527446300716
2017-06-02,11.933174224343675
2017-06-03,2.7446300715990453
