date,trump withdrawing
2017-01-31,4.835164835164835
2017-02-01,0.0
2017-02-02,0.0
2017-02-03,0.0
2017-02-04,21.153846153846153
2017-02-05,4.835164835164835
2017-02-06,0.0
2017-02-07,4.230769230769231
2017-02-08,4.835164835164835
2017-02-09,4.835164835164835
2017-02-10,0.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,4.230769230769231
2017-02-14,4.835164835164835
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,4.835164835164835
2017-02-18,5.439560439560439
2017-02-19,10.879120879120878
2017-02-20,0.0
2017-02-21,4.230769230769231
2017-02-22,4.835164835164835
2017-02-23,4.835164835164835
2017-02-24,4.835164835164835
2017-02-25,0.0
2017-02-26,0.0
2017-02-27,4.835164835164835
2017-02-28,4.835164835164835
2017-03-01,2.5
2017-03-02,3.324175824175824
2017-03-03,0.0
2017-03-04,2.5
2017-03-05,5.219780219780219
2017-03-06,2.5
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,2.5
2017-03-14,7.032967032967033
2017-03-15,0.0
2017-03-16,2.5
2017-03-17,7.335164835164835
2017-03-18,0.0
2017-03-19,5.219780219780219
2017-03-20,0.0
2017-03-21,2.1153846153846154
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,2.4175824175824174
2017-03-25,2.5
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,4.917582417582418
2017-03-29,2.4175824175824174
2017-03-30,0.0
2017-03-31,0.0
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,5.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,5.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,5.0
2017-04-21,5.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,12.0
2017-04-28,0.0
2017-04-29,6.0
2017-04-30,0.0
2017-05-01,5.0
2017-05-02,0.0
2017-05-03,5.0
2017-05-04,0.0
2017-05-05,5.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,5.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,6.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,5.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,5.0
2017-05-23,5.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,5.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,9.0
2017-05-31,24.0
2017-06-01,67.0
2017-06-02,100.0
2017-06-03,22.0
