date,hillary clinton cake
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,8.207100591715976
2016-05-04,0.0
2016-05-05,8.639053254437869
2016-05-06,9.071005917159763
2016-05-07,20.301775147928993
2016-05-08,19.8698224852071
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,8.639053254437869
2016-05-13,17.278106508875737
2016-05-14,9.93491124260355
2016-05-15,0.0
2016-05-16,16.846153846153847
2016-05-17,8.207100591715976
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,8.639053254437869
2016-05-21,9.93491124260355
2016-05-22,9.93491124260355
2016-05-23,0.0
2016-05-24,8.207100591715976
2016-05-25,12.52662721893491
2016-05-26,8.639053254437869
2016-05-27,0.0
2016-05-28,9.93491124260355
2016-05-29,9.93491124260355
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,8.639053254437869
2016-06-03,9.071005917159763
2016-06-04,9.93491124260355
2016-06-05,19.8698224852071
2016-06-06,0.0
2016-06-07,8.207100591715976
2016-06-08,25.485207100591715
2016-06-09,25.91715976331361
2016-06-10,31.10059171597633
2016-06-11,15.118343195266272
2016-06-12,9.93491124260355
2016-06-13,0.0
2016-06-14,8.207100591715976
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,9.93491124260355
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,8.639053254437869
2016-06-22,8.639053254437869
2016-06-23,8.639053254437869
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,8.639053254437869
2016-06-28,12.958579881656805
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,20.301775147928993
2016-07-03,20.733727810650887
2016-07-04,9.071005917159763
2016-07-05,0.0
2016-07-06,17.71005917159763
2016-07-07,8.639053254437869
2016-07-08,9.071005917159763
2016-07-09,10.366863905325443
2016-07-10,25.485207100591715
2016-07-11,8.639053254437869
2016-07-12,16.846153846153847
2016-07-13,8.639053254437869
2016-07-14,0.0
2016-07-15,13.390532544378697
2016-07-16,10.366863905325443
2016-07-17,0.0
2016-07-18,8.639053254437869
2016-07-19,17.71005917159763
2016-07-20,17.278106508875737
2016-07-21,0.0
2016-07-22,22.46153846153846
2016-07-23,20.301775147928993
2016-07-24,10.366863905325443
2016-07-25,12.958579881656805
2016-07-26,8.639053254437869
2016-07-27,43.19526627218935
2016-07-28,26.349112426035504
2016-07-29,36.28402366863905
2016-07-30,20.733727810650887
2016-07-31,10.366863905325443
2016-08-01,12.958579881656805
2016-08-02,8.639053254437869
2016-08-03,8.639053254437869
2016-08-04,0.0
2016-08-05,13.822485207100591
2016-08-06,10.366863905325443
2016-08-07,20.301775147928993
2016-08-08,8.639053254437869
2016-08-09,8.639053254437869
2016-08-10,25.91715976331361
2016-08-11,9.071005917159763
2016-08-12,0.0
2016-08-13,10.366863905325443
2016-08-14,20.733727810650887
2016-08-15,9.071005917159763
2016-08-16,8.639053254437869
2016-08-17,34.556213017751475
2016-08-18,8.639053254437869
2016-08-19,9.071005917159763
2016-08-20,15.118343195266272
2016-08-21,0.0
2016-08-22,8.639053254437869
2016-08-23,0.0
2016-08-24,8.639053254437869
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,9.93491124260355
2016-08-28,9.93491124260355
2016-08-29,12.52662721893491
2016-08-30,8.207100591715976
2016-08-31,8.639053254437869
2016-09-01,25.485207100591715
2016-09-02,17.71005917159763
2016-09-03,0.0
2016-09-04,9.93491124260355
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.0
2016-09-08,8.639053254437869
2016-09-09,8.639053254437869
2016-09-10,19.437869822485208
2016-09-11,28.94082840236686
2016-09-12,42.33136094674556
2016-09-13,20.733727810650887
2016-09-14,8.207100591715976
2016-09-15,16.846153846153847
2016-09-16,25.91715976331361
2016-09-17,19.437869822485208
2016-09-18,9.502958579881657
2016-09-19,8.207100591715976
2016-09-20,40.171597633136095
2016-09-21,0.0
2016-09-22,24.621301775147927
2016-09-23,8.639053254437869
2016-09-24,9.502958579881657
2016-09-25,28.50887573964497
2016-09-26,8.207100591715976
2016-09-27,36.28402366863905
2016-09-28,28.94082840236686
2016-09-29,8.207100591715976
2016-09-30,12.958579881656805
2016-10-01,14.502958579881657
2016-10-02,4.535502958579881
2016-10-03,17.10355029585799
2016-10-04,12.603550295857989
2016-10-05,8.103550295857989
2016-10-06,12.707100591715976
2016-10-07,8.603550295857989
2016-10-08,4.7514792899408285
2016-10-09,4.7514792899408285
2016-10-10,44.573964497041416
2016-10-11,23.150887573964496
2016-10-12,8.603550295857989
2016-10-13,16.707100591715978
2016-10-14,16.923076923076923
2016-10-15,24.502958579881657
2016-10-16,4.535502958579881
2016-10-17,3.887573964497041
2016-10-18,7.887573964497041
2016-10-19,28.48224852071006
2016-10-20,24.3698224852071
2016-10-21,0.0
2016-10-22,12.127218934911243
2016-10-23,16.662721893491124
2016-10-24,12.603550295857989
2016-10-25,3.887573964497041
2016-10-26,36.869822485207095
2016-10-27,35.650887573964496
2016-10-28,30.423076923076923
2016-10-29,14.751479289940828
2016-10-30,16.662721893491124
2016-10-31,25.310650887573964
2016-11-01,14.763313609467456
2016-11-02,8.0
2016-11-03,34.0
2016-11-04,17.0
2016-11-05,38.0
2016-11-06,47.0
2016-11-07,58.0
2016-11-08,90.0
2016-11-09,100.0
2016-11-10,25.0
2016-11-11,35.0
2016-11-12,20.0
2016-11-13,19.0
2016-11-14,8.0
2016-11-15,8.0
2016-11-16,33.0
2016-11-17,17.0
2016-11-18,26.0
2016-11-19,10.0
2016-11-20,10.0
2016-11-21,8.0
2016-11-22,8.0
2016-11-23,0.0
2016-11-24,9.0
2016-11-25,0.0
2016-11-26,29.0
2016-11-27,0.0
2016-11-28,16.0
2016-11-29,32.0
2016-11-30,8.0
2016-12-01,8.0
2016-12-02,9.0
2016-12-03,0.0
2016-12-04,10.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,9.0
2016-12-09,9.0
2016-12-10,0.0
2016-12-11,10.0
2016-12-12,16.0
2016-12-13,8.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.0
2016-12-20,9.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,9.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,9.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,21.0
2017-01-01,0.0
2017-01-02,9.0
2017-01-03,8.0
2017-01-04,0.0
2017-01-05,8.0
2017-01-06,0.0
2017-01-07,9.0
2017-01-08,0.0
2017-01-09,0.0
