date,barack obama book
2016-11-17,21.0
2016-11-18,9.0
2016-11-19,34.0
2016-11-20,17.0
2016-11-21,17.0
2016-11-22,20.0
2016-11-23,18.0
2016-11-24,6.0
2016-11-25,0.0
2016-11-26,13.0
2016-11-27,30.0
2016-11-28,9.0
2016-11-29,17.0
2016-11-30,15.0
2016-12-01,12.0
2016-12-02,12.0
2016-12-03,14.0
2016-12-04,10.0
2016-12-05,6.0
2016-12-06,17.0
2016-12-07,21.0
2016-12-08,18.0
2016-12-09,9.0
2016-12-10,12.0
2016-12-11,0.0
2016-12-12,9.0
2016-12-13,12.0
2016-12-14,23.0
2016-12-15,15.0
2016-12-16,9.0
2016-12-17,66.0
2016-12-18,24.0
2016-12-19,21.0
2016-12-20,24.0
2016-12-21,9.0
2016-12-22,9.0
2016-12-23,10.0
2016-12-24,0.0
2016-12-25,35.0
2016-12-26,13.0
2016-12-27,16.0
2016-12-28,10.0
2016-12-29,25.0
2016-12-30,13.0
2016-12-31,7.0
2017-01-01,0.0
2017-01-02,22.0
2017-01-03,12.0
2017-01-04,23.0
2017-01-05,18.0
2017-01-06,15.0
2017-01-07,10.0
2017-01-08,23.0
2017-01-09,9.0
2017-01-10,9.0
2017-01-11,80.0
2017-01-12,23.0
2017-01-13,21.0
2017-01-14,20.0
2017-01-15,23.0
2017-01-16,31.0
2017-01-17,40.0
2017-01-18,43.0
2017-01-19,58.0
2017-01-20,100.0
2017-01-21,76.0
2017-01-22,55.0
2017-01-23,42.0
2017-01-24,22.0
2017-01-25,23.0
2017-01-26,29.0
2017-01-27,33.0
2017-01-28,7.0
2017-01-29,26.0
2017-01-30,23.0
2017-01-31,23.0
2017-02-01,11.0
2017-02-02,31.0
2017-02-03,23.0
2017-02-04,20.0
2017-02-05,13.0
2017-02-06,22.0
2017-02-07,22.0
2017-02-08,11.0
2017-02-09,25.0
2017-02-10,21.0
2017-02-11,13.0
2017-02-12,52.0
2017-02-13,11.0
2017-02-14,14.0
2017-02-15,29.0
2017-02-16,17.0
2017-02-17,21.0
2017-02-18,10.0
2017-02-19,10.0
2017-02-20,17.0
2017-02-21,22.0
2017-02-22,11.0
2017-02-23,23.0
2017-02-24,15.0
2017-02-25,17.0
2017-02-26,26.0
2017-02-27,17.0
2017-02-28,29.0
2017-03-01,41.18142235123367
2017-03-02,41.18142235123367
2017-03-03,41.24818577648766
2017-03-04,28.248185776487663
2017-03-05,18.608853410740203
2017-03-06,24.53918722786647
2017-03-07,34.230043541364296
2017-03-08,19.41799709724238
2017-03-09,19.263425253991294
2017-03-10,19.6422351233672
2017-03-11,17.12409288824383
2017-03-12,25.263425253991294
2017-03-13,16.22714078374456
2017-03-14,16.381712626995647
2017-03-15,13.572568940493468
2017-03-16,8.381712626995647
2017-03-17,12.951378809869375
2017-03-18,19.0544267053701
2017-03-19,21.763425253991294
2017-03-20,14.917997097242381
2017-03-21,7.036284470246734
2017-03-22,13.348330914368649
2017-03-23,15.381712626995647
2017-03-24,23.04208998548621
2017-03-25,14.77866473149492
2017-03-26,3.1393323657474603
2017-03-27,16.41799709724238
2017-03-28,13.727140783744558
2017-03-29,13.796806966618288
2017-03-30,15.487663280116111
2017-03-31,17.436139332365748
2017-04-01,11.20899854862119
2017-04-02,6.278664731494921
2017-04-03,10.763425253991292
2017-04-04,13.454281567489115
2017-04-05,13.454281567489115
2017-04-06,21.975326560232222
2017-04-07,8.521044992743105
2017-04-08,13.005805515239478
2017-04-09,13.005805515239478
2017-04-10,11.211901306240929
2017-04-11,5.381712626995646
2017-04-12,11.211901306240929
2017-04-13,17.04208998548621
2017-04-14,9.417997097242381
2017-04-15,6.727140783744558
2017-04-16,6.727140783744558
2017-04-17,8.521044992743105
2017-04-18,13.454281567489115
2017-04-19,10.763425253991292
2017-04-20,11.211901306240929
2017-04-21,17.04208998548621
2017-04-22,0.0
2017-04-23,28.25399129172714
2017-04-24,13.902757619738752
2017-04-25,18.835994194484762
2017-04-26,10.763425253991292
2017-04-27,24.666182873730044
2017-04-28,19.732946298984036
2017-04-29,13.005805515239478
2017-04-30,6.727140783744558
2017-05-01,5.830188679245283
2017-05-02,21.526850507982584
2017-05-03,18.835994194484762
2017-05-04,24.666182873730044
2017-05-05,44.847605224963715
2017-05-06,22.423802612481857
2017-05-07,25.563134978229318
2017-05-08,24.666182873730044
2017-05-09,40.81132075471698
2017-05-10,21.975326560232222
2017-05-11,13.454281567489115
2017-05-12,22.423802612481857
2017-05-13,22.423802612481857
2017-05-14,9.866473149492018
2017-05-15,8.072568940493468
2017-05-16,16.145137880986937
2017-05-17,5.381712626995646
2017-05-18,5.381712626995646
2017-05-19,5.830188679245283
2017-05-20,9.866473149492018
2017-05-21,19.284470246734397
2017-05-22,8.072568940493468
2017-05-23,13.454281567489115
2017-05-24,5.381712626995646
2017-05-25,17.04208998548621
2017-05-26,12.108853410740203
2017-05-27,0.0
2017-05-28,13.454281567489115
2017-05-29,11.660377358490566
2017-05-30,5.381712626995646
2017-05-31,8.072568940493468
2017-06-01,8.521044992743105
2017-06-02,14.351233671988389
2017-06-03,0.0
