date,trump tie
2016-05-01,2.96234309623431
2016-05-02,1.6457461645746165
2016-05-03,1.6457461645746165
2016-05-04,3.291492329149233
2016-05-05,5.266387726638773
2016-05-06,2.96234309623431
2016-05-07,4.278940027894003
2016-05-08,3.94979079497908
2016-05-09,3.94979079497908
2016-05-10,2.6331938633193865
2016-05-11,6.253835425383543
2016-05-12,2.304044630404463
2016-05-13,4.93723849372385
2016-05-14,2.96234309623431
2016-05-15,2.304044630404463
2016-05-16,2.304044630404463
2016-05-17,3.291492329149233
2016-05-18,1.97489539748954
2016-05-19,2.96234309623431
2016-05-20,1.3165969316596933
2016-05-21,2.304044630404463
2016-05-22,2.96234309623431
2016-05-23,2.6331938633193865
2016-05-24,1.97489539748954
2016-05-25,2.304044630404463
2016-05-26,4.278940027894003
2016-05-27,3.291492329149233
2016-05-28,2.304044630404463
2016-05-29,0.98744769874477
2016-05-30,1.3165969316596933
2016-05-31,0.6582984658298466
2016-06-01,2.304044630404463
2016-06-02,1.6457461645746165
2016-06-03,1.97489539748954
2016-06-04,0.98744769874477
2016-06-05,3.291492329149233
2016-06-06,2.304044630404463
2016-06-07,2.304044630404463
2016-06-08,2.304044630404463
2016-06-09,0.6582984658298466
2016-06-10,1.6457461645746165
2016-06-11,1.97489539748954
2016-06-12,3.291492329149233
2016-06-13,3.291492329149233
2016-06-14,2.6331938633193865
2016-06-15,1.97489539748954
2016-06-16,2.304044630404463
2016-06-17,1.97489539748954
2016-06-18,0.98744769874477
2016-06-19,2.96234309623431
2016-06-20,1.97489539748954
2016-06-21,1.6457461645746165
2016-06-22,3.6206415620641565
2016-06-23,2.304044630404463
2016-06-24,2.6331938633193865
2016-06-25,0.98744769874477
2016-06-26,2.96234309623431
2016-06-27,1.6457461645746165
2016-06-28,1.3165969316596933
2016-06-29,3.291492329149233
2016-06-30,2.6331938633193865
2016-07-01,1.6457461645746165
2016-07-02,0.98744769874477
2016-07-03,1.97489539748954
2016-07-04,2.304044630404463
2016-07-05,2.6331938633193865
2016-07-06,3.291492329149233
2016-07-07,1.3165969316596933
2016-07-08,0.98744769874477
2016-07-09,2.96234309623431
2016-07-10,0.98744769874477
2016-07-11,0.6582984658298466
2016-07-12,1.3165969316596933
2016-07-13,1.6457461645746165
2016-07-14,6.253835425383543
2016-07-15,1.97489539748954
2016-07-16,1.3165969316596933
2016-07-17,1.3165969316596933
2016-07-18,2.304044630404463
2016-07-19,7.570432357043236
2016-07-20,5.92468619246862
2016-07-21,6.582984658298466
2016-07-22,10.203626220362622
2016-07-23,4.93723849372385
2016-07-24,2.96234309623431
2016-07-25,1.6457461645746165
2016-07-26,3.291492329149233
2016-07-27,3.291492329149233
2016-07-28,1.3165969316596933
2016-07-29,5.266387726638773
2016-07-30,2.96234309623431
2016-07-31,2.96234309623431
2016-08-01,1.6457461645746165
2016-08-02,3.6206415620641565
2016-08-03,4.278940027894003
2016-08-04,6.91213389121339
2016-08-05,4.278940027894003
2016-08-06,3.94979079497908
2016-08-07,3.94979079497908
2016-08-08,2.304044630404463
2016-08-09,4.93723849372385
2016-08-10,3.291492329149233
2016-08-11,4.278940027894003
2016-08-12,3.94979079497908
2016-08-13,4.278940027894003
2016-08-14,2.304044630404463
2016-08-15,3.94979079497908
2016-08-16,1.6457461645746165
2016-08-17,3.291492329149233
2016-08-18,4.93723849372385
2016-08-19,2.6331938633193865
2016-08-20,3.291492329149233
2016-08-21,4.608089260808926
2016-08-22,1.97489539748954
2016-08-23,2.304044630404463
2016-08-24,3.291492329149233
2016-08-25,2.96234309623431
2016-08-26,3.291492329149233
2016-08-27,2.96234309623431
2016-08-28,2.96234309623431
2016-08-29,1.97489539748954
2016-08-30,3.291492329149233
2016-08-31,3.6206415620641565
2016-09-01,0.6582984658298466
2016-09-02,3.6206415620641565
2016-09-03,1.97489539748954
2016-09-04,2.6331938633193865
2016-09-05,1.6457461645746165
2016-09-06,1.6457461645746165
2016-09-07,1.97489539748954
2016-09-08,4.93723849372385
2016-09-09,1.3165969316596933
2016-09-10,1.97489539748954
2016-09-11,6.91213389121339
2016-09-12,1.97489539748954
2016-09-13,1.97489539748954
2016-09-14,1.97489539748954
2016-09-15,3.6206415620641565
2016-09-16,6.253835425383543
2016-09-17,3.291492329149233
2016-09-18,3.6206415620641565
2016-09-19,2.96234309623431
2016-09-20,4.278940027894003
2016-09-21,4.278940027894003
2016-09-22,8.228730822873082
2016-09-23,6.582984658298466
2016-09-24,3.291492329149233
2016-09-25,2.304044630404463
2016-09-26,8.228730822873082
2016-09-27,32.91492329149233
2016-09-28,11.84937238493724
2016-09-29,4.93723849372385
2016-09-30,3.94979079497908
2016-10-01,1.8228730822873083
2016-10-02,4.639470013947001
2016-10-03,4.481171548117155
2016-10-04,2.816596931659693
2016-10-05,8.94979079497908
2016-10-06,4.139470013947001
2016-10-07,5.797768479776848
2016-10-08,9.778940027894002
2016-10-09,7.943514644351465
2016-10-10,16.393305439330547
2016-10-11,9.430962343096235
2016-10-12,9.608089260808926
2016-10-13,4.804044630404463
2016-10-14,6.620641562064156
2016-10-15,5.304044630404463
2016-10-16,5.791492329149233
2016-10-17,5.633193863319386
2016-10-18,5.633193863319386
2016-10-19,6.297768479776848
2016-10-20,12.101813110181311
2016-10-21,14.89958158995816
2016-10-22,6.44979079497908
2016-10-23,7.456066945606695
2016-10-24,7.114365411436541
2016-10-25,8.778940027894002
2016-10-26,2.981171548117155
2016-10-27,6.456066945606695
2016-10-28,8.608089260808926
2016-10-29,9.772663877266389
2016-10-30,6.94979079497908
2016-10-31,8.114365411436541
2016-11-01,10.430962343096235
2016-11-02,8.0
2016-11-03,9.0
2016-11-04,12.0
2016-11-05,9.0
2016-11-06,11.0
2016-11-07,14.0
2016-11-08,25.0
2016-11-09,100.0
2016-11-10,30.0
2016-11-11,29.0
2016-11-12,19.0
2016-11-13,14.0
2016-11-14,14.0
2016-11-15,9.0
2016-11-16,7.0
2016-11-17,8.0
2016-11-18,10.0
2016-11-19,5.0
2016-11-20,6.0
2016-11-21,7.0
2016-11-22,7.0
2016-11-23,2.0
2016-11-24,6.0
2016-11-25,5.0
2016-11-26,8.0
2016-11-27,3.0
2016-11-28,3.0
2016-11-29,3.0
2016-11-30,5.0
2016-12-01,6.0
2016-12-02,17.0
2016-12-03,31.0
2016-12-04,17.0
2016-12-05,11.0
2016-12-06,9.0
2016-12-07,9.0
2016-12-08,6.0
2016-12-09,10.0
2016-12-10,7.0
2016-12-11,8.0
2016-12-12,9.0
2016-12-13,4.0
2016-12-14,4.0
2016-12-15,4.0
2016-12-16,3.0
2016-12-17,5.0
2016-12-18,6.0
2016-12-19,4.0
2016-12-20,2.0
2016-12-21,4.0
2016-12-22,4.0
2016-12-23,4.0
2016-12-24,4.0
2016-12-25,5.0
2016-12-26,4.0
2016-12-27,2.0
2016-12-28,4.0
2016-12-29,1.0
2016-12-30,3.0
2016-12-31,4.0
2017-01-01,4.0
2017-01-02,4.0
2017-01-03,5.0
2017-01-04,2.0
2017-01-05,6.0
2017-01-06,6.0
2017-01-07,3.0
2017-01-08,3.0
2017-01-09,4.0
2017-01-10,3.0
2017-01-11,8.0
2017-01-12,6.0
2017-01-13,3.0
2017-01-14,5.0
2017-01-15,6.0
2017-01-16,5.0
2017-01-17,5.0
2017-01-18,9.0
2017-01-19,14.0
2017-01-20,80.0
2017-01-21,73.0
2017-01-22,49.0
2017-01-23,25.0
2017-01-24,22.0
2017-01-25,20.0
2017-01-26,22.0
2017-01-27,20.0
2017-01-28,15.0
2017-01-29,12.0
2017-01-30,15.0
2017-01-31,12.0
2017-02-01,24.0
2017-02-02,46.0
2017-02-03,44.0
2017-02-04,21.0
2017-02-05,21.0
2017-02-06,13.0
2017-02-07,15.0
2017-02-08,15.0
2017-02-09,11.0
2017-02-10,12.0
2017-02-11,20.0
2017-02-12,9.0
2017-02-13,12.0
2017-02-14,9.0
2017-02-15,11.0
2017-02-16,11.0
2017-02-17,8.0
2017-02-18,11.0
2017-02-19,11.0
2017-02-20,8.0
2017-02-21,8.0
2017-02-22,6.0
2017-02-23,3.0
2017-02-24,5.0
2017-02-25,9.0
2017-02-26,9.0
2017-02-27,7.0
2017-02-28,7.0
2017-03-01,19.32054794520548
2017-03-02,8.642465753424657
2017-03-03,7.882191780821918
2017-03-04,10.621917808219179
2017-03-05,14.157534246575342
2017-03-06,26.794520547945204
2017-03-07,26.27945205479452
2017-03-08,21.708219178082192
2017-03-09,16.784931506849315
2017-03-10,15.784931506849315
2017-03-11,9.438356164383562
2017-03-12,10.734246575342466
2017-03-13,8.142465753424657
2017-03-14,6.846575342465753
2017-03-15,7.734246575342466
2017-03-16,9.586301369863014
2017-03-17,8.494520547945205
2017-03-18,7.106849315068493
2017-03-19,8.550684931506849
2017-03-20,6.402739726027397
2017-03-21,7.938356164383562
2017-03-22,6.958904109589041
2017-03-23,8.346575342465753
2017-03-24,6.663013698630137
2017-03-25,7.142465753424657
2017-03-26,4.719178082191781
2017-03-27,3.1273972602739724
2017-03-28,4.071232876712329
2017-03-29,2.4794520547945207
2017-03-30,8.826027397260274
2017-03-31,6.163013698630137
2017-04-01,6.550684931506849
2017-04-02,3.8465753424657536
2017-04-03,3.8465753424657536
2017-04-04,3.8465753424657536
2017-04-05,4.734246575342466
2017-04-06,10.947945205479453
2017-04-07,9.468493150684932
2017-04-08,8.580821917808219
2017-04-09,5.326027397260274
2017-04-10,5.03013698630137
2017-04-11,4.734246575342466
2017-04-12,3.8465753424657536
2017-04-13,5.6219178082191785
2017-04-14,4.438356164383562
2017-04-15,4.734246575342466
2017-04-16,6.213698630136986
2017-04-17,6.8054794520547945
2017-04-18,2.663013698630137
2017-04-19,2.9589041095890414
2017-04-20,3.5506849315068494
2017-04-21,2.9589041095890414
2017-04-22,4.734246575342466
2017-04-23,3.8465753424657536
2017-04-24,4.142465753424657
2017-04-25,3.8465753424657536
2017-04-26,4.142465753424657
2017-04-27,3.8465753424657536
2017-04-28,4.734246575342466
2017-04-29,6.213698630136986
2017-04-30,18.936986301369863
2017-05-01,11.539726027397261
2017-05-02,4.734246575342466
2017-05-03,2.9589041095890414
2017-05-04,5.917808219178083
2017-05-05,5.03013698630137
2017-05-06,4.142465753424657
2017-05-07,2.663013698630137
2017-05-08,3.8465753424657536
2017-05-09,2.0712328767123287
2017-05-10,4.734246575342466
2017-05-11,5.326027397260274
2017-05-12,6.8054794520547945
2017-05-13,5.6219178082191785
2017-05-14,5.03013698630137
2017-05-15,4.438356164383562
2017-05-16,6.8054794520547945
2017-05-17,6.50958904109589
2017-05-18,6.213698630136986
2017-05-19,5.917808219178083
2017-05-20,11.243835616438357
2017-05-21,6.50958904109589
2017-05-22,8.580821917808219
2017-05-23,5.917808219178083
2017-05-24,4.734246575342466
2017-05-25,7.397260273972603
2017-05-26,6.8054794520547945
2017-05-27,6.50958904109589
2017-05-28,4.438356164383562
2017-05-29,2.663013698630137
2017-05-30,4.734246575342466
2017-05-31,5.326027397260274
2017-06-01,8.580821917808219
2017-06-02,7.397260273972603
2017-06-03,4.438356164383562
