date,trump release tax returns
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,2.8302314945116804
2016-05-05,0.0
2016-05-06,1.572350830284267
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,1.572350830284267
2016-05-10,0.0
2016-05-11,9.119634815648748
2016-05-12,8.490694483535043
2016-05-13,6.603873487193921
2016-05-14,5.031522656909654
2016-05-15,2.515761328454827
2016-05-16,2.8302314945116804
2016-05-17,2.8302314945116804
2016-05-18,1.2578806642274134
2016-05-19,2.2012911623979736
2016-05-20,2.8302314945116804
2016-05-21,1.572350830284267
2016-05-22,0.0
2016-05-23,5.660462989023361
2016-05-24,1.572350830284267
2016-05-25,1.572350830284267
2016-05-26,1.572350830284267
2016-05-27,1.572350830284267
2016-05-28,3.459171826625387
2016-05-29,1.572350830284267
2016-05-30,1.572350830284267
2016-05-31,1.572350830284267
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,1.572350830284267
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,1.572350830284267
2016-06-07,1.572350830284267
2016-06-08,0.0
2016-06-09,1.572350830284267
2016-06-10,1.572350830284267
2016-06-11,1.572350830284267
2016-06-12,1.572350830284267
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,1.572350830284267
2016-06-16,1.572350830284267
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,1.572350830284267
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,2.8302314945116804
2016-06-30,1.572350830284267
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,1.572350830284267
2016-07-05,2.8302314945116804
2016-07-06,0.0
2016-07-07,1.572350830284267
2016-07-08,1.572350830284267
2016-07-09,0.0
2016-07-10,1.572350830284267
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,2.8302314945116804
2016-07-14,1.572350830284267
2016-07-15,1.572350830284267
2016-07-16,1.572350830284267
2016-07-17,3.459171826625387
2016-07-18,1.572350830284267
2016-07-19,1.572350830284267
2016-07-20,0.0
2016-07-21,1.572350830284267
2016-07-22,3.144701660568534
2016-07-23,3.459171826625387
2016-07-24,0.0
2016-07-25,1.572350830284267
2016-07-26,2.8302314945116804
2016-07-27,8.176224317478187
2016-07-28,6.603873487193921
2016-07-29,6.289403321137068
2016-07-30,5.345992822966507
2016-07-31,4.402582324795947
2016-08-01,5.031522656909654
2016-08-02,4.402582324795947
2016-08-03,1.572350830284267
2016-08-04,3.7736419926822404
2016-08-05,3.144701660568534
2016-08-06,1.8868209963411202
2016-08-07,1.8868209963411202
2016-08-08,4.402582324795947
2016-08-09,1.572350830284267
2016-08-10,1.572350830284267
2016-08-11,4.402582324795947
2016-08-12,5.974933155080214
2016-08-13,10.377515479876163
2016-08-14,5.974933155080214
2016-08-15,4.402582324795947
2016-08-16,5.031522656909654
2016-08-17,0.0
2016-08-18,2.2012911623979736
2016-08-19,4.402582324795947
2016-08-20,2.515761328454827
2016-08-21,7.547283985364481
2016-08-22,1.572350830284267
2016-08-23,1.572350830284267
2016-08-24,5.031522656909654
2016-08-25,2.8302314945116804
2016-08-26,0.0
2016-08-27,1.572350830284267
2016-08-28,0.0
2016-08-29,4.088112158739094
2016-08-30,2.2012911623979736
2016-08-31,2.2012911623979736
2016-09-01,1.572350830284267
2016-09-02,2.8302314945116804
2016-09-03,1.572350830284267
2016-09-04,5.660462989023361
2016-09-05,4.402582324795947
2016-09-06,3.459171826625387
2016-09-07,4.088112158739094
2016-09-08,2.8302314945116804
2016-09-09,2.2012911623979736
2016-09-10,1.572350830284267
2016-09-11,1.572350830284267
2016-09-12,4.402582324795947
2016-09-13,5.031522656909654
2016-09-14,5.031522656909654
2016-09-15,10.063045313819307
2016-09-16,3.7736419926822404
2016-09-17,8.176224317478187
2016-09-18,4.717052490852801
2016-09-19,4.717052490852801
2016-09-20,2.2012911623979736
2016-09-21,4.088112158739094
2016-09-22,4.088112158739094
2016-09-23,2.2012911623979736
2016-09-24,2.515761328454827
2016-09-25,1.572350830284267
2016-09-26,1.2578806642274134
2016-09-27,31.447016605685334
2016-09-28,17.924799465240643
2016-09-29,6.918343653250774
2016-09-30,7.232813819307628
2016-10-01,2.5173181114551086
2016-10-02,11.496842457078525
2016-10-03,9.60379432873628
2016-10-04,5.039306571911061
2016-10-05,8.503148747537294
2016-10-06,4.883628271882916
2016-10-07,1.1022023641992682
2016-10-08,0.946524064171123
2016-10-09,2.205961511398818
2016-10-10,2.8349018435125246
2016-10-11,3.4638421756262314
2016-10-12,3.303493526597242
2016-10-13,2.0487264283703914
2016-10-14,0.4732620320855615
2016-10-15,0.0
2016-10-16,1.5739076132845482
2016-10-17,0.0
2016-10-18,2.3631965944272446
2016-10-19,1.1022023641992682
2016-10-20,5.356890303968478
2016-10-21,3.7814259076836474
2016-10-22,1.259437447227695
2016-10-23,1.259437447227695
2016-10-24,1.1022023641992682
2016-10-25,1.1022023641992682
2016-10-26,0.0
2016-10-27,1.1022023641992682
2016-10-28,2.5204316774556714
2016-10-29,3.624190824655221
2016-10-30,4.724836405854209
2016-10-31,2.521988460455953
2016-11-01,3.7814259076836474
2016-11-02,1.893048128342246
2016-11-03,2.8395721925133692
2016-11-04,0.946524064171123
2016-11-05,1.893048128342246
2016-11-06,0.946524064171123
2016-11-07,3.786096256684492
2016-11-08,1.893048128342246
2016-11-09,21.77005347593583
2016-11-10,17.037433155080215
2016-11-11,12.304812834224599
2016-11-12,8.518716577540108
2016-11-13,0.946524064171123
2016-11-14,2.8395721925133692
2016-11-15,3.786096256684492
2016-11-16,3.786096256684492
2016-11-17,1.893048128342246
2016-11-18,1.893048128342246
2016-11-19,0.0
2016-11-20,1.893048128342246
2016-11-21,1.893048128342246
2016-11-22,1.893048128342246
2016-11-23,3.786096256684492
2016-11-24,0.946524064171123
2016-11-25,2.8395721925133692
2016-11-26,0.946524064171123
2016-11-27,5.6791443850267385
2016-11-28,0.0
2016-11-29,0.946524064171123
2016-11-30,0.946524064171123
2016-12-01,0.0
2016-12-02,2.8395721925133692
2016-12-03,0.0
2016-12-04,3.786096256684492
2016-12-05,0.946524064171123
2016-12-06,1.893048128342246
2016-12-07,3.786096256684492
2016-12-08,1.893048128342246
2016-12-09,0.946524064171123
2016-12-10,1.893048128342246
2016-12-11,1.893048128342246
2016-12-12,0.946524064171123
2016-12-13,0.946524064171123
2016-12-14,0.946524064171123
2016-12-15,2.8395721925133692
2016-12-16,0.946524064171123
2016-12-17,0.0
2016-12-18,0.946524064171123
2016-12-19,2.8395721925133692
2016-12-20,0.0
