date,putin russia
2016-11-29,12.292114695340503
2016-11-30,9.704301075268818
2016-12-01,10.99820788530466
2016-12-02,9.057347670250897
2016-12-03,5.822580645161291
2016-12-04,7.763440860215054
2016-12-05,8.410394265232975
2016-12-06,8.410394265232975
2016-12-07,8.410394265232975
2016-12-08,13.586021505376346
2016-12-09,6.469534050179212
2016-12-10,14.232974910394267
2016-12-11,21.99641577060932
2016-12-12,16.17383512544803
2016-12-13,18.761648745519715
2016-12-14,19.408602150537636
2016-12-15,29.759856630824377
2016-12-16,27.17204301075269
2016-12-17,22.643369175627242
2016-12-18,14.879928315412188
2016-12-19,31.700716845878137
2016-12-20,28.465949820788534
2016-12-21,19.408602150537636
2016-12-22,11.645161290322582
2016-12-23,18.114695340501793
2016-12-24,14.879928315412188
2016-12-25,12.939068100358424
2016-12-26,9.057347670250897
2016-12-27,8.410394265232975
2016-12-28,9.704301075268818
2016-12-29,11.645161290322582
2016-12-30,38.81720430107527
2016-12-31,29.759856630824377
2017-01-01,16.82078853046595
2017-01-02,12.292114695340503
2017-01-03,11.645161290322582
2017-01-04,15.526881720430108
2017-01-05,13.586021505376346
2017-01-06,12.939068100358424
2017-01-07,20.70250896057348
2017-01-08,16.82078853046595
2017-01-09,13.586021505376346
2017-01-10,13.586021505376346
2017-01-11,20.70250896057348
2017-01-12,20.70250896057348
2017-01-13,13.586021505376346
2017-01-14,16.17383512544803
2017-01-15,9.704301075268818
2017-01-16,10.35125448028674
2017-01-17,16.17383512544803
2017-01-18,13.586021505376346
2017-01-19,14.879928315412188
2017-01-20,16.17383512544803
2017-01-21,13.586021505376346
2017-01-22,12.292114695340503
2017-01-23,12.939068100358424
2017-01-24,9.057347670250897
2017-01-25,14.232974910394267
2017-01-26,7.763440860215054
2017-01-27,15.526881720430108
2017-01-28,16.82078853046595
2017-01-29,16.17383512544803
2017-01-30,17.467741935483872
2017-01-31,13.586021505376346
2017-02-01,11.645161290322582
2017-02-02,9.057347670250897
2017-02-03,12.292114695340503
2017-02-04,7.1164874551971335
2017-02-05,14.879928315412188
2017-02-06,14.232974910394267
2017-02-07,18.114695340501793
2017-02-08,14.879928315412188
2017-02-09,12.939068100358424
2017-02-10,10.99820788530466
2017-02-11,12.939068100358424
2017-02-12,10.35125448028674
2017-02-13,9.057347670250897
2017-02-14,16.17383512544803
2017-02-15,19.408602150537636
2017-02-16,18.114695340501793
2017-02-17,13.586021505376346
2017-02-18,10.99820788530466
2017-02-19,10.35125448028674
2017-02-20,11.645161290322582
2017-02-21,14.879928315412188
2017-02-22,10.35125448028674
2017-02-23,10.99820788530466
2017-02-24,10.35125448028674
2017-02-25,12.292114695340503
2017-02-26,10.99820788530466
2017-02-27,11.645161290322582
2017-02-28,9.704301075268818
2017-03-01,8.558243727598567
2017-03-02,12.616487455197134
2017-03-03,15.763440860215054
2017-03-04,11.822580645161292
2017-03-05,8.705197132616487
2017-03-06,9.852150537634408
2017-03-07,10.67562724014337
2017-03-08,8.058243727598567
2017-03-09,9.99910394265233
2017-03-10,9.02867383512545
2017-03-11,7.058243727598567
2017-03-12,6.911290322580646
2017-03-13,10.17562724014337
2017-03-14,12.939964157706093
2017-03-15,8.881720430107528
2017-03-16,6.734767025089607
2017-03-17,8.705197132616487
2017-03-18,7.881720430107527
2017-03-19,9.205197132616487
2017-03-20,8.705197132616487
2017-03-21,10.64605734767025
2017-03-22,11.67562724014337
2017-03-23,11.322580645161292
2017-03-24,16.086917562724015
2017-03-25,14.793010752688172
2017-03-26,17.704301075268816
2017-03-27,22.468637992831543
2017-03-28,15.586917562724015
2017-03-29,15.733870967741936
2017-03-30,13.64605734767025
2017-03-31,11.49910394265233
2017-04-01,7.558243727598567
2017-04-02,9.0
2017-04-03,25.0
2017-04-04,21.0
2017-04-05,15.0
2017-04-06,15.0
2017-04-07,73.0
2017-04-08,37.0
2017-04-09,22.0
2017-04-10,25.0
2017-04-11,26.0
2017-04-12,24.0
2017-04-13,22.0
2017-04-14,18.0
2017-04-15,14.0
2017-04-16,14.0
2017-04-17,12.0
2017-04-18,12.0
2017-04-19,12.0
2017-04-20,15.0
2017-04-21,11.0
2017-04-22,11.0
2017-04-23,10.0
2017-04-24,12.0
2017-04-25,9.0
2017-04-26,11.0
2017-04-27,9.0
2017-04-28,9.0
2017-04-29,9.0
2017-04-30,12.0
2017-05-01,12.0
2017-05-02,11.0
2017-05-03,9.0
2017-05-04,12.0
2017-05-05,7.0
2017-05-06,9.0
2017-05-07,8.0
2017-05-08,9.0
2017-05-09,12.0
2017-05-10,10.0
2017-05-11,11.0
2017-05-12,10.0
2017-05-13,8.0
2017-05-14,8.0
2017-05-15,11.0
2017-05-16,11.0
2017-05-17,14.0
2017-05-18,16.0
2017-05-19,10.0
2017-05-20,8.0
2017-05-21,8.0
2017-05-22,8.0
2017-05-23,10.0
2017-05-24,8.0
2017-05-25,7.0
2017-05-26,10.0
2017-05-27,7.0
2017-05-28,6.0
2017-05-29,12.0
2017-05-30,14.0
2017-05-31,9.0
2017-06-01,33.0
2017-06-02,100.0
2017-06-03,23.0
