date,syria airstrike
2016-05-01,0.0
2016-05-02,0.5379169477896799
2016-05-03,0.0
2016-05-04,0.5379169477896799
2016-05-05,1.0758338955793598
2016-05-06,0.2896475872713661
2016-05-07,0.3310258140244184
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.5379169477896799
2016-05-11,0.5379169477896799
2016-05-12,0.24826936051831378
2016-05-13,0.2896475872713661
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.24826936051831378
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.24826936051831378
2016-05-24,0.24826936051831378
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.3310258140244184
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.24826936051831378
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.2896475872713661
2016-06-04,0.3310258140244184
2016-06-05,0.3310258140244184
2016-06-06,0.0
2016-06-07,0.24826936051831378
2016-06-08,0.0
2016-06-09,0.2896475872713661
2016-06-10,0.0
2016-06-11,0.3310258140244184
2016-06-12,0.0
2016-06-13,0.24826936051831378
2016-06-14,0.0
2016-06-15,0.24826936051831378
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.9516992153202029
2016-06-19,0.0
2016-06-20,0.0
2016-06-21,0.24826936051831378
2016-06-22,0.2896475872713661
2016-06-23,0.2896475872713661
2016-06-24,0.2896475872713661
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.24826936051831378
2016-06-28,0.0
2016-06-29,0.2896475872713661
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.3310258140244184
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,0.0
2016-07-08,0.0
2016-07-09,0.6620516280488368
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,0.0
2016-07-14,0.2896475872713661
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.2896475872713661
2016-07-19,0.827564535061046
2016-07-20,3.5585275007624975
2016-07-21,2.482693605183138
2016-07-22,2.5240718319361903
2016-07-23,1.6137508433690397
2016-07-24,0.9516992153202029
2016-07-25,0.2896475872713661
2016-07-26,0.2896475872713661
2016-07-27,0.0
2016-07-28,1.0758338955793598
2016-07-29,0.2896475872713661
2016-07-30,0.0
2016-07-31,0.3310258140244184
2016-08-01,0.0
2016-08-02,0.0
2016-08-03,0.0
2016-08-04,0.0
2016-08-05,0.2896475872713661
2016-08-06,0.3310258140244184
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.2896475872713661
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.3310258140244184
2016-08-15,0.0
2016-08-16,0.2896475872713661
2016-08-17,0.2896475872713661
2016-08-18,1.3654814828507258
2016-08-19,3.4343928205033407
2016-08-20,2.5240718319361903
2016-08-21,1.241346802591569
2016-08-22,0.7861863083079936
2016-08-23,0.0
2016-08-24,0.5379169477896799
2016-08-25,0.827564535061046
2016-08-26,1.406859709603778
2016-08-27,0.6206734012957845
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,0.5379169477896799
2016-08-31,0.0
2016-09-01,0.5379169477896799
2016-09-02,0.827564535061046
2016-09-03,0.3310258140244184
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.24826936051831378
2016-09-08,0.0
2016-09-09,0.2896475872713661
2016-09-10,0.0
2016-09-11,0.6206734012957845
2016-09-12,0.0
2016-09-13,0.24826936051831378
2016-09-14,0.24826936051831378
2016-09-15,0.24826936051831378
2016-09-16,0.0
2016-09-17,3.06198877972587
2016-09-18,4.137822675305229
2016-09-19,2.3171806981709286
2016-09-20,1.0344556688263074
2016-09-21,1.2827250293446213
2016-09-22,1.0344556688263074
2016-09-23,0.5379169477896799
2016-09-24,1.1999685758385166
2016-09-25,0.5792951745427322
2016-09-26,0.0
2016-09-27,0.7448080815549414
2016-09-28,1.0344556688263074
2016-09-29,0.49653872103662755
2016-09-30,0.5379169477896799
2016-10-01,0.44641718347089104
2016-10-02,0.19596199524940613
2016-10-03,0.6010009519672448
2016-10-04,0.5487444199007365
2016-10-05,0.7251356322264018
2016-10-06,0.16983372921615197
2016-10-07,0.34622494154181715
2016-10-08,0.4452988530181058
2016-10-09,0.24933685776869965
2016-10-10,0.8111962438884626
2016-10-11,0.47035962180097407
2016-10-12,0.09144893111638953
2016-10-13,0.6935682135364196
2016-10-14,0.30703254249193596
2016-10-15,0.35384992190171627
2016-10-16,0.19596199524940613
2016-10-17,0.37891069068458455
2016-10-18,0.41810308973446575
2016-10-19,0.2155836113755464
2016-10-20,0.2155836113755464
2016-10-21,0.09144893111638953
2016-10-22,0.0
2016-10-23,0.0
2016-10-24,0.12413468025915689
2016-10-25,0.2939684094753089
2016-10-26,0.13064133016627075
2016-10-27,0.4246097396415796
2016-10-28,0.7915746277623223
2016-10-29,0.5912409771065741
2016-10-30,0.0
2016-10-31,0.0
2016-11-01,0.30703254249193596
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.705463182897862
2016-11-05,0.2090261282660332
2016-11-06,0.18289786223277907
2016-11-07,0.0
2016-11-08,0.1567695961995249
2016-11-09,0.3135391923990498
2016-11-10,0.18289786223277907
2016-11-11,0.18289786223277907
2016-11-12,0.0
2016-11-13,0.18289786223277907
2016-11-14,0.0
2016-11-15,0.0
2016-11-16,0.1567695961995249
2016-11-17,0.18289786223277907
2016-11-18,0.0
2016-11-19,0.2090261282660332
2016-11-20,0.5748218527315914
2016-11-21,0.4964370546318289
2016-11-22,0.1567695961995249
2016-11-23,0.1567695961995249
2016-11-24,0.18289786223277907
2016-11-25,0.0
2016-11-26,0.18289786223277907
2016-11-27,0.0
2016-11-28,0.1567695961995249
2016-11-29,0.1567695961995249
2016-11-30,0.4180522565320664
2016-12-01,0.0
2016-12-02,0.18289786223277907
2016-12-03,0.18289786223277907
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.33966745843230395
2016-12-07,0.6793349168646079
2016-12-08,0.33966745843230395
2016-12-09,0.18289786223277907
2016-12-10,0.0
2016-12-11,0.39192399049881227
2016-12-12,0.2612826603325415
2016-12-13,0.33966745843230395
2016-12-14,0.33966745843230395
2016-12-15,0.18289786223277907
2016-12-16,0.5486935866983372
2016-12-17,0.2090261282660332
2016-12-18,0.39192399049881227
2016-12-19,0.18289786223277907
2016-12-20,0.18289786223277907
2016-12-21,0.0
2016-12-22,0.18289786223277907
2016-12-23,0.0
2016-12-24,0.2090261282660332
2016-12-25,0.23515439429928736
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,0.18289786223277907
2016-12-29,0.5486935866983372
2016-12-30,0.18289786223277907
2016-12-31,0.2090261282660332
2017-01-01,0.0
2017-01-02,0.18289786223277907
2017-01-03,0.0
2017-01-04,0.1567695961995249
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.18289786223277907
2017-01-08,0.18289786223277907
2017-01-09,0.1567695961995249
2017-01-10,0.0
2017-01-11,0.1567695961995249
2017-01-12,0.1567695961995249
2017-01-13,0.33966745843230395
2017-01-14,0.18289786223277907
2017-01-15,0.0
2017-01-16,0.1567695961995249
2017-01-17,0.1567695961995249
2017-01-18,0.0
2017-01-19,0.1567695961995249
2017-01-20,0.1567695961995249
2017-01-21,0.2874109263657957
2017-01-22,0.18289786223277907
2017-01-23,0.0
2017-01-24,0.33966745843230395
2017-01-25,0.0
2017-01-26,0.0
2017-01-27,0.0
2017-01-28,0.18289786223277907
2017-01-29,0.0
2017-01-30,0.1567695961995249
2017-01-31,0.23515439429928736
2017-02-01,0.0
2017-02-02,0.1567695961995249
2017-02-03,0.2612826603325415
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,0.0
2017-02-09,0.1567695961995249
2017-02-10,0.2612826603325415
2017-02-11,0.18289786223277907
2017-02-12,0.0
2017-02-13,0.1567695961995249
2017-02-14,0.1567695961995249
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.18289786223277907
2017-02-18,0.0
2017-02-19,0.18289786223277907
2017-02-20,0.1567695961995249
2017-02-21,0.1567695961995249
2017-02-22,0.0
2017-02-23,0.1567695961995249
2017-02-24,0.33966745843230395
2017-02-25,0.18289786223277907
2017-02-26,0.2874109263657957
2017-02-27,0.1567695961995249
2017-02-28,0.33966745843230395
2017-03-01,0.0
2017-03-02,0.9049881235154393
2017-03-03,0.0
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.07838479809976245
2017-03-07,0.07838479809976245
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.09144893111638953
2017-03-12,0.09144893111638953
2017-03-13,0.0
2017-03-14,0.07838479809976245
2017-03-15,0.07838479809976245
2017-03-16,0.11757719714964368
2017-03-17,2.8064133016627077
2017-03-18,0.32660332541567694
2017-03-19,0.09144893111638953
2017-03-20,0.6567695961995249
2017-03-21,0.07838479809976245
2017-03-22,1.4311163895486936
2017-03-23,1.7315914489311162
2017-03-24,0.8788598574821852
2017-03-25,0.19596199524940613
2017-03-26,0.2874109263657957
2017-03-27,0.11757719714964368
2017-03-28,0.11757719714964368
2017-03-29,0.07838479809976245
2017-03-30,0.0
2017-03-31,0.09144893111638953
2017-04-01,0.5914489311163895
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,1.0
2017-04-05,1.0
2017-04-06,1.0
2017-04-07,100.0
2017-04-08,23.0
2017-04-09,11.0
2017-04-10,7.0
2017-04-11,3.0
2017-04-12,3.0
2017-04-13,5.0
2017-04-14,2.0
2017-04-15,1.0
2017-04-16,1.0
2017-04-17,1.0
2017-04-18,1.0
2017-04-19,1.0
2017-04-20,1.0
2017-04-21,0.0
2017-04-22,1.0
2017-04-23,1.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,1.0
2017-04-28,1.0
2017-04-29,0.0
2017-04-30,1.0
2017-05-01,1.0
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,1.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,0.0
2017-05-17,0.0
2017-05-18,3.0
2017-05-19,2.0
2017-05-20,1.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,1.0
2017-05-24,0.0
2017-05-25,0.0
