date,obama hate
2016-11-01,4.476881720430107
2016-11-02,11.0
2016-11-03,7.0
2016-11-04,11.0
2016-11-05,8.0
2016-11-06,14.0
2016-11-07,12.0
2016-11-08,25.0
2016-11-09,75.0
2016-11-10,88.0
2016-11-11,89.0
2016-11-12,90.0
2016-11-13,76.0
2016-11-14,46.0
2016-11-15,44.0
2016-11-16,39.0
2016-11-17,23.0
2016-11-18,11.0
2016-11-19,6.0
2016-11-20,18.0
2016-11-21,14.0
2016-11-22,19.0
2016-11-23,11.0
2016-11-24,9.0
2016-11-25,6.0
2016-11-26,6.0
2016-11-27,12.0
2016-11-28,2.0
2016-11-29,7.0
2016-11-30,9.0
2016-12-01,11.0
2016-12-02,17.0
2016-12-03,4.0
2016-12-04,6.0
2016-12-05,2.0
2016-12-06,7.0
2016-12-07,7.0
2016-12-08,9.0
2016-12-09,23.0
2016-12-10,9.0
2016-12-11,6.0
2016-12-12,7.0
2016-12-13,12.0
2016-12-14,4.0
2016-12-15,13.0
2016-12-16,15.0
2016-12-17,15.0
2016-12-18,4.0
2016-12-19,9.0
2016-12-20,4.0
2016-12-21,7.0
2016-12-22,11.0
2016-12-23,24.0
2016-12-24,14.0
2016-12-25,23.0
2016-12-26,22.0
2016-12-27,7.0
2016-12-28,21.0
2016-12-29,19.0
2016-12-30,18.0
2016-12-31,9.0
2017-01-01,16.0
2017-01-02,11.0
2017-01-03,7.0
2017-01-04,18.0
2017-01-05,31.0
2017-01-06,81.0
2017-01-07,42.0
2017-01-08,16.0
2017-01-09,17.0
2017-01-10,28.0
2017-01-11,50.0
2017-01-12,34.0
2017-01-13,45.0
2017-01-14,36.0
2017-01-15,29.0
2017-01-16,14.0
2017-01-17,16.0
2017-01-18,21.0
2017-01-19,31.0
2017-01-20,67.0
2017-01-21,100.0
2017-01-22,83.0
2017-01-23,49.0
2017-01-24,43.0
2017-01-25,31.0
2017-01-26,10.0
2017-01-27,25.0
2017-01-28,16.0
2017-01-29,20.0
2017-01-30,22.0
2017-01-31,19.0
2017-02-01,10.0
2017-02-02,14.0
2017-02-03,16.0
2017-02-04,18.0
2017-02-05,10.0
2017-02-06,12.0
2017-02-07,7.0
2017-02-08,9.0
2017-02-09,3.0
2017-02-10,9.0
2017-02-11,6.0
2017-02-12,10.0
2017-02-13,13.0
2017-02-14,9.0
2017-02-15,9.0
2017-02-16,17.0
2017-02-17,14.0
2017-02-18,12.0
2017-02-19,14.0
2017-02-20,7.0
2017-02-21,14.0
2017-02-22,2.0
2017-02-23,10.0
2017-02-24,5.0
2017-02-25,18.0
2017-02-26,8.0
2017-02-27,7.0
2017-02-28,24.0
2017-03-01,16.288695652173914
2017-03-02,4.986086956521739
2017-03-03,8.270434782608696
2017-03-04,5.486086956521739
2017-03-05,6.770434782608696
2017-03-06,8.453913043478261
2017-03-07,12.187826086956523
2017-03-08,7.3530434782608705
2017-03-09,8.953913043478261
2017-03-10,7.619130434782608
2017-03-11,3.8347826086956522
2017-03-12,5.119130434782608
2017-03-13,5.334782608695653
2017-03-14,3.4860869565217394
2017-03-15,4.619130434782608
2017-03-16,9.986086956521739
2017-03-17,10.119130434782608
2017-03-18,6.119130434782608
2017-03-19,8.85304347826087
2017-03-20,3.385217391304348
2017-03-21,8.85304347826087
2017-03-22,3.701739130434783
2017-03-23,5.986086956521739
2017-03-24,6.802608695652174
2017-03-25,6.834782608695653
2017-03-26,5.752173913043478
2017-03-27,3.201739130434783
2017-03-28,5.834782608695653
2017-03-29,5.986086956521739
2017-03-30,3.885217391304348
2017-03-31,1.7339130434782608
2017-04-01,5.201739130434783
2017-04-02,6.2382608695652175
2017-04-03,2.9356521739130437
2017-04-04,8.440000000000001
2017-04-05,6.2382608695652175
2017-04-06,8.806956521739131
2017-04-07,4.036521739130435
2017-04-08,5.504347826086957
2017-04-09,2.9356521739130437
2017-04-10,2.201739130434783
2017-04-11,4.770434782608696
2017-04-12,3.3026086956521743
2017-04-13,3.3026086956521743
2017-04-14,5.504347826086957
2017-04-15,1.8347826086956522
2017-04-16,7.70608695652174
2017-04-17,2.568695652173913
2017-04-18,8.440000000000001
2017-04-19,3.6695652173913045
2017-04-20,2.201739130434783
2017-04-21,6.605217391304349
2017-04-22,1.8347826086956522
2017-04-23,3.6695652173913045
2017-04-24,8.440000000000001
2017-04-25,0.0
2017-04-26,2.9356521739130437
2017-04-27,5.504347826086957
2017-04-28,6.605217391304349
2017-04-29,2.568695652173913
2017-04-30,3.6695652173913045
2017-05-01,9.173913043478262
2017-05-02,4.036521739130435
2017-05-03,6.972173913043479
2017-05-04,2.201739130434783
2017-05-05,7.339130434782609
2017-05-06,1.8347826086956522
2017-05-07,5.504347826086957
2017-05-08,1.4678260869565218
2017-05-09,4.770434782608696
2017-05-10,2.9356521739130437
2017-05-11,2.201739130434783
2017-05-12,3.3026086956521743
2017-05-13,3.6695652173913045
2017-05-14,4.770434782608696
2017-05-15,7.70608695652174
2017-05-16,4.770434782608696
2017-05-17,4.770434782608696
2017-05-18,5.504347826086957
2017-05-19,4.770434782608696
2017-05-20,7.339130434782609
2017-05-21,7.339130434782609
2017-05-22,4.036521739130435
2017-05-23,3.6695652173913045
2017-05-24,5.504347826086957
2017-05-25,4.036521739130435
2017-05-26,2.568695652173913
2017-05-27,4.770434782608696
2017-05-28,2.9356521739130437
2017-05-29,4.036521739130435
2017-05-30,8.07304347826087
2017-05-31,33.760000000000005
2017-06-01,36.69565217391305
2017-06-02,30.82434782608696
2017-06-03,20.549565217391304
