date,bus
2016-05-01,72.94627639866617
2016-05-02,72.05668766209708
2016-05-03,72.05668766209708
2016-05-04,72.05668766209708
2016-05-05,73.83586513523527
2016-05-06,73.83586513523527
2016-05-07,73.83586513523527
2016-05-08,68.49833271582067
2016-05-09,70.27751018895887
2016-05-10,72.94627639866617
2016-05-11,73.83586513523527
2016-05-12,72.94627639866617
2016-05-13,75.61504260837347
2016-05-14,76.50463134494257
2016-05-15,73.83586513523527
2016-05-16,72.05668766209708
2016-05-17,73.83586513523527
2016-05-18,72.94627639866617
2016-05-19,71.16709892552797
2016-05-20,73.83586513523527
2016-05-21,74.72545387180438
2016-05-22,72.05668766209708
2016-05-23,72.05668766209708
2016-05-24,73.83586513523527
2016-05-25,75.61504260837347
2016-05-26,77.39422008151168
2016-05-27,80.06298629121896
2016-05-28,77.39422008151168
2016-05-29,72.05668766209708
2016-05-30,72.94627639866617
2016-05-31,74.72545387180438
2016-06-01,75.61504260837347
2016-06-02,75.61504260837347
2016-06-03,77.39422008151168
2016-06-04,79.17339755464987
2016-06-05,73.83586513523527
2016-06-06,72.94627639866617
2016-06-07,72.94627639866617
2016-06-08,73.83586513523527
2016-06-09,75.61504260837347
2016-06-10,76.50463134494257
2016-06-11,74.72545387180438
2016-06-12,71.16709892552797
2016-06-13,73.83586513523527
2016-06-14,72.05668766209708
2016-06-15,71.16709892552797
2016-06-16,74.72545387180438
2016-06-17,76.50463134494257
2016-06-18,75.61504260837347
2016-06-19,72.05668766209708
2016-06-20,74.72545387180438
2016-06-21,73.83586513523527
2016-06-22,75.61504260837347
2016-06-23,76.50463134494257
2016-06-24,76.50463134494257
2016-06-25,77.39422008151168
2016-06-26,74.72545387180438
2016-06-27,75.61504260837347
2016-06-28,75.61504260837347
2016-06-29,75.61504260837347
2016-06-30,77.39422008151168
2016-07-01,80.06298629121896
2016-07-02,80.06298629121896
2016-07-03,79.17339755464987
2016-07-04,80.06298629121896
2016-07-05,79.17339755464987
2016-07-06,80.06298629121896
2016-07-07,78.28380881808077
2016-07-08,80.95257502778807
2016-07-09,82.73175250092626
2016-07-10,80.06298629121896
2016-07-11,80.95257502778807
2016-07-12,75.61504260837347
2016-07-13,78.28380881808077
2016-07-14,78.28380881808077
2016-07-15,79.17339755464987
2016-07-16,79.17339755464987
2016-07-17,81.84216376435717
2016-07-18,79.17339755464987
2016-07-19,78.28380881808077
2016-07-20,77.39422008151168
2016-07-21,79.17339755464987
2016-07-22,79.17339755464987
2016-07-23,80.95257502778807
2016-07-24,80.95257502778807
2016-07-25,80.95257502778807
2016-07-26,79.17339755464987
2016-07-27,79.17339755464987
2016-07-28,79.17339755464987
2016-07-29,78.28380881808077
2016-07-30,80.06298629121896
2016-07-31,80.06298629121896
2016-08-01,80.06298629121896
2016-08-02,80.95257502778807
2016-08-03,82.73175250092626
2016-08-04,82.73175250092626
2016-08-05,83.62134123749537
2016-08-06,82.73175250092626
2016-08-07,79.17339755464987
2016-08-08,80.06298629121896
2016-08-09,77.39422008151168
2016-08-10,78.28380881808077
2016-08-11,81.84216376435717
2016-08-12,81.84216376435717
2016-08-13,80.95257502778807
2016-08-14,78.28380881808077
2016-08-15,80.95257502778807
2016-08-16,80.06298629121896
2016-08-17,79.17339755464987
2016-08-18,79.17339755464987
2016-08-19,82.73175250092626
2016-08-20,78.28380881808077
2016-08-21,77.39422008151168
2016-08-22,81.84216376435717
2016-08-23,80.06298629121896
2016-08-24,78.28380881808077
2016-08-25,80.95257502778807
2016-08-26,81.84216376435717
2016-08-27,80.95257502778807
2016-08-28,81.84216376435717
2016-08-29,84.51092997406447
2016-08-30,82.73175250092626
2016-08-31,80.95257502778807
2016-09-01,85.40051871063356
2016-09-02,87.17969618377177
2016-09-03,82.73175250092626
2016-09-04,82.73175250092626
2016-09-05,83.62134123749537
2016-09-06,88.95887365690996
2016-09-07,85.40051871063356
2016-09-08,86.29010744720267
2016-09-09,82.73175250092626
2016-09-10,81.84216376435717
2016-09-11,78.28380881808077
2016-09-12,83.62134123749537
2016-09-13,81.84216376435717
2016-09-14,80.06298629121896
2016-09-15,81.84216376435717
2016-09-16,80.95257502778807
2016-09-17,78.28380881808077
2016-09-18,77.39422008151168
2016-09-19,77.39422008151168
2016-09-20,76.50463134494257
2016-09-21,77.39422008151168
2016-09-22,74.72545387180438
2016-09-23,78.28380881808077
2016-09-24,76.50463134494257
2016-09-25,74.72545387180438
2016-09-26,75.61504260837347
2016-09-27,73.83586513523527
2016-09-28,73.83586513523527
2016-09-29,74.72545387180438
2016-09-30,78.28380881808077
2016-10-01,76.25231567247128
2016-10-02,72.02834383104855
2016-10-03,74.36272693590219
2016-10-04,73.41793256761764
2016-10-05,73.97313819933308
2016-10-06,75.80752130418674
2016-10-07,79.08669877732493
2016-10-08,78.58669877732493
2016-10-09,73.86272693590219
2016-10-10,72.02834383104855
2016-10-11,72.52834383104855
2016-10-12,74.30752130418674
2016-10-13,74.36272693590219
2016-10-14,77.19711004075583
2016-10-15,75.75231567247128
2016-10-16,73.41793256761764
2016-10-17,73.86272693590219
2016-10-18,73.91793256761764
2016-10-19,74.86272693590219
2016-10-20,74.91793256761764
2016-10-21,76.30752130418674
2016-10-22,76.75231567247128
2016-10-23,76.30752130418674
2016-10-24,79.53149314560949
2016-10-25,74.41793256761764
2016-10-26,73.91793256761764
2016-10-27,76.30752130418674
2016-10-28,80.47628751389404
2016-10-29,73.91793256761764
2016-10-30,70.13875509447944
2016-10-31,72.52834383104855
2016-11-01,75.86272693590219
2016-11-02,76.0
2016-11-03,74.0
2016-11-04,76.0
2016-11-05,75.0
2016-11-06,71.0
2016-11-07,71.0
2016-11-08,68.0
2016-11-09,62.0
2016-11-10,70.0
2016-11-11,74.0
2016-11-12,73.0
2016-11-13,68.0
2016-11-14,71.0
2016-11-15,70.0
2016-11-16,68.0
2016-11-17,72.0
2016-11-18,73.0
2016-11-19,72.0
2016-11-20,69.0
2016-11-21,73.0
2016-11-22,100.0
2016-11-23,85.0
2016-11-24,73.0
2016-11-25,71.0
2016-11-26,73.0
2016-11-27,68.0
2016-11-28,69.0
2016-11-29,68.0
2016-11-30,69.0
2016-12-01,71.0
2016-12-02,74.0
2016-12-03,75.0
2016-12-04,69.0
2016-12-05,73.0
2016-12-06,71.0
2016-12-07,73.0
2016-12-08,75.0
2016-12-09,80.0
2016-12-10,74.0
2016-12-11,70.0
2016-12-12,77.0
2016-12-13,72.0
2016-12-14,70.0
2016-12-15,75.0
2016-12-16,79.0
2016-12-17,76.0
2016-12-18,73.0
2016-12-19,74.0
2016-12-20,73.0
2016-12-21,80.0
2016-12-22,79.0
2016-12-23,79.0
2016-12-24,73.0
2016-12-25,64.0
2016-12-26,77.0
2016-12-27,77.0
2016-12-28,78.0
2016-12-29,75.0
2016-12-30,78.0
2016-12-31,74.0
2017-01-01,73.0
2017-01-02,77.0
2017-01-03,75.0
2017-01-04,74.0
2017-01-05,74.0
2017-01-06,75.0
2017-01-07,73.0
2017-01-08,76.0
2017-01-09,80.0
2017-01-10,79.0
2017-01-11,78.0
2017-01-12,78.0
2017-01-13,79.0
2017-01-14,73.0
2017-01-15,72.0
2017-01-16,73.0
2017-01-17,78.0
2017-01-18,76.0
2017-01-19,75.0
2017-01-20,76.0
2017-01-21,76.0
2017-01-22,70.0
2017-01-23,73.0
2017-01-24,74.0
2017-01-25,73.0
2017-01-26,72.0
2017-01-27,75.0
2017-01-28,74.0
2017-01-29,70.0
2017-01-30,71.0
2017-01-31,72.0
2017-02-01,70.0
2017-02-02,72.0
2017-02-03,74.0
2017-02-04,73.0
2017-02-05,68.0
2017-02-06,72.0
2017-02-07,73.0
2017-02-08,75.0
2017-02-09,74.0
2017-02-10,76.0
2017-02-11,74.0
2017-02-12,71.0
2017-02-13,74.0
2017-02-14,70.0
2017-02-15,72.0
2017-02-16,72.0
2017-02-17,77.0
2017-02-18,74.0
2017-02-19,73.0
2017-02-20,73.0
2017-02-21,71.0
2017-02-22,72.0
2017-02-23,73.0
2017-02-24,75.0
2017-02-25,75.0
2017-02-26,71.0
2017-02-27,74.0
2017-02-28,74.0
2017-03-01,72.00773694390716
2017-03-02,73.457833655706
2017-03-03,76.25822050290135
2017-03-04,72.90793036750483
2017-03-05,70.60754352030948
2017-03-06,71.957833655706
2017-03-07,72.00773694390716
2017-03-08,72.50773694390716
2017-03-09,73.90793036750483
2017-03-10,76.25822050290135
2017-03-11,74.85802707930367
2017-03-12,69.15744680851064
2017-03-13,71.50773694390716
2017-03-14,70.60754352030948
2017-03-15,71.50773694390716
2017-03-16,70.60754352030948
2017-03-17,74.40793036750483
2017-03-18,72.00773694390716
2017-03-19,69.15744680851064
2017-03-20,72.00773694390716
2017-03-21,69.65744680851064
2017-03-22,69.15744680851064
2017-03-23,72.957833655706
2017-03-24,78.15841392649904
2017-03-25,75.30812379110252
2017-03-26,70.60754352030948
2017-03-27,72.50773694390716
2017-03-28,70.60754352030948
2017-03-29,71.50773694390716
2017-03-30,75.85802707930367
2017-03-31,77.65841392649904
2017-04-01,75.30812379110252
2017-04-02,73.81586073500968
2017-04-03,73.81586073500968
