date,donald trump ties
2016-11-08,41.0
2016-11-09,73.0
2016-11-10,97.0
2016-11-11,80.0
2016-11-12,35.0
2016-11-13,39.0
2016-11-14,41.0
2016-11-15,32.0
2016-11-16,27.0
2016-11-17,19.0
2016-11-18,17.0
2016-11-19,27.0
2016-11-20,16.0
2016-11-21,20.0
2016-11-22,9.0
2016-11-23,39.0
2016-11-24,12.0
2016-11-25,14.0
2016-11-26,18.0
2016-11-27,8.0
2016-11-28,13.0
2016-11-29,7.0
2016-11-30,18.0
2016-12-01,5.0
2016-12-02,38.0
2016-12-03,21.0
2016-12-04,8.0
2016-12-05,25.0
2016-12-06,14.0
2016-12-07,14.0
2016-12-08,5.0
2016-12-09,17.0
2016-12-10,15.0
2016-12-11,19.0
2016-12-12,36.0
2016-12-13,36.0
2016-12-14,41.0
2016-12-15,12.0
2016-12-16,12.0
2016-12-17,14.0
2016-12-18,19.0
2016-12-19,21.0
2016-12-20,7.0
2016-12-21,17.0
2016-12-22,5.0
2016-12-23,10.0
2016-12-24,9.0
2016-12-25,6.0
2016-12-26,10.0
2016-12-27,7.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,10.0
2016-12-31,14.0
2017-01-01,6.0
2017-01-02,17.0
2017-01-03,18.0
2017-01-04,13.0
2017-01-05,21.0
2017-01-06,17.0
2017-01-07,23.0
2017-01-08,13.0
2017-01-09,13.0
2017-01-10,25.0
2017-01-11,100.0
2017-01-12,56.0
2017-01-13,23.0
2017-01-14,36.0
2017-01-15,40.0
2017-01-16,20.0
2017-01-17,11.0
2017-01-18,18.0
2017-01-19,25.0
2017-01-20,89.0
2017-01-21,60.0
2017-01-22,25.0
2017-01-23,33.0
2017-01-24,18.0
2017-01-25,29.0
2017-01-26,25.0
2017-01-27,25.0
2017-01-28,34.0
2017-01-29,48.0
2017-01-30,40.0
2017-01-31,29.0
2017-02-01,24.0
2017-02-02,40.0
2017-02-03,27.0
2017-02-04,20.0
2017-02-05,35.0
2017-02-06,24.0
2017-02-07,22.0
2017-02-08,28.0
2017-02-09,26.0
2017-02-10,30.0
2017-02-11,46.0
2017-02-12,38.0
2017-02-13,11.0
2017-02-14,29.0
2017-02-15,27.0
2017-02-16,33.0
2017-02-17,18.0
2017-02-18,26.0
2017-02-19,39.0
2017-02-20,20.0
2017-02-21,4.0
2017-02-22,20.0
2017-02-23,9.0
2017-02-24,12.0
2017-02-25,21.0
2017-02-26,20.0
2017-02-27,11.0
2017-02-28,13.0
2017-03-01,39.808956450287596
2017-03-02,26.947000821692686
2017-03-03,15.131059983566146
2017-03-04,27.731717337715693
2017-03-05,12.5
2017-03-06,26.45480690221857
2017-03-07,31.95480690221857
2017-03-08,15.861955628594906
2017-03-09,22.81594083812654
2017-03-10,13.953985209531634
2017-03-11,12.077239112571899
2017-03-12,9.077239112571899
2017-03-13,18.769926047658174
2017-03-14,15.769926047658176
2017-03-15,25.269926047658174
2017-03-16,9.40797041906327
2017-03-17,7.177074774034511
2017-03-18,3.5
2017-03-19,15.977403451109286
2017-03-20,12.861955628594906
2017-03-21,18.769926047658174
2017-03-22,9.953985209531634
2017-03-23,26.31594083812654
2017-03-24,11.354149548069023
2017-03-25,7.900164338537387
2017-03-26,10.400164338537387
2017-03-27,10.40797041906327
2017-03-28,11.861955628594906
2017-03-29,16.58504519309778
2017-03-30,21.539030402629415
2017-03-31,21.16228430566968
2017-04-01,13.70049301561216
2017-04-02,5.800328677074774
2017-04-03,15.170090386195563
2017-04-04,4.90797041906327
2017-04-05,10.262119967132293
2017-04-06,15.170090386195563
2017-04-07,20.970419063270338
2017-04-08,12.0468364831553
2017-04-09,18.293344289235826
2017-04-10,10.262119967132293
2017-04-11,15.170090386195563
2017-04-12,5.354149548069023
2017-04-13,16.062448644207066
2017-04-14,23.647493837304847
2017-04-15,12.0468364831553
2017-04-16,6.246507806080526
2017-04-17,21.41659819227609
2017-04-18,19.63188167625308
2017-04-19,9.81594083812654
2017-04-20,4.90797041906327
2017-04-21,15.616269515201315
2017-04-22,0.0
2017-04-23,5.800328677074774
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,4.90797041906327
2017-04-27,4.90797041906327
2017-04-28,10.262119967132293
2017-04-29,5.800328677074774
2017-04-30,24.0936729663106
2017-05-01,5.354149548069023
2017-05-02,20.078060805258833
2017-05-03,4.90797041906327
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,5.800328677074774
2017-05-07,5.800328677074774
2017-05-08,4.90797041906327
2017-05-09,0.0
2017-05-10,4.90797041906327
2017-05-11,4.90797041906327
2017-05-12,15.616269515201315
2017-05-13,35.2481511914544
2017-05-14,5.800328677074774
2017-05-15,9.81594083812654
2017-05-16,9.81594083812654
2017-05-17,20.078060805258833
2017-05-18,10.262119967132293
2017-05-19,10.262119967132293
2017-05-20,12.0468364831553
2017-05-21,12.0468364831553
2017-05-22,0.0
2017-05-23,19.63188167625308
2017-05-24,15.170090386195563
2017-05-25,10.708299096138045
2017-05-26,5.354149548069023
2017-05-27,6.246507806080526
2017-05-28,0.0
2017-05-29,16.062448644207066
2017-05-30,10.262119967132293
2017-05-31,20.524239934264585
2017-06-01,10.262119967132293
2017-06-02,10.708299096138045
2017-06-03,5.800328677074774
