date,donald trump dumb
2016-05-01,0.0
2016-05-02,0.9672727272727273
2016-05-03,5.078181818181818
2016-05-04,9.18909090909091
2016-05-05,6.529090909090909
2016-05-06,3.3854545454545457
2016-05-07,0.0
2016-05-08,2.418181818181818
2016-05-09,6.287272727272727
2016-05-10,3.1436363636363636
2016-05-11,3.1436363636363636
2016-05-12,2.1763636363636363
2016-05-13,0.0
2016-05-14,1.209090909090909
2016-05-15,4.836363636363636
2016-05-16,2.1763636363636363
2016-05-17,3.1436363636363636
2016-05-18,4.110909090909091
2016-05-19,2.1763636363636363
2016-05-20,4.352727272727273
2016-05-21,3.6272727272727274
2016-05-22,1.209090909090909
2016-05-23,0.9672727272727273
2016-05-24,1.9345454545454546
2016-05-25,2.1763636363636363
2016-05-26,3.1436363636363636
2016-05-27,1.209090909090909
2016-05-28,3.6272727272727274
2016-05-29,2.418181818181818
2016-05-30,2.1763636363636363
2016-05-31,0.9672727272727273
2016-06-01,0.9672727272727273
2016-06-02,4.110909090909091
2016-06-03,4.352727272727273
2016-06-04,2.418181818181818
2016-06-05,3.6272727272727274
2016-06-06,4.110909090909091
2016-06-07,2.1763636363636363
2016-06-08,0.9672727272727273
2016-06-09,2.1763636363636363
2016-06-10,3.3854545454545457
2016-06-11,2.418181818181818
2016-06-12,3.6272727272727274
2016-06-13,3.1436363636363636
2016-06-14,3.1436363636363636
2016-06-15,2.1763636363636363
2016-06-16,3.1436363636363636
2016-06-17,2.1763636363636363
2016-06-18,0.0
2016-06-19,1.209090909090909
2016-06-20,3.1436363636363636
2016-06-21,5.078181818181818
2016-06-22,2.1763636363636363
2016-06-23,0.9672727272727273
2016-06-24,5.5618181818181816
2016-06-25,4.836363636363636
2016-06-26,2.418181818181818
2016-06-27,0.9672727272727273
2016-06-28,0.9672727272727273
2016-06-29,0.0
2016-06-30,0.9672727272727273
2016-07-01,3.3854545454545457
2016-07-02,1.209090909090909
2016-07-03,1.209090909090909
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,2.1763636363636363
2016-07-07,2.1763636363636363
2016-07-08,0.0
2016-07-09,2.418181818181818
2016-07-10,5.078181818181818
2016-07-11,0.0
2016-07-12,2.1763636363636363
2016-07-13,0.9672727272727273
2016-07-14,2.1763636363636363
2016-07-15,2.1763636363636363
2016-07-16,2.418181818181818
2016-07-17,2.418181818181818
2016-07-18,5.32
2016-07-19,10.64
2016-07-20,12.816363636363636
2016-07-21,21.763636363636365
2016-07-22,24.181818181818183
2016-07-23,8.705454545454545
2016-07-24,14.992727272727272
2016-07-25,8.463636363636363
2016-07-26,3.1436363636363636
2016-07-27,8.463636363636363
2016-07-28,6.529090909090909
2016-07-29,7.738181818181818
2016-07-30,5.078181818181818
2016-07-31,7.496363636363636
2016-08-01,2.1763636363636363
2016-08-02,7.496363636363636
2016-08-03,9.672727272727272
2016-08-04,3.1436363636363636
2016-08-05,4.352727272727273
2016-08-06,5.078181818181818
2016-08-07,3.869090909090909
2016-08-08,2.1763636363636363
2016-08-09,2.1763636363636363
2016-08-10,5.32
2016-08-11,4.352727272727273
2016-08-12,3.3854545454545457
2016-08-13,2.418181818181818
2016-08-14,1.209090909090909
2016-08-15,2.1763636363636363
2016-08-16,2.1763636363636363
2016-08-17,4.352727272727273
2016-08-18,3.1436363636363636
2016-08-19,1.209090909090909
2016-08-20,1.209090909090909
2016-08-21,0.0
2016-08-22,3.1436363636363636
2016-08-23,3.1436363636363636
2016-08-24,0.0
2016-08-25,0.9672727272727273
2016-08-26,0.0
2016-08-27,2.418181818181818
2016-08-28,4.836363636363636
2016-08-29,3.1436363636363636
2016-08-30,1.9345454545454546
2016-08-31,4.110909090909091
2016-09-01,4.110909090909091
2016-09-02,4.352727272727273
2016-09-03,2.418181818181818
2016-09-04,1.209090909090909
2016-09-05,0.0
2016-09-06,0.0
2016-09-07,0.9672727272727273
2016-09-08,2.1763636363636363
2016-09-09,4.110909090909091
2016-09-10,3.6272727272727274
2016-09-11,1.209090909090909
2016-09-12,0.9672727272727273
2016-09-13,0.0
2016-09-14,3.1436363636363636
2016-09-15,0.9672727272727273
