date,ill
2016-11-03,63.0
2016-11-04,71.0
2016-11-05,71.0
2016-11-06,72.0
2016-11-07,74.0
2016-11-08,69.0
2016-11-09,66.0
2016-11-10,73.0
2016-11-11,70.0
2016-11-12,73.0
2016-11-13,70.0
2016-11-14,100.0
2016-11-15,93.0
2016-11-16,75.0
2016-11-17,70.0
2016-11-18,66.0
2016-11-19,73.0
2016-11-20,70.0
2016-11-21,75.0
2016-11-22,65.0
2016-11-23,69.0
2016-11-24,63.0
2016-11-25,63.0
2016-11-26,69.0
2016-11-27,77.0
2016-11-28,75.0
2016-11-29,68.0
2016-11-30,72.0
2016-12-01,75.0
2016-12-02,73.0
2016-12-03,69.0
2016-12-04,74.0
2016-12-05,73.0
2016-12-06,70.0
2016-12-07,71.0
2016-12-08,76.0
2016-12-09,69.0
2016-12-10,73.0
2016-12-11,79.0
2016-12-12,77.0
2016-12-13,81.0
2016-12-14,74.0
2016-12-15,73.0
2016-12-16,72.0
2016-12-17,67.0
2016-12-18,72.0
2016-12-19,75.0
2016-12-20,70.0
2016-12-21,75.0
2016-12-22,81.0
2016-12-23,73.0
2016-12-24,71.0
2016-12-25,92.0
2016-12-26,76.0
2016-12-27,70.0
2016-12-28,75.0
2016-12-29,74.0
2016-12-30,73.0
2016-12-31,75.0
2017-01-01,84.0
2017-01-02,73.0
2017-01-03,68.0
2017-01-04,72.0
2017-01-05,77.0
2017-01-06,79.0
2017-01-07,73.0
2017-01-08,74.0
2017-01-09,79.0
2017-01-10,71.0
2017-01-11,69.0
2017-01-12,67.0
2017-01-13,70.0
2017-01-14,69.0
2017-01-15,77.0
2017-01-16,71.0
2017-01-17,70.0
2017-01-18,73.0
2017-01-19,72.0
2017-01-20,70.0
2017-01-21,77.0
2017-01-22,77.0
2017-01-23,74.0
2017-01-24,71.0
2017-01-25,74.0
2017-01-26,75.0
2017-01-27,76.0
2017-01-28,74.0
2017-01-29,74.0
2017-01-30,75.0
2017-01-31,73.0
2017-02-01,72.0
2017-02-02,75.0
2017-02-03,86.0
2017-02-04,88.0
2017-02-05,74.0
2017-02-06,70.0
2017-02-07,73.0
2017-02-08,72.0
2017-02-09,71.0
2017-02-10,79.0
2017-02-11,72.0
2017-02-12,73.0
2017-02-13,74.0
2017-02-14,75.0
2017-02-15,72.0
2017-02-16,73.0
2017-02-17,80.0
2017-02-18,71.0
2017-02-19,79.0
2017-02-20,72.0
2017-02-21,69.0
2017-02-22,74.0
2017-02-23,76.0
2017-02-24,73.0
2017-02-25,75.0
2017-02-26,81.0
2017-02-27,78.0
2017-02-28,77.0
2017-03-01,80.46696490020648
2017-03-02,77.09927735719202
2017-03-03,76.09927735719202
2017-03-04,78.41861665519615
2017-03-05,81.14762560220234
2017-03-06,75.77993805918788
2017-03-07,73.68960770818995
2017-03-08,76.77993805918788
2017-03-09,75.50894700619409
2017-03-10,75.46059876118376
2017-03-11,77.09927735719202
2017-03-12,75.18960770818995
2017-03-13,72.96059876118376
2017-03-14,72.14125946317964
2017-03-15,70.14125946317964
2017-03-16,70.23158981417757
2017-03-17,75.09927735719202
2017-03-18,75.68960770818995
2017-03-19,74.09927735719202
2017-03-20,72.55092911218169
2017-03-21,70.96059876118376
2017-03-22,70.23158981417757
2017-03-23,70.55092911218169
2017-03-24,74.59927735719202
2017-03-25,72.77993805918788
2017-03-26,75.77993805918788
2017-03-27,74.37026841018582
2017-03-28,75.37026841018582
2017-03-29,72.14125946317964
2017-03-30,73.27993805918788
2017-03-31,73.46059876118376
2017-04-01,71.8219201651755
2017-04-02,72.10185822436338
2017-04-03,68.00516173434274
2017-04-04,70.46317962835514
2017-04-05,71.28251892635926
2017-04-06,73.74053682037164
2017-04-07,72.10185822436338
2017-04-08,67.18582243633861
2017-04-09,71.28251892635926
2017-04-10,71.28251892635926
2017-04-11,69.643840330351
2017-04-12,71.28251892635926
2017-04-13,69.643840330351
2017-04-14,72.10185822436338
2017-04-15,68.82450103234687
2017-04-16,69.643840330351
2017-04-17,68.00516173434274
2017-04-18,68.82450103234687
2017-04-19,69.643840330351
2017-04-20,69.643840330351
2017-04-21,70.46317962835514
2017-04-22,76.19855471438403
2017-04-23,70.46317962835514
2017-04-24,71.28251892635926
2017-04-25,72.92119752236752
2017-04-26,70.46317962835514
2017-04-27,72.10185822436338
2017-04-28,70.46317962835514
2017-04-29,68.82450103234687
2017-04-30,70.46317962835514
2017-05-01,74.55987611837578
2017-05-02,71.28251892635926
2017-05-03,71.28251892635926
2017-05-04,71.28251892635926
2017-05-05,69.643840330351
2017-05-06,69.643840330351
2017-05-07,70.46317962835514
2017-05-08,70.46317962835514
2017-05-09,70.46317962835514
2017-05-10,70.46317962835514
2017-05-11,69.643840330351
2017-05-12,70.46317962835514
2017-05-13,68.82450103234687
2017-05-14,71.28251892635926
2017-05-15,70.46317962835514
2017-05-16,67.18582243633861
2017-05-17,67.18582243633861
2017-05-18,67.18582243633861
2017-05-19,68.82450103234687
2017-05-20,68.00516173434274
2017-05-21,68.82450103234687
2017-05-22,65.54714384033035
2017-05-23,65.54714384033035
2017-05-24,63.089125946317964
2017-05-25,66.36648313833449
2017-05-26,66.36648313833449
2017-05-27,61.45044735030971
2017-05-28,65.54714384033035
2017-05-29,63.089125946317964
2017-05-30,63.089125946317964
2017-05-31,66.36648313833449
2017-06-01,68.00516173434274
2017-06-02,68.82450103234687
2017-06-03,72.92119752236752
