date,jason chaffetz
2016-05-01,0.5948025934320805
2016-05-02,0.5948025934320805
2016-05-03,0.0
2016-05-04,0.5948025934320805
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.5948025934320805
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.5948025934320805
2016-05-12,0.5948025934320805
2016-05-13,0.5948025934320805
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.5948025934320805
2016-05-17,1.189605186864161
2016-05-18,0.0
2016-05-19,0.5948025934320805
2016-05-20,0.5948025934320805
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,0.0
2016-05-24,1.7844077802962417
2016-05-25,0.5948025934320805
2016-05-26,1.189605186864161
2016-05-27,2.379210373728322
2016-05-28,0.5948025934320805
2016-05-29,0.5948025934320805
2016-05-30,0.5948025934320805
2016-05-31,1.189605186864161
2016-06-01,1.7844077802962417
2016-06-02,1.189605186864161
2016-06-03,0.5948025934320805
2016-06-04,0.0
2016-06-05,0.5948025934320805
2016-06-06,1.7844077802962417
2016-06-07,1.189605186864161
2016-06-08,0.5948025934320805
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.5948025934320805
2016-06-12,0.0
2016-06-13,0.5948025934320805
2016-06-14,0.5948025934320805
2016-06-15,0.5948025934320805
2016-06-16,0.5948025934320805
2016-06-17,0.5948025934320805
2016-06-18,0.0
2016-06-19,0.5948025934320805
2016-06-20,0.0
2016-06-21,0.5948025934320805
2016-06-22,0.0
2016-06-23,0.5948025934320805
2016-06-24,0.5948025934320805
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.5948025934320805
2016-06-28,0.5948025934320805
2016-06-29,0.5948025934320805
2016-06-30,0.0
2016-07-01,0.5948025934320805
2016-07-02,0.5948025934320805
2016-07-03,0.5948025934320805
2016-07-04,0.0
2016-07-05,1.189605186864161
2016-07-06,3.5688155605924834
2016-07-07,34.49855041906068
2016-07-08,14.870064835802015
2016-07-09,1.7844077802962417
2016-07-10,2.9740129671604025
2016-07-11,2.379210373728322
2016-07-12,5.353223340888725
2016-07-13,4.163618154024564
2016-07-14,4.163618154024564
2016-07-15,1.7844077802962417
2016-07-16,1.189605186864161
2016-07-17,0.5948025934320805
2016-07-18,0.5948025934320805
2016-07-19,0.5948025934320805
2016-07-20,0.5948025934320805
2016-07-21,0.5948025934320805
2016-07-22,0.5948025934320805
2016-07-23,0.0
2016-07-24,1.189605186864161
2016-07-25,0.5948025934320805
2016-07-26,0.5948025934320805
2016-07-27,0.5948025934320805
2016-07-28,0.0
2016-07-29,0.5948025934320805
2016-07-30,0.5948025934320805
2016-07-31,1.7844077802962417
2016-08-01,0.5948025934320805
2016-08-02,0.5948025934320805
2016-08-03,0.5948025934320805
2016-08-04,0.0
2016-08-05,1.189605186864161
2016-08-06,0.0
2016-08-07,0.5948025934320805
2016-08-08,1.7844077802962417
2016-08-09,0.5948025934320805
2016-08-10,0.5948025934320805
2016-08-11,1.189605186864161
2016-08-12,0.0
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,1.189605186864161
2016-08-18,1.189605186864161
2016-08-19,1.189605186864161
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,3.5688155605924834
2016-08-23,0.5948025934320805
2016-08-24,0.5948025934320805
2016-08-25,1.7844077802962417
2016-08-26,0.5948025934320805
2016-08-27,0.5948025934320805
2016-08-28,2.379210373728322
2016-08-29,0.5948025934320805
2016-08-30,0.5948025934320805
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,1.189605186864161
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,2.379210373728322
2016-09-07,2.379210373728322
2016-09-08,0.5948025934320805
2016-09-09,0.5948025934320805
2016-09-10,1.189605186864161
2016-09-11,1.189605186864161
2016-09-12,1.189605186864161
2016-09-13,13.085657055505774
2016-09-14,13.085657055505774
2016-09-15,6.542828527752887
2016-09-16,8.922038901481208
2016-09-17,4.758420747456644
2016-09-18,2.379210373728322
2016-09-19,4.163618154024564
2016-09-20,2.379210373728322
2016-09-21,4.163618154024564
2016-09-22,3.5688155605924834
2016-09-23,4.163618154024564
2016-09-24,1.7844077802962417
2016-09-25,1.189605186864161
2016-09-26,0.5948025934320805
2016-09-27,1.7844077802962417
2016-09-28,2.379210373728322
2016-09-29,3.5688155605924834
2016-09-30,3.5688155605924834
2016-10-01,1.092070352994922
2016-10-02,0.0
2016-10-03,1.092070352994922
2016-10-04,0.7946690562788818
2016-10-05,1.092070352994922
2016-10-06,1.092070352994922
2016-10-07,1.092070352994922
2016-10-08,58.084391966686
2016-10-09,6.752288580816334
2016-10-10,4.963084005411769
2016-10-11,2.6814084655526855
2016-10-12,2.6814084655526855
2016-10-13,1.886739409273804
2016-10-14,0.7946690562788818
2016-10-15,1.092070352994922
2016-10-16,2.184140705989844
2016-10-17,4.070880115263648
2016-10-18,4.270746578110449
2016-10-19,3.573612355700807
2016-10-20,2.3840071688366455
2016-10-21,2.184140705989844
2016-10-22,0.7946690562788818
2016-10-23,1.092070352994922
2016-10-24,1.5893381125577637
2016-10-25,1.5893381125577637
2016-10-26,2.184140705989844
2016-10-27,19.46219668617012
2016-10-28,21.34893609544392
2016-10-29,11.120569992796021
2016-10-30,7.844358933811256
2016-10-31,8.141760230527296
2016-11-01,5.957619524537452
2016-11-02,4.972677595628415
2016-11-03,9.94535519125683
2016-11-04,10.939890710382514
2016-11-05,4.972677595628415
2016-11-06,11.934426229508198
2016-11-07,10.939890710382514
2016-11-08,5.967213114754099
2016-11-09,3.978142076502732
2016-11-10,1.989071038251366
2016-11-11,1.989071038251366
2016-11-12,0.994535519125683
2016-11-13,2.9836065573770494
2016-11-14,2.9836065573770494
2016-11-15,2.9836065573770494
2016-11-16,2.9836065573770494
2016-11-17,0.0
2016-11-18,2.9836065573770494
2016-11-19,0.994535519125683
2016-11-20,0.994535519125683
2016-11-21,1.989071038251366
2016-11-22,2.9836065573770494
2016-11-23,0.994535519125683
2016-11-24,0.0
2016-11-25,1.989071038251366
2016-11-26,0.0
2016-11-27,0.994535519125683
2016-11-28,1.989071038251366
2016-11-29,4.972677595628415
2016-11-30,2.9836065573770494
2016-12-01,1.989071038251366
2016-12-02,1.989071038251366
2016-12-03,0.994535519125683
2016-12-04,0.994535519125683
2016-12-05,0.994535519125683
2016-12-06,0.994535519125683
2016-12-07,0.994535519125683
2016-12-08,0.994535519125683
2016-12-09,0.994535519125683
2016-12-10,0.994535519125683
2016-12-11,0.0
2016-12-12,0.994535519125683
2016-12-13,0.994535519125683
2016-12-14,1.989071038251366
2016-12-15,0.994535519125683
2016-12-16,0.994535519125683
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,0.994535519125683
2016-12-20,0.994535519125683
2016-12-21,0.994535519125683
2016-12-22,0.994535519125683
2016-12-23,0.994535519125683
2016-12-24,0.994535519125683
2016-12-25,0.994535519125683
2016-12-26,0.0
2016-12-27,0.994535519125683
2016-12-28,0.994535519125683
2016-12-29,1.989071038251366
2016-12-30,0.994535519125683
2016-12-31,0.994535519125683
2017-01-01,0.994535519125683
2017-01-02,0.0
2017-01-03,0.994535519125683
2017-01-04,1.989071038251366
2017-01-05,1.989071038251366
2017-01-06,1.989071038251366
2017-01-07,1.989071038251366
2017-01-08,2.9836065573770494
2017-01-09,2.9836065573770494
2017-01-10,6.961748633879782
2017-01-11,3.978142076502732
2017-01-12,3.978142076502732
2017-01-13,11.934426229508198
2017-01-14,11.934426229508198
2017-01-15,5.967213114754099
2017-01-16,2.9836065573770494
2017-01-17,2.9836065573770494
2017-01-18,0.994535519125683
2017-01-19,2.9836065573770494
2017-01-20,5.967213114754099
2017-01-21,18.896174863387976
2017-01-22,3.978142076502732
2017-01-23,2.9836065573770494
2017-01-24,1.989071038251366
2017-01-25,3.978142076502732
2017-01-26,4.972677595628415
2017-01-27,3.978142076502732
2017-01-28,3.978142076502732
2017-01-29,3.978142076502732
2017-01-30,3.978142076502732
2017-01-31,8.950819672131148
2017-02-01,8.950819672131148
2017-02-02,10.939890710382514
2017-02-03,7.956284153005464
2017-02-04,3.978142076502732
2017-02-05,1.989071038251366
2017-02-06,2.9836065573770494
2017-02-07,3.978142076502732
2017-02-08,7.956284153005464
2017-02-09,16.907103825136613
2017-02-10,99.4535519125683
2017-02-11,41.77049180327869
2017-02-12,18.896174863387976
2017-02-13,8.950819672131148
2017-02-14,26.852459016393443
2017-02-15,22.87431693989071
2017-02-16,20.885245901639344
2017-02-17,14.918032786885245
2017-02-18,12.92896174863388
2017-02-19,4.972677595628415
2017-02-20,3.978142076502732
2017-02-21,2.9836065573770494
2017-02-22,5.967213114754099
2017-02-23,6.961748633879782
2017-02-24,5.967213114754099
2017-02-25,4.972677595628415
2017-02-26,1.989071038251366
2017-02-27,1.989071038251366
2017-02-28,1.989071038251366
2017-03-01,2.4918032786885247
2017-03-02,9.472677595628415
2017-03-03,3.9863387978142075
2017-03-04,2.4918032786885247
2017-03-05,1.4972677595628414
2017-03-06,8.975409836065573
2017-03-07,36.40163934426229
2017-03-08,23.931693989071036
2017-03-09,16.453551912568308
2017-03-10,8.478142076502731
2017-03-11,6.483606557377049
2017-03-12,4.989071038251366
2017-03-13,3.989071038251366
2017-03-14,5.4863387978142075
2017-03-15,2.9918032786885247
2017-03-16,3.489071038251366
2017-03-17,3.989071038251366
2017-03-18,4.4863387978142075
2017-03-19,1.994535519125683
2017-03-20,2.9918032786885247
2017-03-21,1.994535519125683
2017-03-22,2.9918032786885247
2017-03-23,2.494535519125683
2017-03-24,2.4918032786885247
2017-03-25,1.4972677595628414
2017-03-26,1.494535519125683
2017-03-27,1.994535519125683
2017-03-28,2.9918032786885247
2017-03-29,1.994535519125683
2017-03-30,1.9972677595628414
2017-03-31,2.9918032786885247
2017-04-01,1.994535519125683
2017-04-02,2.0
2017-04-03,3.0
2017-04-04,1.0
2017-04-05,2.0
2017-04-06,2.0
2017-04-07,1.0
2017-04-08,1.0
2017-04-09,1.0
2017-04-10,1.0
2017-04-11,1.0
2017-04-12,1.0
2017-04-13,1.0
2017-04-14,1.0
2017-04-15,3.0
2017-04-16,0.0
2017-04-17,3.0
2017-04-18,2.0
2017-04-19,100.0
2017-04-20,66.0
2017-04-21,46.0
2017-04-22,19.0
2017-04-23,11.0
2017-04-24,8.0
2017-04-25,11.0
2017-04-26,7.0
2017-04-27,15.0
2017-04-28,13.0
2017-04-29,4.0
2017-04-30,1.0
2017-05-01,4.0
2017-05-02,2.0
2017-05-03,3.0
2017-05-04,13.0
2017-05-05,11.0
2017-05-06,6.0
2017-05-07,3.0
2017-05-08,1.0
2017-05-09,2.0
2017-05-10,14.0
2017-05-11,10.0
2017-05-12,3.0
2017-05-13,4.0
2017-05-14,3.0
2017-05-15,3.0
2017-05-16,5.0
2017-05-17,44.0
2017-05-18,70.0
2017-05-19,50.0
2017-05-20,12.0
2017-05-21,11.0
2017-05-22,10.0
2017-05-23,5.0
2017-05-24,6.0
2017-05-25,4.0
2017-05-26,3.0
2017-05-27,2.0
2017-05-28,1.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,1.0
2017-06-01,2.0
2017-06-02,1.0
2017-06-03,1.0
