date,trump hair
2016-05-01,3.652173913043478
2016-05-02,4.695652173913043
2016-05-03,4.173913043478261
2016-05-04,10.434782608695652
2016-05-05,10.956521739130434
2016-05-06,11.478260869565217
2016-05-07,9.91304347826087
2016-05-08,7.304347826086956
2016-05-09,5.217391304347826
2016-05-10,8.347826086956522
2016-05-11,8.347826086956522
2016-05-12,6.782608695652174
2016-05-13,7.826086956521739
2016-05-14,6.260869565217391
2016-05-15,5.739130434782608
2016-05-16,6.260869565217391
2016-05-17,5.739130434782608
2016-05-18,6.782608695652174
2016-05-19,6.260869565217391
2016-05-20,4.695652173913043
2016-05-21,4.695652173913043
2016-05-22,3.1304347826086953
2016-05-23,3.1304347826086953
2016-05-24,4.173913043478261
2016-05-25,8.347826086956522
2016-05-26,7.826086956521739
2016-05-27,8.347826086956522
2016-05-28,5.739130434782608
2016-05-29,6.782608695652174
2016-05-30,4.173913043478261
2016-05-31,4.695652173913043
2016-06-01,5.739130434782608
2016-06-02,5.739130434782608
2016-06-03,7.304347826086956
2016-06-04,6.260869565217391
2016-06-05,5.217391304347826
2016-06-06,3.652173913043478
2016-06-07,5.739130434782608
2016-06-08,6.782608695652174
2016-06-09,5.739130434782608
2016-06-10,4.695652173913043
2016-06-11,5.739130434782608
2016-06-12,5.739130434782608
2016-06-13,3.652173913043478
2016-06-14,5.739130434782608
2016-06-15,6.782608695652174
2016-06-16,4.695652173913043
2016-06-17,4.695652173913043
2016-06-18,4.173913043478261
2016-06-19,4.695652173913043
2016-06-20,4.695652173913043
2016-06-21,4.173913043478261
2016-06-22,5.739130434782608
2016-06-23,6.260869565217391
2016-06-24,9.91304347826087
2016-06-25,5.739130434782608
2016-06-26,5.739130434782608
2016-06-27,5.739130434782608
2016-06-28,3.652173913043478
2016-06-29,5.217391304347826
2016-06-30,4.173913043478261
2016-07-01,4.695652173913043
2016-07-02,4.173913043478261
2016-07-03,3.652173913043478
2016-07-04,3.1304347826086953
2016-07-05,3.1304347826086953
2016-07-06,2.608695652173913
2016-07-07,4.173913043478261
2016-07-08,4.695652173913043
2016-07-09,4.173913043478261
2016-07-10,3.652173913043478
2016-07-11,3.652173913043478
2016-07-12,3.1304347826086953
2016-07-13,3.652173913043478
2016-07-14,5.217391304347826
2016-07-15,4.173913043478261
2016-07-16,6.782608695652174
2016-07-17,4.173913043478261
2016-07-18,4.173913043478261
2016-07-19,14.08695652173913
2016-07-20,17.73913043478261
2016-07-21,16.695652173913043
2016-07-22,22.956521739130434
2016-07-23,11.478260869565217
2016-07-24,8.347826086956522
2016-07-25,7.304347826086956
2016-07-26,8.347826086956522
2016-07-27,7.826086956521739
2016-07-28,11.478260869565217
2016-07-29,12.521739130434781
2016-07-30,9.91304347826087
2016-07-31,9.91304347826087
2016-08-01,8.347826086956522
2016-08-02,11.478260869565217
2016-08-03,8.347826086956522
2016-08-04,9.391304347826086
2016-08-05,8.869565217391305
2016-08-06,8.347826086956522
2016-08-07,6.782608695652174
2016-08-08,4.695652173913043
2016-08-09,5.739130434782608
2016-08-10,6.260869565217391
2016-08-11,7.826086956521739
2016-08-12,8.347826086956522
2016-08-13,6.260869565217391
2016-08-14,4.695652173913043
2016-08-15,5.739130434782608
2016-08-16,4.173913043478261
2016-08-17,6.260869565217391
2016-08-18,3.652173913043478
2016-08-19,8.869565217391305
2016-08-20,4.695652173913043
2016-08-21,4.173913043478261
2016-08-22,5.217391304347826
2016-08-23,6.260869565217391
2016-08-24,5.739130434782608
2016-08-25,5.217391304347826
2016-08-26,4.695652173913043
2016-08-27,4.695652173913043
2016-08-28,4.695652173913043
2016-08-29,3.1304347826086953
2016-08-30,3.652173913043478
2016-08-31,5.217391304347826
2016-09-01,7.304347826086956
2016-09-02,5.217391304347826
2016-09-03,5.217391304347826
2016-09-04,4.695652173913043
2016-09-05,3.1304347826086953
2016-09-06,5.217391304347826
2016-09-07,5.739130434782608
2016-09-08,5.739130434782608
2016-09-09,6.782608695652174
2016-09-10,4.695652173913043
2016-09-11,5.739130434782608
2016-09-12,3.1304347826086953
2016-09-13,4.695652173913043
2016-09-14,6.260869565217391
2016-09-15,9.391304347826086
2016-09-16,52.17391304347826
2016-09-17,22.956521739130434
2016-09-18,14.08695652173913
2016-09-19,8.869565217391305
2016-09-20,7.304347826086956
2016-09-21,5.217391304347826
2016-09-22,6.782608695652174
2016-09-23,5.217391304347826
