date,trump comey
2017-01-24,1.844097995545657
2017-01-25,1.1269487750556793
2017-01-26,0.512249443207127
2017-01-27,0.30734966592427615
2017-01-28,0.20489977728285078
2017-01-29,0.10244988864142539
2017-01-30,0.20489977728285078
2017-01-31,0.20489977728285078
2017-02-01,0.10244988864142539
2017-02-02,0.10244988864142539
2017-02-03,0.20489977728285078
2017-02-04,0.20489977728285078
2017-02-05,0.10244988864142539
2017-02-06,0.10244988864142539
2017-02-07,0.10244988864142539
2017-02-08,0.0
2017-02-09,0.10244988864142539
2017-02-10,0.0
2017-02-11,0.10244988864142539
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.10244988864142539
2017-02-15,0.40979955456570155
2017-02-16,0.20489977728285078
2017-02-17,0.30734966592427615
2017-02-18,0.512249443207127
2017-02-19,0.30734966592427615
2017-02-20,0.10244988864142539
2017-02-21,0.10244988864142539
2017-02-22,0.10244988864142539
2017-02-23,0.10244988864142539
2017-02-24,0.30734966592427615
2017-02-25,0.30734966592427615
2017-02-26,0.10244988864142539
2017-02-27,0.10244988864142539
2017-02-28,0.10244988864142539
2017-03-01,0.051224944320712694
2017-03-02,0.051224944320712694
2017-03-03,0.2561247216035635
2017-03-04,0.10244988864142539
2017-03-05,1.2171492204899779
2017-03-06,5.16369710467706
2017-03-07,1.2171492204899779
2017-03-08,0.8073496659242761
2017-03-09,0.3585746102449889
2017-03-10,0.8585746102449889
2017-03-11,0.15367483296213807
2017-03-12,0.051224944320712694
2017-03-13,0.10244988864142539
2017-03-14,0.051224944320712694
2017-03-15,2.2293986636971046
2017-03-16,0.8585746102449889
2017-03-17,0.8073496659242761
2017-03-18,0.20489977728285078
2017-03-19,1.0634743875278396
2017-03-20,10.622494432071269
2017-03-21,8.444320712694878
2017-03-22,2.0757238307349666
2017-03-23,1.1146993318485523
2017-03-24,0.9610244988864143
2017-03-25,1.0634743875278396
2017-03-26,0.8585746102449889
2017-03-27,0.7561247216035635
2017-03-28,0.8585746102449889
2017-03-29,1.1146993318485523
2017-03-30,0.9097995545657016
2017-03-31,0.8073496659242761
2017-04-01,0.8073496659242761
2017-04-02,1.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
