date,hillary clinton ill
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,4.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-07,0.0
2016-05-08,0.0
2016-05-09,4.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,3.0
2016-05-13,0.0
2016-05-14,1.0
2016-05-15,1.0
2016-05-16,1.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,1.0
2016-05-20,1.0
2016-05-21,0.0
2016-05-22,1.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,1.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,1.0
2016-06-03,0.0
2016-06-04,2.0
2016-06-05,0.0
2016-06-06,1.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,1.0
2016-06-10,1.0
2016-06-11,1.0
2016-06-12,1.0
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,1.0
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,3.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,3.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,1.0
2016-07-07,1.0
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,0.0
2016-07-13,3.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,1.0
2016-07-20,1.0
2016-07-21,0.0
2016-07-22,1.0
2016-07-23,2.0
2016-07-24,2.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,6.0
2016-07-28,4.0
2016-07-29,7.0
2016-07-30,3.0
2016-07-31,2.0
2016-08-01,0.0
2016-08-02,1.0
2016-08-03,3.0
2016-08-04,4.0
2016-08-05,8.0
2016-08-06,2.0
2016-08-07,5.0
2016-08-08,12.0
2016-08-09,19.0
2016-08-10,10.0
2016-08-11,11.0
2016-08-12,5.0
2016-08-13,3.0
2016-08-14,8.0
2016-08-15,10.0
2016-08-16,8.0
2016-08-17,8.0
2016-08-18,16.0
2016-08-19,13.0
2016-08-20,4.0
2016-08-21,6.0
2016-08-22,28.0
2016-08-23,13.0
2016-08-24,9.0
2016-08-25,5.0
2016-08-26,8.0
2016-08-27,6.0
2016-08-28,1.0
2016-08-29,5.0
2016-08-30,4.0
2016-08-31,1.0
2016-09-01,1.0
2016-09-02,5.0
2016-09-03,3.0
2016-09-04,1.0
2016-09-05,3.0
2016-09-06,9.0
2016-09-07,8.0
2016-09-08,8.0
2016-09-09,4.0
2016-09-10,16.0
2016-09-11,100.0
2016-09-12,91.0
2016-09-13,32.0
2016-09-14,19.0
2016-09-15,10.0
2016-09-16,13.0
2016-09-17,6.0
2016-09-18,3.0
2016-09-19,2.0
2016-09-20,5.0
2016-09-21,9.0
2016-09-22,2.0
2016-09-23,4.0
2016-09-24,3.0
2016-09-25,3.0
2016-09-26,1.0
2016-09-27,6.0
2016-09-28,5.0
2016-09-29,2.0
2016-09-30,1.0
2016-10-01,1.1906614785992218
2016-10-02,0.7003891050583657
2016-10-03,0.9202334630350195
2016-10-04,1.0155642023346303
2016-10-05,1.8054474708171206
2016-10-06,0.42023346303501946
2016-10-07,4.180933852140078
2016-10-08,1.6906614785992218
2016-10-09,2.490272373540856
2016-10-10,4.85603112840467
2016-10-11,0.5953307392996109
2016-10-12,1.3054474708171206
2016-10-13,3.0311284046692606
2016-10-14,1.340466926070039
2016-10-15,1.2003891050583657
2016-10-16,2.200389105058366
2016-10-17,0.5953307392996109
2016-10-18,1.595330739299611
2016-10-19,2.8054474708171204
2016-10-20,4.321011673151751
2016-10-21,2.0505836575875485
2016-10-22,1.9552529182879377
2016-10-23,0.9455252918287937
2016-10-24,0.3852140077821012
2016-10-25,0.5
2016-10-26,1.595330739299611
2016-10-27,1.095330739299611
2016-10-28,3.970817120622568
2016-10-29,0.9455252918287937
2016-10-30,0.45525291828793774
2016-10-31,1.340466926070039
2016-11-01,0.5
2016-11-02,2.4513618677042803
2016-11-03,2.3813229571984436
2016-11-04,1.2607003891050583
2016-11-05,2.7315175097276265
2016-11-06,6.373540856031129
2016-11-07,4.342412451361867
2016-11-08,2.7315175097276265
2016-11-09,7.003891050583658
2016-11-10,2.3813229571984436
2016-11-11,1.6809338521400778
2016-11-12,3.7120622568093387
2016-11-13,1.821011673151751
2016-11-14,2.3813229571984436
2016-11-15,0.7704280155642024
2016-11-16,1.1906614785992218
2016-11-17,2.4513618677042803
2016-11-18,2.4513618677042803
2016-11-19,1.4007782101167314
2016-11-20,1.821011673151751
2016-11-21,1.5408560311284047
2016-11-22,1.9610894941634243
2016-11-23,1.1906614785992218
2016-11-24,0.0
2016-11-25,1.2607003891050583
2016-11-26,0.9105058365758755
2016-11-27,0.0
2016-11-28,0.7704280155642024
2016-11-29,0.7704280155642024
2016-11-30,0.7704280155642024
2016-12-01,0.7704280155642024
2016-12-02,0.0
2016-12-03,0.9105058365758755
2016-12-04,0.0
2016-12-05,0.7704280155642024
2016-12-06,0.0
2016-12-07,1.1906614785992218
2016-12-08,0.8404669260700389
2016-12-09,0.8404669260700389
2016-12-10,1.0505836575875487
2016-12-11,0.9105058365758755
2016-12-12,0.7704280155642024
2016-12-13,0.0
2016-12-14,1.1906614785992218
2016-12-15,0.0
2016-12-16,0.0
2016-12-17,0.9105058365758755
2016-12-18,0.0
2016-12-19,0.7704280155642024
2016-12-20,0.8404669260700389
2016-12-21,0.8404669260700389
2016-12-22,0.8404669260700389
2016-12-23,0.9105058365758755
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,1.7509727626459144
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.8404669260700389
2016-12-30,0.9105058365758755
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,0.7704280155642024
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.9105058365758755
2017-01-08,0.9105058365758755
2017-01-09,0.0
2017-01-10,0.0
2017-01-11,0.7704280155642024
2017-01-12,0.7704280155642024
2017-01-13,0.0
2017-01-14,0.9105058365758755
2017-01-15,0.8404669260700389
2017-01-16,0.0
2017-01-17,0.7704280155642024
2017-01-18,0.0
2017-01-19,0.7704280155642024
2017-01-20,2.3813229571984436
2017-01-21,0.0
2017-01-22,0.9105058365758755
2017-01-23,0.0
