date,donald trump golf
2016-05-01,9.67551622418879
2016-05-02,6.772861356932153
2016-05-03,3.870206489675516
2016-05-04,16.448377581120944
2016-05-05,20.31858407079646
2016-05-06,16.448377581120944
2016-05-07,14.513274336283185
2016-05-08,11.610619469026549
2016-05-09,7.740412979351032
2016-05-10,3.870206489675516
2016-05-11,8.70796460176991
2016-05-12,11.610619469026549
2016-05-13,7.740412979351032
2016-05-14,6.772861356932153
2016-05-15,13.545722713864306
2016-05-16,9.67551622418879
2016-05-17,7.740412979351032
2016-05-18,9.67551622418879
2016-05-19,6.772861356932153
2016-05-20,8.70796460176991
2016-05-21,9.67551622418879
2016-05-22,5.8053097345132745
2016-05-23,11.610619469026549
2016-05-24,7.740412979351032
2016-05-25,6.772861356932153
2016-05-26,13.545722713864306
2016-05-27,7.740412979351032
2016-05-28,4.837758112094395
2016-05-29,11.610619469026549
2016-05-30,9.67551622418879
2016-05-31,7.740412979351032
2016-06-01,17.41592920353982
2016-06-02,15.480825958702065
2016-06-03,23.221238938053098
2016-06-04,8.70796460176991
2016-06-05,10.64306784660767
2016-06-06,10.64306784660767
2016-06-07,9.67551622418879
2016-06-08,11.610619469026549
2016-06-09,6.772861356932153
2016-06-10,9.67551622418879
2016-06-11,10.64306784660767
2016-06-12,8.70796460176991
2016-06-13,13.545722713864306
2016-06-14,7.740412979351032
2016-06-15,9.67551622418879
2016-06-16,16.448377581120944
2016-06-17,8.70796460176991
2016-06-18,15.480825958702065
2016-06-19,10.64306784660767
2016-06-20,6.772861356932153
2016-06-21,17.41592920353982
2016-06-22,10.64306784660767
2016-06-23,25.156342182890857
2016-06-24,96.7551622418879
2016-06-25,45.474926253687315
2016-06-26,38.70206489675516
2016-06-27,23.221238938053098
2016-06-28,14.513274336283185
2016-06-29,12.578171091445428
2016-06-30,8.70796460176991
2016-07-01,7.740412979351032
2016-07-02,9.67551622418879
2016-07-03,12.578171091445428
2016-07-04,9.67551622418879
2016-07-05,8.70796460176991
2016-07-06,4.837758112094395
2016-07-07,6.772861356932153
2016-07-08,9.67551622418879
2016-07-09,8.70796460176991
2016-07-10,7.740412979351032
2016-07-11,6.772861356932153
2016-07-12,7.740412979351032
2016-07-13,8.70796460176991
2016-07-14,25.156342182890857
2016-07-15,16.448377581120944
2016-07-16,23.221238938053098
2016-07-17,24.188790560471976
2016-07-18,11.610619469026549
2016-07-19,21.28613569321534
2016-07-20,26.123893805309734
2016-07-21,14.513274336283185
2016-07-22,16.448377581120944
2016-07-23,13.545722713864306
2016-07-24,12.578171091445428
2016-07-25,14.513274336283185
2016-07-26,6.772861356932153
2016-07-27,10.64306784660767
2016-07-28,16.448377581120944
2016-07-29,11.610619469026549
2016-07-30,8.70796460176991
2016-07-31,16.448377581120944
2016-08-01,6.772861356932153
2016-08-02,14.513274336283185
2016-08-03,16.448377581120944
2016-08-04,17.41592920353982
2016-08-05,15.480825958702065
2016-08-06,7.740412979351032
2016-08-07,12.578171091445428
2016-08-08,8.70796460176991
2016-08-09,6.772861356932153
2016-08-10,10.64306784660767
2016-08-11,10.64306784660767
2016-08-12,7.740412979351032
2016-08-13,11.610619469026549
2016-08-14,12.578171091445428
2016-08-15,2.9026548672566372
2016-08-16,6.772861356932153
2016-08-17,10.64306784660767
2016-08-18,4.837758112094395
2016-08-19,14.513274336283185
2016-08-20,14.513274336283185
2016-08-21,6.772861356932153
2016-08-22,6.772861356932153
2016-08-23,5.8053097345132745
2016-08-24,6.772861356932153
2016-08-25,10.64306784660767
2016-08-26,7.740412979351032
2016-08-27,5.8053097345132745
2016-08-28,4.837758112094395
2016-08-29,8.70796460176991
2016-08-30,4.837758112094395
2016-08-31,4.837758112094395
2016-09-01,5.8053097345132745
2016-09-02,4.837758112094395
2016-09-03,6.772861356932153
2016-09-04,7.740412979351032
2016-09-05,4.837758112094395
2016-09-06,4.837758112094395
2016-09-07,5.8053097345132745
2016-09-08,5.8053097345132745
2016-09-09,9.67551622418879
2016-09-10,4.837758112094395
2016-09-11,6.772861356932153
2016-09-12,6.772861356932153
2016-09-13,4.837758112094395
2016-09-14,10.64306784660767
2016-09-15,10.64306784660767
2016-09-16,6.772861356932153
2016-09-17,3.870206489675516
2016-09-18,4.837758112094395
2016-09-19,2.9026548672566372
2016-09-20,1.935103244837758
2016-09-21,5.8053097345132745
2016-09-22,5.8053097345132745
2016-09-23,4.837758112094395
2016-09-24,3.870206489675516
2016-09-25,5.8053097345132745
2016-09-26,8.70796460176991
2016-09-27,29.99410029498525
2016-09-28,8.70796460176991
2016-09-29,11.610619469026549
2016-09-30,11.610619469026549
2016-10-01,12.853982300884955
2016-10-02,11.789085545722713
2016-10-03,5.902654867256637
2016-10-04,7.853982300884955
2016-10-05,6.370206489675516
2016-10-06,8.370206489675516
2016-10-07,10.305309734513274
2016-10-08,19.61061946902655
2016-10-09,11.789085545722713
2016-10-10,16.224188790560472
2016-10-11,13.740412979351031
2016-10-12,14.740412979351031
2016-10-13,11.353982300884955
2016-10-14,13.756637168141593
2016-10-15,8.886430678466077
2016-10-16,10.821533923303836
2016-10-17,10.837758112094395
2016-10-18,7.337758112094395
2016-10-19,5.886430678466077
2016-10-20,16.20796460176991
2016-10-21,10.353982300884955
2016-10-22,10.837758112094395
2016-10-23,12.337758112094395
2016-10-24,8.370206489675516
2016-10-25,8.386430678466077
2016-10-26,9.853982300884955
2016-10-27,8.853982300884955
2016-10-28,6.902654867256637
2016-10-29,8.353982300884955
2016-10-30,4.886430678466077
2016-10-31,9.321533923303836
2016-11-01,4.902654867256637
2016-11-02,11.0
2016-11-03,5.0
2016-11-04,9.0
2016-11-05,10.0
2016-11-06,9.0
2016-11-07,14.0
2016-11-08,23.0
2016-11-09,100.0
2016-11-10,72.0
2016-11-11,51.0
2016-11-12,25.0
2016-11-13,27.0
2016-11-14,22.0
2016-11-15,20.0
2016-11-16,15.0
2016-11-17,13.0
2016-11-18,20.0
2016-11-19,18.0
2016-11-20,22.0
2016-11-21,16.0
2016-11-22,12.0
2016-11-23,10.0
2016-11-24,15.0
2016-11-25,14.0
2016-11-26,8.0
2016-11-27,11.0
2016-11-28,16.0
2016-11-29,9.0
2016-11-30,3.0
2016-12-01,7.0
2016-12-02,5.0
2016-12-03,9.0
2016-12-04,9.0
2016-12-05,9.0
2016-12-06,6.0
2016-12-07,8.0
2016-12-08,0.0
2016-12-09,6.0
2016-12-10,1.0
2016-12-11,8.0
2016-12-12,10.0
2016-12-13,3.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,5.0
2016-12-17,3.0
2016-12-18,3.0
2016-12-19,3.0
2016-12-20,3.0
2016-12-21,4.0
2016-12-22,8.0
2016-12-23,26.0
2016-12-24,19.0
2016-12-25,10.0
2016-12-26,5.0
2016-12-27,7.0
2016-12-28,5.0
2016-12-29,4.0
2016-12-30,4.0
2016-12-31,6.0
2017-01-01,6.0
2017-01-02,4.0
2017-01-03,1.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,7.0
2017-01-07,1.0
2017-01-08,5.0
2017-01-09,4.0
2017-01-10,7.0
2017-01-11,10.0
2017-01-12,9.0
2017-01-13,6.0
2017-01-14,5.0
2017-01-15,11.0
2017-01-16,10.0
2017-01-17,7.0
2017-01-18,21.0
2017-01-19,14.0
2017-01-20,36.0
2017-01-21,30.0
2017-01-22,22.0
2017-01-23,12.0
2017-01-24,14.0
2017-01-25,18.0
2017-01-26,16.0
2017-01-27,7.0
2017-01-28,11.0
2017-01-29,19.0
2017-01-30,24.0
2017-01-31,12.0
2017-02-01,12.0
2017-02-02,13.0
2017-02-03,14.0
2017-02-04,13.0
2017-02-05,8.0
2017-02-06,9.0
2017-02-07,14.0
2017-02-08,13.0
2017-02-09,11.0
2017-02-10,13.0
2017-02-11,15.0
2017-02-12,29.0
2017-02-13,18.0
2017-02-14,7.0
2017-02-15,8.0
2017-02-16,7.0
2017-02-17,15.0
2017-02-18,9.0
2017-02-19,18.0
2017-02-20,18.0
2017-02-21,20.0
2017-02-22,18.0
2017-02-23,9.0
2017-02-24,23.0
2017-02-25,10.0
2017-02-26,16.0
2017-02-27,10.0
2017-02-28,14.0
2017-03-01,8.095641646489105
2017-03-02,7.595641646489105
2017-03-03,7.394673123486683
2017-03-04,13.294188861985472
2017-03-05,20.889830508474574
2017-03-06,9.693704600484262
2017-03-07,13.693704600484262
2017-03-08,6.095641646489105
2017-03-09,7.196125907990314
2017-03-10,5.894673123486683
2017-03-11,8.095641646489105
2017-03-12,7.495157384987893
2017-03-13,10.693704600484262
2017-03-14,10.99273607748184
2017-03-15,6.796610169491526
2017-03-16,4.696125907990314
2017-03-17,12.593220338983052
2017-03-18,13.291767554479419
2017-03-19,13.19128329297821
2017-03-20,13.19128329297821
2017-03-21,9.49273607748184
2017-03-22,10.294188861985472
2017-03-23,10.892251815980629
2017-03-24,3.696125907990315
2017-03-25,7.296610169491526
2017-03-26,14.69128329297821
2017-03-27,11.392251815980629
2017-03-28,14.090799031476998
2017-03-29,11.394673123486683
2017-03-30,12.193704600484262
2017-03-31,9.794188861985472
2017-04-01,13.889830508474576
2017-04-02,79.90314769975787
2017-04-03,78.30508474576271
2017-04-04,11.98547215496368
