date,election influence
2016-05-01,1.7401347449470645
2016-05-02,5.65543792107796
2016-05-03,6.743022136669875
2016-05-04,2.82771896053898
2016-05-05,8.700673724735323
2016-05-06,3.045235803657363
2016-05-07,0.0
2016-05-08,1.7401347449470645
2016-05-09,4.132820019249278
2016-05-10,9.570741097208854
2016-05-11,9.570741097208854
2016-05-12,1.3051010587102985
2016-05-13,2.82771896053898
2016-05-14,1.5226179018286814
2016-05-15,0.0
2016-05-16,2.82771896053898
2016-05-17,5.437921077959577
2016-05-18,2.82771896053898
2016-05-19,6.960538979788258
2016-05-20,4.350336862367661
2016-05-21,0.0
2016-05-22,1.7401347449470645
2016-05-23,1.3051010587102985
2016-05-24,4.132820019249278
2016-05-25,2.82771896053898
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,1.7401347449470645
2016-05-30,0.0
2016-05-31,6.960538979788258
2016-06-01,1.3051010587102985
2016-06-02,1.3051010587102985
2016-06-03,0.0
2016-06-04,1.7401347449470645
2016-06-05,3.262752646775746
2016-06-06,2.82771896053898
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,1.3051010587102985
2016-06-10,1.5226179018286814
2016-06-11,1.5226179018286814
2016-06-12,3.262752646775746
2016-06-13,0.0
2016-06-14,0.0
2016-06-15,1.3051010587102985
2016-06-16,2.82771896053898
2016-06-17,1.5226179018286814
2016-06-18,0.0
2016-06-19,1.7401347449470645
2016-06-20,0.0
2016-06-21,2.82771896053898
2016-06-22,4.350336862367661
2016-06-23,0.0
2016-06-24,2.82771896053898
2016-06-25,1.7401347449470645
2016-06-26,0.0
2016-06-27,4.132820019249278
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,1.7401347449470645
2016-07-03,0.0
2016-07-04,3.045235803657363
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,1.5226179018286814
2016-07-08,0.0
2016-07-09,1.7401347449470645
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,2.82771896053898
2016-07-13,0.0
2016-07-14,1.5226179018286814
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,1.7401347449470645
2016-07-18,2.82771896053898
2016-07-19,1.5226179018286814
2016-07-20,1.5226179018286814
2016-07-21,1.5226179018286814
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,3.262752646775746
2016-07-25,5.65543792107796
2016-07-26,7.178055822906641
2016-07-27,4.132820019249278
2016-07-28,0.0
2016-07-29,3.045235803657363
2016-07-30,5.002887391722811
2016-07-31,0.0
2016-08-01,5.65543792107796
2016-08-02,4.350336862367661
2016-08-03,2.82771896053898
2016-08-04,5.65543792107796
2016-08-05,4.567853705486044
2016-08-06,1.7401347449470645
2016-08-07,0.0
2016-08-08,1.5226179018286814
2016-08-09,1.5226179018286814
2016-08-10,2.82771896053898
2016-08-11,4.350336862367661
2016-08-12,1.5226179018286814
2016-08-13,3.262752646775746
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,2.82771896053898
2016-08-17,0.0
2016-08-18,1.5226179018286814
2016-08-19,3.045235803657363
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,1.3051010587102985
2016-08-23,4.350336862367661
2016-08-24,0.0
2016-08-25,1.5226179018286814
2016-08-26,1.5226179018286814
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,2.82771896053898
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,1.3051010587102985
2016-09-06,1.3051010587102985
2016-09-07,5.437921077959577
2016-09-08,4.132820019249278
2016-09-09,2.82771896053898
2016-09-10,0.0
2016-09-11,3.262752646775746
2016-09-12,2.82771896053898
2016-09-13,2.82771896053898
2016-09-14,6.743022136669875
2016-09-15,6.960538979788258
2016-09-16,1.5226179018286814
2016-09-17,1.5226179018286814
2016-09-18,0.0
2016-09-19,4.132820019249278
2016-09-20,6.743022136669875
2016-09-21,4.132820019249278
2016-09-22,2.82771896053898
2016-09-23,4.350336862367661
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,8.048123195380173
2016-09-27,6.743022136669875
2016-09-28,4.132820019249278
2016-09-29,0.0
2016-09-30,4.132820019249278
2016-10-01,1.2613089509143407
2016-10-02,4.283926852743022
2016-10-03,3.9576515880654477
2016-10-04,6.262752646775747
2016-10-05,8.329162656400385
2016-10-06,5.718960538979788
2016-10-07,3.566410009624639
2016-10-08,4.022617901828681
2016-10-09,4.283926852743022
2016-10-10,11.243022136669875
2016-10-11,7.457651588065447
2016-10-12,9.285370548604426
2016-10-13,6.871511068334938
2016-10-14,5.718960538979788
2016-10-15,2.5226179018286814
2016-10-16,3.5226179018286814
2016-10-17,6.610202117420597
2016-10-18,7.610202117420597
2016-10-19,4.610202117420597
2016-10-20,12.176612127045235
2016-10-21,3.8051010587102985
2016-10-22,3.5226179018286814
2016-10-23,6.567853705486044
2016-10-24,10.481713185755535
2016-10-25,8.067853705486044
2016-10-26,5.3051010587102985
2016-10-27,3.9576515880654477
2016-10-28,7.371511068334938
2016-10-29,14.48315688161694
2016-10-30,5.283926852743022
2016-10-31,18.461982675649665
2016-11-01,19.375842155919152
2016-11-02,17.0
2016-11-03,15.0
2016-11-04,14.0
2016-11-05,8.0
2016-11-06,12.0
2016-11-07,19.0
2016-11-08,32.0
2016-11-09,62.0
2016-11-10,19.0
2016-11-11,18.0
2016-11-12,9.0
2016-11-13,10.0
2016-11-14,8.0
2016-11-15,18.0
2016-11-16,15.0
2016-11-17,12.0
2016-11-18,13.0
2016-11-19,4.0
2016-11-20,10.0
2016-11-21,6.0
2016-11-22,3.0
2016-11-23,4.0
2016-11-24,2.0
2016-11-25,4.0
2016-11-26,1.0
2016-11-27,4.0
2016-11-28,6.0
2016-11-29,7.0
2016-11-30,9.0
2016-12-01,6.0
2016-12-02,9.0
2016-12-03,6.0
2016-12-04,6.0
2016-12-05,4.0
2016-12-06,6.0
2016-12-07,4.0
2016-12-08,6.0
2016-12-09,8.0
2016-12-10,25.0
2016-12-11,100.0
2016-12-12,27.0
2016-12-13,31.0
2016-12-14,17.0
2016-12-15,19.0
2016-12-16,25.0
2016-12-17,21.0
2016-12-18,18.0
2016-12-19,10.0
2016-12-20,8.0
2016-12-21,6.0
2016-12-22,5.0
