date,putin pussy
2016-09-22,11.65139116202946
2016-09-23,0.0
2016-09-24,13.593289689034371
2016-09-25,0.0
2016-09-26,11.004091653027825
2016-09-27,16.829787234042556
2016-09-28,16.829787234042556
2016-09-29,34.306873977086745
2016-09-30,11.65139116202946
2016-10-01,17.20949263502455
2016-10-02,0.0
2016-10-03,24.004091653027825
2016-10-04,6.5
2016-10-05,17.504091653027825
2016-10-06,14.914893617021278
2016-10-07,30.653436988543373
2016-10-08,15.5
2016-10-09,32.26963993453355
2016-10-10,27.914893617021278
2016-10-11,36.24263502454992
2016-10-12,40.653436988543376
2016-10-13,27.32774140752864
2016-10-14,21.651391162029462
2016-10-15,27.945990180032734
2016-10-16,6.472995090016367
2016-10-17,20.504091653027825
2016-10-18,60.00818330605565
2016-10-19,17.914893617021278
2016-10-20,43.51022913256956
2016-10-21,37.153436988543376
2016-10-22,23.945990180032734
2016-10-23,23.945990180032734
2016-10-24,14.914893617021278
2016-10-25,15.002045826513912
2016-10-26,32.506137479541735
2016-10-27,35.829787234042556
2016-10-28,34.98117839607201
2016-10-29,0.0
2016-10-30,43.864975450081836
2016-10-31,15.825695581014731
2016-11-01,24.32774140752864
2016-11-02,26.0
2016-11-03,13.0
2016-11-04,27.0
2016-11-05,30.0
2016-11-06,29.0
2016-11-07,19.0
2016-11-08,50.0
2016-11-09,100.0
2016-11-10,38.0
2016-11-11,40.0
2016-11-12,22.0
2016-11-13,29.0
2016-11-14,25.0
2016-11-15,0.0
2016-11-16,38.0
2016-11-17,26.0
2016-11-18,26.0
2016-11-19,15.0
2016-11-20,0.0
2016-11-21,25.0
2016-11-22,19.0
2016-11-23,13.0
2016-11-24,26.0
2016-11-25,13.0
2016-11-26,29.0
2016-11-27,29.0
2016-11-28,0.0
2016-11-29,12.0
2016-11-30,13.0
2016-12-01,0.0
2016-12-02,39.0
2016-12-03,14.0
2016-12-04,0.0
2016-12-05,25.0
2016-12-06,13.0
2016-12-07,13.0
2016-12-08,0.0
2016-12-09,34.0
2016-12-10,25.0
2016-12-11,30.0
2016-12-12,25.0
2016-12-13,25.0
2016-12-14,19.0
2016-12-15,13.0
2016-12-16,20.0
2016-12-17,68.0
2016-12-18,59.0
2016-12-19,19.0
2016-12-20,39.0
2016-12-21,54.0
2016-12-22,0.0
2016-12-23,50.0
2016-12-24,32.0
2016-12-25,0.0
2016-12-26,14.0
2016-12-27,20.0
2016-12-28,27.0
2016-12-29,20.0
2016-12-30,56.0
2016-12-31,39.0
2017-01-01,16.0
2017-01-02,13.0
2017-01-03,13.0
2017-01-04,0.0
2017-01-05,13.0
2017-01-06,26.0
2017-01-07,21.0
2017-01-08,0.0
2017-01-09,24.0
2017-01-10,24.0
2017-01-11,43.0
2017-01-12,12.0
2017-01-13,13.0
2017-01-14,28.0
2017-01-15,14.0
2017-01-16,18.0
2017-01-17,18.0
2017-01-18,24.0
2017-01-19,19.0
2017-01-20,19.0
2017-01-21,50.0
2017-01-22,77.0
2017-01-23,30.0
2017-01-24,12.0
2017-01-25,24.0
2017-01-26,12.0
2017-01-27,13.0
2017-01-28,29.0
2017-01-29,35.0
2017-01-30,24.0
2017-01-31,25.0
2017-02-01,18.0
2017-02-02,12.0
2017-02-03,13.0
2017-02-04,28.0
2017-02-05,0.0
2017-02-06,18.0
2017-02-07,12.0
2017-02-08,12.0
2017-02-09,12.0
2017-02-10,13.0
2017-02-11,0.0
2017-02-12,42.0
2017-02-13,12.0
2017-02-14,12.0
2017-02-15,18.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,14.0
2017-02-20,18.0
2017-02-21,24.0
2017-02-22,24.0
2017-02-23,12.0
2017-02-24,25.0
2017-02-25,14.0
2017-02-26,0.0
2017-02-27,12.0
2017-02-28,0.0
2017-03-01,21.003167898627243
2017-03-02,6.0
2017-03-03,14.40443505807814
2017-03-04,11.602428722280887
2017-03-05,13.80728616684266
2017-03-06,15.003167898627243
2017-03-07,18.003167898627243
2017-03-08,13.002111932418163
2017-03-09,17.204329461457235
2017-03-10,0.0
2017-03-11,11.802534318901795
2017-03-12,0.0
2017-03-13,22.208553326293558
2017-03-14,20.004223864836327
2017-03-15,20.204329461457235
2017-03-16,10.002111932418163
2017-03-17,0.0
2017-03-18,11.602428722280887
2017-03-19,4.602428722280887
2017-03-20,10.002111932418163
2017-03-21,12.0
2017-03-22,4.002111932418162
2017-03-23,10.002111932418163
2017-03-24,4.402323125659978
2017-03-25,24.10506863780359
2017-03-26,14.407602956705386
2017-03-27,29.010559662090813
2017-03-28,0.0
2017-03-29,4.20221752903907
2017-03-30,20.904435058078143
2017-03-31,10.702217529039071
2017-04-01,4.802534318901795
2017-04-02,19.610348468848997
2017-04-03,8.004223864836325
2017-04-04,16.408658922914466
2017-04-05,8.40443505807814
2017-04-06,8.40443505807814
2017-04-07,8.804646251319957
2017-04-08,29.215417106652588
2017-04-09,10.005279831045407
2017-04-10,8.40443505807814
2017-04-11,8.40443505807814
2017-04-12,0.0
2017-04-13,8.804646251319957
2017-04-14,9.60506863780359
2017-04-15,10.005279831045407
2017-04-16,10.005279831045407
2017-04-17,17.609292502639914
2017-04-18,8.40443505807814
2017-04-19,8.004223864836325
2017-04-20,12.406546990496304
2017-04-21,8.804646251319957
2017-04-22,9.60506863780359
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,8.40443505807814
2017-04-26,16.00844772967265
2017-04-27,16.80887011615628
2017-04-28,17.209081309398098
2017-04-29,0.0
2017-04-30,10.005279831045407
2017-05-01,0.0
2017-05-02,8.40443505807814
2017-05-03,12.406546990496304
2017-05-04,16.408658922914466
2017-05-05,8.804646251319957
2017-05-06,19.21013727560718
2017-05-07,9.60506863780359
2017-05-08,12.406546990496304
2017-05-09,25.213305174234424
2017-05-10,0.0
2017-05-11,8.40443505807814
2017-05-12,0.0
2017-05-13,29.215417106652588
2017-05-14,29.215417106652588
2017-05-15,16.80887011615628
2017-05-16,8.40443505807814
2017-05-17,8.004223864836325
2017-05-18,8.40443505807814
2017-05-19,8.40443505807814
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,17.209081309398098
2017-05-26,0.0
2017-05-27,10.005279831045407
2017-05-28,10.405491024287223
2017-05-29,13.206969376979936
2017-05-30,8.40443505807814
2017-05-31,8.40443505807814
2017-06-01,8.40443505807814
2017-06-02,22.011615628299893
2017-06-03,14.807814149947202
