date,putin pussy
2016-05-01,0.0
2016-05-02,11.65139116202946
2016-05-03,22.655482815057283
2016-05-04,0.0
2016-05-05,12.298690671031096
2016-05-06,12.298690671031096
2016-05-07,20.713584288052374
2016-05-08,20.713584288052374
2016-05-09,0.0
2016-05-10,23.30278232405892
2016-05-11,0.0
2016-05-12,11.65139116202946
2016-05-13,12.298690671031096
2016-05-14,0.0
2016-05-15,13.593289689034371
2016-05-16,17.47708674304419
2016-05-17,11.65139116202946
2016-05-18,23.30278232405892
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,11.65139116202946
2016-05-24,11.65139116202946
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,12.298690671031096
2016-05-28,14.240589198036007
2016-05-29,13.593289689034371
2016-05-30,12.298690671031096
2016-05-31,0.0
2016-06-01,34.95417348608838
2016-06-02,11.65139116202946
2016-06-03,12.298690671031096
2016-06-04,14.240589198036007
2016-06-05,13.593289689034371
2016-06-06,0.0
2016-06-07,11.65139116202946
2016-06-08,11.65139116202946
2016-06-09,12.298690671031096
2016-06-10,12.298690671031096
2016-06-11,27.833878887070377
2016-06-12,0.0
2016-06-13,11.65139116202946
2016-06-14,11.65139116202946
2016-06-15,11.65139116202946
2016-06-16,0.0
2016-06-17,30.423076923076923
2016-06-18,14.240589198036007
2016-06-19,27.833878887070377
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,11.65139116202946
2016-06-23,23.95008183306056
2016-06-24,12.298690671031096
2016-06-25,14.240589198036007
2016-06-26,13.593289689034371
2016-06-27,11.65139116202946
2016-06-28,23.95008183306056
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,12.298690671031096
2016-07-08,25.24468085106383
2016-07-09,0.0
2016-07-10,14.240589198036007
2016-07-11,23.95008183306056
2016-07-12,11.65139116202946
2016-07-13,12.298690671031096
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,14.240589198036007
2016-07-17,14.240589198036007
2016-07-18,18.124386252045827
2016-07-19,12.298690671031096
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,14.240589198036007
2016-07-24,21.36088379705401
2016-07-25,11.65139116202946
2016-07-26,18.124386252045827
2016-07-27,0.0
2016-07-28,24.597381342062192
2016-07-29,0.0
2016-07-30,28.481178396072014
2016-07-31,0.0
2016-08-01,12.298690671031096
2016-08-02,12.298690671031096
2016-08-03,12.298690671031096
2016-08-04,12.298690671031096
2016-08-05,12.945990180032734
2016-08-06,14.240589198036007
2016-08-07,14.240589198036007
2016-08-08,0.0
2016-08-09,11.65139116202946
2016-08-10,12.298690671031096
2016-08-11,18.124386252045827
2016-08-12,12.298690671031096
2016-08-13,14.240589198036007
2016-08-14,14.240589198036007
2016-08-15,37.54337152209493
2016-08-16,11.65139116202946
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,12.298690671031096
2016-08-20,0.0
2016-08-21,13.593289689034371
2016-08-22,11.65139116202946
2016-08-23,11.65139116202946
2016-08-24,11.65139116202946
2016-08-25,18.124386252045827
2016-08-26,24.597381342062192
2016-08-27,34.306873977086745
2016-08-28,13.593289689034371
2016-08-29,22.655482815057283
2016-08-30,0.0
2016-08-31,11.65139116202946
2016-09-01,17.47708674304419
2016-09-02,12.298690671031096
2016-09-03,20.713584288052374
2016-09-04,13.593289689034371
2016-09-05,12.298690671031096
2016-09-06,22.655482815057283
2016-09-07,11.65139116202946
2016-09-08,11.65139116202946
2016-09-09,0.0
2016-09-10,27.186579378068743
2016-09-11,13.593289689034371
2016-09-12,0.0
2016-09-13,11.65139116202946
2016-09-14,0.0
2016-09-15,11.65139116202946
2016-09-16,11.65139116202946
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,39.48527004909984
2016-09-20,16.829787234042556
2016-09-21,34.306873977086745
