date,terrorism
2016-11-29,26.977946768060832
2016-11-30,25.32623574144486
2016-12-01,24.77566539923954
2016-12-02,22.57338403041825
2016-12-03,17.06768060836502
2016-12-04,17.06768060836502
2016-12-05,23.123954372623572
2016-12-06,24.225095057034217
2016-12-07,22.022813688212924
2016-12-08,22.57338403041825
2016-12-09,20.371102661596957
2016-12-10,12.66311787072243
2016-12-11,17.06768060836502
2016-12-12,24.77566539923954
2016-12-13,22.57338403041825
2016-12-14,20.371102661596957
2016-12-15,19.26996197718631
2016-12-16,19.26996197718631
2016-12-17,13.764258555133079
2016-12-18,12.66311787072243
2016-12-19,22.57338403041825
2016-12-20,30.831939163498095
2016-12-21,22.57338403041825
2016-12-22,20.371102661596957
2016-12-23,19.82053231939163
2016-12-24,16.517110266159694
2016-12-25,14.865399239543725
2016-12-26,12.112547528517108
2016-12-27,14.314828897338401
2016-12-28,13.213688212927755
2016-12-29,13.213688212927755
2016-12-30,14.314828897338401
2016-12-31,13.764258555133079
2017-01-01,17.61825095057034
2017-01-02,16.517110266159694
2017-01-03,17.06768060836502
2017-01-04,19.26996197718631
2017-01-05,21.472243346007602
2017-01-06,22.022813688212924
2017-01-07,19.26996197718631
2017-01-08,16.517110266159694
2017-01-09,20.371102661596957
2017-01-10,20.371102661596957
2017-01-11,19.82053231939163
2017-01-12,19.82053231939163
2017-01-13,17.06768060836502
2017-01-14,12.66311787072243
2017-01-15,15.96653992395437
2017-01-16,15.415969581749048
2017-01-17,22.022813688212924
2017-01-18,22.57338403041825
2017-01-19,19.82053231939163
2017-01-20,24.225095057034217
2017-01-21,18.16882129277566
2017-01-22,19.26996197718631
2017-01-23,22.022813688212924
2017-01-24,20.371102661596957
2017-01-25,20.371102661596957
2017-01-26,21.472243346007602
2017-01-27,19.26996197718631
2017-01-28,25.32623574144486
2017-01-29,47.899619771863115
2017-01-30,52.85475285171102
2017-01-31,46.79847908745247
2017-02-01,33.03422053231939
2017-02-02,32.48365019011407
2017-02-03,30.281368821292773
2017-02-04,23.123954372623572
2017-02-05,22.022813688212924
2017-02-06,23.123954372623572
2017-02-07,30.281368821292773
2017-02-08,28.629657794676802
2017-02-09,28.07908745247148
2017-02-10,23.674524714828895
2017-02-11,16.517110266159694
2017-02-12,21.472243346007602
2017-02-13,22.57338403041825
2017-02-14,20.92167300380228
2017-02-15,23.123954372623572
2017-02-16,25.32623574144486
2017-02-17,21.472243346007602
2017-02-18,19.82053231939163
2017-02-19,29.73079847908745
2017-02-20,45.69733840304182
2017-02-21,39.64106463878326
2017-02-22,31.93307984790874
2017-02-23,22.57338403041825
2017-02-24,22.57338403041825
2017-02-25,19.26996197718631
2017-02-26,20.92167300380228
2017-02-27,24.225095057034217
2017-02-28,25.32623574144486
2017-03-01,27.76425855513308
2017-03-02,24.38783269961977
2017-03-03,22.01140684410646
2017-03-04,15.432699619771864
2017-03-05,17.58441064638783
2017-03-06,23.837262357414446
2017-03-07,23.061977186311786
2017-03-08,23.837262357414446
2017-03-09,21.786692015209127
2017-03-10,19.134980988593156
2017-03-11,13.106844106463878
2017-03-12,14.932699619771864
2017-03-13,19.359695817490493
2017-03-14,18.634980988593156
2017-03-15,19.134980988593156
2017-03-16,20.68555133079848
2017-03-17,17.53384030418251
2017-03-18,14.1574144486692
2017-03-19,15.707984790874523
2017-03-20,19.359695817490493
2017-03-21,20.46083650190114
2017-03-22,54.02851711026616
2017-03-23,53.97794676806083
2017-03-24,33.29239543726236
2017-03-25,19.859695817490493
2017-03-26,24.38783269961977
2017-03-27,23.561977186311786
2017-03-28,23.837262357414446
2017-03-29,23.337262357414446
2017-03-30,22.01140684410646
2017-03-31,19.134980988593156
2017-04-01,14.6574144486692
2017-04-02,15.0
2017-04-03,27.0
2017-04-04,23.0
2017-04-05,21.0
2017-04-06,20.0
2017-04-07,34.0
2017-04-08,24.0
2017-04-09,24.0
2017-04-10,26.0
2017-04-11,25.0
2017-04-12,25.0
2017-04-13,23.0
2017-04-14,19.0
2017-04-15,14.0
2017-04-16,17.0
2017-04-17,21.0
2017-04-18,22.0
2017-04-19,23.0
2017-04-20,26.0
2017-04-21,24.0
2017-04-22,17.0
2017-04-23,17.0
2017-04-24,26.0
2017-04-25,25.0
2017-04-26,22.0
2017-04-27,25.0
2017-04-28,22.0
2017-04-29,14.0
2017-04-30,15.0
2017-05-01,25.0
2017-05-02,24.0
2017-05-03,23.0
2017-05-04,23.0
2017-05-05,21.0
2017-05-06,16.0
2017-05-07,18.0
2017-05-08,26.0
2017-05-09,26.0
2017-05-10,22.0
2017-05-11,22.0
2017-05-12,19.0
2017-05-13,13.0
2017-05-14,14.0
2017-05-15,20.0
2017-05-16,22.0
2017-05-17,20.0
2017-05-18,24.0
2017-05-19,24.0
2017-05-20,16.0
2017-05-21,20.0
2017-05-22,27.0
2017-05-23,100.0
2017-05-24,66.0
2017-05-25,46.0
2017-05-26,39.0
2017-05-27,31.0
2017-05-28,29.0
2017-05-29,27.0
2017-05-30,29.0
2017-05-31,27.0
2017-06-01,27.0
2017-06-02,24.0
2017-06-03,31.0
