date,hillary seizure
2017-01-17,0.04746835443037975
2017-01-18,0.0
2017-01-19,0.04746835443037975
2017-01-20,0.14240506329113925
2017-01-21,0.189873417721519
2017-01-22,0.04746835443037975
2017-01-23,0.11867088607594937
2017-01-24,0.04746835443037975
2017-01-25,0.04746835443037975
2017-01-26,0.0
2017-01-27,0.04746835443037975
2017-01-28,0.05933544303797469
2017-01-29,0.04746835443037975
2017-01-30,0.07120253164556962
2017-01-31,0.04746835443037975
2017-02-01,0.0
2017-02-02,0.0949367088607595
2017-02-03,0.0
2017-02-04,0.04746835443037975
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.04746835443037975
2017-02-08,0.0
2017-02-09,0.04746835443037975
2017-02-10,0.04746835443037975
2017-02-11,0.08306962025316456
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,0.0949367088607595
2017-02-15,0.04746835443037975
2017-02-16,0.04746835443037975
2017-02-17,0.0
2017-02-18,0.1542721518987342
2017-02-19,0.04746835443037975
2017-02-20,0.04746835443037975
2017-02-21,0.04746835443037975
2017-02-22,0.0
2017-02-23,0.04746835443037975
2017-02-24,0.0949367088607595
2017-02-25,0.05933544303797469
2017-02-26,0.04746835443037975
2017-02-27,0.0
2017-02-28,0.04746835443037975
2017-03-01,0.0
2017-03-02,0.09023583749331432
2017-03-03,0.04462693884827955
2017-03-04,0.0
2017-03-05,0.0
2017-03-06,0.055344925566054554
2017-03-07,0.0
2017-03-08,0.04418819085398467
2017-03-09,0.020454013638794795
2017-03-10,0.0
2017-03-11,0.024172925209484754
2017-03-12,0.023734177215189875
2017-03-13,0.07836874888571937
2017-03-14,0.04418819085398467
2017-03-15,0.023734177215189875
2017-03-16,0.0
2017-03-17,0.023734177215189875
2017-03-18,0.0
2017-03-19,0.0
2017-03-20,0.06650166027812444
2017-03-21,0.0
2017-03-22,0.04418819085398467
2017-03-23,0.04276748306293457
2017-03-24,0.04746835443037975
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.07907910278124443
2017-03-28,0.020454013638794795
2017-03-29,0.05791473524692459
2017-03-30,0.1013925722053842
2017-03-31,0.04604764663932965
2017-04-01,0.07757482394366197
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.04462693884827955
2017-04-05,0.0
2017-04-06,0.04462693884827955
2017-04-07,0.13759972811552862
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.09297278926724906
2017-04-14,0.0
2017-04-15,0.0
2017-04-16,0.052064761989659473
2017-04-17,0.0
2017-04-18,0.04462693884827955
2017-04-19,0.0
2017-04-20,0.0
2017-04-21,0.0892538776965591
2017-04-22,0.0
2017-04-23,0.04834585041896951
2017-04-24,0.0
2017-04-25,0.04090802727758959
2017-04-26,0.04090802727758959
2017-04-27,0.04462693884827955
2017-04-28,0.04462693884827955
2017-04-29,0.052064761989659473
2017-04-30,0.052064761989659473
2017-05-01,0.0
2017-05-02,0.0
2017-05-03,0.06322149670172936
2017-05-04,0.0
2017-05-05,0.0892538776965591
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.04462693884827955
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.04462693884827955
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.04462693884827955
2017-05-16,0.0
2017-05-17,0.04090802727758959
2017-05-18,0.0
2017-05-19,0.04462693884827955
2017-05-20,0.0
2017-05-21,0.052064761989659473
2017-05-22,0.0
2017-05-23,0.04090802727758959
2017-05-24,0.0
2017-05-25,0.04462693884827955
2017-05-26,0.04834585041896951
2017-05-27,0.1078484355500089
2017-05-28,0.0
2017-05-29,0.04462693884827955
2017-05-30,0.3718911570689962
2017-05-31,0.13016190497414867
2017-06-01,0.06694040827241932
2017-06-02,0.09297278926724906
2017-06-03,0.052064761989659473
