date,obama rally
2016-05-01,3.700699300699301
2016-05-02,3.1720279720279723
2016-05-03,2.6433566433566433
2016-05-04,6.3440559440559445
2016-05-05,1.0573426573426574
2016-05-06,2.114685314685315
2016-05-07,3.1720279720279723
2016-05-08,3.1720279720279723
2016-05-09,1.0573426573426574
2016-05-10,0.0
2016-05-11,3.700699300699301
2016-05-12,3.700699300699301
2016-05-13,1.0573426573426574
2016-05-14,1.5860139860139861
2016-05-15,1.5860139860139861
2016-05-16,2.6433566433566433
2016-05-17,2.6433566433566433
2016-05-18,1.0573426573426574
2016-05-19,1.0573426573426574
2016-05-20,1.0573426573426574
2016-05-21,5.815384615384616
2016-05-22,0.0
2016-05-23,1.0573426573426574
2016-05-24,3.700699300699301
2016-05-25,3.700699300699301
2016-05-26,2.6433566433566433
2016-05-27,2.6433566433566433
2016-05-28,3.1720279720279723
2016-05-29,4.22937062937063
2016-05-30,2.114685314685315
2016-05-31,2.6433566433566433
2016-06-01,4.758041958041958
2016-06-02,2.6433566433566433
2016-06-03,5.286713286713287
2016-06-04,4.22937062937063
2016-06-05,2.114685314685315
2016-06-06,4.758041958041958
2016-06-07,1.5860139860139861
2016-06-08,4.22937062937063
2016-06-09,5.815384615384616
2016-06-10,2.6433566433566433
2016-06-11,1.5860139860139861
2016-06-12,7.401398601398602
2016-06-13,2.6433566433566433
2016-06-14,2.6433566433566433
2016-06-15,3.700699300699301
2016-06-16,1.0573426573426574
2016-06-17,5.286713286713287
2016-06-18,4.22937062937063
2016-06-19,1.5860139860139861
2016-06-20,1.0573426573426574
2016-06-21,2.6433566433566433
2016-06-22,2.6433566433566433
2016-06-23,2.6433566433566433
2016-06-24,2.114685314685315
2016-06-25,1.5860139860139861
2016-06-26,2.114685314685315
2016-06-27,2.114685314685315
2016-06-28,0.0
2016-06-29,2.6433566433566433
2016-06-30,2.114685314685315
2016-07-01,5.286713286713287
2016-07-02,3.700699300699301
2016-07-03,1.5860139860139861
2016-07-04,2.6433566433566433
2016-07-05,34.892307692307696
2016-07-06,15.860139860139862
2016-07-07,4.758041958041958
2016-07-08,6.872727272727273
2016-07-09,1.5860139860139861
2016-07-10,1.5860139860139861
2016-07-11,2.114685314685315
2016-07-12,3.1720279720279723
2016-07-13,2.6433566433566433
2016-07-14,1.0573426573426574
2016-07-15,1.0573426573426574
2016-07-16,0.0
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,3.700699300699301
2016-07-20,2.114685314685315
2016-07-21,1.0573426573426574
2016-07-22,2.6433566433566433
2016-07-23,1.5860139860139861
2016-07-24,1.5860139860139861
2016-07-25,1.0573426573426574
2016-07-26,2.6433566433566433
2016-07-27,1.0573426573426574
2016-07-28,2.6433566433566433
2016-07-29,2.6433566433566433
2016-07-30,1.5860139860139861
2016-07-31,1.5860139860139861
2016-08-01,0.0
2016-08-02,2.6433566433566433
2016-08-03,5.286713286713287
2016-08-04,2.6433566433566433
2016-08-05,4.22937062937063
2016-08-06,3.1720279720279723
2016-08-07,1.5860139860139861
2016-08-08,2.114685314685315
2016-08-09,1.0573426573426574
2016-08-10,3.1720279720279723
2016-08-11,5.815384615384616
2016-08-12,5.815384615384616
2016-08-13,3.1720279720279723
2016-08-14,1.5860139860139861
2016-08-15,1.5860139860139861
2016-08-16,2.6433566433566433
2016-08-17,1.0573426573426574
2016-08-18,1.0573426573426574
2016-08-19,1.5860139860139861
2016-08-20,3.1720279720279723
2016-08-21,3.1720279720279723
2016-08-22,2.6433566433566433
2016-08-23,2.114685314685315
2016-08-24,2.6433566433566433
2016-08-25,1.0573426573426574
2016-08-26,1.0573426573426574
2016-08-27,2.114685314685315
2016-08-28,1.5860139860139861
2016-08-29,0.0
2016-08-30,1.0573426573426574
2016-08-31,2.6433566433566433
2016-09-01,2.114685314685315
2016-09-02,1.0573426573426574
2016-09-03,3.1720279720279723
2016-09-04,1.5860139860139861
2016-09-05,2.114685314685315
2016-09-06,2.6433566433566433
2016-09-07,1.0573426573426574
2016-09-08,1.0573426573426574
2016-09-09,1.0573426573426574
2016-09-10,1.5860139860139861
2016-09-11,1.5860139860139861
2016-09-12,2.6433566433566433
2016-09-13,19.032167832167833
2016-09-14,10.573426573426573
2016-09-15,3.1720279720279723
2016-09-16,3.1720279720279723
2016-09-17,5.815384615384616
2016-09-18,3.700699300699301
2016-09-19,5.286713286713287
2016-09-20,3.700699300699301
2016-09-21,5.286713286713287
2016-09-22,5.286713286713287
2016-09-23,3.1720279720279723
2016-09-24,2.6433566433566433
2016-09-25,3.700699300699301
2016-09-26,4.22937062937063
2016-09-27,1.0573426573426574
2016-09-28,5.286713286713287
2016-09-29,4.758041958041958
2016-09-30,3.1720279720279723
2016-10-01,2.114685314685315
2016-10-02,0.7930069930069931
2016-10-03,1.7930069930069932
2016-10-04,2.879020979020979
2016-10-05,6.407692307692308
2016-10-06,1.7930069930069932
2016-10-07,1.8216783216783217
2016-10-08,1.8216783216783217
2016-10-09,1.2930069930069932
2016-10-10,2.8503496503496506
2016-10-11,9.700699300699302
2016-10-12,27.98111888111888
2016-10-13,17.48741258741259
2016-10-14,29.774125874125875
2016-10-15,15.901398601398602
2016-10-16,3.5860139860139864
2016-10-17,3.114685314685315
2016-10-18,9.258041958041957
2016-10-19,9.522377622377622
2016-10-20,50.43356643356644
2016-10-21,11.315384615384616
2016-10-22,7.4363636363636365
2016-10-23,8.436363636363637
2016-10-24,10.551048951048951
2016-10-25,12.10839160839161
2016-10-26,6.172027972027973
2016-10-27,20.165734265734265
2016-10-28,15.401398601398602
2016-10-29,28.06713286713287
2016-10-30,23.544755244755244
2016-10-31,14.844055944055945
2016-11-01,19.630769230769232
2016-11-02,36.0
2016-11-03,31.0
2016-11-04,48.0
2016-11-05,100.0
2016-11-06,93.0
2016-11-07,97.0
2016-11-08,85.0
2016-11-09,22.0
2016-11-10,33.0
2016-11-11,13.0
2016-11-12,12.0
2016-11-13,15.0
2016-11-14,4.0
2016-11-15,8.0
2016-11-16,3.0
2016-11-17,0.0
2016-11-18,3.0
2016-11-19,3.0
2016-11-20,1.0
2016-11-21,1.0
2016-11-22,4.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,1.0
2016-11-26,0.0
2016-11-27,1.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,3.0
2016-12-03,3.0
2016-12-04,1.0
2016-12-05,1.0
2016-12-06,0.0
2016-12-07,4.0
2016-12-08,6.0
2016-12-09,0.0
2016-12-10,4.0
2016-12-11,0.0
2016-12-12,2.0
2016-12-13,2.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,2.0
2016-12-17,3.0
2016-12-18,1.0
2016-12-19,1.0
