date,obama rally
2016-12-20,2.0
2016-12-21,2.0
2016-12-22,4.0
2016-12-23,1.0
2016-12-24,1.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,2.0
2016-12-28,2.0
2016-12-29,1.0
2016-12-30,2.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,1.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,3.0
2017-01-07,2.0
2017-01-08,1.0
2017-01-09,1.0
2017-01-10,4.0
2017-01-11,11.0
2017-01-12,3.0
2017-01-13,5.0
2017-01-14,1.0
2017-01-15,1.0
2017-01-16,5.0
2017-01-17,9.0
2017-01-18,2.0
2017-01-19,4.0
2017-01-20,14.0
2017-01-21,16.0
2017-01-22,13.0
2017-01-23,8.0
2017-01-24,7.0
2017-01-25,4.0
2017-01-26,0.0
2017-01-27,4.0
2017-01-28,0.0
2017-01-29,5.0
2017-01-30,6.0
2017-01-31,3.0
2017-02-01,2.0
2017-02-02,1.0
2017-02-03,0.0
2017-02-04,2.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,1.0
2017-02-08,0.0
2017-02-09,1.0
2017-02-10,2.0
2017-02-11,1.0
2017-02-12,2.0
2017-02-13,0.0
2017-02-14,1.0
2017-02-15,1.0
2017-02-16,6.0
2017-02-17,6.0
2017-02-18,21.0
2017-02-19,24.0
2017-02-20,10.0
2017-02-21,5.0
2017-02-22,4.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,5.0
2017-02-26,1.0
2017-02-27,0.0
2017-02-28,1.0
2017-03-01,0.8374485596707819
2017-03-02,1.3436213991769548
2017-03-03,1.1810699588477367
2017-03-04,2.3497942386831276
2017-03-05,37.3724279835391
2017-03-06,6.374485596707819
2017-03-07,1.6810699588477367
2017-03-08,0.6748971193415638
2017-03-09,0.8374485596707819
2017-03-10,1.5185185185185186
2017-03-11,2.843621399176955
2017-03-12,1.0061728395061729
2017-03-13,0.8374485596707819
2017-03-14,0.5061728395061729
2017-03-15,1.0
2017-03-16,3.3497942386831276
2017-03-17,0.8436213991769548
2017-03-18,1.0061728395061729
2017-03-19,1.0061728395061729
2017-03-20,0.3374485596707819
2017-03-21,3.0123456790123457
2017-03-22,0.8374485596707819
2017-03-23,2.6810699588477367
2017-03-24,1.337448559670782
2017-03-25,1.0061728395061729
2017-03-26,1.8559670781893005
2017-03-27,0.3374485596707819
2017-03-28,0.8374485596707819
2017-03-29,0.3374485596707819
2017-03-30,0.3374485596707819
2017-03-31,0.8374485596707819
2017-04-01,1.6748971193415638
2017-04-02,1.0123456790123457
2017-04-03,1.0123456790123457
2017-04-04,0.6748971193415638
2017-04-05,1.6872427983539096
2017-04-06,0.6748971193415638
2017-04-07,1.6872427983539096
2017-04-08,1.6872427983539096
2017-04-09,0.0
2017-04-10,1.6872427983539096
2017-04-11,0.6748971193415638
2017-04-12,2.3621399176954734
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,2.0246913580246915
2017-04-16,1.0123456790123457
2017-04-17,0.0
2017-04-18,0.6748971193415638
2017-04-19,0.0
2017-04-20,0.6748971193415638
2017-04-21,0.6748971193415638
2017-04-22,1.3497942386831276
2017-04-23,1.6872427983539096
2017-04-24,1.6872427983539096
2017-04-25,3.711934156378601
2017-04-26,0.6748971193415638
2017-04-27,0.6748971193415638
2017-04-28,0.0
2017-04-29,2.6995884773662553
2017-04-30,7.08641975308642
2017-05-01,1.0123456790123457
2017-05-02,1.0123456790123457
2017-05-03,0.6748971193415638
2017-05-04,0.0
2017-05-05,1.3497942386831276
2017-05-06,1.0123456790123457
2017-05-07,1.0123456790123457
2017-05-08,0.6748971193415638
2017-05-09,0.6748971193415638
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,0.6748971193415638
2017-05-13,1.0123456790123457
2017-05-14,1.0123456790123457
2017-05-15,0.6748971193415638
2017-05-16,1.6872427983539096
2017-05-17,1.6872427983539096
2017-05-18,0.0
2017-05-19,0.6748971193415638
2017-05-20,1.0123456790123457
2017-05-21,1.0123456790123457
2017-05-22,0.6748971193415638
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,1.0123456790123457
2017-05-27,1.0123456790123457
2017-05-28,1.0123456790123457
2017-05-29,0.0
2017-05-30,0.6748971193415638
2017-05-31,2.3621399176954734
2017-06-01,1.3497942386831276
2017-06-02,0.0
2017-06-03,1.0123456790123457
