date,scam
2016-05-01,49.28458313926409
2016-05-02,58.245416437312116
2016-05-03,64.21930530267745
2016-05-04,62.72583308633612
2016-05-05,64.21930530267745
2016-05-06,62.72583308633612
2016-05-07,50.77805535560543
2016-05-08,44.804166490240085
2016-05-09,62.72583308633612
2016-05-10,60.48562476182412
2016-05-11,64.21930530267745
2016-05-12,61.97909697816545
2016-05-13,61.23236086999478
2016-05-14,48.53784703109343
2016-05-15,49.28458313926409
2016-05-16,58.99215254548278
2016-05-17,61.97909697816545
2016-05-18,64.21930530267745
2016-05-19,63.47256919450679
2016-05-20,56.005208112800105
2016-05-21,52.27152757194677
2016-05-22,47.04437481475209
2016-05-23,60.48562476182412
2016-05-24,66.45951362718947
2016-05-25,64.21930530267745
2016-05-26,62.72583308633612
2016-05-27,57.49868032914144
2016-05-28,49.28458313926409
2016-05-29,42.56395816572808
2016-05-30,45.55090259841075
2016-05-31,61.97909697816545
2016-06-01,63.47256919450679
2016-06-02,67.9529858435308
2016-06-03,61.23236086999478
2016-06-04,50.031319247434766
2016-06-05,49.28458313926409
2016-06-06,58.99215254548278
2016-06-07,63.47256919450679
2016-06-08,64.96604141084813
2016-06-09,62.72583308633612
2016-06-10,61.97909697816545
2016-06-11,50.77805535560543
2016-06-12,48.53784703109343
2016-06-13,58.245416437312116
2016-06-14,62.72583308633612
2016-06-15,62.72583308633612
2016-06-16,64.21930530267745
2016-06-17,58.99215254548278
2016-06-18,48.53784703109343
2016-06-19,46.297638706581424
2016-06-20,64.21930530267745
2016-06-21,70.93993027621347
2016-06-22,69.44645805987214
2016-06-23,65.71277751901879
2016-06-24,60.48562476182412
2016-06-25,53.018263680117435
2016-06-26,53.018263680117435
2016-06-27,63.47256919450679
2016-06-28,71.68666638438414
2016-06-29,71.68666638438414
2016-06-30,65.71277751901879
2016-07-01,59.738888653653454
2016-07-02,53.018263680117435
2016-07-03,50.77805535560543
2016-07-04,56.005208112800105
2016-07-05,66.45951362718947
2016-07-06,67.20624973536013
2016-07-07,67.9529858435308
2016-07-08,63.47256919450679
2016-07-09,58.99215254548278
2016-07-10,52.27152757194677
2016-07-11,68.69972195170146
2016-07-12,66.45951362718947
2016-07-13,67.9529858435308
2016-07-14,67.20624973536013
2016-07-15,61.97909697816545
2016-07-16,54.51173589645877
2016-07-17,50.031319247434766
2016-07-18,65.71277751901879
2016-07-19,64.21930530267745
2016-07-20,64.21930530267745
2016-07-21,64.96604141084813
2016-07-22,59.738888653653454
2016-07-23,50.77805535560543
2016-07-24,51.524791463776104
2016-07-25,61.97909697816545
2016-07-26,67.9529858435308
2016-07-27,66.45951362718947
2016-07-28,67.9529858435308
2016-07-29,63.47256919450679
2016-07-30,53.76499978828811
2016-07-31,47.79111092292276
2016-08-01,62.72583308633612
2016-08-02,65.71277751901879
2016-08-03,61.97909697816545
2016-08-04,64.96604141084813
2016-08-05,62.72583308633612
2016-08-06,54.51173589645877
2016-08-07,53.018263680117435
2016-08-08,64.96604141084813
2016-08-09,63.47256919450679
2016-08-10,65.71277751901879
2016-08-11,66.45951362718947
2016-08-12,61.23236086999478
2016-08-13,53.018263680117435
2016-08-14,48.53784703109343
2016-08-15,63.47256919450679
2016-08-16,70.93993027621347
2016-08-17,64.96604141084813
2016-08-18,63.47256919450679
2016-08-19,65.71277751901879
2016-08-20,55.258472004629446
2016-08-21,50.031319247434766
2016-08-22,63.47256919450679
2016-08-23,71.68666638438414
2016-08-24,73.92687470889614
2016-08-25,71.68666638438414
2016-08-26,70.19319416804281
2016-08-27,56.005208112800105
2016-08-28,54.51173589645877
2016-08-29,61.97909697816545
2016-08-30,70.19319416804281
2016-08-31,67.20624973536013
2016-09-01,71.68666638438414
2016-09-02,61.23236086999478
2016-09-03,57.49868032914144
2016-09-04,53.76499978828811
2016-09-05,58.99215254548278
2016-09-06,66.45951362718947
2016-09-07,67.9529858435308
2016-09-08,67.9529858435308
2016-09-09,72.4334024925548
2016-09-10,57.49868032914144
2016-09-11,47.79111092292276
2016-09-12,63.47256919450679
2016-09-13,64.96604141084813
2016-09-14,64.96604141084813
2016-09-15,70.93993027621347
2016-09-16,61.97909697816545
2016-09-17,50.77805535560543
2016-09-18,44.804166490240085
2016-09-19,63.47256919450679
2016-09-20,68.69972195170146
2016-09-21,74.67361081706682
2016-09-22,72.4334024925548
2016-09-23,71.68666638438414
2016-09-24,55.258472004629446
2016-09-25,47.79111092292276
2016-09-26,61.97909697816545
2016-09-27,58.245416437312116
2016-09-28,62.72583308633612
2016-09-29,62.72583308633612
2016-09-30,65.71277751901879
2016-10-01,50.566098220208616
2016-10-02,46.559468109130435
2016-10-03,60.400707117754166
2016-10-04,63.56961793058673
2016-10-05,62.449513768330725
2016-10-06,66.41065228437144
2016-10-07,62.82288182241606
2016-10-08,53.73500903304118
2016-10-09,48.56278316466952
2016-10-10,59.2351113604607
2016-10-11,62.68640703730364
2016-10-12,60.44619871279164
2016-10-13,59.98184746863136
2016-10-14,56.85842825083627
2016-10-15,50.475115030133665
2016-10-16,50.10174697604833
2016-10-17,60.400707117754166
2016-10-18,61.56630287504763
2016-10-19,64.27086244371992
2016-10-20,59.6539710095835
2016-10-21,60.72858357680202
2016-10-22,54.481745141211846
2016-10-23,53.31614938391837
2016-10-24,61.19293482096231
2016-10-25,63.56961793058673
2016-10-26,64.31635403875741
2016-10-27,63.241741471538866
2016-10-28,59.2351113604607
2016-10-29,50.10174697604833
2016-10-30,45.81273200095976
2016-10-31,57.2317963049216
2016-11-01,62.40402217329325
2016-11-02,61.991228070175445
2016-11-03,64.50438596491229
2016-11-04,59.4780701754386
2016-11-05,51.10087719298246
2016-11-06,49.42543859649123
2016-11-07,58.640350877192986
2016-11-08,56.96491228070176
2016-11-09,48.58771929824562
2016-11-10,61.15350877192983
2016-11-11,56.96491228070176
2016-11-12,50.26315789473684
2016-11-13,50.26315789473684
2016-11-14,62.828947368421055
2016-11-15,64.50438596491229
2016-11-16,63.66666666666667
2016-11-17,62.828947368421055
2016-11-18,60.31578947368421
2016-11-19,53.6140350877193
2016-11-20,53.6140350877193
2016-11-21,61.15350877192983
2016-11-22,63.66666666666667
2016-11-23,60.31578947368421
2016-11-24,51.938596491228076
2016-11-25,52.776315789473685
2016-11-26,53.6140350877193
2016-11-27,52.776315789473685
2016-11-28,63.66666666666667
2016-11-29,65.3421052631579
2016-11-30,67.01754385964912
2016-12-01,61.991228070175445
2016-12-02,60.31578947368421
2016-12-03,51.10087719298246
2016-12-04,50.26315789473684
2016-12-05,59.4780701754386
2016-12-06,62.828947368421055
2016-12-07,62.828947368421055
2016-12-08,63.66666666666667
2016-12-09,61.15350877192983
2016-12-10,54.45175438596492
2016-12-11,56.127192982456144
2016-12-12,61.15350877192983
2016-12-13,67.01754385964912
2016-12-14,68.69298245614036
2016-12-15,61.991228070175445
2016-12-16,56.96491228070176
2016-12-17,51.10087719298246
2016-12-18,45.23684210526316
2016-12-19,57.80263157894737
2016-12-20,58.640350877192986
2016-12-21,60.31578947368421
2016-12-22,54.45175438596492
2016-12-23,51.10087719298246
2016-12-24,41.04824561403509
2016-12-25,34.34649122807018
2016-12-26,44.39912280701755
2016-12-27,51.10087719298246
2016-12-28,56.96491228070176
2016-12-29,56.96491228070176
2016-12-30,52.776315789473685
2016-12-31,46.074561403508774
2017-01-01,40.21052631578948
2017-01-02,52.776315789473685
2017-01-03,66.1798245614035
2017-01-04,72.04385964912281
2017-01-05,67.85526315789474
2017-01-06,61.15350877192983
2017-01-07,56.96491228070176
2017-01-08,52.776315789473685
2017-01-09,60.31578947368421
2017-01-10,65.3421052631579
2017-01-11,65.3421052631579
2017-01-12,77.0701754385965
2017-01-13,69.53070175438597
2017-01-14,64.50438596491229
2017-01-15,61.991228070175445
2017-01-16,63.66666666666667
2017-01-17,67.85526315789474
2017-01-18,72.88157894736842
2017-01-19,67.85526315789474
2017-01-20,59.4780701754386
2017-01-21,52.776315789473685
2017-01-22,50.26315789473684
2017-01-23,61.15350877192983
2017-01-24,64.50438596491229
2017-01-25,61.991228070175445
2017-01-26,61.15350877192983
2017-01-27,69.53070175438597
2017-01-28,83.77192982456141
2017-01-29,62.828947368421055
2017-01-30,72.88157894736842
2017-01-31,73.71929824561404
2017-02-01,67.01754385964912
2017-02-02,74.55701754385966
2017-02-03,75.39473684210527
2017-02-04,63.66666666666667
2017-02-05,52.776315789473685
2017-02-06,64.50438596491229
2017-02-07,70.36842105263159
2017-02-08,71.20614035087719
2017-02-09,66.1798245614035
2017-02-10,65.3421052631579
2017-02-11,55.28947368421053
2017-02-12,51.10087719298246
2017-02-13,61.15350877192983
2017-02-14,63.66666666666667
2017-02-15,65.3421052631579
2017-02-16,66.1798245614035
2017-02-17,60.31578947368421
2017-02-18,54.45175438596492
2017-02-19,50.26315789473684
2017-02-20,61.15350877192983
2017-02-21,64.50438596491229
2017-02-22,65.3421052631579
2017-02-23,64.50438596491229
2017-02-24,65.3421052631579
2017-02-25,56.96491228070176
2017-02-26,51.10087719298246
2017-02-27,64.50438596491229
2017-02-28,64.50438596491229
2017-03-01,64.17105263157896
2017-03-02,59.32017543859649
2017-03-03,60.7390350877193
2017-03-04,51.88815789473684
2017-03-05,47.875
2017-03-06,60.65789473684211
2017-03-07,65.25219298245614
2017-03-08,60.57675438596492
2017-03-09,60.57675438596492
2017-03-10,59.65789473684211
2017-03-11,51.55043859649123
2017-03-12,50.131578947368425
2017-03-13,58.901315789473685
2017-03-14,63.752192982456144
2017-03-15,65.67105263157896
2017-03-16,63.333333333333336
2017-03-17,59.7390350877193
2017-03-18,54.22587719298246
