date,voter suppression
2016-07-25,3.3073593073593073
2016-07-26,7.441558441558441
2016-07-27,4.961038961038961
2016-07-28,3.3073593073593073
2016-07-29,5.787878787878788
2016-07-30,9.095238095238095
2016-07-31,8.268398268398268
2016-08-01,5.787878787878788
2016-08-02,10.748917748917748
2016-08-03,8.268398268398268
2016-08-04,4.961038961038961
2016-08-05,4.134199134199134
2016-08-06,1.6536796536796536
2016-08-07,1.6536796536796536
2016-08-08,2.4805194805194803
2016-08-09,5.787878787878788
2016-08-10,3.3073593073593073
2016-08-11,2.4805194805194803
2016-08-12,0.0
2016-08-13,5.787878787878788
2016-08-14,4.134199134199134
2016-08-15,4.961038961038961
2016-08-16,3.3073593073593073
2016-08-17,2.4805194805194803
2016-08-18,0.8268398268398268
2016-08-19,2.4805194805194803
2016-08-20,1.6536796536796536
2016-08-21,2.4805194805194803
2016-08-22,2.4805194805194803
2016-08-23,3.3073593073593073
2016-08-24,3.3073593073593073
2016-08-25,2.4805194805194803
2016-08-26,4.134199134199134
2016-08-27,1.6536796536796536
2016-08-28,4.134199134199134
2016-08-29,2.4805194805194803
2016-08-30,1.6536796536796536
2016-08-31,2.4805194805194803
2016-09-01,0.8268398268398268
2016-09-02,3.3073593073593073
2016-09-03,2.4805194805194803
2016-09-04,3.3073593073593073
2016-09-05,2.4805194805194803
2016-09-06,0.8268398268398268
2016-09-07,2.4805194805194803
2016-09-08,3.3073593073593073
2016-09-09,2.4805194805194803
2016-09-10,1.6536796536796536
2016-09-11,1.6536796536796536
2016-09-12,0.8268398268398268
2016-09-13,2.4805194805194803
2016-09-14,0.8268398268398268
2016-09-15,5.787878787878788
2016-09-16,0.8268398268398268
2016-09-17,4.134199134199134
2016-09-18,1.6536796536796536
2016-09-19,1.6536796536796536
2016-09-20,0.8268398268398268
2016-09-21,2.4805194805194803
2016-09-22,0.8268398268398268
2016-09-23,5.787878787878788
2016-09-24,2.4805194805194803
2016-09-25,1.6536796536796536
2016-09-26,2.4805194805194803
2016-09-27,0.8268398268398268
2016-09-28,1.6536796536796536
2016-09-29,2.4805194805194803
2016-09-30,3.3073593073593073
2016-10-01,2.326839826839827
2016-10-02,3.153679653679654
2016-10-03,3.24025974025974
2016-10-04,6.48051948051948
2016-10-05,3.24025974025974
2016-10-06,4.067099567099567
2016-10-07,3.153679653679654
2016-10-08,1.326839826839827
2016-10-09,1.326839826839827
2016-10-10,2.653679653679654
2016-10-11,3.067099567099567
2016-10-12,4.48051948051948
2016-10-13,4.8939393939393945
2016-10-14,5.807359307359308
2016-10-15,15.268398268398268
2016-10-16,24.816017316017316
2016-10-17,9.374458874458874
2016-10-18,14.028138528138527
2016-10-19,12.614718614718615
2016-10-20,11.46103896103896
2016-10-21,13.441558441558442
2016-10-22,7.134199134199134
2016-10-23,9.374458874458874
2016-10-24,10.787878787878789
2016-10-25,11.047619047619047
2016-10-26,15.268398268398268
2016-10-27,37.603896103896105
2016-10-28,90.84199134199133
2016-10-29,13.028138528138527
2016-10-30,10.46103896103896
2016-10-31,12.374458874458874
2016-11-01,13.854978354978355
2016-11-02,24.0
2016-11-03,32.0
2016-11-04,53.0
2016-11-05,70.0
2016-11-06,33.0
2016-11-07,45.0
2016-11-08,100.0
2016-11-09,100.0
2016-11-10,71.0
2016-11-11,47.0
2016-11-12,29.0
2016-11-13,18.0
2016-11-14,26.0
2016-11-15,17.0
2016-11-16,22.0
2016-11-17,17.0
2016-11-18,10.0
2016-11-19,9.0
2016-11-20,8.0
2016-11-21,7.0
2016-11-22,8.0
2016-11-23,14.0
2016-11-24,9.0
2016-11-25,7.0
2016-11-26,8.0
2016-11-27,7.0
2016-11-28,10.0
2016-11-29,13.0
2016-11-30,9.0
2016-12-01,13.0
2016-12-02,8.0
2016-12-03,8.0
2016-12-04,6.0
2016-12-05,6.0
2016-12-06,6.0
2016-12-07,2.0
2016-12-08,3.0
2016-12-09,4.0
2016-12-10,7.0
2016-12-11,2.0
2016-12-12,5.0
2016-12-13,6.0
2016-12-14,3.0
2016-12-15,7.0
2016-12-16,3.0
2016-12-17,6.0
2016-12-18,2.0
2016-12-19,8.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,5.0
2016-12-23,4.0
2016-12-24,4.0
2016-12-25,2.0
2016-12-26,1.0
2016-12-27,0.0
2016-12-28,3.0
2016-12-29,4.0
2016-12-30,3.0
2016-12-31,2.0
2017-01-01,3.0
2017-01-02,2.0
2017-01-03,5.0
2017-01-04,5.0
2017-01-05,3.0
2017-01-06,7.0
2017-01-07,9.0
2017-01-08,2.0
2017-01-09,2.0
2017-01-10,2.0
2017-01-11,2.0
2017-01-12,2.0
2017-01-13,5.0
2017-01-14,5.0
2017-01-15,3.0
2017-01-16,5.0
2017-01-17,4.0
2017-01-18,4.0
2017-01-19,3.0
2017-01-20,7.0
2017-01-21,5.0
2017-01-22,11.0
2017-01-23,7.0
2017-01-24,9.0
2017-01-25,24.0
2017-01-26,27.0
2017-01-27,15.0
2017-01-28,7.0
2017-01-29,8.0
2017-01-30,7.0
2017-01-31,5.0
2017-02-01,5.0
2017-02-02,4.0
2017-02-03,4.0
2017-02-04,1.0
2017-02-05,6.0
2017-02-06,2.0
2017-02-07,5.0
2017-02-08,11.0
2017-02-09,6.0
2017-02-10,7.0
2017-02-11,3.0
2017-02-12,5.0
2017-02-13,5.0
2017-02-14,4.0
2017-02-15,7.0
2017-02-16,5.0
2017-02-17,5.0
2017-02-18,3.0
2017-02-19,6.0
2017-02-20,5.0
2017-02-21,4.0
2017-02-22,2.0
2017-02-23,1.0
2017-02-24,5.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,3.0
2017-02-28,5.0
2017-03-01,3.0115207373271886
2017-03-02,3.0115207373271886
2017-03-03,2.3502304147465436
2017-03-04,1.3502304147465436
2017-03-05,2.3502304147465436
2017-03-06,3.0115207373271886
2017-03-07,1.7557603686635943
2017-03-08,4.523041474654377
2017-03-09,6.373271889400922
2017-03-10,4.861751152073733
2017-03-11,0.5
2017-03-12,1.0
2017-03-13,3.0115207373271886
2017-03-14,5.023041474654377
2017-03-15,1.7557603686635943
2017-03-16,1.5
2017-03-17,2.605990783410138
2017-03-18,2.3502304147465436
2017-03-19,3.6451612903225805
2017-03-20,3.0115207373271886
2017-03-21,2.2557603686635943
2017-03-22,2.7672811059907834
2017-03-23,1.0
2017-03-24,4.105990783410138
2017-03-25,1.4447004608294929
2017-03-26,1.4447004608294929
2017-03-27,4.767281105990783
2017-03-28,1.7557603686635943
2017-03-29,1.7557603686635943
2017-03-30,1.2557603686635943
2017-03-31,0.5
2017-04-01,1.9447004608294929
2017-04-02,5.47926267281106
2017-04-03,1.5115207373271888
2017-04-04,3.0230414746543777
2017-04-05,3.2119815668202762
2017-04-06,1.5115207373271888
2017-04-07,1.7004608294930874
2017-04-08,5.47926267281106
2017-04-09,0.0
2017-04-10,1.5115207373271888
2017-04-11,4.723502304147465
2017-04-12,4.723502304147465
2017-04-13,3.400921658986175
2017-04-14,1.889400921658986
2017-04-15,3.778801843317972
2017-04-16,3.778801843317972
2017-04-17,5.1013824884792625
2017-04-18,4.723502304147465
2017-04-19,4.534562211981567
2017-04-20,0.0
2017-04-21,1.7004608294930874
2017-04-22,1.889400921658986
2017-04-23,1.889400921658986
2017-04-24,3.2119815668202762
2017-04-25,1.5115207373271888
2017-04-26,1.5115207373271888
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,1.889400921658986
2017-04-30,3.778801843317972
2017-05-01,1.7004608294930874
2017-05-02,1.5115207373271888
2017-05-03,1.5115207373271888
2017-05-04,0.0
2017-05-05,13.036866359447004
2017-05-06,0.0
2017-05-07,3.5898617511520734
2017-05-08,10.95852534562212
2017-05-09,6.235023041474654
2017-05-10,4.723502304147465
2017-05-11,18.89400921658986
2017-05-12,14.548387096774192
2017-05-13,3.5898617511520734
2017-05-14,12.847926267281105
2017-05-15,9.44700460829493
2017-05-16,1.5115207373271888
2017-05-17,1.5115207373271888
2017-05-18,3.2119815668202762
2017-05-19,3.2119815668202762
2017-05-20,5.47926267281106
2017-05-21,3.778801843317972
2017-05-22,3.0230414746543777
2017-05-23,1.5115207373271888
2017-05-24,9.44700460829493
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,3.778801843317972
2017-05-28,1.889400921658986
2017-05-29,1.7004608294930874
2017-05-30,14.359447004608294
2017-05-31,1.5115207373271888
2017-06-01,3.2119815668202762
2017-06-02,3.400921658986175
2017-06-03,5.668202764976958
