date,voter suppression
2016-05-01,1.6536796536796536
2016-05-02,2.4805194805194803
2016-05-03,4.134199134199134
2016-05-04,7.441558441558441
2016-05-05,7.441558441558441
2016-05-06,3.3073593073593073
2016-05-07,5.787878787878788
2016-05-08,4.961038961038961
2016-05-09,2.4805194805194803
2016-05-10,2.4805194805194803
2016-05-11,1.6536796536796536
2016-05-12,3.3073593073593073
2016-05-13,2.4805194805194803
2016-05-14,1.6536796536796536
2016-05-15,9.095238095238095
2016-05-16,5.787878787878788
2016-05-17,4.961038961038961
2016-05-18,6.6147186147186146
2016-05-19,3.3073593073593073
2016-05-20,4.134199134199134
2016-05-21,4.134199134199134
2016-05-22,2.4805194805194803
2016-05-23,0.8268398268398268
2016-05-24,4.961038961038961
2016-05-25,3.3073593073593073
2016-05-26,0.8268398268398268
2016-05-27,3.3073593073593073
2016-05-28,0.0
2016-05-29,2.4805194805194803
2016-05-30,2.4805194805194803
2016-05-31,3.3073593073593073
2016-06-01,3.3073593073593073
2016-06-02,0.8268398268398268
2016-06-03,1.6536796536796536
2016-06-04,1.6536796536796536
2016-06-05,1.6536796536796536
2016-06-06,3.3073593073593073
2016-06-07,14.883116883116882
2016-06-08,24.805194805194805
2016-06-09,19.017316017316016
2016-06-10,10.748917748917748
2016-06-11,8.268398268398268
2016-06-12,2.4805194805194803
2016-06-13,4.961038961038961
2016-06-14,3.3073593073593073
2016-06-15,3.3073593073593073
2016-06-16,1.6536796536796536
2016-06-17,1.6536796536796536
2016-06-18,1.6536796536796536
2016-06-19,0.0
2016-06-20,1.6536796536796536
2016-06-21,1.6536796536796536
2016-06-22,2.4805194805194803
2016-06-23,2.4805194805194803
2016-06-24,1.6536796536796536
2016-06-25,0.0
2016-06-26,1.6536796536796536
2016-06-27,2.4805194805194803
2016-06-28,2.4805194805194803
2016-06-29,2.4805194805194803
2016-06-30,0.8268398268398268
2016-07-01,1.6536796536796536
2016-07-02,0.0
2016-07-03,2.4805194805194803
2016-07-04,1.6536796536796536
2016-07-05,2.4805194805194803
2016-07-06,1.6536796536796536
2016-07-07,2.4805194805194803
2016-07-08,1.6536796536796536
2016-07-09,1.6536796536796536
2016-07-10,0.0
2016-07-11,4.134199134199134
2016-07-12,3.3073593073593073
2016-07-13,4.961038961038961
2016-07-14,0.0
2016-07-15,2.4805194805194803
2016-07-16,2.4805194805194803
2016-07-17,0.0
2016-07-18,2.4805194805194803
2016-07-19,0.0
2016-07-20,3.3073593073593073
2016-07-21,3.3073593073593073
2016-07-22,1.6536796536796536
2016-07-23,7.441558441558441
2016-07-24,1.6536796536796536
