date,criminal
2016-11-03,62.0
2016-11-04,51.0
2016-11-05,44.0
2016-11-06,45.0
2016-11-07,50.0
2016-11-08,49.0
2016-11-09,46.0
2016-11-10,58.0
2016-11-11,46.0
2016-11-12,44.0
2016-11-13,47.0
2016-11-14,50.0
2016-11-15,52.0
2016-11-16,54.0
2016-11-17,64.0
2016-11-18,49.0
2016-11-19,42.0
2016-11-20,42.0
2016-11-21,47.0
2016-11-22,47.0
2016-11-23,45.0
2016-11-24,42.0
2016-11-25,38.0
2016-11-26,40.0
2016-11-27,40.0
2016-11-28,46.0
2016-11-29,45.0
2016-11-30,47.0
2016-12-01,56.0
2016-12-02,44.0
2016-12-03,38.0
2016-12-04,41.0
2016-12-05,45.0
2016-12-06,46.0
2016-12-07,46.0
2016-12-08,57.0
2016-12-09,44.0
2016-12-10,37.0
2016-12-11,39.0
2016-12-12,45.0
2016-12-13,45.0
2016-12-14,42.0
2016-12-15,45.0
2016-12-16,40.0
2016-12-17,37.0
2016-12-18,35.0
2016-12-19,38.0
2016-12-20,39.0
2016-12-21,40.0
2016-12-22,37.0
2016-12-23,35.0
2016-12-24,31.0
2016-12-25,30.0
2016-12-26,34.0
2016-12-27,39.0
2016-12-28,40.0
2016-12-29,41.0
2016-12-30,39.0
2016-12-31,35.0
2017-01-01,42.0
2017-01-02,45.0
2017-01-03,45.0
2017-01-04,50.0
2017-01-05,53.0
2017-01-06,48.0
2017-01-07,45.0
2017-01-08,46.0
2017-01-09,48.0
2017-01-10,49.0
2017-01-11,49.0
2017-01-12,58.0
2017-01-13,50.0
2017-01-14,46.0
2017-01-15,45.0
2017-01-16,46.0
2017-01-17,50.0
2017-01-18,55.0
2017-01-19,54.0
2017-01-20,48.0
2017-01-21,42.0
2017-01-22,42.0
2017-01-23,48.0
2017-01-24,49.0
2017-01-25,100.0
2017-01-26,93.0
2017-01-27,58.0
2017-01-28,46.0
2017-01-29,44.0
2017-01-30,49.0
2017-01-31,50.0
2017-02-01,47.0
2017-02-02,54.0
2017-02-03,46.0
2017-02-04,40.0
2017-02-05,41.0
2017-02-06,46.0
2017-02-07,55.0
2017-02-08,51.0
2017-02-09,52.0
2017-02-10,45.0
2017-02-11,40.0
2017-02-12,42.0
2017-02-13,46.0
2017-02-14,47.0
2017-02-15,48.0
2017-02-16,56.0
2017-02-17,47.0
2017-02-18,41.0
2017-02-19,43.0
2017-02-20,47.0
2017-02-21,50.0
2017-02-22,50.0
2017-02-23,58.0
2017-02-24,49.0
2017-02-25,41.0
2017-02-26,42.0
2017-02-27,46.0
2017-02-28,47.0
2017-03-01,46.92302602558447
2017-03-02,55.977503308337006
2017-03-03,47.74834583149537
2017-03-04,39.51918835465372
2017-03-05,40.49514777238642
2017-03-06,46.597706219673576
2017-03-07,48.24834583149537
2017-03-08,45.77238641376268
2017-03-09,52.025584472871635
2017-03-10,43.94706660785178
2017-03-11,37.86854874283193
2017-03-12,39.01918835465372
2017-03-13,45.77238641376268
2017-03-14,47.42302602558447
2017-03-15,44.44706660785178
2017-03-16,57.953462726069695
2017-03-17,46.597706219673576
2017-03-18,40.82046757829731
2017-03-19,42.32046757829731
2017-03-20,47.24834583149537
2017-03-21,48.39898544331716
2017-03-22,46.74834583149537
2017-03-23,56.3028231142479
2017-03-24,45.27238641376268
2017-03-25,38.51918835465372
2017-03-26,39.84450816056462
2017-03-27,47.097706219673576
2017-03-28,48.573665637406265
2017-03-29,49.22430524922805
2017-03-30,55.15218350242611
2017-03-31,45.597706219673576
2017-04-01,37.54322893692104
2017-04-02,37.73709748566387
2017-04-03,45.544772827525364
2017-04-04,46.84605205116894
2017-04-05,45.544772827525364
2017-04-06,50.09925011027789
2017-04-07,42.9422143802382
2017-04-08,36.43581826202029
2017-04-09,38.38773709748566
2017-04-10,44.89413321570357
2017-04-11,45.544772827525364
2017-04-12,45.544772827525364
2017-04-13,48.79797088663432
2017-04-14,40.33965593295103
2017-04-15,37.08645787384208
2017-04-16,35.785178650198496
2017-04-17,44.89413321570357
2017-04-18,45.544772827525364
2017-04-19,46.84605205116894
2017-04-20,50.09925011027789
2017-04-21,42.2915747684164
2017-04-22,39.03837670930745
2017-04-23,37.73709748566387
2017-04-24,46.19541243934715
2017-04-25,47.496691662990735
2017-04-26,46.19541243934715
2017-04-27,52.70180855756506
2017-04-28,42.2915747684164
2017-04-29,36.43581826202029
2017-04-30,37.73709748566387
2017-05-01,46.84605205116894
2017-05-02,46.84605205116894
2017-05-03,46.84605205116894
2017-05-04,55.304367004852224
2017-05-05,47.496691662990735
2017-05-06,38.38773709748566
2017-05-07,40.33965593295103
2017-05-08,45.544772827525364
2017-05-09,45.544772827525364
2017-05-10,46.19541243934715
2017-05-11,65.06396118217909
2017-05-12,47.496691662990735
2017-05-13,37.73709748566387
2017-05-14,40.33965593295103
2017-05-15,46.19541243934715
2017-05-16,46.19541243934715
2017-05-17,46.19541243934715
2017-05-18,50.09925011027789
2017-05-19,43.592853992059986
2017-05-20,35.785178650198496
2017-05-21,38.38773709748566
2017-05-22,44.24349360388178
2017-05-23,44.89413321570357
2017-05-24,42.2915747684164
2017-05-25,42.9422143802382
2017-05-26,39.689016321129245
2017-05-27,33.18262020291134
2017-05-28,37.08645787384208
2017-05-29,39.689016321129245
2017-05-30,42.2915747684164
2017-05-31,40.99029554477283
2017-06-01,42.2915747684164
2017-06-02,37.73709748566387
2017-06-03,33.833259814733125
