date,barack obama pizza
2016-05-01,10.681747269890796
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,8.858034321372855
2016-05-05,0.0
2016-05-06,9.900156006240248
2016-05-07,10.942277691107645
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-14,10.681747269890796
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,8.858034321372855
2016-05-18,9.118564742589703
2016-05-19,9.118564742589703
2016-05-20,9.379095163806552
2016-05-21,10.942277691107645
2016-05-22,0.0
2016-05-23,8.858034321372855
2016-05-24,9.118564742589703
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,9.639625585023401
2016-05-28,0.0
2016-05-29,10.681747269890796
2016-05-30,9.379095163806552
2016-05-31,0.0
2016-06-01,18.237129485179405
2016-06-02,0.0
2016-06-03,0.0
2016-06-04,10.942277691107645
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,9.118564742589703
2016-06-08,9.118564742589703
2016-06-09,9.379095163806552
2016-06-10,9.639625585023401
2016-06-11,0.0
2016-06-12,0.0
2016-06-13,8.858034321372855
2016-06-14,8.858034321372855
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,9.639625585023401
2016-06-18,10.942277691107645
2016-06-19,10.681747269890796
2016-06-20,0.0
2016-06-21,9.118564742589703
2016-06-22,9.118564742589703
2016-06-23,9.379095163806552
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,9.118564742589703
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,9.639625585023401
2016-07-02,22.145085803432135
2016-07-03,0.0
2016-07-04,9.639625585023401
2016-07-05,0.0
2016-07-06,0.0
2016-07-07,9.639625585023401
2016-07-08,9.900156006240248
2016-07-09,11.202808112324492
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,9.118564742589703
2016-07-13,0.0
2016-07-14,9.639625585023401
2016-07-15,9.639625585023401
2016-07-16,10.942277691107645
2016-07-17,0.0
2016-07-18,0.0
2016-07-19,9.379095163806552
2016-07-20,0.0
2016-07-21,0.0
2016-07-22,0.0
2016-07-23,0.0
2016-07-24,16.413416536661465
2016-07-25,0.0
2016-07-26,23.18720748829953
2016-07-27,9.379095163806552
2016-07-28,18.758190327613104
2016-07-29,9.900156006240248
2016-07-30,0.0
2016-07-31,10.942277691107645
2016-08-01,0.0
2016-08-02,9.379095163806552
2016-08-03,9.379095163806552
2016-08-04,18.758190327613104
2016-08-05,9.900156006240248
2016-08-06,11.202808112324492
2016-08-07,10.942277691107645
2016-08-08,9.118564742589703
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,9.379095163806552
2016-08-12,0.0
2016-08-13,21.88455538221529
2016-08-14,10.942277691107645
2016-08-15,9.639625585023401
2016-08-16,9.379095163806552
2016-08-17,0.0
2016-08-18,9.379095163806552
2016-08-19,9.639625585023401
2016-08-20,10.681747269890796
2016-08-21,10.681747269890796
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,9.379095163806552
2016-08-25,0.0
2016-08-26,9.639625585023401
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,8.858034321372855
2016-08-31,8.858034321372855
2016-09-01,18.237129485179405
2016-09-02,0.0
2016-09-03,21.102964118564742
2016-09-04,10.681747269890796
2016-09-05,0.0
2016-09-06,8.858034321372855
2016-09-07,0.0
2016-09-08,9.118564742589703
2016-09-09,0.0
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,9.118564742589703
2016-09-13,8.858034321372855
2016-09-14,0.0
2016-09-15,9.118564742589703
2016-09-16,9.379095163806552
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,0.0
2016-09-20,0.0
2016-09-21,8.858034321372855
2016-09-22,0.0
2016-09-23,9.379095163806552
2016-09-24,10.421216848673946
2016-09-25,0.0
2016-09-26,13.287051482059281
2016-09-27,0.0
2016-09-28,8.858034321372855
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,34.08034321372855
2016-10-02,4.950078003120124
2016-10-03,4.298751950078003
2016-10-04,12.5
2016-10-05,0.0
2016-10-06,4.429017160686428
2016-10-07,4.429017160686428
2016-10-08,0.0
2016-10-09,0.0
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,8.858034321372855
2016-10-13,4.429017160686428
2016-10-14,13.0
2016-10-15,0.0
2016-10-16,19.450078003120126
2016-10-17,0.0
2016-10-18,0.0
2016-10-19,4.298751950078003
2016-10-20,0.0
2016-10-21,0.0
2016-10-22,5.080343213728549
2016-10-23,0.0
2016-10-24,0.0
2016-10-25,4.298751950078003
2016-10-26,0.0
2016-10-27,13.026521060842434
2016-10-28,0.0
2016-10-29,24.790951638065522
2016-10-30,5.080343213728549
2016-10-31,0.0
2016-11-01,0.0
2016-11-02,0.0
2016-11-03,75.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,25.0
2016-11-08,73.0
2016-11-09,68.0
2016-11-10,100.0
2016-11-11,52.0
2016-11-12,0.0
2016-11-13,57.0
2016-11-14,0.0
2016-11-15,25.0
2016-11-16,25.0
2016-11-17,25.0
2016-11-18,0.0
2016-11-19,57.0
2016-11-20,28.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,25.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,28.0
2016-11-28,24.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,75.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,24.0
2016-12-06,24.0
2016-12-07,0.0
2016-12-08,25.0
2016-12-09,26.0
2016-12-10,0.0
2016-12-11,59.0
2016-12-12,0.0
2016-12-13,0.0
2016-12-14,0.0
2016-12-15,25.0
2016-12-16,0.0
2016-12-17,29.0
2016-12-18,0.0
2016-12-19,25.0
2016-12-20,0.0
2016-12-21,0.0
2016-12-22,0.0
2016-12-23,28.0
2016-12-24,0.0
2016-12-25,32.0
2016-12-26,28.0
2016-12-27,0.0
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,31.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,24.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,55.0
2017-01-08,0.0
2017-01-09,24.0
2017-01-10,48.0
2017-01-11,24.0
2017-01-12,48.0
2017-01-13,49.0
2017-01-14,0.0
2017-01-15,27.0
2017-01-16,48.0
2017-01-17,48.0
2017-01-18,24.0
2017-01-19,24.0
2017-01-20,74.0
2017-01-21,55.0
2017-01-22,82.0
2017-01-23,47.0
2017-01-24,0.0
2017-01-25,24.0
2017-01-26,24.0
2017-01-27,25.0
2017-01-28,0.0
2017-01-29,0.0
2017-01-30,0.0
2017-01-31,0.0
2017-02-01,47.0
2017-02-02,47.0
2017-02-03,0.0
2017-02-04,0.0
2017-02-05,0.0
2017-02-06,0.0
2017-02-07,0.0
2017-02-08,23.0
2017-02-09,47.0
2017-02-10,25.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,0.0
2017-02-14,24.0
2017-02-15,0.0
2017-02-16,0.0
2017-02-17,0.0
2017-02-18,0.0
2017-02-19,28.0
2017-02-20,24.0
2017-02-21,0.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,25.0
2017-02-25,28.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,0.0
2017-03-02,0.0
2017-03-03,0.0
2017-03-04,6.194444444444445
