date,dossier
2016-11-03,27.0
2016-11-04,26.0
2016-11-05,18.0
2016-11-06,21.0
2016-11-07,31.0
2016-11-08,27.0
2016-11-09,25.0
2016-11-10,27.0
2016-11-11,18.0
2016-11-12,15.0
2016-11-13,20.0
2016-11-14,27.0
2016-11-15,29.0
2016-11-16,29.0
2016-11-17,28.0
2016-11-18,24.0
2016-11-19,18.0
2016-11-20,19.0
2016-11-21,30.0
2016-11-22,29.0
2016-11-23,29.0
2016-11-24,26.0
2016-11-25,24.0
2016-11-26,17.0
2016-11-27,20.0
2016-11-28,29.0
2016-11-29,28.0
2016-11-30,27.0
2016-12-01,26.0
2016-12-02,23.0
2016-12-03,15.0
2016-12-04,19.0
2016-12-05,28.0
2016-12-06,29.0
2016-12-07,27.0
2016-12-08,28.0
2016-12-09,24.0
2016-12-10,16.0
2016-12-11,18.0
2016-12-12,25.0
2016-12-13,27.0
2016-12-14,25.0
2016-12-15,25.0
2016-12-16,22.0
2016-12-17,17.0
2016-12-18,18.0
2016-12-19,26.0
2016-12-20,28.0
2016-12-21,25.0
2016-12-22,24.0
2016-12-23,20.0
2016-12-24,11.0
2016-12-25,14.0
2016-12-26,19.0
2016-12-27,22.0
2016-12-28,23.0
2016-12-29,21.0
2016-12-30,20.0
2016-12-31,15.0
2017-01-01,16.0
2017-01-02,27.0
2017-01-03,31.0
2017-01-04,31.0
2017-01-05,31.0
2017-01-06,29.0
2017-01-07,20.0
2017-01-08,23.0
2017-01-09,34.0
2017-01-10,34.0
2017-01-11,68.0
2017-01-12,100.0
2017-01-13,73.0
2017-01-14,44.0
2017-01-15,45.0
2017-01-16,42.0
2017-01-17,60.0
2017-01-18,37.0
2017-01-19,35.0
2017-01-20,29.0
2017-01-21,20.0
2017-01-22,23.0
2017-01-23,33.0
2017-01-24,32.0
2017-01-25,31.0
2017-01-26,29.0
2017-01-27,30.0
2017-01-28,21.0
2017-01-29,30.0
2017-01-30,39.0
2017-01-31,35.0
2017-02-01,32.0
2017-02-02,30.0
2017-02-03,29.0
2017-02-04,20.0
2017-02-05,21.0
2017-02-06,33.0
2017-02-07,31.0
2017-02-08,30.0
2017-02-09,30.0
2017-02-10,35.0
2017-02-11,55.0
2017-02-12,25.0
2017-02-13,34.0
2017-02-14,36.0
2017-02-15,35.0
2017-02-16,31.0
2017-02-17,30.0
2017-02-18,20.0
2017-02-19,21.0
2017-02-20,37.0
2017-02-21,36.0
2017-02-22,32.0
2017-02-23,29.0
2017-02-24,28.0
2017-02-25,19.0
2017-02-26,23.0
2017-02-27,33.0
2017-02-28,34.0
2017-03-01,31.846934274371417
2017-03-02,31.269519188354653
2017-03-03,28.790471989413323
2017-03-04,24.754962505513895
2017-03-05,24.754962505513895
2017-03-06,34.24856638729599
2017-03-07,35.671151301279224
2017-03-08,37.671151301279224
2017-03-09,37.38244375827084
2017-03-10,28.790471989413323
2017-03-11,22.487207763564182
2017-03-12,25.67754741949713
2017-03-13,33.48081164534627
2017-03-14,34.11468901632113
2017-03-15,32.558226731363035
2017-03-16,30.50176444640494
2017-03-17,27.945302161446847
2017-03-18,19.930745478606088
2017-03-19,23.121085134539037
2017-03-20,35.74856638729599
2017-03-21,34.69210410233789
2017-03-22,32.26951918835465
2017-03-23,33.69210410233789
2017-03-24,29.079179532421705
2017-03-25,19.642037935597706
2017-03-26,20.564622849580942
2017-03-27,35.95985884428761
2017-03-28,35.95985884428761
2017-03-29,32.48081164534627
2017-03-30,33.48081164534627
2017-03-31,28.790471989413323
2017-04-01,20.642037935597706
2017-04-02,22.81958535509484
2017-04-03,33.80679311865902
2017-04-04,32.96162329069254
2017-04-05,30.42611380679312
2017-04-06,29.158359064843406
2017-04-07,26.62284958094398
2017-04-08,16.90339655932951
2017-04-09,18.593736215262464
2017-04-10,30.42611380679312
2017-04-11,30.84869872077636
2017-04-12,30.003528892809882
2017-04-13,28.73577415086017
2017-04-14,24.087340097044553
2017-04-15,17.748566387295988
2017-04-16,17.325981473312748
2017-04-17,21.12924569916189
2017-04-18,35.497132774591975
2017-04-19,42.25849139832378
2017-04-20,35.91971768857521
2017-04-21,27.890604322893694
2017-04-22,20.706660785178652
2017-04-23,19.0163211292457
2017-04-24,32.53903837670931
2017-04-25,35.07454786060874
2017-04-26,32.53903837670931
2017-04-27,30.003528892809882
2017-04-28,27.468019408910454
2017-04-29,19.438906043228936
2017-04-30,19.861490957212176
2017-05-01,27.045434494927218
2017-05-02,33.38420820467579
2017-05-03,34.651962946625495
2017-05-04,31.271283634759595
2017-05-05,29.158359064843406
2017-05-06,19.438906043228936
2017-05-07,19.0163211292457
2017-05-08,26.62284958094398
2017-05-09,32.96162329069254
2017-05-10,33.38420820467579
2017-05-11,33.38420820467579
2017-05-12,29.580943978826646
2017-05-13,20.706660785178652
2017-05-14,22.81958535509484
2017-05-15,31.693868548742834
2017-05-16,32.53903837670931
2017-05-17,28.73577415086017
2017-05-18,30.003528892809882
2017-05-19,27.045434494927218
2017-05-20,18.171151301279224
2017-05-21,19.438906043228936
2017-05-22,28.73577415086017
2017-05-23,32.11645346272607
2017-05-24,27.468019408910454
2017-05-25,21.55183061314513
2017-05-26,22.3970004411116
2017-05-27,16.48081164534627
2017-05-28,19.438906043228936
2017-05-29,33.38420820467579
2017-05-30,32.11645346272607
2017-05-31,30.003528892809882
2017-06-01,29.580943978826646
2017-06-02,25.355094838994265
2017-06-03,16.90339655932951
