date,jeff sessions
2016-05-01,0.2296285632018428
2016-05-02,0.1148142816009214
2016-05-03,0.06888856896055283
2016-05-04,1.8140656492945582
2016-05-05,0.6888856896055284
2016-05-06,0.43629427008350136
2016-05-07,0.16073999424128996
2016-05-08,0.13777713792110566
2016-05-09,0.2985171321623956
2016-05-10,0.18370285056147423
2016-05-11,0.18370285056147423
2016-05-12,0.2525914195220271
2016-05-13,0.2525914195220271
2016-05-14,0.2525914195220271
2016-05-15,0.39036855744313276
2016-05-16,0.18370285056147423
2016-05-17,0.2985171321623956
2016-05-18,0.2985171321623956
2016-05-19,0.18370285056147423
2016-05-20,0.1148142816009214
2016-05-21,0.16073999424128996
2016-05-22,0.1148142816009214
2016-05-23,0.18370285056147423
2016-05-24,0.06888856896055283
2016-05-25,0.16073999424128996
2016-05-26,0.09185142528073711
2016-05-27,0.2296285632018428
2016-05-28,0.06888856896055283
2016-05-29,0.16073999424128996
2016-05-30,0.02296285632018428
2016-05-31,0.8725885401670027
2016-06-01,0.39036855744313276
2016-06-02,0.2296285632018428
2016-06-03,0.2985171321623956
2016-06-04,0.06888856896055283
2016-06-05,0.16073999424128996
2016-06-06,0.3214799884825799
2016-06-07,0.6659228332853441
2016-06-08,0.43629427008350136
2016-06-09,2.296285632018428
2016-06-10,0.39036855744313276
2016-06-11,0.6199971206449755
2016-06-12,0.48221998272386984
2016-06-13,0.16073999424128996
2016-06-14,0.2985171321623956
2016-06-15,0.43629427008350136
2016-06-16,0.2525914195220271
2016-06-17,0.20666570688165853
2016-06-18,0.2985171321623956
2016-06-19,0.5511085516844226
2016-06-20,0.43629427008350136
2016-06-21,0.36740570112294846
2016-06-22,0.20666570688165853
2016-06-23,0.2985171321623956
2016-06-24,0.6659228332853441
2016-06-25,0.2985171321623956
2016-06-26,0.20666570688165853
2016-06-27,0.2296285632018428
2016-06-28,0.16073999424128996
2016-06-29,0.20666570688165853
2016-06-30,0.2525914195220271
2016-07-01,0.3214799884825799
2016-07-02,0.5051828390440543
2016-07-03,0.18370285056147423
2016-07-04,0.18370285056147423
2016-07-05,0.5281456953642385
2016-07-06,0.2985171321623956
2016-07-07,0.2985171321623956
2016-07-08,0.3214799884825799
2016-07-09,0.09185142528073711
2016-07-10,0.18370285056147423
2016-07-11,0.2755542758422113
2016-07-12,0.2755542758422113
2016-07-13,0.7807371148862655
2016-07-14,1.3777713792110569
2016-07-15,0.2755542758422113
2016-07-16,0.13777713792110566
2016-07-17,0.06888856896055283
2016-07-18,0.09185142528073711
2016-07-19,2.0896199251367693
2016-07-20,0.3444428448027642
2016-07-21,0.2525914195220271
2016-07-22,0.7807371148862655
2016-07-23,0.20666570688165853
2016-07-24,0.02296285632018428
2016-07-25,0.06888856896055283
2016-07-26,0.13777713792110566
2016-07-27,0.02296285632018428
2016-07-28,0.09185142528073711
2016-07-29,0.02296285632018428
2016-07-30,0.0
2016-07-31,0.41333141376331706
2016-08-01,0.39036855744313276
2016-08-02,0.2296285632018428
2016-08-03,0.09185142528073711
2016-08-04,0.09185142528073711
2016-08-05,0.18370285056147423
2016-08-06,0.02296285632018428
2016-08-07,0.02296285632018428
2016-08-08,0.09185142528073711
2016-08-09,0.2985171321623956
2016-08-10,0.13777713792110566
2016-08-11,0.1148142816009214
2016-08-12,0.02296285632018428
2016-08-13,0.02296285632018428
2016-08-14,0.20666570688165853
2016-08-15,0.18370285056147423
2016-08-16,0.02296285632018428
2016-08-17,0.02296285632018428
2016-08-18,0.02296285632018428
2016-08-19,0.06888856896055283
2016-08-20,0.02296285632018428
2016-08-21,0.18370285056147423
2016-08-22,0.2296285632018428
2016-08-23,0.16073999424128996
2016-08-24,0.16073999424128996
2016-08-25,0.18370285056147423
2016-08-26,0.16073999424128996
2016-08-27,0.13777713792110566
2016-08-28,0.06888856896055283
2016-08-29,0.09185142528073711
2016-08-30,0.02296285632018428
2016-08-31,0.2755542758422113
2016-09-01,0.2755542758422113
2016-09-02,0.16073999424128996
2016-09-03,0.04592571264036856
2016-09-04,0.06888856896055283
2016-09-05,0.09185142528073711
2016-09-06,0.02296285632018428
2016-09-07,0.04592571264036856
2016-09-08,0.09185142528073711
2016-09-09,0.02296285632018428
2016-09-10,0.02296285632018428
2016-09-11,0.02296285632018428
2016-09-12,0.02296285632018428
2016-09-13,0.04592571264036856
2016-09-14,0.06888856896055283
2016-09-15,0.06888856896055283
2016-09-16,0.06888856896055283
2016-09-17,0.0
2016-09-18,0.02296285632018428
2016-09-19,0.02296285632018428
2016-09-20,0.02296285632018428
2016-09-21,0.09185142528073711
2016-09-22,0.06888856896055283
2016-09-23,0.09185142528073711
2016-09-24,0.04592571264036856
2016-09-25,0.0
2016-09-26,0.1148142816009214
2016-09-27,0.16073999424128996
2016-09-28,0.09185142528073711
2016-09-29,0.04592571264036856
2016-09-30,0.06888856896055283
2016-10-01,0.01148142816009214
2016-10-02,0.01148142816009214
2016-10-03,0.02296285632018428
2016-10-04,0.0574071408004607
2016-10-05,0.04592571264036856
2016-10-06,0.02296285632018428
2016-10-07,0.01148142816009214
2016-10-08,0.8053401752293201
2016-10-09,0.7594144625889515
2016-10-10,1.4614217843774424
2016-10-11,1.8058646291802067
2016-10-12,0.8168216033894122
2016-10-13,0.13777713792110566
2016-10-14,0.034444284480276414
2016-10-15,0.10333285344082926
2016-10-16,0.1148142816009214
2016-10-17,0.06888856896055283
2016-10-18,0.02296285632018428
2016-10-19,0.04592571264036856
2016-10-20,0.10333285344082926
2016-10-21,0.06888856896055283
2016-10-22,0.01148142816009214
2016-10-23,0.034444284480276414
2016-10-24,0.06888856896055283
2016-10-25,0.02296285632018428
2016-10-26,0.06888856896055283
2016-10-27,0.04592571264036856
2016-10-28,0.02296285632018428
2016-10-29,0.04592571264036856
2016-10-30,0.02296285632018428
2016-10-31,0.034444284480276414
2016-11-01,0.02296285632018428
2016-11-02,0.0
2016-11-03,0.0
2016-11-04,0.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,0.0
2016-11-09,7.925465838509317
2016-11-10,6.934782608695652
2016-11-11,3.9627329192546585
2016-11-12,2.972049689440994
2016-11-13,0.9906832298136646
2016-11-14,0.9906832298136646
2016-11-15,3.9627329192546585
2016-11-16,2.972049689440994
2016-11-17,3.9627329192546585
2016-11-18,95.1055900621118
2016-11-19,45.57142857142858
2016-11-20,15.850931677018634
2016-11-21,11.888198757763975
2016-11-22,7.925465838509317
2016-11-23,4.953416149068323
2016-11-24,2.972049689440994
2016-11-25,1.9813664596273293
2016-11-26,1.9813664596273293
2016-11-27,1.9813664596273293
2016-11-28,1.9813664596273293
2016-11-29,2.972049689440994
2016-11-30,2.972049689440994
2016-12-01,1.9813664596273293
2016-12-02,1.9813664596273293
2016-12-03,0.9906832298136646
2016-12-04,0.9906832298136646
2016-12-05,0.9906832298136646
2016-12-06,0.9906832298136646
2016-12-07,0.9906832298136646
2016-12-08,0.9906832298136646
2016-12-09,0.9906832298136646
2016-12-10,0.9906832298136646
2016-12-11,0.9906832298136646
2016-12-12,0.9906832298136646
2016-12-13,0.9906832298136646
2016-12-14,0.9906832298136646
2016-12-15,0.9906832298136646
2016-12-16,0.9906832298136646
2016-12-17,1.9813664596273293
2016-12-18,0.9906832298136646
2016-12-19,0.9906832298136646
2016-12-20,0.9906832298136646
2016-12-21,0.9906832298136646
2016-12-22,0.9906832298136646
2016-12-23,0.9906832298136646
2016-12-24,0.9906832298136646
2016-12-25,0.9906832298136646
2016-12-26,0.9906832298136646
2016-12-27,0.9906832298136646
2016-12-28,0.0
2016-12-29,0.0
2016-12-30,0.0
2016-12-31,0.9906832298136646
2017-01-01,0.9906832298136646
2017-01-02,0.9906832298136646
2017-01-03,2.972049689440994
2017-01-04,4.953416149068323
2017-01-05,3.9627329192546585
2017-01-06,1.9813664596273293
2017-01-07,1.9813664596273293
2017-01-08,2.972049689440994
2017-01-09,5.944099378881988
2017-01-10,73.31055900621118
2017-01-11,40.61801242236025
2017-01-12,21.795031055900623
2017-01-13,7.925465838509317
2017-01-14,4.953416149068323
2017-01-15,4.953416149068323
2017-01-16,3.9627329192546585
2017-01-17,5.944099378881988
2017-01-18,3.9627329192546585
2017-01-19,3.9627329192546585
2017-01-20,3.9627329192546585
2017-01-21,3.9627329192546585
2017-01-22,2.972049689440994
2017-01-23,2.972049689440994
2017-01-24,4.953416149068323
2017-01-25,3.9627329192546585
2017-01-26,3.9627329192546585
2017-01-27,3.9627329192546585
2017-01-28,2.972049689440994
2017-01-29,2.972049689440994
2017-01-30,4.953416149068323
2017-01-31,33.683229813664596
2017-02-01,19.81366459627329
2017-02-02,8.916149068322982
2017-02-03,4.953416149068323
2017-02-04,4.953416149068323
2017-02-05,2.972049689440994
2017-02-06,3.9627329192546585
2017-02-07,7.925465838509317
2017-02-08,41.608695652173914
2017-02-09,66.37577639751554
2017-02-10,14.86024844720497
2017-02-11,5.944099378881988
2017-02-12,21.795031055900623
2017-02-13,8.916149068322982
2017-02-14,4.953416149068323
2017-02-15,2.972049689440994
2017-02-16,2.972049689440994
2017-02-17,2.972049689440994
2017-02-18,1.9813664596273293
2017-02-19,1.9813664596273293
2017-02-20,0.9906832298136646
2017-02-21,1.9813664596273293
2017-02-22,0.9906832298136646
2017-02-23,1.9813664596273293
2017-02-24,3.9627329192546585
2017-02-25,1.9813664596273293
2017-02-26,1.9813664596273293
2017-02-27,0.9906832298136646
2017-02-28,2.972049689440994
2017-03-01,2.9860248447204967
2017-03-02,99.53416149068323
2017-03-03,67.6832298136646
2017-03-04,24.383540372670808
2017-03-05,30.3555900621118
2017-03-06,16.92080745341615
2017-03-07,8.95807453416149
2017-03-08,4.976708074534161
2017-03-09,3.4813664596273295
2017-03-10,4.976708074534161
2017-03-11,4.976708074534161
2017-03-12,6.967391304347826
2017-03-13,3.9813664596273295
2017-03-14,2.9860248447204967
2017-03-15,2.9860248447204967
2017-03-16,3.9813664596273295
2017-03-17,1.9906832298136647
2017-03-18,1.9906832298136647
2017-03-19,1.9906832298136647
2017-03-20,1.9906832298136647
2017-03-21,1.9906832298136647
2017-03-22,0.9953416149068324
2017-03-23,0.9953416149068324
2017-03-24,0.9953416149068324
2017-03-25,0.9953416149068324
2017-03-26,0.9953416149068324
2017-03-27,2.9860248447204967
2017-03-28,4.976708074534161
2017-03-29,1.9906832298136647
2017-03-30,0.9953416149068324
2017-03-31,1.9906832298136647
2017-04-01,0.9953416149068324
2017-04-02,2.0
2017-04-03,1.0
2017-04-04,2.0
2017-04-05,2.0
2017-04-06,1.0
2017-04-07,1.0
2017-04-08,1.0
2017-04-09,1.0
2017-04-10,1.0
2017-04-11,3.0
2017-04-12,3.0
2017-04-13,2.0
2017-04-14,2.0
2017-04-15,1.0
2017-04-16,2.0
2017-04-17,1.0
2017-04-18,1.0
2017-04-19,2.0
2017-04-20,4.0
2017-04-21,13.0
2017-04-22,3.0
2017-04-23,5.0
2017-04-24,2.0
2017-04-25,2.0
2017-04-26,1.0
2017-04-27,1.0
2017-04-28,2.0
2017-04-29,2.0
2017-04-30,1.0
2017-05-01,1.0
2017-05-02,1.0
2017-05-03,5.0
2017-05-04,5.0
2017-05-05,4.0
2017-05-06,3.0
2017-05-07,2.0
2017-05-08,2.0
2017-05-09,4.0
2017-05-10,13.0
2017-05-11,5.0
2017-05-12,14.0
2017-05-13,6.0
2017-05-14,3.0
2017-05-15,4.0
2017-05-16,3.0
2017-05-17,3.0
2017-05-18,3.0
2017-05-19,2.0
2017-05-20,2.0
2017-05-21,1.0
2017-05-22,1.0
2017-05-23,1.0
2017-05-24,2.0
2017-05-25,7.0
2017-05-26,2.0
2017-05-27,1.0
2017-05-28,1.0
2017-05-29,1.0
2017-05-30,1.0
2017-05-31,1.0
2017-06-01,5.0
2017-06-02,3.0
2017-06-03,1.0
