date,putin criminal
2017-02-20,8.0
2017-02-21,8.0
2017-02-22,8.0
2017-02-23,0.0
2017-02-24,8.0
2017-02-25,9.0
2017-02-26,0.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,8.584717607973422
2017-03-02,8.584717607973422
2017-03-03,4.0
2017-03-04,8.5
2017-03-05,9.772425249169435
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,4.5
2017-03-12,0.0
2017-03-13,8.084717607973422
2017-03-14,0.0
2017-03-15,0.0
2017-03-16,0.0
2017-03-17,0.0
2017-03-18,9.887043189368772
2017-03-19,0.0
2017-03-20,0.0
2017-03-21,0.0
2017-03-22,3.5
2017-03-23,8.699335548172758
2017-03-24,13.857142857142858
2017-03-25,5.501661129568106
2017-03-26,10.001661129568106
2017-03-27,3.5
2017-03-28,8.584717607973422
2017-03-29,8.699335548172758
2017-03-30,4.813953488372093
2017-03-31,8.928571428571429
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,0.0
2017-04-06,0.0
2017-04-07,9.857142857142858
2017-04-08,0.0
2017-04-09,11.232558139534884
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,9.627906976744185
2017-04-13,9.857142857142858
2017-04-14,11.003322259136212
2017-04-15,0.0
2017-04-16,22.92358803986711
2017-04-17,10.086378737541528
2017-04-18,9.398671096345515
2017-04-19,0.0
2017-04-20,9.627906976744185
2017-04-21,0.0
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,9.398671096345515
2017-04-28,0.0
2017-04-29,0.0
2017-04-30,0.0
2017-05-01,10.315614617940199
2017-05-02,0.0
2017-05-03,0.0
2017-05-04,9.398671096345515
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,0.0
2017-05-11,0.0
2017-05-12,9.857142857142858
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,9.398671096345515
2017-05-16,9.398671096345515
2017-05-17,0.0
2017-05-18,0.0
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,11.232558139534884
2017-05-22,9.398671096345515
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,0.0
2017-05-27,0.0
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,0.0
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,10.086378737541528
2017-06-03,0.0
