date,weak
2016-11-03,73.0
2016-11-04,71.0
2016-11-05,70.0
2016-11-06,75.0
2016-11-07,79.0
2016-11-08,74.0
2016-11-09,65.0
2016-11-10,76.0
2016-11-11,66.0
2016-11-12,69.0
2016-11-13,75.0
2016-11-14,73.0
2016-11-15,82.0
2016-11-16,79.0
2016-11-17,75.0
2016-11-18,71.0
2016-11-19,66.0
2016-11-20,74.0
2016-11-21,73.0
2016-11-22,72.0
2016-11-23,71.0
2016-11-24,65.0
2016-11-25,61.0
2016-11-26,71.0
2016-11-27,71.0
2016-11-28,69.0
2016-11-29,72.0
2016-11-30,76.0
2016-12-01,74.0
2016-12-02,73.0
2016-12-03,69.0
2016-12-04,72.0
2016-12-05,76.0
2016-12-06,74.0
2016-12-07,78.0
2016-12-08,73.0
2016-12-09,67.0
2016-12-10,63.0
2016-12-11,74.0
2016-12-12,75.0
2016-12-13,72.0
2016-12-14,74.0
2016-12-15,67.0
2016-12-16,66.0
2016-12-17,66.0
2016-12-18,67.0
2016-12-19,67.0
2016-12-20,67.0
2016-12-21,66.0
2016-12-22,66.0
2016-12-23,63.0
2016-12-24,57.0
2016-12-25,55.0
2016-12-26,58.0
2016-12-27,66.0
2016-12-28,70.0
2016-12-29,63.0
2016-12-30,65.0
2016-12-31,63.0
2017-01-01,63.0
2017-01-02,65.0
2017-01-03,72.0
2017-01-04,69.0
2017-01-05,70.0
2017-01-06,68.0
2017-01-07,66.0
2017-01-08,70.0
2017-01-09,68.0
2017-01-10,70.0
2017-01-11,73.0
2017-01-12,71.0
2017-01-13,69.0
2017-01-14,70.0
2017-01-15,71.0
2017-01-16,71.0
2017-01-17,73.0
2017-01-18,76.0
2017-01-19,74.0
2017-01-20,70.0
2017-01-21,72.0
2017-01-22,77.0
2017-01-23,71.0
2017-01-24,76.0
2017-01-25,74.0
2017-01-26,100.0
2017-01-27,78.0
2017-01-28,73.0
2017-01-29,81.0
2017-01-30,77.0
2017-01-31,80.0
2017-02-01,83.0
2017-02-02,74.0
2017-02-03,78.0
2017-02-04,72.0
2017-02-05,77.0
2017-02-06,80.0
2017-02-07,84.0
2017-02-08,88.0
2017-02-09,83.0
2017-02-10,78.0
2017-02-11,77.0
2017-02-12,84.0
2017-02-13,78.0
2017-02-14,79.0
2017-02-15,82.0
2017-02-16,84.0
2017-02-17,78.0
2017-02-18,74.0
2017-02-19,81.0
2017-02-20,79.0
2017-02-21,81.0
2017-02-22,81.0
2017-02-23,79.0
2017-02-24,77.0
2017-02-25,72.0
2017-02-26,80.0
2017-02-27,82.0
2017-02-28,86.0
2017-03-01,81.44290345821327
2017-03-02,78.44290345821327
2017-03-03,80.27935878962536
2017-03-04,73.81087896253602
2017-03-05,74.72910662824208
2017-03-06,80.90201729106627
2017-03-07,80.40201729106627
2017-03-08,85.03404178674351
2017-03-09,80.90201729106627
2017-03-10,76.64733429394812
2017-03-11,72.64733429394812
2017-03-12,75.64733429394812
2017-03-13,75.6882204610951
2017-03-14,79.14733429394812
2017-03-15,79.5246757925072
2017-03-16,81.77935878962536
2017-03-17,76.64733429394812
2017-03-18,71.351765129683
2017-03-19,79.56556195965418
2017-03-20,85.19758645533142
2017-03-21,86.19758645533142
2017-03-22,82.73847262247838
2017-03-23,86.15670028818444
2017-03-24,78.40201729106627
2017-03-25,76.06556195965418
2017-03-26,85.19758645533142
2017-03-27,82.69758645533142
2017-03-28,81.86113112391931
2017-03-29,85.65670028818444
2017-03-30,86.65670028818444
2017-03-31,77.5246757925072
2017-04-01,70.05619596541786
2017-04-02,84.47694524495677
2017-04-03,84.47694524495677
2017-04-04,84.47694524495677
2017-04-05,83.55871757925073
2017-04-06,86.31340057636888
2017-04-07,79.88580691642652
2017-04-08,73.45821325648414
2017-04-09,80.80403458213256
2017-04-10,80.80403458213256
2017-04-11,81.72226224783861
2017-04-12,85.39517291066282
2017-04-13,80.80403458213256
2017-04-14,78.0493515850144
2017-04-15,82.64048991354467
2017-04-16,76.21289625360231
2017-04-17,85.39517291066282
2017-04-18,79.88580691642652
2017-04-19,89.06808357348703
2017-04-20,83.55871757925073
2017-04-21,78.0493515850144
2017-04-22,79.88580691642652
2017-04-23,83.55871757925073
2017-04-24,89.06808357348703
2017-04-25,83.55871757925073
2017-04-26,86.31340057636888
2017-04-27,78.96757925072046
2017-04-28,79.88580691642652
2017-04-29,74.3764409221902
2017-04-30,78.0493515850144
2017-05-01,91.82276657060518
2017-05-02,81.72226224783861
2017-05-03,88.14985590778097
2017-05-04,83.55871757925073
2017-05-05,78.96757925072046
2017-05-06,73.45821325648414
2017-05-07,78.96757925072046
2017-05-08,80.80403458213256
2017-05-09,87.23162824207493
2017-05-10,74.3764409221902
2017-05-11,83.55871757925073
2017-05-12,81.72226224783861
2017-05-13,75.29466858789625
2017-05-14,74.3764409221902
2017-05-15,83.55871757925073
2017-05-16,82.64048991354467
2017-05-17,78.96757925072046
2017-05-18,78.0493515850144
2017-05-19,77.13112391930835
2017-05-20,71.62175792507205
2017-05-21,79.88580691642652
2017-05-22,75.29466858789625
2017-05-23,80.80403458213256
2017-05-24,77.13112391930835
2017-05-25,77.13112391930835
2017-05-26,76.21289625360231
2017-05-27,72.5399855907781
2017-05-28,74.3764409221902
2017-05-29,74.3764409221902
2017-05-30,70.70353025936599
2017-05-31,79.88580691642652
2017-06-01,75.29466858789625
2017-06-02,76.21289625360231
2017-06-03,72.5399855907781
