date,rally
2016-11-04,71.0
2016-11-05,76.0
2016-11-06,100.0
2016-11-07,77.0
2016-11-08,72.0
2016-11-09,44.0
2016-11-10,48.0
2016-11-11,48.0
2016-11-12,51.0
2016-11-13,44.0
2016-11-14,35.0
2016-11-15,32.0
2016-11-16,29.0
2016-11-17,40.0
2016-11-18,39.0
2016-11-19,42.0
2016-11-20,39.0
2016-11-21,30.0
2016-11-22,30.0
2016-11-23,30.0
2016-11-24,29.0
2016-11-25,37.0
2016-11-26,38.0
2016-11-27,36.0
2016-11-28,31.0
2016-11-29,30.0
2016-11-30,29.0
2016-12-01,31.0
2016-12-02,38.0
2016-12-03,52.0
2016-12-04,46.0
2016-12-05,32.0
2016-12-06,29.0
2016-12-07,33.0
2016-12-08,29.0
2016-12-09,29.0
2016-12-10,31.0
2016-12-11,34.0
2016-12-12,26.0
2016-12-13,26.0
2016-12-14,28.0
2016-12-15,27.0
2016-12-16,29.0
2016-12-17,35.0
2016-12-18,32.0
2016-12-19,35.0
2016-12-20,27.0
2016-12-21,28.0
2016-12-22,27.0
2016-12-23,27.0
2016-12-24,32.0
2016-12-25,30.0
2016-12-26,30.0
2016-12-27,30.0
2016-12-28,31.0
2016-12-29,30.0
2016-12-30,30.0
2016-12-31,28.0
2017-01-01,37.0
2017-01-02,64.0
2017-01-03,44.0
2017-01-04,40.0
2017-01-05,39.0
2017-01-06,41.0
2017-01-07,41.0
2017-01-08,40.0
2017-01-09,34.0
2017-01-10,34.0
2017-01-11,35.0
2017-01-12,35.0
2017-01-13,40.0
2017-01-14,44.0
2017-01-15,46.0
2017-01-16,38.0
2017-01-17,36.0
2017-01-18,35.0
2017-01-19,47.0
2017-01-20,65.0
2017-01-21,69.0
2017-01-22,60.0
2017-01-23,40.0
2017-01-24,34.0
2017-01-25,33.0
2017-01-26,34.0
2017-01-27,44.0
2017-01-28,43.0
2017-01-29,43.0
2017-01-30,39.0
2017-01-31,34.0
2017-02-01,33.0
2017-02-02,30.0
2017-02-03,35.0
2017-02-04,44.0
2017-02-05,44.0
2017-02-06,35.0
2017-02-07,34.0
2017-02-08,32.0
2017-02-09,36.0
2017-02-10,43.0
2017-02-11,48.0
2017-02-12,49.0
2017-02-13,35.0
2017-02-14,30.0
2017-02-15,34.0
2017-02-16,36.0
2017-02-17,42.0
2017-02-18,68.0
2017-02-19,80.0
2017-02-20,41.0
2017-02-21,36.0
2017-02-22,33.0
2017-02-23,33.0
2017-02-24,36.0
2017-02-25,43.0
2017-02-26,37.0
2017-02-27,31.0
2017-02-28,33.0
2017-03-01,29.356580427446566
2017-03-02,30.356580427446566
2017-03-03,34.99775028121485
2017-03-04,50.42125984251969
2017-03-05,49.59111361079865
2017-03-06,38.478627671541055
2017-03-07,31.847019122609673
2017-03-08,32.17716535433071
2017-03-09,33.49775028121485
2017-03-10,36.488188976377955
2017-03-11,43.7896512935883
2017-03-12,43.45950506186726
2017-03-13,33.83745781777277
2017-03-14,31.847019122609673
2017-03-15,33.33745781777277
2017-03-16,36.15804274465692
2017-03-17,37.318335208098986
2017-03-18,45.280089988751406
2017-03-19,40.96906636670416
2017-03-20,34.66760404949381
2017-03-21,35.49775028121485
2017-03-22,30.51687289088864
2017-03-23,29.026434195725535
2017-03-24,35.16760404949381
2017-03-25,42.95950506186726
2017-03-26,50.59111361079865
2017-03-27,33.83745781777277
2017-03-28,29.026434195725535
2017-03-29,29.526434195725535
2017-03-30,31.186726659167604
2017-03-31,34.82789651293588
2017-04-01,43.95950506186726
2017-04-02,40.277840269966255
2017-04-03,32.354330708661415
2017-04-04,29.052868391451067
2017-04-05,29.052868391451067
2017-04-06,29.713160854893136
2017-04-07,33.67491563554555
2017-04-08,40.277840269966255
2017-04-09,38.29696287964004
2017-04-10,31.033745781777277
2017-04-11,29.052868391451067
2017-04-12,28.392575928009
2017-04-13,27.732283464566926
2017-04-14,31.694038245219346
2017-04-15,34.33520809898762
2017-04-16,35.655793025871766
2017-04-17,31.694038245219346
2017-04-18,29.713160854893136
2017-04-19,30.37345331833521
2017-04-20,33.67491563554555
2017-04-21,39.617547806524186
2017-04-22,47.54105736782902
2017-04-23,42.91901012373453
2017-04-24,33.67491563554555
2017-04-25,32.354330708661415
2017-04-26,31.694038245219346
2017-04-27,38.95725534308211
2017-04-28,42.25871766029246
2017-04-29,54.80427446569178
2017-04-30,66.02924634420697
2017-05-01,47.54105736782902
2017-05-02,33.014623172103484
2017-05-03,31.033745781777277
2017-05-04,31.033745781777277
2017-05-05,40.277840269966255
2017-05-06,42.91901012373453
2017-05-07,38.29696287964004
2017-05-08,30.37345331833521
2017-05-09,29.713160854893136
2017-05-10,27.071991001124857
2017-05-11,28.392575928009
2017-05-12,33.67491563554555
2017-05-13,38.95725534308211
2017-05-14,40.277840269966255
2017-05-15,33.014623172103484
2017-05-16,31.033745781777277
2017-05-17,32.354330708661415
2017-05-18,37.63667041619797
2017-05-19,45.56017997750281
2017-05-20,50.1822272215973
2017-05-21,46.22047244094488
2017-05-22,31.694038245219346
2017-05-23,29.713160854893136
2017-05-24,32.354330708661415
2017-05-25,33.014623172103484
2017-05-26,36.976377952755904
2017-05-27,52.16310461192351
2017-05-28,40.938132733408324
2017-05-29,30.37345331833521
2017-05-30,31.694038245219346
2017-05-31,30.37345331833521
2017-06-01,30.37345331833521
2017-06-02,34.9955005624297
2017-06-03,44.23959505061867
