date,trump cake
2016-05-01,1.2494816862474085
2016-05-02,0.5466482377332412
2016-05-03,2.264685556323428
2016-05-04,3.3579820317899105
2016-05-05,3.9046302695231514
2016-05-06,3.9827228749136148
2016-05-07,2.342778161713891
2016-05-08,3.3579820317899105
2016-05-09,2.655148583275743
2016-05-10,2.108500345542502
2016-05-11,1.2494816862474085
2016-05-12,1.7961299239806499
2016-05-13,3.1237042156185213
2016-05-14,1.0152038700760193
2016-05-15,1.4837595024187977
2016-05-16,1.5618521078092606
2016-05-17,2.264685556323428
2016-05-18,1.0932964754664825
2016-05-19,1.7961299239806499
2016-05-20,1.3275742916378714
2016-05-21,1.4837595024187977
2016-05-22,1.2494816862474085
2016-05-23,1.0932964754664825
2016-05-24,1.2494816862474085
2016-05-25,0.8590186592950934
2016-05-26,1.4837595024187977
2016-05-27,2.108500345542502
2016-05-28,1.8742225293711128
2016-05-29,0.8590186592950934
2016-05-30,0.9371112646855564
2016-05-31,1.0932964754664825
2016-06-01,1.7961299239806499
2016-06-02,1.6399447131997236
2016-06-03,1.8742225293711128
2016-06-04,1.3275742916378714
2016-06-05,0.6247408431237043
2016-06-06,1.2494816862474085
2016-06-07,0.8590186592950934
2016-06-08,1.7961299239806499
2016-06-09,1.6399447131997236
2016-06-10,0.7809260539046303
2016-06-11,3.1237042156185213
2016-06-12,0.8590186592950934
2016-06-13,1.5618521078092606
2016-06-14,1.7961299239806499
2016-06-15,2.655148583275743
2016-06-16,1.7961299239806499
2016-06-17,1.3275742916378714
2016-06-18,1.7180373185901867
2016-06-19,0.8590186592950934
2016-06-20,1.7961299239806499
2016-06-21,0.7028334485141673
2016-06-22,2.342778161713891
2016-06-23,0.7028334485141673
2016-06-24,0.7809260539046303
2016-06-25,1.7180373185901867
2016-06-26,1.0932964754664825
2016-06-27,1.4056668970283346
2016-06-28,0.5466482377332412
2016-06-29,1.4837595024187977
2016-06-30,0.9371112646855564
2016-07-01,0.9371112646855564
2016-07-02,1.4837595024187977
2016-07-03,1.0932964754664825
2016-07-04,0.7809260539046303
2016-07-05,1.0932964754664825
2016-07-06,0.39046302695231516
2016-07-07,1.8742225293711128
2016-07-08,0.9371112646855564
2016-07-09,0.6247408431237043
2016-07-10,1.2494816862474085
2016-07-11,1.0932964754664825
2016-07-12,1.2494816862474085
2016-07-13,1.0932964754664825
2016-07-14,2.264685556323428
2016-07-15,2.0304077401520386
2016-07-16,1.4837595024187977
2016-07-17,0.4685556323427782
2016-07-18,1.8742225293711128
2016-07-19,5.544574982722875
2016-07-20,5.700760193503801
2016-07-21,3.3579820317899105
2016-07-22,6.794056668970284
2016-07-23,3.4360746371803734
2016-07-24,1.4837595024187977
2016-07-25,0.9371112646855564
