date,trump criminal
2016-05-01,2.7106782106782106
2016-05-02,1.4595959595959596
2016-05-03,2.502164502164502
2016-05-04,7.923520923520924
2016-05-05,7.5064935064935066
2016-05-06,4.378787878787879
2016-05-07,3.5447330447330447
2016-05-08,5.004329004329004
2016-05-09,2.2936507936507935
2016-05-10,3.336219336219336
2016-05-11,3.7532467532467533
2016-05-12,8.34054834054834
2016-05-13,5.838383838383838
2016-05-14,2.2936507936507935
2016-05-15,2.7106782106782106
2016-05-16,4.795815295815296
2016-05-17,1.0425685425685425
2016-05-18,3.7532467532467533
2016-05-19,3.7532467532467533
2016-05-20,1.8766233766233766
2016-05-21,1.8766233766233766
2016-05-22,3.1277056277056277
2016-05-23,0.834054834054834
2016-05-24,1.8766233766233766
2016-05-25,1.8766233766233766
2016-05-26,1.8766233766233766
2016-05-27,3.1277056277056277
2016-05-28,1.251082251082251
2016-05-29,2.2936507936507935
2016-05-30,1.4595959595959596
2016-05-31,3.336219336219336
2016-06-01,4.17027417027417
2016-06-02,2.2936507936507935
2016-06-03,5.212842712842713
2016-06-04,4.587301587301587
2016-06-05,0.834054834054834
2016-06-06,2.2936507936507935
2016-06-07,2.7106782106782106
2016-06-08,6.8809523809523805
2016-06-09,5.838383838383838
2016-06-10,18.349206349206348
2016-06-11,20.851370851370852
2016-06-12,11.885281385281385
2016-06-13,3.336219336219336
2016-06-14,2.7106782106782106
2016-06-15,2.919191919191919
2016-06-16,2.7106782106782106
2016-06-17,5.62987012987013
2016-06-18,4.17027417027417
2016-06-19,1.8766233766233766
2016-06-20,4.795815295815296
2016-06-21,1.8766233766233766
2016-06-22,3.1277056277056277
2016-06-23,3.1277056277056277
2016-06-24,2.2936507936507935
2016-06-25,3.1277056277056277
2016-06-26,2.7106782106782106
2016-06-27,2.2936507936507935
2016-06-28,2.7106782106782106
2016-06-29,0.834054834054834
2016-06-30,1.8766233766233766
2016-07-01,3.961760461760462
2016-07-02,3.1277056277056277
2016-07-03,4.587301587301587
2016-07-04,2.085137085137085
2016-07-05,4.378787878787879
2016-07-06,9.174603174603174
2016-07-07,6.672438672438672
2016-07-08,3.336219336219336
2016-07-09,2.7106782106782106
2016-07-10,2.2936507936507935
2016-07-11,1.8766233766233766
2016-07-12,3.336219336219336
2016-07-13,2.7106782106782106
2016-07-14,4.378787878787879
2016-07-15,2.085137085137085
2016-07-16,3.1277056277056277
2016-07-17,6.463924963924964
2016-07-18,1.4595959595959596
2016-07-19,5.838383838383838
2016-07-20,12.093795093795094
2016-07-21,7.5064935064935066
2016-07-22,9.591630591630592
2016-07-23,6.8809523809523805
2016-07-24,2.2936507936507935
2016-07-25,3.1277056277056277
2016-07-26,6.8809523809523805
2016-07-27,8.54906204906205
2016-07-28,10.634199134199134
2016-07-29,7.715007215007215
2016-07-30,3.7532467532467533
2016-07-31,3.7532467532467533
2016-08-01,5.421356421356421
2016-08-02,5.838383838383838
2016-08-03,2.7106782106782106
2016-08-04,4.795815295815296
2016-08-05,5.62987012987013
2016-08-06,4.587301587301587
