date,obama supporters
2016-05-01,3.397578203834511
2016-05-02,0.0
2016-05-03,5.749747729566095
2016-05-04,10.192734611503532
2016-05-05,4.704339051463169
2016-05-06,7.8405650857719476
2016-05-07,3.397578203834511
2016-05-08,3.397578203834511
2016-05-09,6.0110998990918265
2016-05-10,4.442986881937437
2016-05-11,5.749747729566095
2016-05-12,2.8748738647830474
2016-05-13,3.136226034308779
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,2.8748738647830474
2016-05-17,5.749747729566095
2016-05-18,14.635721493440968
2016-05-19,2.8748738647830474
2016-05-20,3.136226034308779
2016-05-21,7.056508577194753
2016-05-22,3.397578203834511
2016-05-23,4.442986881937437
2016-05-24,2.8748738647830474
2016-05-25,0.0
2016-05-26,3.136226034308779
2016-05-27,9.408678102926338
2016-05-28,0.0
2016-05-29,3.397578203834511
2016-05-30,3.136226034308779
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,4.704339051463169
2016-06-04,10.715438950554995
2016-06-05,7.056508577194753
2016-06-06,2.8748738647830474
2016-06-07,8.624621594349142
2016-06-08,10.454086781029265
2016-06-09,16.726538849646822
2016-06-10,14.113017154389507
2016-06-11,0.0
2016-06-12,5.227043390514632
2016-06-13,2.8748738647830474
2016-06-14,7.317860746720484
2016-06-15,2.8748738647830474
2016-06-16,2.8748738647830474
2016-06-17,9.147325933400605
2016-06-18,5.227043390514632
2016-06-19,5.227043390514632
2016-06-20,2.8748738647830474
2016-06-21,5.749747729566095
2016-06-22,4.442986881937437
2016-06-23,0.0
2016-06-24,7.8405650857719476
2016-06-25,0.0
2016-06-26,7.056508577194753
2016-06-27,5.749747729566095
2016-06-28,6.0110998990918265
2016-06-29,2.8748738647830474
2016-06-30,3.136226034308779
2016-07-01,3.136226034308779
2016-07-02,3.658930373360242
2016-07-03,3.658930373360242
2016-07-04,6.272452068617558
2016-07-05,4.704339051463169
2016-07-06,6.272452068617558
2016-07-07,4.704339051463169
2016-07-08,3.136226034308779
2016-07-09,0.0
2016-07-10,10.454086781029265
2016-07-11,3.136226034308779
2016-07-12,6.0110998990918265
2016-07-13,6.0110998990918265
2016-07-14,9.147325933400605
2016-07-15,3.136226034308779
2016-07-16,10.715438950554995
2016-07-17,3.658930373360242
2016-07-18,4.442986881937437
2016-07-19,9.147325933400605
2016-07-20,6.0110998990918265
2016-07-21,6.272452068617558
2016-07-22,6.272452068617558
2016-07-23,3.658930373360242
2016-07-24,5.227043390514632
2016-07-25,8.885973763874874
2016-07-26,25.612512613521695
2016-07-27,15.158425832492432
2016-07-28,22.73763874873865
2016-07-29,10.976791120080726
2016-07-30,3.658930373360242
2016-07-31,3.658930373360242
2016-08-01,6.0110998990918265
2016-08-02,4.442986881937437
2016-08-03,13.590312815338043
2016-08-04,9.147325933400605
2016-08-05,4.704339051463169
2016-08-06,7.317860746720484
2016-08-07,3.658930373360242
2016-08-08,6.0110998990918265
2016-08-09,2.8748738647830474
2016-08-10,0.0
2016-08-11,6.272452068617558
2016-08-12,4.704339051463169
2016-08-13,3.658930373360242
2016-08-14,7.056508577194753
2016-08-15,7.8405650857719476
2016-08-16,2.8748738647830474
2016-08-17,0.0
2016-08-18,6.0110998990918265
2016-08-19,3.136226034308779
2016-08-20,5.227043390514632
2016-08-21,6.795156407669022
2016-08-22,2.8748738647830474
2016-08-23,6.0110998990918265
2016-08-24,0.0
2016-08-25,3.136226034308779
2016-08-26,6.272452068617558
2016-08-27,7.056508577194753
2016-08-28,3.397578203834511
2016-08-29,5.749747729566095
2016-08-30,0.0
2016-08-31,4.442986881937437
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,2.8748738647830474
2016-09-06,2.8748738647830474
2016-09-07,2.8748738647830474
2016-09-08,0.0
2016-09-09,3.136226034308779
2016-09-10,12.022199798183653
2016-09-11,15.158425832492432
2016-09-12,2.8748738647830474
2016-09-13,8.624621594349142
2016-09-14,4.442986881937437
2016-09-15,8.885973763874874
2016-09-16,16.46518668012109
2016-09-17,4.965691220988901
2016-09-18,8.363269424823411
2016-09-19,8.363269424823411
2016-09-20,7.056508577194753
2016-09-21,15.681130171543895
2016-09-22,26.13521695257316
2016-09-23,24.30575176589304
2016-09-24,15.158425832492432
2016-09-25,9.931382441977801
2016-09-26,8.624621594349142
2016-09-27,11.238143289606459
2016-09-28,9.931382441977801
2016-09-29,2.8748738647830474
2016-09-30,2.8748738647830474
2016-10-01,4.698789101917256
2016-10-02,9.61907164480323
2016-10-03,5.6816347124117055
2016-10-04,6.028254288597377
2016-10-05,7.528254288597377
2016-10-06,4.374873864783048
2016-10-07,7.221493440968718
2016-10-08,4.766902119071645
2016-10-09,6.266902119071645
2016-10-10,6.874873864783048
2016-10-11,10.181634712411705
2016-10-12,10.096367305751766
2016-10-13,9.812310797174572
2016-10-14,12.88042381432896
2016-10-15,14.732593340060545
2016-10-16,6.266902119071645
2016-10-17,7.335015136226034
2016-10-18,12.988395560040363
2016-10-19,11.11907164480323
2016-10-20,11.335015136226033
2016-10-21,4.221493440968718
2016-10-22,5.766902119071645
2016-10-23,4.835015136226034
2016-10-24,9.681634712411705
2016-10-25,6.897578203834511
2016-10-26,3.437436932391524
2016-10-27,18.147325933400605
2016-10-28,4.437436932391524
2016-10-29,10.749747729566096
2016-10-30,6.55095862764884
2016-10-31,7.528254288597377
2016-11-01,6.937436932391524
2016-11-02,8.0
2016-11-03,19.0
2016-11-04,15.0
2016-11-05,22.0
2016-11-06,31.0
2016-11-07,20.0
2016-11-08,18.0
2016-11-09,97.0
2016-11-10,100.0
2016-11-11,99.0
2016-11-12,53.0
2016-11-13,42.0
2016-11-14,40.0
2016-11-15,24.0
2016-11-16,11.0
2016-11-17,7.0
2016-11-18,21.0
2016-11-19,11.0
2016-11-20,11.0
2016-11-21,15.0
2016-11-22,22.0
2016-11-23,7.0
2016-11-24,6.0
2016-11-25,11.0
