date,president obama conference
2016-05-01,1.7959183673469388
2016-05-02,4.489795918367347
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,1.4965986394557822
2016-05-06,4.789115646258503
2016-05-07,1.7959183673469388
2016-05-08,1.7959183673469388
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,1.4965986394557822
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,1.4965986394557822
2016-05-24,2.9931972789115644
2016-05-25,0.0
2016-05-26,1.4965986394557822
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,1.4965986394557822
2016-06-01,0.0
2016-06-02,1.4965986394557822
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,1.4965986394557822
2016-06-08,0.0
2016-06-09,2.9931972789115644
2016-06-10,1.6462585034013606
2016-06-11,0.0
2016-06-12,6.884353741496598
2016-06-13,2.9931972789115644
2016-06-14,14.965986394557824
2016-06-15,1.4965986394557822
2016-06-16,1.4965986394557822
2016-06-17,0.0
2016-06-18,0.0
2016-06-19,0.0
2016-06-20,1.4965986394557822
2016-06-21,1.4965986394557822
2016-06-22,1.4965986394557822
2016-06-23,0.0
2016-06-24,0.0
2016-06-25,0.0
2016-06-26,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,0.0
2016-07-05,1.4965986394557822
2016-07-06,0.0
2016-07-07,1.6462585034013606
2016-07-08,1.6462585034013606
2016-07-09,7.333333333333333
2016-07-10,0.0
2016-07-11,1.4965986394557822
2016-07-12,2.9931972789115644
2016-07-13,3.142857142857143
2016-07-14,0.0
2016-07-15,1.6462585034013606
2016-07-16,1.7959183673469388
2016-07-17,1.7959183673469388
2016-07-18,2.9931972789115644
2016-07-19,0.0
2016-07-20,1.4965986394557822
2016-07-21,0.0
2016-07-22,3.142857142857143
2016-07-23,0.0
2016-07-24,0.0
2016-07-25,0.0
2016-07-26,0.0
2016-07-27,4.639455782312925
2016-07-28,1.4965986394557822
2016-07-29,0.0
2016-07-30,0.0
2016-07-31,0.0
2016-08-01,0.0
2016-08-02,6.136054421768708
2016-08-03,3.142857142857143
2016-08-04,10.92517006802721
2016-08-05,6.4353741496598635
2016-08-06,1.7959183673469388
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,0.0
2016-08-10,0.0
2016-08-11,0.0
2016-08-12,1.6462585034013606
2016-08-13,0.0
2016-08-14,0.0
2016-08-15,0.0
2016-08-16,1.4965986394557822
2016-08-17,0.0
2016-08-18,0.0
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,0.0
2016-08-22,0.0
2016-08-23,0.0
2016-08-24,0.0
2016-08-25,0.0
2016-08-26,0.0
2016-08-27,0.0
2016-08-28,0.0
2016-08-29,0.0
2016-08-30,1.4965986394557822
2016-08-31,0.0
2016-09-01,0.0
2016-09-02,1.4965986394557822
2016-09-03,1.7959183673469388
2016-09-04,1.7959183673469388
2016-09-05,0.0
2016-09-06,2.9931972789115644
2016-09-07,0.0
2016-09-08,1.4965986394557822
2016-09-09,0.0
2016-09-10,1.7959183673469388
2016-09-11,0.0
2016-09-12,1.4965986394557822
2016-09-13,0.0
2016-09-14,2.9931972789115644
2016-09-15,2.9931972789115644
2016-09-16,1.4965986394557822
2016-09-17,0.0
2016-09-18,0.0
2016-09-19,2.8435374149659864
2016-09-20,1.4965986394557822
2016-09-21,1.4965986394557822
2016-09-22,0.0
2016-09-23,1.4965986394557822
2016-09-24,0.0
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,0.0
2016-09-28,0.0
2016-09-29,0.0
2016-09-30,0.0
2016-10-01,1.0
2016-10-02,0.0
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,0.0
2016-10-06,0.0
2016-10-07,0.0
2016-10-08,0.8231292517006803
2016-10-09,0.0
2016-10-10,0.0
2016-10-11,0.0
2016-10-12,1.248299319727891
2016-10-13,1.9217687074829932
2016-10-14,0.7482993197278911
2016-10-15,0.0
2016-10-16,0.5
2016-10-17,0.5
2016-10-18,2.421768707482993
2016-10-19,0.5
2016-10-20,1.9217687074829932
2016-10-21,0.5
2016-10-22,0.0
2016-10-23,0.5
2016-10-24,0.5
2016-10-25,0.673469387755102
2016-10-26,1.0
2016-10-27,1.748299319727891
2016-10-28,0.0
2016-10-29,0.0
2016-10-30,0.5
2016-10-31,1.9965986394557822
2016-11-01,2.996598639455782
2016-11-02,3.0
2016-11-03,1.0
2016-11-04,0.0
2016-11-05,1.0
2016-11-06,0.0
2016-11-07,1.0
2016-11-08,1.0
2016-11-09,8.0
2016-11-10,3.0
2016-11-11,1.0
2016-11-12,3.0
2016-11-13,3.0
2016-11-14,51.0
2016-11-15,100.0
2016-11-16,6.0
2016-11-17,5.0
2016-11-18,5.0
2016-11-19,1.0
2016-11-20,1.0
2016-11-21,2.0
2016-11-22,2.0
2016-11-23,1.0
2016-11-24,1.0
2016-11-25,1.0
2016-11-26,3.0
2016-11-27,0.0
2016-11-28,1.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,1.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,1.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,1.0
2016-12-14,0.0
2016-12-15,1.0
2016-12-16,82.0
2016-12-17,36.0
2016-12-18,7.0
2016-12-19,4.0
2016-12-20,1.0
2016-12-21,0.0
2016-12-22,1.0
2016-12-23,1.0
2016-12-24,0.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,1.0
2016-12-29,4.0
2016-12-30,3.0
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,0.0
2017-01-03,1.0
2017-01-04,1.0
2017-01-05,0.0
2017-01-06,1.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,1.0
2017-01-10,1.0
2017-01-11,21.0
2017-01-12,7.0
2017-01-13,4.0
2017-01-14,7.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,2.0
2017-01-18,56.0
2017-01-19,24.0
2017-01-20,8.0
2017-01-21,5.0
2017-01-22,2.0
2017-01-23,3.0
2017-01-24,1.0
2017-01-25,0.0
2017-01-26,1.0
2017-01-27,1.0
2017-01-28,3.0
2017-01-29,3.0
2017-01-30,2.0
2017-01-31,2.0
2017-02-01,1.0
2017-02-02,1.0
2017-02-03,2.0
2017-02-04,1.0
2017-02-05,1.0
2017-02-06,0.0
2017-02-07,1.0
2017-02-08,0.0
2017-02-09,0.0
2017-02-10,0.0
2017-02-11,3.0
2017-02-12,0.0
2017-02-13,1.0
2017-02-14,1.0
2017-02-15,0.0
2017-02-16,2.0
2017-02-17,10.0
2017-02-18,2.0
2017-02-19,0.0
2017-02-20,0.0
2017-02-21,0.0
2017-02-22,1.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,3.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,0.0
2017-03-01,1.0199579831932772
2017-03-02,0.5199579831932772
2017-03-03,0.5
2017-03-04,0.5
2017-03-05,0.5
2017-03-06,0.0
2017-03-07,0.0
2017-03-08,0.0
2017-03-09,0.0
2017-03-10,0.5357142857142857
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,0.5
2017-03-14,0.5199579831932772
2017-03-15,0.0
2017-03-16,1.0199579831932772
2017-03-17,0.0
2017-03-18,1.0987394957983194
2017-03-19,0.5
2017-03-20,0.5199579831932772
2017-03-21,1.0199579831932772
2017-03-22,1.0
2017-03-23,2.07563025210084
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,1.0199579831932772
2017-03-28,0.5
2017-03-29,1.0357142857142856
2017-03-30,0.0
