date,hillary clinton hate
2016-10-31,11.54581673306773
2016-11-01,11.96812749003984
2016-11-02,15.0
2016-11-03,12.0
2016-11-04,14.0
2016-11-05,14.0
2016-11-06,18.0
2016-11-07,26.0
2016-11-08,57.0
2016-11-09,100.0
2016-11-10,46.0
2016-11-11,29.0
2016-11-12,22.0
2016-11-13,18.0
2016-11-14,14.0
2016-11-15,10.0
2016-11-16,8.0
2016-11-17,6.0
2016-11-18,4.0
2016-11-19,4.0
2016-11-20,4.0
2016-11-21,4.0
2016-11-22,2.0
2016-11-23,4.0
2016-11-24,4.0
2016-11-25,5.0
2016-11-26,2.0
2016-11-27,4.0
2016-11-28,2.0
2016-11-29,2.0
2016-11-30,2.0
2016-12-01,3.0
2016-12-02,3.0
2016-12-03,2.0
2016-12-04,2.0
2016-12-05,0.0
2016-12-06,3.0
2016-12-07,3.0
2016-12-08,3.0
2016-12-09,2.0
2016-12-10,2.0
2016-12-11,2.0
2016-12-12,3.0
2016-12-13,4.0
2016-12-14,2.0
2016-12-15,2.0
2016-12-16,3.0
2016-12-17,2.0
2016-12-18,2.0
2016-12-19,2.0
2016-12-20,3.0
2016-12-21,3.0
2016-12-22,2.0
2016-12-23,2.0
2016-12-24,2.0
2016-12-25,1.0
2016-12-26,3.0
2016-12-27,1.0
2016-12-28,2.0
2016-12-29,1.0
2016-12-30,0.0
2016-12-31,1.0
2017-01-01,1.0
2017-01-02,1.0
2017-01-03,2.0
2017-01-04,2.0
2017-01-05,2.0
2017-01-06,3.0
2017-01-07,7.0
2017-01-08,4.0
2017-01-09,0.0
2017-01-10,1.0
2017-01-11,4.0
2017-01-12,3.0
2017-01-13,2.0
2017-01-14,1.0
2017-01-15,2.0
2017-01-16,2.0
2017-01-17,1.0
2017-01-18,2.0
2017-01-19,1.0
2017-01-20,2.0
2017-01-21,12.0
2017-01-22,5.0
2017-01-23,2.0
2017-01-24,2.0
2017-01-25,0.0
2017-01-26,3.0
2017-01-27,1.0
2017-01-28,2.0
2017-01-29,4.0
2017-01-30,1.0
2017-01-31,0.0
2017-02-01,1.0
2017-02-02,2.0
2017-02-03,3.0
2017-02-04,2.0
2017-02-05,0.0
2017-02-06,2.0
2017-02-07,2.0
2017-02-08,1.0
2017-02-09,3.0
2017-02-10,1.0
2017-02-11,1.0
2017-02-12,1.0
2017-02-13,1.0
2017-02-14,2.0
2017-02-15,3.0
2017-02-16,2.0
2017-02-17,3.0
2017-02-18,4.0
2017-02-19,2.0
2017-02-20,0.0
2017-02-21,2.0
2017-02-22,2.0
2017-02-23,1.0
2017-02-24,1.0
2017-02-25,1.0
2017-02-26,1.0
2017-02-27,1.0
2017-02-28,2.0
2017-03-01,2.5381485249237032
2017-03-02,0.5
2017-03-03,0.5340793489318413
2017-03-04,1.674974567650051
2017-03-05,3.674974567650051
2017-03-06,0.0
2017-03-07,0.5
2017-03-08,1.0127161749745677
2017-03-09,0.5
2017-03-10,2.068158697863683
2017-03-11,0.0
2017-03-12,2.174974567650051
2017-03-13,0.5
2017-03-14,3.0167853509664293
2017-03-15,1.5127161749745677
2017-03-16,2.5254323499491353
2017-03-17,2.068158697863683
2017-03-18,1.0981688708036623
2017-03-19,1.674974567650051
2017-03-20,1.0
2017-03-21,3.273143438453713
2017-03-22,1.5254323499491353
2017-03-23,1.0127161749745677
2017-03-24,0.555442522889115
2017-03-25,1.0981688708036623
2017-03-26,1.5981688708036623
2017-03-27,1.2690742624618516
2017-03-28,1.0127161749745677
2017-03-29,1.0467955239064088
2017-03-30,0.5340793489318413
2017-03-31,0.5
2017-04-01,0.0
2017-04-02,1.1963377416073244
2017-04-03,0.0
2017-04-04,1.0254323499491353
2017-04-05,1.0254323499491353
2017-04-06,3.1617497456765005
2017-04-07,1.6236012207527974
2017-04-08,1.2390640895218719
2017-04-09,0.0
2017-04-10,1.0681586978636826
2017-04-11,2.136317395727365
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,1.1963377416073244
2017-04-15,1.9226856561546286
2017-04-16,1.281790437436419
2017-04-17,0.0
2017-04-18,1.538148524923703
2017-04-19,2.0935910478128177
2017-04-20,0.0
2017-04-21,1.11088504577823
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,1.0254323499491353
2017-04-25,1.538148524923703
2017-04-26,1.0254323499491353
2017-04-27,1.0254323499491353
2017-04-28,3.247202441505595
2017-04-29,1.2390640895218719
2017-04-30,0.0
2017-05-01,2.264496439471007
2017-05-02,1.0254323499491353
2017-05-03,2.0508646998982707
2017-05-04,2.0935910478128177
2017-05-05,1.0681586978636826
2017-05-06,2.4354018311291963
2017-05-07,2.4354018311291963
2017-05-08,1.0254323499491353
2017-05-09,1.538148524923703
2017-05-10,2.0935910478128177
2017-05-11,1.0254323499491353
2017-05-12,1.0681586978636826
2017-05-13,1.2390640895218719
2017-05-14,0.0
2017-05-15,3.119023397761953
2017-05-16,1.0254323499491353
2017-05-17,1.0254323499491353
2017-05-18,3.1617497456765005
2017-05-19,1.0681586978636826
2017-05-20,1.2390640895218719
2017-05-21,1.2390640895218719
2017-05-22,0.0
2017-05-23,1.0254323499491353
2017-05-24,1.0681586978636826
2017-05-25,0.0
2017-05-26,1.1536113936927772
2017-05-27,0.0
2017-05-28,2.5208545269582907
2017-05-29,1.11088504577823
2017-05-30,1.0681586978636826
2017-05-31,1.0681586978636826
2017-06-01,4.27263479145473
2017-06-02,1.11088504577823
2017-06-03,1.2390640895218719
