date,vote trump
2016-05-01,0.683974358974359
2016-05-02,0.683974358974359
2016-05-03,0.8705128205128205
2016-05-04,2.6115384615384616
2016-05-05,1.9275641025641026
2016-05-06,1.8032051282051282
2016-05-07,1.1192307692307693
2016-05-08,0.9326923076923077
2016-05-09,0.8705128205128205
2016-05-10,0.8083333333333333
2016-05-11,1.057051282051282
2016-05-12,0.6217948717948718
2016-05-13,0.8083333333333333
2016-05-14,0.5596153846153846
2016-05-15,0.6217948717948718
2016-05-16,0.683974358974359
2016-05-17,0.7461538461538462
2016-05-18,1.1192307692307693
2016-05-19,0.6217948717948718
2016-05-20,0.49743589743589745
2016-05-21,0.49743589743589745
2016-05-22,0.3730769230769231
2016-05-23,0.5596153846153846
2016-05-24,0.5596153846153846
2016-05-25,0.5596153846153846
2016-05-26,0.8705128205128205
2016-05-27,0.49743589743589745
2016-05-28,0.49743589743589745
2016-05-29,0.43525641025641026
2016-05-30,0.3108974358974359
2016-05-31,0.43525641025641026
2016-06-01,0.49743589743589745
2016-06-02,0.6217948717948718
2016-06-03,0.49743589743589745
2016-06-04,0.43525641025641026
2016-06-05,0.43525641025641026
2016-06-06,0.8083333333333333
2016-06-07,1.3057692307692308
2016-06-08,1.8653846153846154
2016-06-09,1.3057692307692308
2016-06-10,0.8705128205128205
2016-06-11,0.9326923076923077
2016-06-12,0.8705128205128205
2016-06-13,0.6217948717948718
2016-06-14,0.8705128205128205
2016-06-15,0.5596153846153846
2016-06-16,0.43525641025641026
2016-06-17,0.49743589743589745
2016-06-18,0.5596153846153846
2016-06-19,0.43525641025641026
2016-06-20,0.3108974358974359
2016-06-21,0.7461538461538462
2016-06-22,0.7461538461538462
2016-06-23,0.9326923076923077
2016-06-24,2.114102564102564
2016-06-25,1.1192307692307693
2016-06-26,0.8083333333333333
2016-06-27,0.6217948717948718
2016-06-28,0.43525641025641026
2016-06-29,0.43525641025641026
2016-06-30,0.5596153846153846
2016-07-01,0.3730769230769231
2016-07-02,0.43525641025641026
2016-07-03,0.43525641025641026
2016-07-04,0.3108974358974359
2016-07-05,0.5596153846153846
2016-07-06,0.3730769230769231
2016-07-07,0.49743589743589745
2016-07-08,0.49743589743589745
2016-07-09,0.24871794871794872
2016-07-10,0.3108974358974359
2016-07-11,0.3730769230769231
2016-07-12,0.6217948717948718
