date,donald trump event
2016-11-05,19.0
2016-11-06,66.0
2016-11-07,25.0
2016-11-08,20.0
2016-11-09,100.0
2016-11-10,42.0
2016-11-11,35.0
2016-11-12,39.0
2016-11-13,19.0
2016-11-14,12.0
2016-11-15,33.0
2016-11-16,4.0
2016-11-17,21.0
2016-11-18,22.0
2016-11-19,10.0
2016-11-20,5.0
2016-11-21,12.0
2016-11-22,8.0
2016-11-23,8.0
2016-11-24,4.0
2016-11-25,4.0
2016-11-26,5.0
2016-11-27,9.0
2016-11-28,4.0
2016-11-29,4.0
2016-11-30,12.0
2016-12-01,17.0
2016-12-02,21.0
2016-12-03,14.0
2016-12-04,5.0
2016-12-05,4.0
2016-12-06,8.0
2016-12-07,12.0
2016-12-08,13.0
2016-12-09,9.0
2016-12-10,0.0
2016-12-11,5.0
2016-12-12,8.0
2016-12-13,20.0
2016-12-14,4.0
2016-12-15,8.0
2016-12-16,0.0
2016-12-17,0.0
2016-12-18,0.0
2016-12-19,8.0
2016-12-20,0.0
2016-12-21,9.0
2016-12-22,0.0
2016-12-23,9.0
2016-12-24,26.0
2016-12-25,0.0
2016-12-26,5.0
2016-12-27,4.0
2016-12-28,4.0
2016-12-29,4.0
2016-12-30,0.0
2016-12-31,0.0
2017-01-01,16.0
2017-01-02,0.0
2017-01-03,0.0
2017-01-04,0.0
2017-01-05,17.0
2017-01-06,4.0
2017-01-07,9.0
2017-01-08,9.0
2017-01-09,8.0
2017-01-10,4.0
2017-01-11,20.0
2017-01-12,12.0
2017-01-13,8.0
2017-01-14,5.0
2017-01-15,14.0
2017-01-16,8.0
2017-01-17,16.0
2017-01-18,8.0
2017-01-19,16.0
2017-01-20,63.0
2017-01-21,23.0
2017-01-22,14.0
2017-01-23,20.0
2017-01-24,8.0
2017-01-25,24.0
2017-01-26,16.0
2017-01-27,21.0
2017-01-28,5.0
2017-01-29,0.0
2017-01-30,12.0
2017-01-31,36.0
2017-02-01,16.0
2017-02-02,0.0
2017-02-03,25.0
2017-02-04,19.0
2017-02-05,13.0
2017-02-06,0.0
2017-02-07,8.0
2017-02-08,4.0
2017-02-09,4.0
2017-02-10,21.0
2017-02-11,5.0
2017-02-12,5.0
2017-02-13,16.0
2017-02-14,12.0
2017-02-15,0.0
2017-02-16,8.0
2017-02-17,8.0
2017-02-18,9.0
2017-02-19,9.0
2017-02-20,4.0
2017-02-21,4.0
2017-02-22,4.0
2017-02-23,12.0
2017-02-24,25.0
2017-02-25,0.0
2017-02-26,9.0
2017-02-27,12.0
2017-02-28,0.0
2017-03-01,16.401382823871906
2017-03-02,6.401382823871907
2017-03-03,14.863173216885007
2017-03-04,11.536390101892286
2017-03-05,10.677583697234352
2017-03-06,6.326783114992722
2017-03-07,2.90938864628821
2017-03-08,3.491994177583697
2017-03-09,3.491994177583697
2017-03-10,7.05858806404658
2017-03-11,4.215793304221252
2017-03-12,2.536390101892285
2017-03-13,6.163391557496361
2017-03-14,17.236171761280932
2017-03-15,9.491994177583697
2017-03-16,11.893377001455605
2017-03-17,5.05858806404658
2017-03-18,0.0
2017-03-19,4.998180494905386
2017-03-20,2.237991266375546
2017-03-21,11.655385735080058
2017-03-22,8.326783114992722
2017-03-23,7.221979621542941
2017-03-24,5.133187772925764
2017-03-25,3.5061863173216885
2017-03-26,3.5061863173216885
2017-03-27,2.163391557496361
2017-03-28,3.491994177583697
2017-03-29,2.9839883551673947
2017-03-30,5.804585152838428
2017-03-31,0.0
2017-04-01,4.215793304221252
2017-04-02,3.4315866084425037
2017-04-03,0.0
2017-04-04,2.9839883551673947
2017-04-05,4.475982532751092
2017-04-06,4.475982532751092
2017-04-07,4.625181950509462
2017-04-08,5.221979621542941
2017-04-09,7.1615720524017465
2017-04-10,4.625181950509462
2017-04-11,2.9839883551673947
2017-04-12,3.1331877729257642
2017-04-13,6.2663755458515285
2017-04-14,3.4315866084425037
2017-04-15,3.5807860262008733
2017-04-16,3.7299854439592433
2017-04-17,4.774381368267831
2017-04-18,2.9839883551673947
2017-04-19,5.967976710334789
2017-04-20,0.0
2017-04-21,7.758369723435226
2017-04-22,3.4315866084425037
2017-04-23,0.0
2017-04-24,5.967976710334789
2017-04-25,7.4599708879184865
2017-04-26,5.81877729257642
2017-04-27,5.967976710334789
2017-04-28,4.625181950509462
2017-04-29,8.802765647743813
2017-04-30,7.1615720524017465
2017-05-01,3.282387190684134
2017-05-02,11.78675400291121
2017-05-03,2.9839883551673947
2017-05-04,14.919941775836973
2017-05-05,12.234352256186318
2017-05-06,0.0
2017-05-07,5.221979621542941
2017-05-08,5.967976710334789
2017-05-09,5.967976710334789
2017-05-10,7.4599708879184865
2017-05-11,4.475982532751092
2017-05-12,6.2663755458515285
2017-05-13,3.5807860262008733
2017-05-14,5.37117903930131
2017-05-15,2.9839883551673947
2017-05-16,8.951965065502185
2017-05-17,11.935953420669579
2017-05-18,2.9839883551673947
2017-05-19,6.117176128093159
2017-05-20,3.5807860262008733
2017-05-21,7.012372634643377
2017-05-22,2.9839883551673947
2017-05-23,2.9839883551673947
2017-05-24,7.609170305676856
2017-05-25,9.399563318777293
2017-05-26,3.282387190684134
2017-05-27,3.7299854439592433
2017-05-28,3.5807860262008733
2017-05-29,3.1331877729257642
2017-05-30,2.9839883551673947
2017-05-31,4.625181950509462
2017-06-01,4.625181950509462
2017-06-02,6.2663755458515285
2017-06-03,7.1615720524017465
