date,hillary travel
2016-12-06,4.793478260869565
2016-12-07,3.1956521739130435
2016-12-08,0.0
2016-12-09,10.38586956521739
2016-12-10,3.994565217391304
2016-12-11,0.0
2016-12-12,4.793478260869565
2016-12-13,3.1956521739130435
2016-12-14,6.391304347826087
2016-12-15,3.1956521739130435
2016-12-16,10.38586956521739
2016-12-17,7.989130434782608
2016-12-18,7.190217391304348
2016-12-19,4.793478260869565
2016-12-20,3.1956521739130435
2016-12-21,7.190217391304348
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,0.0
2016-12-25,3.994565217391304
2016-12-26,0.0
2016-12-27,3.1956521739130435
2016-12-28,7.190217391304348
2016-12-29,5.592391304347826
2016-12-30,3.994565217391304
2016-12-31,0.0
2017-01-01,0.0
2017-01-02,3.1956521739130435
2017-01-03,0.0
2017-01-04,3.1956521739130435
2017-01-05,4.793478260869565
2017-01-06,6.391304347826087
2017-01-07,7.190217391304348
2017-01-08,3.994565217391304
2017-01-09,4.793478260869565
2017-01-10,3.1956521739130435
2017-01-11,3.1956521739130435
2017-01-12,4.793478260869565
2017-01-13,3.1956521739130435
2017-01-14,3.994565217391304
2017-01-15,5.592391304347826
2017-01-16,0.0
2017-01-17,3.1956521739130435
2017-01-18,3.1956521739130435
2017-01-19,3.1956521739130435
2017-01-20,7.989130434782608
2017-01-21,15.978260869565217
2017-01-22,7.190217391304348
2017-01-23,6.391304347826087
2017-01-24,0.0
2017-01-25,0.0
2017-01-26,6.391304347826087
2017-01-27,3.1956521739130435
2017-01-28,7.190217391304348
2017-01-29,14.380434782608695
2017-01-30,12.782608695652174
2017-01-31,12.782608695652174
2017-02-01,3.1956521739130435
2017-02-02,9.58695652173913
2017-02-03,12.782608695652174
2017-02-04,8.78804347826087
2017-02-05,3.1956521739130435
2017-02-06,7.989130434782608
2017-02-07,4.793478260869565
2017-02-08,13.581521739130435
2017-02-09,7.989130434782608
2017-02-10,15.978260869565217
2017-02-11,8.78804347826087
2017-02-12,3.1956521739130435
2017-02-13,6.391304347826087
2017-02-14,3.1956521739130435
2017-02-15,4.793478260869565
2017-02-16,4.793478260869565
2017-02-17,6.391304347826087
2017-02-18,0.0
2017-02-19,3.994565217391304
2017-02-20,6.391304347826087
2017-02-21,3.1956521739130435
2017-02-22,6.391304347826087
2017-02-23,0.0
2017-02-24,3.1956521739130435
2017-02-25,3.994565217391304
2017-02-26,3.994565217391304
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,4.896739130434783
2017-03-02,3.0978260869565215
2017-03-03,6.695652173913043
2017-03-04,9.192934782608695
2017-03-05,4.5978260869565215
2017-03-06,0.0
2017-03-07,5.494565217391305
2017-03-08,6.293478260869565
2017-03-09,6.695652173913043
2017-03-10,4.0978260869565215
2017-03-11,3.5978260869565215
2017-03-12,7.5978260869565215
2017-03-13,9.793478260869566
2017-03-14,3.0978260869565215
2017-03-15,0.0
2017-03-16,4.896739130434783
2017-03-17,5.0978260869565215
2017-03-18,5.796195652173913
2017-03-19,6.595108695652174
2017-03-20,1.5978260869565217
2017-03-21,3.0978260869565215
2017-03-22,6.5978260869565215
2017-03-23,0.0
2017-03-24,4.396739130434783
2017-03-25,3.9972826086956523
2017-03-26,5.997282608695652
2017-03-27,3.0978260869565215
2017-03-28,3.0978260869565215
2017-03-29,1.5978260869565217
2017-03-30,5.195652173913043
2017-03-31,4.793478260869565
2017-04-01,5.997282608695652
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,4.0
2017-04-05,3.0
2017-04-06,4.0
2017-04-07,7.0
2017-04-08,8.0
2017-04-09,6.0
2017-04-10,0.0
2017-04-11,4.0
2017-04-12,4.0
2017-04-13,0.0
2017-04-14,0.0
2017-04-15,4.0
2017-04-16,9.0
2017-04-17,0.0
2017-04-18,3.0
2017-04-19,3.0
2017-04-20,0.0
2017-04-21,7.0
2017-04-22,0.0
2017-04-23,4.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,3.0
2017-04-27,0.0
2017-04-28,4.0
2017-04-29,0.0
2017-04-30,4.0
2017-05-01,0.0
2017-05-02,4.0
2017-05-03,7.0
2017-05-04,0.0
2017-05-05,4.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,7.0
2017-05-10,7.0
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,4.0
2017-05-15,25.0
2017-05-16,100.0
2017-05-17,4.0
2017-05-18,4.0
2017-05-19,4.0
2017-05-20,8.0
2017-05-21,8.0
2017-05-22,7.0
2017-05-23,7.0
2017-05-24,0.0
2017-05-25,4.0
2017-05-26,8.0
2017-05-27,4.0
2017-05-28,4.0
2017-05-29,4.0
2017-05-30,4.0
2017-05-31,4.0
2017-06-01,4.0
2017-06-02,24.0
2017-06-03,0.0
