date,obama emails
2016-05-01,0.9297052154195011
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,1.8594104308390023
2016-05-05,1.8594104308390023
2016-05-06,0.0
2016-05-07,0.9297052154195011
2016-05-08,0.0
2016-05-09,0.0
2016-05-10,0.9297052154195011
2016-05-11,1.8594104308390023
2016-05-12,0.0
2016-05-13,0.9297052154195011
2016-05-14,0.0
2016-05-15,0.9297052154195011
2016-05-16,0.0
2016-05-17,0.9297052154195011
2016-05-18,0.9297052154195011
2016-05-19,1.8594104308390023
2016-05-20,0.0
2016-05-21,0.9297052154195011
2016-05-22,0.0
2016-05-23,0.9297052154195011
2016-05-24,0.0
2016-05-25,2.7891156462585034
2016-05-26,2.7891156462585034
2016-05-27,0.9297052154195011
2016-05-28,0.9297052154195011
2016-05-29,1.8594104308390023
2016-05-30,0.0
2016-05-31,0.9297052154195011
2016-06-01,1.8594104308390023
2016-06-02,2.7891156462585034
2016-06-03,0.0
2016-06-04,0.0
2016-06-05,0.0
2016-06-06,3.7188208616780045
2016-06-07,1.8594104308390023
2016-06-08,3.7188208616780045
2016-06-09,4.648526077097506
2016-06-10,3.7188208616780045
2016-06-11,3.7188208616780045
2016-06-12,3.7188208616780045
2016-06-13,2.7891156462585034
2016-06-14,4.648526077097506
2016-06-15,8.36734693877551
2016-06-16,4.648526077097506
2016-06-17,4.648526077097506
2016-06-18,3.7188208616780045
2016-06-19,4.648526077097506
2016-06-20,5.578231292517007
2016-06-21,2.7891156462585034
2016-06-22,0.9297052154195011
2016-06-23,0.0
2016-06-24,2.7891156462585034
2016-06-25,0.0
2016-06-26,3.7188208616780045
2016-06-27,0.0
2016-06-28,0.9297052154195011
2016-06-29,1.8594104308390023
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,0.0
2016-07-03,0.0
2016-07-04,2.7891156462585034
2016-07-05,4.648526077097506
2016-07-06,5.578231292517007
2016-07-07,0.9297052154195011
2016-07-08,2.7891156462585034
2016-07-09,0.9297052154195011
2016-07-10,0.9297052154195011
2016-07-11,2.7891156462585034
2016-07-12,3.7188208616780045
2016-07-13,4.648526077097506
2016-07-14,1.8594104308390023
2016-07-15,1.8594104308390023
2016-07-16,0.9297052154195011
2016-07-17,1.8594104308390023
2016-07-18,0.0
2016-07-19,2.7891156462585034
2016-07-20,4.648526077097506
2016-07-21,0.9297052154195011
2016-07-22,0.9297052154195011
