date,barack obama hand
2016-05-01,0.0
2016-05-02,17.61187214611872
2016-05-03,0.0
2016-05-04,17.004566210045663
2016-05-05,17.61187214611872
2016-05-06,0.0
2016-05-07,20.04109589041096
2016-05-08,0.0
2016-05-09,17.004566210045663
2016-05-10,0.0
2016-05-11,17.004566210045663
2016-05-12,0.0
2016-05-13,17.61187214611872
2016-05-14,0.0
2016-05-15,0.0
2016-05-16,17.004566210045663
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,17.61187214611872
2016-05-21,20.04109589041096
2016-05-22,0.0
2016-05-23,16.397260273972602
2016-05-24,17.004566210045663
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-28,0.0
2016-05-29,0.0
2016-05-30,0.0
2016-05-31,17.004566210045663
2016-06-01,34.009132420091326
2016-06-02,0.0
2016-06-03,17.61187214611872
2016-06-04,0.0
2016-06-05,20.04109589041096
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,34.009132420091326
2016-06-09,0.0
2016-06-10,0.0
2016-06-11,0.0
2016-06-12,19.4337899543379
2016-06-13,17.004566210045663
2016-06-14,0.0
2016-06-15,17.004566210045663
2016-06-16,17.004566210045663
2016-06-17,0.0
2016-06-18,60.73059360730594
2016-06-19,20.04109589041096
2016-06-20,0.0
2016-06-21,0.0
2016-06-22,0.0
2016-06-23,17.61187214611872
2016-06-24,0.0
2016-06-25,20.04109589041096
2016-06-26,40.08219178082192
2016-06-27,0.0
2016-06-28,17.004566210045663
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-02,41.29680365296804
2016-07-03,20.64840182648402
2016-07-04,0.0
2016-07-05,17.61187214611872
2016-07-06,0.0
2016-07-07,18.21917808219178
2016-07-08,0.0
2016-07-09,0.0
2016-07-10,0.0
2016-07-11,17.004566210045663
2016-07-12,17.004566210045663
2016-07-13,0.0
2016-07-14,0.0
2016-07-15,0.0
2016-07-16,0.0
2016-07-17,20.64840182648402
2016-07-18,17.004566210045663
2016-07-19,17.61187214611872
2016-07-20,17.61187214611872
2016-07-21,17.61187214611872
2016-07-22,26.72146118721461
2016-07-23,0.0
2016-07-24,20.64840182648402
2016-07-25,0.0
2016-07-26,17.004566210045663
2016-07-27,26.114155251141554
2016-07-28,0.0
2016-07-29,18.21917808219178
2016-07-30,20.64840182648402
2016-07-31,20.64840182648402
2016-08-01,0.0
2016-08-02,17.61187214611872
2016-08-03,0.0
2016-08-04,26.114155251141554
2016-08-05,18.21917808219178
2016-08-06,20.64840182648402
2016-08-07,0.0
2016-08-08,0.0
2016-08-09,17.004566210045663
2016-08-10,0.0
2016-08-11,17.61187214611872
2016-08-12,35.8310502283105
2016-08-13,40.68949771689498
2016-08-14,20.64840182648402
2016-08-15,0.0
2016-08-16,0.0
2016-08-17,0.0
2016-08-18,17.61187214611872
2016-08-19,0.0
2016-08-20,0.0
2016-08-21,20.04109589041096
2016-08-22,0.0
2016-08-23,34.61643835616439
2016-08-24,0.0
2016-08-25,17.61187214611872
2016-08-26,0.0
2016-08-27,20.04109589041096
2016-08-28,39.47488584474886
2016-08-29,0.0
2016-08-30,0.0
2016-08-31,16.397260273972602
2016-09-01,0.0
2016-09-02,0.0
2016-09-03,0.0
2016-09-04,0.0
2016-09-05,0.0
2016-09-06,16.397260273972602
2016-09-07,33.401826484018265
2016-09-08,17.004566210045663
2016-09-09,51.013698630136986
2016-09-10,0.0
2016-09-11,0.0
2016-09-12,17.004566210045663
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,17.61187214611872
2016-09-17,0.0
2016-09-18,38.26027397260274
2016-09-19,0.0
2016-09-20,16.397260273972602
2016-09-21,0.0
2016-09-22,16.397260273972602
2016-09-23,0.0
2016-09-24,19.4337899543379
2016-09-25,0.0
2016-09-26,0.0
2016-09-27,16.397260273972602
2016-09-28,16.397260273972602
2016-09-29,24.899543378995435
2016-09-30,0.0
2016-10-01,0.0
2016-10-02,9.5
2016-10-03,0.0
2016-10-04,0.0
2016-10-05,16.093607305936075
2016-10-06,16.698630136986303
2016-10-07,0.0
2016-10-08,19.71689497716895
2016-10-09,28.913242009132418
2016-10-10,37.0958904109589
2016-10-11,0.0
2016-10-12,16.698630136986303
2016-10-13,20.646118721461185
2016-10-14,8.5
2016-10-15,37.91324200913242
2016-10-16,18.60958904109589
2016-10-17,28.646118721461185
2016-10-18,15.894977168949772
2016-10-19,8.0
2016-10-20,24.593607305936075
2016-10-21,0.0
2016-10-22,0.0
2016-10-23,9.5
2016-10-24,7.894977168949772
2016-10-25,7.894977168949772
2016-10-26,31.789954337899545
2016-10-27,8.198630136986301
2016-10-28,8.502283105022832
2016-10-29,9.5
2016-10-30,0.0
2016-10-31,0.0
2016-11-01,8.198630136986301
2016-11-02,25.0
2016-11-03,16.0
2016-11-04,17.0
2016-11-05,0.0
2016-11-06,0.0
2016-11-07,0.0
2016-11-08,32.0
2016-11-09,30.0
2016-11-10,49.0
2016-11-11,34.0
2016-11-12,38.0
2016-11-13,55.0
2016-11-14,24.0
2016-11-15,32.0
2016-11-16,16.0
2016-11-17,25.0
2016-11-18,0.0
2016-11-19,19.0
2016-11-20,0.0
2016-11-21,16.0
2016-11-22,16.0
2016-11-23,16.0
2016-11-24,0.0
2016-11-25,0.0
2016-11-26,0.0
2016-11-27,0.0
2016-11-28,0.0
2016-11-29,0.0
2016-11-30,0.0
2016-12-01,0.0
2016-12-02,0.0
2016-12-03,0.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,0.0
2016-12-08,17.0
2016-12-09,0.0
2016-12-10,0.0
2016-12-11,0.0
2016-12-12,0.0
2016-12-13,16.0
2016-12-14,0.0
2016-12-15,0.0
2016-12-16,17.0
2016-12-17,19.0
2016-12-18,0.0
2016-12-19,16.0
2016-12-20,33.0
2016-12-21,17.0
2016-12-22,0.0
2016-12-23,0.0
2016-12-24,21.0
2016-12-25,0.0
2016-12-26,0.0
2016-12-27,0.0
2016-12-28,17.0
2016-12-29,17.0
2016-12-30,0.0
2016-12-31,20.0
2017-01-01,20.0
2017-01-02,17.0
2017-01-03,32.0
2017-01-04,0.0
2017-01-05,0.0
2017-01-06,0.0
2017-01-07,0.0
2017-01-08,0.0
2017-01-09,16.0
2017-01-10,0.0
2017-01-11,93.0
2017-01-12,32.0
2017-01-13,32.0
2017-01-14,0.0
2017-01-15,0.0
2017-01-16,16.0
2017-01-17,16.0
2017-01-18,16.0
2017-01-19,16.0
2017-01-20,80.0
2017-01-21,100.0
2017-01-22,63.0
2017-01-23,69.0
2017-01-24,31.0
2017-01-25,16.0
2017-01-26,31.0
2017-01-27,0.0
2017-01-28,18.0
2017-01-29,45.0
2017-01-30,16.0
2017-01-31,0.0
2017-02-01,15.0
2017-02-02,15.0
2017-02-03,16.0
2017-02-04,18.0
2017-02-05,17.0
2017-02-06,15.0
2017-02-07,46.0
2017-02-08,31.0
2017-02-09,23.0
2017-02-10,32.0
2017-02-11,0.0
2017-02-12,35.0
2017-02-13,15.0
2017-02-14,16.0
2017-02-15,16.0
2017-02-16,16.0
2017-02-17,16.0
2017-02-18,0.0
2017-02-19,18.0
2017-02-20,16.0
2017-02-21,15.0
2017-02-22,15.0
2017-02-23,16.0
2017-02-24,16.0
2017-02-25,0.0
2017-02-26,36.0
2017-02-27,0.0
2017-02-28,0.0
2017-03-01,20.204318936877076
2017-03-02,7.5
2017-03-03,9.13953488372093
2017-03-04,19.227574750830563
2017-03-05,0.0
2017-03-06,7.5
2017-03-07,16.204318936877076
2017-03-08,8.704318936877076
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,19.227574750830563
2017-03-12,10.00996677740864
2017-03-13,7.5
2017-03-14,0.0
2017-03-15,7.5
2017-03-16,7.5
2017-03-17,17.13953488372093
2017-03-18,9.0
2017-03-19,10.00996677740864
2017-03-20,7.5
2017-03-21,0.0
2017-03-22,16.204318936877076
2017-03-23,8.921926910299003
2017-03-24,0.0
2017-03-25,0.0
2017-03-26,0.0
2017-03-27,0.0
2017-03-28,0.0
2017-03-29,16.421926910299003
2017-03-30,17.13953488372093
2017-03-31,0.0
2017-04-01,19.44518272425249
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,0.0
2017-04-05,17.843853820598007
2017-04-06,0.0
2017-04-07,0.0
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,0.0
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,0.0
2017-04-14,20.890365448504983
2017-04-15,43.521594684385384
2017-04-16,0.0
2017-04-17,0.0
2017-04-18,17.843853820598007
2017-04-19,17.843853820598007
2017-04-20,0.0
2017-04-21,28.2890365448505
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,17.843853820598007
2017-04-26,0.0
2017-04-27,0.0
2017-04-28,0.0
2017-04-29,21.325581395348838
2017-04-30,21.325581395348838
2017-05-01,0.0
2017-05-02,35.25249169435216
2017-05-03,17.843853820598007
2017-05-04,0.0
2017-05-05,18.27906976744186
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,17.843853820598007
2017-05-11,18.27906976744186
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,26.548172757475083
2017-05-17,17.843853820598007
2017-05-18,17.843853820598007
2017-05-19,36.993355481727576
2017-05-20,0.0
2017-05-21,0.0
2017-05-22,17.843853820598007
2017-05-23,0.0
2017-05-24,18.27906976744186
2017-05-25,18.714285714285715
2017-05-26,19.584717607973424
2017-05-27,21.760797342192692
2017-05-28,0.0
2017-05-29,19.14950166112957
2017-05-30,18.27906976744186
2017-05-31,0.0
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,21.325581395348838
