date,obama weak
2017-03-12,0.0
2017-03-13,0.017529215358931552
2017-03-14,0.035058430717863104
2017-03-15,0.017529215358931552
2017-03-16,0.0
2017-03-17,0.018363939899833055
2017-03-18,0.02003338898163606
2017-03-19,0.02003338898163606
2017-03-20,0.017529215358931552
2017-03-21,0.0
2017-03-22,0.0
2017-03-23,0.0
2017-03-24,0.037562604340567615
2017-03-25,0.020868113522537562
2017-03-26,0.020868113522537562
2017-03-27,0.017529215358931552
2017-03-28,0.017529215358931552
2017-03-29,0.018363939899833055
2017-03-30,0.018363939899833055
2017-03-31,0.037562604340567615
2017-04-01,0.0
2017-04-02,0.0
2017-04-03,0.03672787979966611
2017-04-04,0.0
2017-04-05,0.07345575959933222
2017-04-06,0.03672787979966611
2017-04-07,0.15191986644407346
2017-04-08,0.0
2017-04-09,0.08681135225375626
2017-04-10,0.0
2017-04-11,0.11018363939899833
2017-04-12,0.0
2017-04-13,0.038397328881469114
2017-04-14,0.1669449081803005
2017-04-15,0.045075125208681135
2017-04-16,0.04340567612687813
2017-04-17,0.038397328881469114
2017-04-18,0.0
2017-04-19,0.0
2017-04-20,0.03672787979966611
2017-04-21,0.038397328881469114
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,0.07178631051752922
2017-04-25,0.0
2017-04-26,0.035058430717863104
2017-04-27,0.03672787979966611
2017-04-28,0.07512520868113523
2017-04-29,0.041736227045075125
2017-04-30,0.0
2017-05-01,0.0
2017-05-02,0.03672787979966611
2017-05-03,0.0
2017-05-04,0.035058430717863104
2017-05-05,0.038397328881469114
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.03672787979966611
2017-05-09,0.03672787979966611
2017-05-10,0.03672787979966611
2017-05-11,0.0
2017-05-12,0.0
2017-05-13,0.0
2017-05-14,0.041736227045075125
2017-05-15,0.03672787979966611
2017-05-16,0.03672787979966611
2017-05-17,0.03672787979966611
2017-05-18,0.0
2017-05-19,0.03672787979966611
2017-05-20,0.0
2017-05-21,0.04340567612687813
2017-05-22,0.05342237061769616
2017-05-23,0.03672787979966611
2017-05-24,0.0
2017-05-25,0.038397328881469114
2017-05-26,0.04006677796327212
2017-05-27,0.045075125208681135
2017-05-28,0.0
2017-05-29,0.038397328881469114
2017-05-30,0.0
2017-05-31,0.03672787979966611
2017-06-01,0.0
2017-06-02,0.0
2017-06-03,0.04340567612687813
