date,obama idiot
2016-11-23,0.0
2016-11-24,14.0
2016-11-25,0.0
2016-11-26,24.0
2016-11-27,15.0
2016-11-28,13.0
2016-11-29,0.0
2016-11-30,14.0
2016-12-01,41.0
2016-12-02,14.0
2016-12-03,16.0
2016-12-04,16.0
2016-12-05,14.0
2016-12-06,0.0
2016-12-07,14.0
2016-12-08,14.0
2016-12-09,22.0
2016-12-10,0.0
2016-12-11,16.0
2016-12-12,14.0
2016-12-13,0.0
2016-12-14,14.0
2016-12-15,28.0
2016-12-16,29.0
2016-12-17,41.0
2016-12-18,16.0
2016-12-19,28.0
2016-12-20,28.0
2016-12-21,0.0
2016-12-22,15.0
2016-12-23,0.0
2016-12-24,35.0
2016-12-25,0.0
2016-12-26,31.0
2016-12-27,29.0
2016-12-28,15.0
2016-12-29,51.0
2016-12-30,61.0
2016-12-31,17.0
2017-01-01,17.0
2017-01-02,14.0
2017-01-03,27.0
2017-01-04,13.0
2017-01-05,14.0
2017-01-06,21.0
2017-01-07,38.0
2017-01-08,0.0
2017-01-09,26.0
2017-01-10,20.0
2017-01-11,100.0
2017-01-12,33.0
2017-01-13,14.0
2017-01-14,31.0
2017-01-15,23.0
2017-01-16,26.0
2017-01-17,26.0
2017-01-18,66.0
2017-01-19,33.0
2017-01-20,54.0
2017-01-21,92.0
2017-01-22,15.0
2017-01-23,20.0
2017-01-24,33.0
2017-01-25,20.0
2017-01-26,27.0
2017-01-27,14.0
2017-01-28,16.0
2017-01-29,31.0
2017-01-30,13.0
2017-01-31,46.0
2017-02-01,13.0
2017-02-02,26.0
2017-02-03,41.0
2017-02-04,15.0
2017-02-05,29.0
2017-02-06,13.0
2017-02-07,13.0
2017-02-08,13.0
2017-02-09,13.0
2017-02-10,14.0
2017-02-11,31.0
2017-02-12,15.0
2017-02-13,13.0
2017-02-14,13.0
2017-02-15,13.0
2017-02-16,13.0
2017-02-17,27.0
2017-02-18,15.0
2017-02-19,31.0
2017-02-20,13.0
2017-02-21,13.0
2017-02-22,13.0
2017-02-23,0.0
2017-02-24,21.0
2017-02-25,31.0
2017-02-26,0.0
2017-02-27,13.0
2017-02-28,0.0
2017-03-01,12.435790725326992
2017-03-02,0.0
2017-03-03,19.68311533888228
2017-03-04,7.5
2017-03-05,24.355529131985733
2017-03-06,24.060047562425684
2017-03-07,12.1884661117717
2017-03-08,24.62425683709869
2017-03-09,24.871581450653984
2017-03-10,0.0
2017-03-11,14.425089179548156
2017-03-12,7.5
2017-03-13,12.435790725326992
2017-03-14,0.0
2017-03-15,12.435790725326992
2017-03-16,12.435790725326992
2017-03-17,19.366230677764566
2017-03-18,0.0
2017-03-19,13.355529131985731
2017-03-20,12.435790725326992
2017-03-21,0.0
2017-03-22,12.435790725326992
2017-03-23,12.435790725326992
2017-03-24,13.183115338882283
2017-03-25,14.425089179548156
2017-03-26,17.887633769322235
2017-03-27,12.435790725326992
2017-03-28,12.435790725326992
2017-03-29,12.435790725326992
2017-03-30,19.68311533888228
2017-03-31,13.183115338882283
2017-04-01,21.35017835909631
2017-04-02,0.0
2017-04-03,0.0
2017-04-04,11.871581450653983
2017-04-05,11.871581450653983
2017-04-06,18.30202140309156
2017-04-07,12.366230677764566
2017-04-08,0.0
2017-04-09,0.0
2017-04-10,12.366230677764566
2017-04-11,0.0
2017-04-12,12.366230677764566
2017-04-13,12.860879904875148
2017-04-14,13.850178359096313
2017-04-15,0.0
2017-04-16,14.344827586206897
2017-04-17,0.0
2017-04-18,0.0
2017-04-19,11.871581450653983
2017-04-20,11.871581450653983
2017-04-21,0.0
2017-04-22,28.19500594530321
2017-04-23,0.0
2017-04-24,0.0
2017-04-25,0.0
2017-04-26,0.0
2017-04-27,11.871581450653983
2017-04-28,49.464922711058264
2017-04-29,0.0
2017-04-30,14.344827586206897
2017-05-01,12.860879904875148
2017-05-02,11.871581450653983
2017-05-03,0.0
2017-05-04,11.871581450653983
2017-05-05,24.732461355529132
2017-05-06,0.0
2017-05-07,13.850178359096313
2017-05-08,11.871581450653983
2017-05-09,11.871581450653983
2017-05-10,11.871581450653983
2017-05-11,11.871581450653983
2017-05-12,12.366230677764566
2017-05-13,0.0
2017-05-14,0.0
2017-05-15,0.0
2017-05-16,17.807372175980973
2017-05-17,23.743162901307965
2017-05-18,11.871581450653983
2017-05-19,0.0
2017-05-20,0.0
2017-05-21,28.19500594530321
2017-05-22,0.0
2017-05-23,0.0
2017-05-24,0.0
2017-05-25,0.0
2017-05-26,26.216409036860878
2017-05-27,14.839476813317479
2017-05-28,0.0
2017-05-29,0.0
2017-05-30,11.871581450653983
2017-05-31,12.366230677764566
2017-06-01,12.366230677764566
2017-06-02,19.291319857312722
2017-06-03,14.344827586206897
