date,donald trump emails
2016-05-01,2.0664893617021276
2016-05-02,1.377659574468085
2016-05-03,1.377659574468085
2016-05-04,2.75531914893617
2016-05-05,4.132978723404255
2016-05-06,0.0
2016-05-07,3.4441489361702127
2016-05-08,2.0664893617021276
2016-05-09,4.132978723404255
2016-05-10,1.377659574468085
2016-05-11,1.377659574468085
2016-05-12,4.821808510638298
2016-05-13,2.0664893617021276
2016-05-14,2.75531914893617
2016-05-15,2.0664893617021276
2016-05-16,2.0664893617021276
2016-05-17,1.377659574468085
2016-05-18,3.4441489361702127
2016-05-19,0.0
2016-05-20,6.199468085106383
2016-05-21,0.0
2016-05-22,0.0
2016-05-23,2.0664893617021276
2016-05-24,2.0664893617021276
2016-05-25,6.888297872340425
2016-05-26,8.954787234042552
2016-05-27,4.132978723404255
2016-05-28,2.0664893617021276
2016-05-29,2.0664893617021276
2016-05-30,1.377659574468085
2016-05-31,1.377659574468085
2016-06-01,4.132978723404255
2016-06-02,4.821808510638298
2016-06-03,4.132978723404255
2016-06-04,2.0664893617021276
2016-06-05,3.4441489361702127
2016-06-06,0.0
2016-06-07,4.821808510638298
2016-06-08,1.377659574468085
2016-06-09,5.51063829787234
2016-06-10,13.087765957446809
2016-06-11,5.51063829787234
2016-06-12,5.51063829787234
2016-06-13,3.4441489361702127
2016-06-14,4.821808510638298
2016-06-15,4.821808510638298
2016-06-16,5.51063829787234
2016-06-17,3.4441489361702127
2016-06-18,5.51063829787234
2016-06-19,2.75531914893617
2016-06-20,2.75531914893617
2016-06-21,4.132978723404255
2016-06-22,1.377659574468085
2016-06-23,4.821808510638298
2016-06-24,4.821808510638298
2016-06-25,2.0664893617021276
2016-06-26,6.888297872340425
2016-06-27,1.377659574468085
2016-06-28,2.75531914893617
2016-06-29,2.75531914893617
2016-06-30,3.4441489361702127
2016-07-01,2.75531914893617
2016-07-02,2.75531914893617
2016-07-03,2.75531914893617
2016-07-04,4.132978723404255
2016-07-05,10.332446808510639
2016-07-06,11.710106382978722
2016-07-07,8.26595744680851
2016-07-08,8.26595744680851
2016-07-09,3.4441489361702127
2016-07-10,2.75531914893617
2016-07-11,1.377659574468085
2016-07-12,12.398936170212766
2016-07-13,2.0664893617021276
2016-07-14,6.199468085106383
2016-07-15,1.377659574468085
2016-07-16,2.0664893617021276
2016-07-17,2.0664893617021276
2016-07-18,4.821808510638298
2016-07-19,3.4441489361702127
2016-07-20,4.821808510638298
2016-07-21,8.26595744680851
2016-07-22,9.643617021276595
2016-07-23,13.77659574468085
2016-07-24,19.28723404255319
2016-07-25,24.79787234042553
2016-07-26,17.220744680851062
2016-07-27,63.37234042553192
2016-07-28,63.37234042553192
2016-07-29,24.79787234042553
2016-07-30,11.710106382978722
2016-07-31,13.77659574468085
2016-08-01,5.51063829787234
2016-08-02,11.02127659574468
2016-08-03,6.888297872340425
2016-08-04,4.132978723404255
2016-08-05,4.821808510638298
2016-08-06,5.51063829787234
2016-08-07,4.821808510638298
2016-08-08,2.75531914893617
2016-08-09,5.51063829787234
2016-08-10,11.02127659574468
2016-08-11,4.821808510638298
2016-08-12,8.26595744680851
2016-08-13,3.4441489361702127
2016-08-14,7.577127659574468
2016-08-15,4.132978723404255
2016-08-16,6.888297872340425
2016-08-17,5.51063829787234
2016-08-18,4.821808510638298
2016-08-19,2.0664893617021276
2016-08-20,2.0664893617021276
2016-08-21,2.0664893617021276
2016-08-22,6.199468085106383
2016-08-23,10.332446808510639
2016-08-24,7.577127659574468
2016-08-25,4.132978723404255
2016-08-26,5.51063829787234
2016-08-27,4.821808510638298
2016-08-28,10.332446808510639
2016-08-29,6.199468085106383
2016-08-30,2.75531914893617
2016-08-31,7.577127659574468
2016-09-01,7.577127659574468
2016-09-02,7.577127659574468
2016-09-03,6.888297872340425
2016-09-04,3.4441489361702127
2016-09-05,5.51063829787234
2016-09-06,3.4441489361702127
2016-09-07,2.75531914893617
2016-09-08,6.888297872340425
2016-09-09,6.199468085106383
2016-09-10,2.75531914893617
2016-09-11,2.0664893617021276
2016-09-12,4.132978723404255
2016-09-13,1.377659574468085
2016-09-14,7.577127659574468
2016-09-15,8.26595744680851
2016-09-16,6.199468085106383
2016-09-17,2.75531914893617
2016-09-18,3.4441489361702127
2016-09-19,3.4441489361702127
2016-09-20,7.577127659574468
2016-09-21,8.26595744680851
2016-09-22,3.4441489361702127
2016-09-23,6.888297872340425
2016-09-24,6.199468085106383
2016-09-25,4.132978723404255
2016-09-26,2.75531914893617
2016-09-27,53.03989361702128
2016-09-28,17.220744680851062
2016-09-29,11.710106382978722
2016-09-30,12.398936170212766
2016-10-01,3.410904255319149
2016-10-02,6.25531914893617
2016-10-03,5.444148936170213
2016-10-04,6.821808510638298
2016-10-05,8.066489361702128
2016-10-06,5.722074468085106
2016-10-07,6.099734042553191
2016-10-08,37.075797872340424
2016-10-09,20.83244680851064
2016-10-10,55.65292553191489
2016-10-11,30.62101063829787
2016-10-12,26.87632978723404
2016-10-13,44.787234042553195
2016-10-14,28.77659574468085
2016-10-15,25.898936170212764
2016-10-16,16.799202127659576
2016-10-17,29.809840425531917
2016-10-18,20.17686170212766
2016-10-19,21.67686170212766
2016-10-20,43.5093085106383
2016-10-21,13.699468085106382
2016-10-22,11.51063829787234
2016-10-23,6.288563829787234
2016-10-24,8.444148936170212
2016-10-25,18.232712765957444
2016-10-26,9.788563829787234
2016-10-27,14.732712765957446
2016-10-28,28.49867021276596
2016-10-29,36.287234042553195
2016-10-30,58.29787234042553
2016-10-31,63.941489361702125
2016-11-01,62.96409574468085
2016-11-02,54.0
2016-11-03,54.0
2016-11-04,38.0
2016-11-05,22.0
2016-11-06,67.0
2016-11-07,40.0
2016-11-08,43.0
2016-11-09,100.0
2016-11-10,44.0
2016-11-11,15.0
2016-11-12,10.0
2016-11-13,13.0
2016-11-14,10.0
2016-11-15,10.0
2016-11-16,12.0
2016-11-17,7.0
2016-11-18,10.0
2016-11-19,0.0
2016-11-20,3.0
2016-11-21,0.0
2016-11-22,0.0
2016-11-23,4.0
2016-11-24,3.0
2016-11-25,4.0
2016-11-26,3.0
2016-11-27,3.0
2016-11-28,1.0
2016-11-29,6.0
2016-11-30,3.0
2016-12-01,7.0
2016-12-02,4.0
2016-12-03,2.0
2016-12-04,0.0
2016-12-05,0.0
2016-12-06,0.0
2016-12-07,1.0
2016-12-08,1.0
2016-12-09,3.0
2016-12-10,2.0
2016-12-11,2.0
2016-12-12,3.0
2016-12-13,4.0
