date,hillary pizza
2016-05-01,2.562434417628541
2016-05-02,2.1353620146904513
2016-05-03,4.270724029380903
2016-05-04,6.406086044071354
2016-05-05,8.114375655823714
2016-05-06,4.6977964323189925
2016-05-07,8.114375655823714
2016-05-08,2.562434417628541
2016-05-09,2.1353620146904513
2016-05-10,2.1353620146904513
2016-05-11,7.687303252885624
2016-05-12,5.551941238195173
2016-05-13,3.416579223504722
2016-05-14,10.249737670514165
2016-05-15,5.124868835257082
2016-05-16,3.416579223504722
2016-05-17,2.1353620146904513
2016-05-18,2.1353620146904513
2016-05-19,3.416579223504722
2016-05-20,3.416579223504722
2016-05-21,5.124868835257082
2016-05-22,2.562434417628541
2016-05-23,4.270724029380903
2016-05-24,2.1353620146904513
2016-05-25,2.1353620146904513
2016-05-26,4.6977964323189925
2016-05-27,4.6977964323189925
2016-05-28,3.843651626442812
2016-05-29,10.676810073452256
2016-05-30,0.0
2016-05-31,0.0
2016-06-01,2.1353620146904513
2016-06-02,5.551941238195173
2016-06-03,5.979013641133263
2016-06-04,3.843651626442812
2016-06-05,10.249737670514165
2016-06-06,7.687303252885624
2016-06-07,11.958027282266526
2016-06-08,20.92654774396642
2016-06-09,6.833158447009444
2016-06-10,17.5099685204617
2016-06-11,6.406086044071354
2016-06-12,8.968520461699894
2016-06-13,4.270724029380903
2016-06-14,7.687303252885624
2016-06-15,3.416579223504722
2016-06-16,4.270724029380903
2016-06-17,2.1353620146904513
2016-06-18,8.114375655823714
2016-06-19,2.562434417628541
2016-06-20,2.1353620146904513
2016-06-21,7.687303252885624
2016-06-22,6.406086044071354
2016-06-23,3.416579223504722
2016-06-24,3.416579223504722
2016-06-25,8.114375655823714
2016-06-26,5.124868835257082
2016-06-27,2.1353620146904513
2016-06-28,3.416579223504722
2016-06-29,6.833158447009444
2016-06-30,3.416579223504722
2016-07-01,6.833158447009444
2016-07-02,3.843651626442812
2016-07-03,3.843651626442812
2016-07-04,4.6977964323189925
2016-07-05,4.6977964323189925
2016-07-06,4.6977964323189925
2016-07-07,6.833158447009444
2016-07-08,9.395592864637985
2016-07-09,8.114375655823714
2016-07-10,10.676810073452256
2016-07-11,5.551941238195173
2016-07-12,7.687303252885624
2016-07-13,12.385099685204617
2016-07-14,8.968520461699894
2016-07-15,6.833158447009444
2016-07-16,8.114375655823714
2016-07-17,3.843651626442812
2016-07-18,2.1353620146904513
2016-07-19,5.551941238195173
2016-07-20,8.114375655823714
2016-07-21,10.249737670514165
2016-07-22,10.676810073452256
2016-07-23,14.520461699895067
2016-07-24,6.833158447009444
2016-07-25,5.551941238195173
2016-07-26,11.103882476390346
2016-07-27,13.666316894018887
2016-07-28,20.49947534102833
2016-07-29,40.144805876180484
2016-07-30,12.385099685204617
2016-07-31,9.395592864637985
2016-08-01,6.833158447009444
2016-08-02,8.968520461699894
2016-08-03,5.551941238195173
2016-08-04,6.833158447009444
2016-08-05,5.979013641133263
2016-08-06,6.833158447009444
2016-08-07,21.35362014690451
2016-08-08,10.249737670514165
2016-08-09,5.551941238195173
2016-08-10,6.833158447009444
2016-08-11,8.114375655823714
2016-08-12,8.114375655823714
2016-08-13,10.676810073452256
2016-08-14,9.395592864637985
2016-08-15,5.979013641133263
2016-08-16,4.6977964323189925
2016-08-17,3.416579223504722
2016-08-18,8.114375655823714
2016-08-19,0.0
2016-08-20,6.406086044071354
2016-08-21,7.687303252885624
2016-08-22,5.551941238195173
2016-08-23,8.968520461699894
2016-08-24,4.270724029380903
2016-08-25,3.416579223504722
2016-08-26,6.833158447009444
2016-08-27,3.843651626442812
2016-08-28,5.124868835257082
2016-08-29,4.270724029380903
2016-08-30,7.687303252885624
2016-08-31,6.833158447009444
2016-09-01,4.270724029380903
2016-09-02,6.833158447009444
2016-09-03,5.124868835257082
2016-09-04,7.687303252885624
2016-09-05,6.833158447009444
2016-09-06,7.687303252885624
2016-09-07,7.687303252885624
2016-09-08,4.270724029380903
2016-09-09,7.687303252885624
2016-09-10,12.812172088142708
2016-09-11,42.70724029380902
2016-09-12,23.061909758656874
2016-09-13,29.040923399790135
2016-09-14,17.5099685204617
2016-09-15,12.385099685204617
2016-09-16,10.249737670514165
2016-09-17,8.968520461699894
2016-09-18,8.541448058761805
2016-09-19,4.270724029380903
2016-09-20,10.676810073452256
2016-09-21,8.541448058761805
2016-09-22,6.406086044071354
2016-09-23,14.520461699895067
2016-09-24,6.406086044071354
2016-09-25,3.843651626442812
2016-09-26,17.93704092339979
2016-09-27,23.061909758656874
2016-09-28,14.947534102833158
2016-09-29,7.687303252885624
2016-09-30,12.385099685204617
2016-10-01,14.68205666316894
2016-10-02,6.989506820566632
2016-10-03,10.197796432318992
2016-10-04,9.697796432318992
2016-10-05,6.630115424973766
2016-10-06,10.265477439664219
2016-10-07,6.703043022035677
2016-10-08,3.562434417628541
2016-10-09,15.75498426023085
2016-10-10,18.10912906610703
2016-10-11,9.697796432318992
2016-10-12,5.708289611752361
2016-10-13,13.406086044071355
2016-10-14,11.479013641133264
2016-10-15,11.630115424973766
2016-10-16,11.838405036726128
2016-10-17,10.692549842602308
2016-10-18,6.703043022035677
2016-10-19,9.630115424973766
2016-10-20,21.952780692549844
2016-10-21,18.541448058761805
2016-10-22,11.979013641133264
2016-10-23,14.479013641133264
2016-10-24,9.765477439664219
2016-10-25,7.057187827911857
2016-10-26,5.135362014690451
2016-10-27,10.270724029380903
2016-10-28,27.02570828961175
2016-10-29,32.29643231899266
2016-10-30,21.530954879328437
2016-10-31,18.614375655823714
2016-11-01,14.97376705141658
2016-11-02,13.0
2016-11-03,23.0
2016-11-04,33.0
2016-11-05,33.0
2016-11-06,48.0
2016-11-07,25.0
2016-11-08,57.0
2016-11-09,100.0
2016-11-10,39.0
2016-11-11,36.0
2016-11-12,27.0
2016-11-13,16.0
2016-11-14,14.0
2016-11-15,15.0
2016-11-16,12.0
2016-11-17,17.0
2016-11-18,16.0
2016-11-19,9.0
2016-11-20,8.0
2016-11-21,13.0
2016-11-22,10.0
2016-11-23,16.0
2016-11-24,7.0
2016-11-25,12.0
2016-11-26,15.0
2016-11-27,13.0
2016-11-28,12.0
2016-11-29,13.0
2016-11-30,17.0
2016-12-01,18.0
2016-12-02,13.0
2016-12-03,14.0
2016-12-04,9.0
2016-12-05,40.0
2016-12-06,24.0
2016-12-07,18.0
2016-12-08,15.0
2016-12-09,20.0
2016-12-10,11.0
2016-12-11,10.0
2016-12-12,10.0
2016-12-13,8.0
2016-12-14,6.0
2016-12-15,8.0
2016-12-16,5.0
2016-12-17,10.0
2016-12-18,4.0
2016-12-19,10.0
2016-12-20,8.0
2016-12-21,4.0
2016-12-22,7.0
2016-12-23,7.0
2016-12-24,5.0
2016-12-25,2.0
2016-12-26,9.0
2016-12-27,6.0
2016-12-28,5.0
2016-12-29,4.0
2016-12-30,6.0
2016-12-31,4.0
2017-01-01,10.0
2017-01-02,4.0
2017-01-03,4.0
2017-01-04,4.0
2017-01-05,4.0
2017-01-06,10.0
2017-01-07,6.0
2017-01-08,2.0
2017-01-09,6.0
2017-01-10,3.0
2017-01-11,4.0
2017-01-12,7.0
2017-01-13,2.0
2017-01-14,5.0
2017-01-15,2.0
2017-01-16,3.0
2017-01-17,10.0
2017-01-18,9.0
2017-01-19,8.0
2017-01-20,12.0
2017-01-21,10.0
2017-01-22,4.0
2017-01-23,5.0
2017-01-24,9.0
2017-01-25,0.0
2017-01-26,5.0
2017-01-27,7.0
2017-01-28,2.0
2017-01-29,6.0
2017-01-30,5.0
2017-01-31,2.0
2017-02-01,5.0
2017-02-02,4.0
2017-02-03,4.0
2017-02-04,3.0
2017-02-05,10.0
2017-02-06,4.0
2017-02-07,7.0
2017-02-08,6.0
2017-02-09,6.0
2017-02-10,9.0
2017-02-11,7.0
2017-02-12,5.0
2017-02-13,3.0
2017-02-14,4.0
2017-02-15,6.0
2017-02-16,3.0
2017-02-17,4.0
2017-02-18,9.0
2017-02-19,9.0
2017-02-20,2.0
2017-02-21,3.0
2017-02-22,5.0
2017-02-23,2.0
2017-02-24,3.0
2017-02-25,4.0
2017-02-26,4.0
2017-02-27,2.0
2017-02-28,2.0
2017-03-01,3.3677494199535962
2017-03-02,3.8016241299303943
2017-03-03,4.956689868522815
2017-03-04,6.712683681361176
2017-03-05,4.2018561484918795
2017-03-06,4.257153905645785
2017-03-07,2.433874709976798
2017-03-08,3.3785769528228924
2017-03-09,0.9338747099767981
2017-03-10,4.890564578499614
2017-03-11,5.067285382830626
2017-03-12,3.6009280742459397
2017-03-13,1.9338747099767981
2017-03-14,4.367749419953596
2017-03-15,2.933874709976798
2017-03-16,3.3677494199535962
2017-03-17,3.4566898685228153
2017-03-18,3.6009280742459397
2017-03-19,0.0
2017-03-20,3.8677494199535962
2017-03-21,4.81245166279969
2017-03-22,3.3124516627996905
2017-03-23,1.9338747099767981
2017-03-24,4.4675174013921115
2017-03-25,7.335266821345708
2017-03-26,4.179040989945863
2017-03-27,3.3677494199535962
2017-03-28,1.9338747099767981
2017-03-29,2.423047177107502
2017-03-30,2.4675174013921115
2017-03-31,3.9903325599381283
2017-04-01,3.645398298530549
2017-04-02,4.447022428460944
2017-04-03,1.8677494199535962
2017-04-04,3.8244392884764116
2017-04-05,1.8677494199535962
2017-04-06,3.9133797370456302
2017-04-07,5.959010054137664
2017-04-08,2.223511214230472
2017-04-09,2.3124516627996905
2017-04-10,1.9566898685228151
2017-04-11,1.9566898685228151
2017-04-12,1.9566898685228151
2017-04-13,5.069605568445476
