date,trump senile
2017-02-10,22.0
2017-02-11,0.0
2017-02-12,0.0
2017-02-13,31.0
2017-02-14,0.0
2017-02-15,21.0
2017-02-16,53.0
2017-02-17,33.0
2017-02-18,50.0
2017-02-19,0.0
2017-02-20,32.0
2017-02-21,21.0
2017-02-22,0.0
2017-02-23,0.0
2017-02-24,22.0
2017-02-25,25.0
2017-02-26,24.0
2017-02-27,21.0
2017-02-28,43.0
2017-03-01,10.5
2017-03-02,0.0
2017-03-03,11.0
2017-03-04,0.0
2017-03-05,45.39402173913044
2017-03-06,38.62839673913044
2017-03-07,12.085597826086957
2017-03-08,22.585597826086957
2017-03-09,0.0
2017-03-10,0.0
2017-03-11,0.0
2017-03-12,0.0
2017-03-13,10.5
2017-03-14,0.0
2017-03-15,22.585597826086957
2017-03-16,10.5
2017-03-17,11.0
2017-03-18,26.09986413043478
2017-03-19,38.09986413043478
2017-03-20,12.085597826086957
2017-03-21,68.15964673913044
2017-03-22,22.585597826086957
2017-03-23,22.585597826086957
2017-03-24,11.0
2017-03-25,14.50271739130435
2017-03-26,26.59986413043478
2017-03-27,22.585597826086957
2017-03-28,0.0
2017-03-29,12.488451086956523
2017-03-30,29.934103260869566
2017-03-31,12.891304347826088
2017-04-01,78.60258152173913
2017-04-02,0.0
2017-04-03,24.976902173913047
2017-04-04,0.0
2017-04-05,24.976902173913047
2017-04-06,24.976902173913047
2017-04-07,25.782608695652176
2017-04-08,58.81657608695652
2017-04-09,0.0
2017-04-10,24.976902173913047
2017-04-11,0.0
2017-04-12,0.0
2017-04-13,26.588315217391305
2017-04-14,29.0054347826087
2017-04-15,30.616847826086957
2017-04-16,0.0
2017-04-17,39.47961956521739
2017-04-18,73.31929347826087
2017-04-19,73.31929347826087
2017-04-20,0.0
2017-04-21,26.588315217391305
2017-04-22,0.0
2017-04-23,0.0
2017-04-24,24.976902173913047
2017-04-25,24.171195652173914
2017-04-26,24.171195652173914
2017-04-27,24.976902173913047
2017-04-28,25.782608695652176
2017-04-29,43.50815217391305
2017-04-30,0.0
2017-05-01,27.394021739130437
2017-05-02,49.14809782608696
2017-05-03,24.171195652173914
2017-05-04,0.0
2017-05-05,0.0
2017-05-06,0.0
2017-05-07,0.0
2017-05-08,0.0
2017-05-09,0.0
2017-05-10,24.976902173913047
2017-05-11,24.976902173913047
2017-05-12,0.0
2017-05-13,29.0054347826087
2017-05-14,0.0
2017-05-15,24.976902173913047
2017-05-16,74.125
2017-05-17,37.0625
2017-05-18,0.0
2017-05-19,25.782608695652176
2017-05-20,29.811141304347828
2017-05-21,0.0
2017-05-22,24.976902173913047
2017-05-23,24.171195652173914
2017-05-24,24.976902173913047
2017-05-25,25.782608695652176
2017-05-26,80.57065217391305
2017-05-27,30.616847826086957
2017-05-28,0.0
2017-05-29,26.588315217391305
2017-05-30,24.976902173913047
2017-05-31,49.95380434782609
2017-06-01,50.75951086956522
2017-06-02,26.588315217391305
2017-06-03,29.811141304347828
