date,trump healthy
2016-05-01,0.0
2016-05-02,0.0
2016-05-03,2.349217638691323
2016-05-04,13.57325746799431
2016-05-05,18.793741109530583
2016-05-06,2.349217638691323
2016-05-07,8.091749644381224
2016-05-08,8.091749644381224
2016-05-09,0.0
2016-05-10,2.349217638691323
2016-05-11,8.874822190611665
2016-05-12,11.485064011379801
2016-05-13,2.349217638691323
2016-05-14,5.220483641536273
2016-05-15,0.0
2016-05-16,6.786628733997155
2016-05-17,11.224039829302987
2016-05-18,8.874822190611665
2016-05-19,4.698435277382646
2016-05-20,4.698435277382646
2016-05-21,5.481507823613087
2016-05-22,2.6102418207681364
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,9.135846372688478
2016-05-26,4.698435277382646
2016-05-27,4.95945945945946
2016-05-28,5.481507823613087
2016-05-29,2.6102418207681364
2016-05-30,2.349217638691323
2016-05-31,0.0
2016-06-01,11.485064011379801
2016-06-02,4.698435277382646
2016-06-03,4.698435277382646
2016-06-04,8.091749644381224
2016-06-05,0.0
2016-06-06,0.0
2016-06-07,4.4374110953058326
2016-06-08,9.135846372688478
2016-06-09,2.349217638691323
2016-06-10,2.349217638691323
2016-06-11,5.481507823613087
2016-06-12,7.83072546230441
2016-06-13,4.4374110953058326
2016-06-14,6.786628733997155
2016-06-15,6.786628733997155
2016-06-16,4.698435277382646
2016-06-17,4.698435277382646
2016-06-18,8.091749644381224
2016-06-19,5.481507823613087
2016-06-20,4.4374110953058326
2016-06-21,9.135846372688478
2016-06-22,7.047652916073969
2016-06-23,0.0
2016-06-24,2.349217638691323
2016-06-25,2.6102418207681364
2016-06-26,8.091749644381224
2016-06-27,2.349217638691323
2016-06-28,4.698435277382646
2016-06-29,0.0
2016-06-30,2.349217638691323
2016-07-01,4.698435277382646
2016-07-02,2.8712660028449504
2016-07-03,2.8712660028449504
2016-07-04,4.95945945945946
2016-07-05,0.0
2016-07-06,2.349217638691323
2016-07-07,7.308677098150783
2016-07-08,9.91891891891892
2016-07-09,2.8712660028449504
2016-07-10,0.0
2016-07-11,0.0
2016-07-12,6.786628733997155
2016-07-13,2.349217638691323
2016-07-14,4.698435277382646
2016-07-15,14.356330014224751
2016-07-16,8.352773826458037
2016-07-17,11.224039829302987
2016-07-18,11.485064011379801
2016-07-19,26.102418207681367
2016-07-20,23.49217638691323
2016-07-21,9.396870554765291
2016-07-22,14.617354196301566
2016-07-23,8.352773826458037
2016-07-24,5.481507823613087
2016-07-25,11.485064011379801
2016-07-26,4.698435277382646
2016-07-27,4.698435277382646
2016-07-28,9.396870554765291
2016-07-29,12.268136557610243
2016-07-30,8.352773826458037
2016-07-31,5.481507823613087
2016-08-01,9.396870554765291
2016-08-02,20.88193456614509
2016-08-03,23.49217638691323
2016-08-04,16.44452347083926
2016-08-05,4.95945945945946
2016-08-06,2.8712660028449504
2016-08-07,8.352773826458037
2016-08-08,7.047652916073969
2016-08-09,2.349217638691323
2016-08-10,11.746088193456615
2016-08-11,0.0
2016-08-12,4.698435277382646
2016-08-13,2.8712660028449504
2016-08-14,5.481507823613087
2016-08-15,12.007112375533428
2016-08-16,13.834281650071125
2016-08-17,9.396870554765291
2016-08-18,4.698435277382646
2016-08-19,4.95945945945946
2016-08-20,5.481507823613087
2016-08-21,2.6102418207681364
2016-08-22,9.135846372688478
2016-08-23,4.698435277382646
2016-08-24,9.396870554765291
2016-08-25,14.095305832147938
2016-08-26,4.698435277382646
2016-08-27,5.481507823613087
2016-08-28,10.70199146514936
2016-08-29,6.786628733997155
2016-08-30,6.786628733997155
2016-08-31,11.224039829302987
2016-09-01,13.834281650071125
2016-09-02,2.349217638691323
2016-09-03,8.091749644381224
2016-09-04,5.220483641536273
2016-09-05,7.047652916073969
2016-09-06,4.4374110953058326
2016-09-07,6.786628733997155
2016-09-08,9.135846372688478
2016-09-09,9.396870554765291
2016-09-10,13.051209103840684
2016-09-11,5.220483641536273
2016-09-12,15.66145092460882
2016-09-13,8.874822190611665
2016-09-14,20.09886201991465
2016-09-15,11.485064011379801
2016-09-16,7.047652916073969
2016-09-17,2.6102418207681364
2016-09-18,12.790184921763869
2016-09-19,4.4374110953058326
2016-09-20,13.051209103840684
2016-09-21,4.4374110953058326
2016-09-22,6.786628733997155
2016-09-23,9.396870554765291
2016-09-24,15.400426742532005
2016-09-25,5.220483641536273
2016-09-26,10.963015647226173
2016-09-27,24.014224751066855
2016-09-28,6.525604551920342
2016-09-29,2.0881934566145093
2016-09-30,2.349217638691323
2016-10-01,8.784850640113799
2016-10-02,16.91891891891892
2016-10-03,11.525604551920342
2016-10-04,12.61379800853485
2016-10-05,5.588193456614509
2016-10-06,2.0
2016-10-07,3.5
2016-10-08,17.069701280227598
2016-10-09,24.290184921763867
2016-10-10,23.59352773826458
2016-10-11,16.744310099573255
2016-10-12,10.437411095305833
2016-10-13,14.700213371266003
2016-10-14,10.218705547652917
2016-10-15,10.589971550497866
2016-10-16,12.244310099573257
2016-10-17,7.544096728307254
2016-10-18,11.895092460881934
2016-10-19,8.350995732574681
2016-10-20,24.051209103840684
2016-10-21,12.481507823613086
2016-10-22,16.244310099573255
2016-10-23,16.049431009957324
2016-10-24,6.718705547652917
2016-10-25,3.5440967283072546
2016-10-26,6.262802275960171
2016-10-27,7.762802275960171
2016-10-28,4.674608819345662
2016-10-29,4.97972972972973
2016-10-30,8.589971550497866
2016-10-31,15.374822190611665
2016-11-01,11.656116642958748
2016-11-02,9.0
2016-11-03,11.0
2016-11-04,9.0
2016-11-05,14.0
2016-11-06,11.0
2016-11-07,23.0
2016-11-08,28.0
2016-11-09,100.0
2016-11-10,53.0
2016-11-11,53.0
2016-11-12,32.0
2016-11-13,33.0
2016-11-14,38.0
2016-11-15,14.0
2016-11-16,24.0
2016-11-17,18.0
2016-11-18,15.0
2016-11-19,12.0
2016-11-20,16.0
2016-11-21,11.0
2016-11-22,6.0
2016-11-23,9.0
2016-11-24,10.0
2016-11-25,7.0
2016-11-26,5.0
2016-11-27,8.0
2016-11-28,11.0
2016-11-29,9.0
2016-11-30,7.0
2016-12-01,7.0
2016-12-02,4.0
2016-12-03,13.0
2016-12-04,9.0
2016-12-05,8.0
2016-12-06,6.0
2016-12-07,4.0
2016-12-08,6.0
2016-12-09,5.0
2016-12-10,8.0
2016-12-11,11.0
2016-12-12,8.0
2016-12-13,6.0
2016-12-14,7.0
2016-12-15,6.0
2016-12-16,8.0
2016-12-17,6.0
2016-12-18,10.0
2016-12-19,10.0
2016-12-20,5.0
2016-12-21,7.0
2016-12-22,0.0
2016-12-23,5.0
2016-12-24,3.0
2016-12-25,5.0
2016-12-26,2.0
2016-12-27,2.0
2016-12-28,8.0
2016-12-29,5.0
