date,employment agency
2016-11-30,85.20769230769231
2016-12-01,62.9375
2016-12-02,52.28653846153846
2016-12-03,29.048076923076923
2016-12-04,41.635576923076925
2016-12-05,60.03269230769231
2016-12-06,61.96923076923077
2016-12-07,57.127884615384616
2016-12-08,52.28653846153846
2016-12-09,47.44519230769231
2016-12-10,19.365384615384613
2016-12-11,30.016346153846154
2016-12-12,51.31826923076923
2016-12-13,72.6201923076923
2016-12-14,40.667307692307695
2016-12-15,50.35
2016-12-16,35.825961538461534
2016-12-17,18.397115384615383
2016-12-18,30.016346153846154
2016-12-19,58.09615384615385
2016-12-20,51.31826923076923
2016-12-21,45.50865384615385
2016-12-22,56.159615384615385
2016-12-23,40.667307692307695
2016-12-24,13.555769230769231
2016-12-25,10.650961538461539
2016-12-26,28.079807692307693
2016-12-27,51.31826923076923
2016-12-28,50.35
2016-12-29,44.54038461538462
2016-12-30,39.699038461538464
2016-12-31,21.301923076923078
2017-01-01,18.397115384615383
2017-01-02,50.35
2017-01-03,77.46153846153845
2017-01-04,72.6201923076923
2017-01-05,96.82692307692308
2017-01-06,72.6201923076923
2017-01-07,37.762499999999996
2017-01-08,41.635576923076925
2017-01-09,62.9375
2017-01-10,70.68365384615385
2017-01-11,75.52499999999999
2017-01-12,77.46153846153845
2017-01-13,76.49326923076923
2017-01-14,38.730769230769226
2017-01-15,48.41346153846154
2017-01-16,76.49326923076923
2017-01-17,80.36634615384617
2017-01-18,85.20769230769231
2017-01-19,69.71538461538461
2017-01-20,73.58846153846153
2017-01-21,31.952884615384615
2017-01-22,33.88942307692307
2017-01-23,88.1125
2017-01-24,84.23942307692309
2017-01-25,68.74711538461538
2017-01-26,65.84230769230768
2017-01-27,75.52499999999999
2017-01-28,30.016346153846154
2017-01-29,37.762499999999996
2017-01-30,62.9375
2017-01-31,86.17596153846154
2017-02-01,81.33461538461539
2017-02-02,85.20769230769231
2017-02-03,68.74711538461538
2017-02-04,35.825961538461534
2017-02-05,40.667307692307695
2017-02-06,91.98557692307692
2017-02-07,77.46153846153845
2017-02-08,65.84230769230768
2017-02-09,61.96923076923077
2017-02-10,43.57211538461539
2017-02-11,35.825961538461534
2017-02-12,38.730769230769226
2017-02-13,60.03269230769231
2017-02-14,64.87403846153846
2017-02-15,84.23942307692309
2017-02-16,69.71538461538461
2017-02-17,63.90576923076923
2017-02-18,30.984615384615385
2017-02-19,30.984615384615385
2017-02-20,76.49326923076923
2017-02-21,86.17596153846154
2017-02-22,72.6201923076923
2017-02-23,80.36634615384617
2017-02-24,77.46153846153845
2017-02-25,25.175
2017-02-26,47.44519230769231
2017-02-27,80.36634615384617
2017-02-28,86.17596153846154
2017-03-01,75.07211538461539
2017-03-02,85.50865384615385
2017-03-03,74.76249999999999
2017-03-04,45.175
2017-03-05,46.00817307692308
2017-03-06,72.00048076923076
2017-03-07,76.8576923076923
2017-03-08,72.3576923076923
2017-03-09,69.45288461538462
2017-03-10,61.88942307692307
2017-03-11,44.28605769230769
2017-03-12,32.07163461538462
2017-03-13,57.48461538461538
2017-03-14,64.96875
2017-03-15,70.38942307692307
2017-03-16,61.48461538461538
2017-03-17,63.857692307692304
2017-03-18,31.97644230769231
2017-03-19,31.00817307692308
2017-03-20,91.15144230769232
2017-03-21,77.69903846153846
2017-03-22,74.71490384615385
2017-03-23,76.65144230769232
2017-03-24,63.90528846153846
2017-03-25,41.254326923076924
2017-03-26,50.143269230769235
2017-03-27,72.23076923076923
2017-03-28,79.84182692307692
2017-03-29,76.19903846153846
2017-03-30,74.24663461538461
2017-03-31,63.40528846153846
2017-04-01,35.94471153846153
2017-04-02,37.0
2017-04-03,82.0
2017-04-04,67.0
2017-04-05,59.0
2017-04-06,66.0
2017-04-07,69.0
2017-04-08,35.0
2017-04-09,35.0
2017-04-10,67.0
2017-04-11,62.0
2017-04-12,62.0
2017-04-13,63.0
2017-04-14,37.0
2017-04-15,43.0
2017-04-16,31.0
2017-04-17,58.0
2017-04-18,66.0
2017-04-19,65.0
2017-04-20,66.0
2017-04-21,38.0
2017-04-22,32.0
2017-04-23,28.0
2017-04-24,67.0
2017-04-25,85.0
2017-04-26,77.0
2017-04-27,64.0
2017-04-28,55.0
2017-04-29,43.0
2017-04-30,36.0
2017-05-01,63.0
2017-05-02,64.0
2017-05-03,68.0
2017-05-04,50.0
2017-05-05,53.0
2017-05-06,39.0
2017-05-07,36.0
2017-05-08,75.0
2017-05-09,72.0
2017-05-10,64.0
2017-05-11,62.0
2017-05-12,45.0
2017-05-13,40.0
2017-05-14,25.0
2017-05-15,62.0
2017-05-16,85.0
2017-05-17,68.0
2017-05-18,64.0
2017-05-19,54.0
2017-05-20,39.0
2017-05-21,39.0
2017-05-22,84.0
2017-05-23,68.0
2017-05-24,50.0
2017-05-25,56.0
2017-05-26,49.0
2017-05-27,63.0
2017-05-28,33.0
2017-05-29,56.0
2017-05-30,63.0
2017-05-31,62.0
2017-06-01,70.0
2017-06-02,41.0
2017-06-03,35.0
